Date,BRIC SMALL GROWTH
1994-05-31,228.2489749273774
1994-06-30,237.11651915108501
1994-07-29,260.7002782447319
1994-08-31,318.1453027888603
1994-09-30,322.91774160345994
1994-10-31,322.7567393081449
1994-11-30,322.5234791357175
1994-12-30,303.25380975896104
1995-01-31,278.8380004754537
1995-02-28,259.653335521149
1995-03-31,243.71739433651234
1995-04-28,235.53075992000026
1995-05-31,228.68957884895943
1995-06-30,210.35678238687046
1995-07-31,211.3670054902453
1995-08-31,206.40579152738604
1995-09-29,205.2654841761568
1995-10-31,193.63880470977296
1995-11-30,172.91885643223412
1995-12-29,173.06594727723783
1996-01-31,171.64304863532843
1996-02-29,191.58875005282047
1996-03-29,188.42030612339636
1996-04-30,192.82368104438368
1996-05-31,195.55742832464557
1996-06-28,201.4408424752278
1996-07-31,187.99810567878956
1996-08-30,183.87307673239962
1996-09-30,173.68420264601747
1996-10-31,173.0885321474024
1996-11-29,168.0750861851056
1996-12-31,171.6537302537343
1997-01-01,171.45352294795217
1997-01-02,177.53312229190922
1997-01-03,176.78426132645197
1997-01-06,177.1968403608864
1997-01-07,177.84281394274734
1997-01-08,176.97775772447645
1997-01-09,178.20777449412057
1997-01-10,181.21781927524265
1997-01-13,182.1112400438788
1997-01-14,183.25460764736826
1997-01-15,189.27493980238947
1997-01-16,186.80612461459995
1997-01-17,184.65345251028828
1997-01-20,184.49022402118405
1997-01-21,183.70769941814785
1997-01-22,183.90573047652933
1997-01-23,184.20035598722126
1997-01-24,184.99597975440076
1997-01-27,184.87174387524777
1997-01-28,185.48179315904008
1997-01-29,184.87653598519427
1997-01-30,184.10179229079765
1997-01-31,183.71470927045831
1997-02-03,182.7944888014209
1997-02-04,183.37965617348777
1997-02-05,184.08083436454794
1997-02-06,184.4035847502696
1997-02-07,185.66291758247527
1997-02-10,185.91757095891333
1997-02-11,186.60169664627776
1997-02-12,189.9530069627307
1997-02-13,188.8237307906623
1997-02-14,188.38047918890072
1997-02-17,189.5445711084311
1997-02-18,188.7316917235377
1997-02-19,188.5805147000816
1997-02-20,187.37201576045837
1997-02-21,188.4915297411968
1997-02-24,187.69861929419636
1997-02-25,188.5638513529056
1997-02-26,188.65964387380663
1997-02-27,189.3142170306262
1997-02-28,193.90115077330475
1997-03-03,200.41716634200532
1997-03-04,200.06692936087384
1997-03-05,200.16445545110443
1997-03-06,199.869921959941
1997-03-07,200.79807253831794
1997-03-10,199.82307896483297
1997-03-11,198.1580569373983
1997-03-12,197.5709834110743
1997-03-13,196.07119598214172
1997-03-14,195.47978266959305
1997-03-17,195.11341473355407
1997-03-18,194.44955025356884
1997-03-19,192.82661109766178
1997-03-20,192.03186015846975
1997-03-21,191.52521567604447
1997-03-24,191.62264761935225
1997-03-25,191.94899705769126
1997-03-26,192.9048597184873
1997-03-27,192.68031243864073
1997-03-28,192.2036833632371
1997-03-31,186.44472045087642
1997-04-01,187.55290496844617
1997-04-02,188.4572338777319
1997-04-03,189.83980047431334
1997-04-04,190.4158298800511
1997-04-07,189.97978148862717
1997-04-08,190.2524694578223
1997-04-09,191.77284912638
1997-04-10,191.07200053785746
1997-04-11,191.86987216841234
1997-04-14,190.2233481717415
1997-04-15,189.86336559896253
1997-04-16,190.18840854137778
1997-04-17,190.65622044005727
1997-04-18,191.7775079993597
1997-04-21,193.23589253287773
1997-04-22,192.78767032129943
1997-04-23,193.57837990478376
1997-04-24,194.41620674293307
1997-04-25,194.82464932049095
1997-04-28,195.73825874840395
1997-04-29,196.2632939627925
1997-04-30,197.9677208345296
1997-05-01,197.8138221624079
1997-05-02,198.24251285154432
1997-05-05,197.74009267801281
1997-05-06,198.0816258236641
1997-05-07,198.94577428327563
