Date,EM EASTERN EUROPE ex RUSSIA SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1001.4213215013941
2007-06-04,991.6944830227696
2007-06-05,982.9665009039231
2007-06-06,971.1570907344213
2007-06-07,968.8072242546954
2007-06-08,961.6127227154452
2007-06-11,978.1662239705481
2007-06-12,975.0178032111071
2007-06-13,973.335676809962
2007-06-14,978.1999776498839
2007-06-15,996.0269552684094
2007-06-18,1001.2938700781862
2007-06-19,1015.6052533514745
2007-06-20,1010.7813774159748
2007-06-21,1008.1026035347089
2007-06-22,1013.5459467247668
2007-06-25,1019.0399354532416
2007-06-26,1017.4728590288272
2007-06-27,1003.0904830323916
2007-06-28,1013.1608585310612
2007-06-29,1023.6466131804699
2007-07-02,1026.4735747347827
2007-07-03,1029.2388021507068
2007-07-04,1034.3163668089862
2007-07-05,1039.6099655833536
2007-07-06,1040.6765222993808
2007-07-09,1042.2423091924863
2007-07-10,1027.4095308843
2007-07-11,1024.7549297091364
2007-07-12,1025.0023558402186
2007-07-13,1037.591033111722
2007-07-16,1021.5057722388572
2007-07-17,1023.4072516491394
2007-07-18,1021.4639285688435
2007-07-19,1037.604730821791
2007-07-20,1027.5617480095684
2007-07-23,1015.1858779341575
2007-07-24,999.622971473098
2007-07-25,979.7821734354154
2007-07-26,959.6965593152737
2007-07-27,936.0624025999406
2007-07-30,935.4564747450213
2007-07-31,939.9302471584446
2007-08-01,914.8583778423637
2007-08-02,930.8823285204192
2007-08-03,935.0765902180864
2007-08-06,932.7672864528107
2007-08-07,931.3351917601769
2007-08-08,938.4955699653982
2007-08-09,915.6530867328764
2007-08-10,888.7273720981448
2007-08-13,909.1848822045956
2007-08-14,893.7233120632055
2007-08-15,882.3090512653251
2007-08-16,801.0830552345225
2007-08-17,829.1306521233018
2007-08-20,820.0964931862746
2007-08-21,806.855552294965
2007-08-22,838.2236222318015
2007-08-23,850.7955507537317
2007-08-24,876.4010474911782
2007-08-27,891.5518798969571
2007-08-28,882.9250584695883
2007-08-29,886.5777032842442
2007-08-30,867.9318486196206
2007-08-31,892.5519548128191
2007-09-03,895.297162499994
2007-09-04,905.7230830266651
2007-09-05,897.8352993387975
2007-09-06,896.6713618502611
2007-09-07,894.2846602302254
2007-09-10,878.1954271105323
2007-09-11,893.6224637752787
2007-09-12,898.9626784168438
2007-09-13,908.3868849671518
2007-09-14,920.7833456729809
2007-09-17,916.8427302516614
2007-09-18,923.9347911337242
2007-09-19,948.4371430579496
2007-09-20,963.312035761668
2007-09-21,970.7734723657511
2007-09-24,955.5743081140703
2007-09-25,960.8376787573472
2007-09-26,960.2369802757516
2007-09-27,958.3836759608001
2007-09-28,956.3264726951548
2007-10-01,945.8305438828415
2007-10-02,942.8988267397878
2007-10-03,947.443742162523
2007-10-04,954.7153422467185
2007-10-05,958.9749763619732
2007-10-08,961.2996531032433
2007-10-09,987.3414380322298
2007-10-10,999.6430921198604
2007-10-11,1021.4140373710285
2007-10-12,1014.2099684410935
2007-10-15,1014.0790498785803
2007-10-16,1006.369416431978
2007-10-17,1015.3515308773005
2007-10-18,1011.9237916585489
2007-10-19,1014.764230503888
2007-10-22,1007.505756055862
2007-10-23,1012.1686103203663
2007-10-24,1003.0939739742059
2007-10-25,1013.797310283687
2007-10-26,1026.9558361588438
2007-10-29,1012.9015868320319
2007-10-30,1005.3406587465355
2007-10-31,1007.5609945625109
2007-11-01,1002.2482124334475
2007-11-02,997.8209960067085
2007-11-05,983.2406453286859
2007-11-06,983.1302436377272
2007-11-07,956.0979902558838
2007-11-08,942.981949051552
2007-11-09,921.5810170757759
2007-11-12,903.301083216151
2007-11-13,908.7051074694791
2007-11-14,906.013057557814
2007-11-15,860.5209775131893
2007-11-16,848.5380417683787
2007-11-19,850.6009553805651
2007-11-20,864.3211454663893
2007-11-21,822.6884416585507
2007-11-22,854.5090814452321
2007-11-23,870.6748938909589
2007-11-26,873.1870276122652
2007-11-27,856.8693254840174
2007-11-28,877.913600126703
2007-11-29,891.1785489247004
2007-11-30,910.6628599573165
2007-12-03,907.7860831460619
2007-12-04,910.8484625183511
2007-12-05,933.9425958488147
2007-12-06,931.7468292398854
2007-12-07,937.3688439193172
2007-12-10,949.6790038051685
2007-12-11,943.3398822755022
2007-12-12,944.9375639650187
