Date,EM LATIN AMERICA ex BRAZIL SMALL GROWTH
1996-05-31,1000.0
1996-06-28,977.3536601793569
1996-07-31,938.8038805103118
1996-08-30,940.5958622932666
1996-09-30,956.67045204694
1996-10-31,920.2318171587503
1996-11-29,931.1592854200269
1996-12-31,936.5450873362906
1997-01-01,936.6082031883658
1997-01-02,931.5047570104915
1997-01-03,939.1971746284006
1997-01-06,947.539528742345
1997-01-07,947.308416896027
1997-01-08,949.3341812515059
1997-01-09,948.0219250948848
1997-01-10,946.2899748529694
1997-01-13,946.0966803383761
1997-01-14,954.093067932586
1997-01-15,957.0355356045844
1997-01-16,957.6740498195319
1997-01-17,967.7613428828924
1997-01-20,969.2932746974446
1997-01-21,969.9318439317168
1997-01-22,967.3923190963254
1997-01-23,971.212654284854
1997-01-24,963.7316040131914
1997-01-27,957.2795647467327
1997-01-28,963.4067639072682
1997-01-29,964.1996801126082
1997-01-30,970.8959767778395
1997-01-31,972.1857538710169
1997-02-03,973.8907813279654
1997-02-04,978.1648659067673
1997-02-05,979.664549175026
1997-02-06,980.590589979138
1997-02-07,985.7100404235507
1997-02-10,986.8690610480654
1997-02-11,994.6682840656713
1997-02-12,1002.0440026082869
1997-02-13,1001.5102897354647
1997-02-14,1003.908632278323
1997-02-17,1006.551889674394
1997-02-18,1007.9510010369468
1997-02-19,1012.8482850980272
1997-02-20,1014.1693642102102
1997-02-21,1024.4093855204835
1997-02-24,1029.662197590197
1997-02-25,1028.018084986323
1997-02-26,1024.2613123784117
1997-02-27,1009.7079303799707
1997-02-28,1005.6867993573211
1997-03-03,999.0392788145138
1997-03-04,994.531379597327
1997-03-05,992.3324183823324
1997-03-06,991.9258860572239
1997-03-07,997.2200310275867
1997-03-10,1006.5947077420354
1997-03-11,1000.2089894281711
1997-03-12,997.7727179215334
1997-03-13,988.9196108606243
1997-03-14,991.9020171935957
1997-03-17,989.370180706615
1997-03-18,986.301485425642
1997-03-19,993.1882170474164
1997-03-20,993.593099257628
1997-03-21,994.4519186077539
1997-03-24,999.5725483371607
1997-03-25,1000.2741240918457
1997-03-26,1001.0634719426829
1997-03-27,1003.3705062568393
1997-03-28,1003.3796503412169
1997-03-31,990.4285839396968
1997-04-01,986.3497540396423
1997-04-02,986.9760454977961
1997-04-03,986.2367445328238
1997-04-04,986.4885938114106
1997-04-07,989.0978645503413
1997-04-08,989.9800774328235
1997-04-09,990.2905957348404
1997-04-10,985.8957929735776
1997-04-11,977.0001418265971
1997-04-14,970.5970492054686
1997-04-15,976.1166365703199
1997-04-16,980.325409466281
1997-04-17,979.6923347700962
1997-04-18,979.476125964348
1997-04-21,976.7252511514882
1997-04-22,980.4842207846604
1997-04-23,984.5106860814578
1997-04-24,986.3801689995577
1997-04-25,988.5814987134607
1997-04-28,985.016349264231
1997-04-29,992.0469239864887
1997-04-30,989.7991967916449
1997-05-01,990.2084694880474
1997-05-02,992.195034275556
1997-05-05,991.0516964216719
1997-05-06,991.3503982092759
1997-05-07,990.397602018116
1997-05-08,997.1474348354088
1997-05-09,1001.2006455062871
1997-05-12,1007.1348096608166
1997-05-13,1011.0289399711799
1997-05-14,1014.3108529598343
1997-05-15,1016.8890431637693
1997-05-16,1016.1541524153462
1997-05-19,1017.4342478143924
1997-05-20,1025.546761945239
1997-05-21,1034.3137630371525
1997-05-22,1035.5891551729007
1997-05-23,1035.3506115393384
1997-05-26,1033.6069634383275
1997-05-27,1032.656917255492
1997-05-28,1028.942801261865
1997-05-29,1030.042214095561
1997-05-30,1048.1644591583704
1997-06-02,1055.7142743584443
1997-06-03,1056.340815720414
1997-06-04,1056.8080592007468
1997-06-05,1052.8162921041223
1997-06-06,1055.0806880566593
1997-06-09,1055.6273363031823
1997-06-10,1055.2117519084672
1997-06-11,1062.2513473125514
1997-06-12,1073.92878116782
1997-06-13,1081.0002203189
1997-06-16,1081.9995341046078
1997-06-17,1083.8472037874226
1997-06-18,1083.0462673655009
1997-06-19,1087.8936710628686
1997-06-20,1095.8054818715016
1997-06-23,1089.0343181690607
1997-06-24,1086.6811370396597
1997-06-25,1085.6446491497854
1997-06-26,1087.4617796643843
1997-06-27,1093.4597992681265
1997-06-30,1097.7772472275947
1997-07-01,1102.8590138488075
1997-07-02,1114.272055096744
1997-07-03,1118.3340705393387
1997-07-04,1126.963787466174
1997-07-07,1136.8089390080809
1997-07-08,1148.6637392920309
1997-07-09,1151.6039404870114
1997-07-10,1154.9782316439291
1997-07-11,1161.4952518824477
1997-07-14,1162.6587735196865
1997-07-15,1140.3817521567123
1997-07-16,1154.062080658386
1997-07-17,1151.0197810694854
1997-07-18,1146.4303809793655
1997-07-21,1137.7131632805886
1997-07-22,1144.7863544268669
1997-07-23,1152.9343219264103
1997-07-24,1161.3177181600452
1997-07-25,1162.3991873791588
1997-07-28,1156.795892016844
1997-07-29,1161.5164957135585
1997-07-30,1166.2135899798789
1997-07-31,1165.0235486686165
1997-08-01,1171.756045490265
1997-08-04,1175.3452567791437
1997-08-05,1178.9411498579016
1997-08-06,1186.3124988902894
1997-08-07,1183.5639337714285
1997-08-08,1179.6337614896786
1997-08-11,1178.647739269575
1997-08-12,1176.364251395649
1997-08-13,1172.343301871579
1997-08-14,1179.7044667357175
1997-08-15,1179.6887111438132
1997-08-18,1174.3956917940839
1997-08-19,1175.3653327817772
1997-08-20,1190.4418347245362
1997-08-21,1182.055298116027
1997-08-22,1180.060238348219
1997-08-25,1182.1815960694364
1997-08-26,1173.526569915158
1997-08-27,1175.1764990930285
1997-08-28,1166.9773840996527
1997-08-29,1150.0103028835915
1997-09-01,1140.5874923500112
1997-09-02,1145.649886553412
1997-09-03,1147.891664982828
1997-09-04,1142.1100196137018
1997-09-05,1147.0148887075525
1997-09-08,1147.5374544115693
1997-09-09,1148.507231069477
1997-09-10,1148.8469449973932
1997-09-11,1142.6575986943076
1997-09-12,1149.083906202608
1997-09-15,1144.8467763489666
1997-09-16,1148.6332138574764
1997-09-17,1150.0113409888106
1997-09-18,1150.8526641466735
1997-09-19,1151.9127441500793
1997-09-22,1150.073663621812
1997-09-23,1148.0831672325492
1997-09-24,1151.3138968868266
1997-09-25,1155.7178598941446
1997-09-26,1152.886577685236
1997-09-29,1155.4736776107486
1997-09-30,1162.3803121329327
1997-10-01,1160.5323652539216
1997-10-02,1167.4039917624013
1997-10-03,1166.5675720497188
1997-10-06,1166.7039525447483
1997-10-07,1176.7729515816604
1997-10-08,1168.4245880776598
1997-10-09,1173.5546576200056
1997-10-10,1177.7819202875728
1997-10-13,1181.1582370252893
1997-10-14,1186.3521238599717
1997-10-15,1190.8563448183027
1997-10-16,1194.7455497163287
1997-10-17,1187.1591815426889
1997-10-20,1189.5127213090557
1997-10-21,1194.597033020793
1997-10-22,1195.811255701001
1997-10-23,1162.5258700039928
1997-10-24,1143.0274338857832
1997-10-27,1041.658436402695
1997-10-28,1068.6841444697777
1997-10-29,1076.301937394162
1997-10-30,1033.8952683023053
1997-10-31,1045.9509126768864
1997-11-03,1074.6422177067957
1997-11-04,1072.5685613311846
1997-11-05,1069.2735448642338
1997-11-06,1068.2539302382334
1997-11-07,1045.5682488987825
1997-11-10,1036.3377315114521
1997-11-11,1034.3850997952961
1997-11-12,1007.7950545616
1997-11-13,1001.6328927551529
1997-11-14,1013.3063781500441
1997-11-17,1031.8093048363119
1997-11-18,1026.9216536913732
1997-11-19,1036.216127112789
1997-11-20,1039.3510490321821
1997-11-21,1043.0841661711877
1997-11-24,1032.6970037170072
1997-11-25,1034.3240337938555
1997-11-26,1041.214116994363
1997-11-27,1050.3305954437135
1997-11-28,1053.3544348525406
1997-12-01,1059.8649274263125
1997-12-02,1067.364469512548
1997-12-03,1073.7657005750382
1997-12-04,1075.1395849047085
1997-12-05,1076.262808803984
1997-12-08,1077.979404258863
1997-12-09,1070.4807959486711
1997-12-10,1057.8732653981247
1997-12-11,1047.094053995552
1997-12-12,1043.455063558541
1997-12-15,1060.6118396620561
1997-12-16,1059.003710562632
1997-12-17,1064.5956662795418
1997-12-18,1057.3321992205092
1997-12-19,1047.9417409523064
1997-12-22,1044.5665532087546
1997-12-23,1035.2874377005733
1997-12-24,1038.7263625284174
1997-12-25,1038.4040936973922
1997-12-26,1041.9978349904547
1997-12-29,1056.8431611378167
1997-12-30,1071.4067577037395
1997-12-31,1078.8371206415259
1998-01-01,1078.8371206415259
1998-01-02,1075.9124575952098
1998-01-05,1072.3078368630754
1998-01-06,1056.876565263743
1998-01-07,1046.057271780967
1998-01-08,1024.400975454494
1998-01-09,1001.705999680639
1998-01-12,992.7682842328207
1998-01-13,1004.2145856440546
1998-01-14,999.3278091565237
1998-01-15,985.5370130090956
1998-01-16,996.1997132270699
1998-01-19,1004.1490740154875
1998-01-20,997.594159797805
1998-01-21,987.8987115064707
1998-01-22,981.8773451302267
1998-01-23,973.9782715343857
1998-01-26,973.4462902270884
1998-01-27,977.1543435442546
1998-01-28,972.2275070465853
1998-01-29,967.2509205471283
1998-01-30,971.1555793692606
1998-02-02,979.5626419489955
1998-02-03,988.2615351345852
1998-02-04,992.0745174909558
1998-02-05,993.5374215477993
1998-02-06,991.1863530148779
1998-02-09,989.1019563244473
1998-02-10,990.0214081928043
1998-02-11,992.0364795618805
1998-02-12,984.3925769413526
1998-02-13,977.7124688567147
1998-02-16,978.2517237347088
1998-02-17,975.5473294165773
1998-02-18,971.2777090903055
1998-02-19,972.9446379023061
1998-02-20,969.9656671597868
1998-02-23,967.0896340306994
1998-02-24,963.4603038419162
1998-02-25,966.9415910570491
1998-02-26,970.6535911300157
1998-02-27,976.4615758185066
1998-03-02,978.3166680703076
1998-03-03,973.8598993979251
1998-03-04,970.1568098143927
1998-03-05,969.568257909284
1998-03-06,973.8765301591062
1998-03-09,968.6174342679628
1998-03-10,968.2644967036291
1998-03-11,974.126527601231
1998-03-12,977.1150400862427
1998-03-13,971.0169742933671
1998-03-16,970.5909320971315
1998-03-17,972.1010383205113
1998-03-18,975.2427740961006
1998-03-19,979.1580276761557
1998-03-20,983.9443784048309
1998-03-23,987.8555485836595
1998-03-24,991.4157589815919
1998-03-25,991.2043759951657
1998-03-26,994.6945542889814
1998-03-27,997.0317541472107
1998-03-30,995.907299512031
1998-03-31,995.6681515803357
1998-04-01,993.919507948208
1998-04-02,998.126482713192
1998-04-03,992.7755014162746
1998-04-06,985.9565327296119
1998-04-07,981.349012610522
1998-04-08,979.8575732769189
1998-04-09,981.1720228750575
1998-04-10,980.9554794017389
1998-04-13,980.5398235954926
1998-04-14,984.6638593680171
1998-04-15,985.5606085180242
1998-04-16,987.9348572911682
1998-04-17,992.9478033959422
1998-04-20,996.5334945368121
1998-04-21,999.8826165212301
1998-04-22,1005.9219997412854
1998-04-23,1006.4035412203971
1998-04-24,1002.0048172061161
1998-04-27,988.4318611361309
1998-04-28,993.4609245552401
1998-04-29,995.820892376932
1998-04-30,1005.7315896779102
1998-05-01,1005.5870604906047
1998-05-04,1006.1615526031204
1998-05-05,1003.822478669804
1998-05-06,999.236202859093
1998-05-07,993.8729516423997
1998-05-08,995.2358053165947
1998-05-11,989.5554362014376
1998-05-12,984.7613329171321
1998-05-13,976.6461085160546
1998-05-14,964.481345082497
1998-05-15,968.4682853368325
1998-05-18,952.4170285223612
1998-05-19,951.9754356632573
1998-05-20,943.6539019302874
1998-05-21,947.3178602245667
1998-05-22,948.2686439238121
1998-05-25,946.6010393663325
1998-05-26,929.1701245990079
1998-05-27,922.5991307562208
1998-05-28,923.052307436388
1998-05-29,926.063781564072
1998-06-01,913.5501093966105
1998-06-02,917.043563900605
1998-06-03,918.6746662589467
1998-06-04,925.4428135610652
1998-06-05,927.2322693967426
1998-06-08,921.371000148466
1998-06-09,917.2893432404687
1998-06-10,903.6930355696155
1998-06-11,888.5202359438568
1998-06-12,881.9920822556055
1998-06-15,865.9786210081763
1998-06-16,862.9551276827202
1998-06-17,884.365972235942
1998-06-18,878.7724345390045
1998-06-19,879.3577683996604
1998-06-22,875.5432399530474
1998-06-23,877.2050585385273
1998-06-24,877.2214514775554
1998-06-25,868.6573664419178
1998-06-26,862.8098215522562
1998-06-29,865.3312120187178
1998-06-30,863.9277864019829
1998-07-01,866.2101398775225
1998-07-02,865.3537515289196
1998-07-03,865.2189225048963
1998-07-06,861.5223102768095
1998-07-07,864.2452421759787
1998-07-08,871.2458154246699
1998-07-09,866.7391795236349
1998-07-10,869.6847238189495
1998-07-13,876.1618890074863
1998-07-14,882.1517617919515
1998-07-15,881.7707710876125
1998-07-16,881.1164310016275
1998-07-17,886.9165896952292
1998-07-20,885.4391531820704
1998-07-21,876.4670617645897
