Date,EM EUROPE & MIDDLE EAST SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1006.6412567869554
2007-06-04,1004.1381028136675
2007-06-05,1001.4821721481661
2007-06-06,989.8857699582819
2007-06-07,978.2399133624612
2007-06-08,972.1929715417092
2007-06-11,979.578948942178
2007-06-12,972.2409159379254
2007-06-13,977.6949100859771
2007-06-14,986.4825733100531
2007-06-15,999.7454638930137
2007-06-18,1006.5151213570982
2007-06-19,1010.5037117208087
2007-06-20,1009.9630741471775
2007-06-21,1004.910821699034
2007-06-22,1006.6376279565061
2007-06-25,1006.171882373558
2007-06-26,1005.3754199202355
2007-06-27,997.0241813118689
2007-06-28,1008.7540675871566
2007-06-29,1019.745332301307
2007-07-02,1031.0429992875636
2007-07-03,1041.7416743099022
2007-07-04,1048.531721361727
2007-07-05,1048.7130219772273
2007-07-06,1049.9979311205404
2007-07-09,1056.0941962255156
2007-07-10,1047.0111290271125
2007-07-11,1045.0392559120023
2007-07-12,1055.1153231238213
2007-07-13,1060.7802878989212
2007-07-16,1053.4661618813
2007-07-17,1053.1454196130305
2007-07-18,1050.3047396035245
2007-07-19,1064.7187820961674
2007-07-20,1055.4005869395605
2007-07-23,1066.4837465152739
2007-07-24,1061.1974814491334
2007-07-25,1044.5048438980396
2007-07-26,1019.4785882950033
2007-07-27,1002.148133318006
2007-07-30,998.0167566068267
2007-07-31,1011.3919779629962
2007-08-01,989.0464547845221
2007-08-02,1001.0730329117279
2007-08-03,998.773603166304
2007-08-06,987.2659677470871
2007-08-07,995.443855667989
2007-08-08,1018.2013682253913
2007-08-09,988.696549625049
2007-08-10,972.5294636346212
2007-08-13,990.730232094218
2007-08-14,977.4281846021504
2007-08-15,957.1957073187583
2007-08-16,895.8340755884492
2007-08-17,919.469842109686
2007-08-20,928.7699709405807
2007-08-21,919.7898398797031
2007-08-22,941.4241080058468
2007-08-23,947.0821729394942
2007-08-24,952.2251313569695
2007-08-27,962.1528714092885
2007-08-28,954.7127465149816
2007-08-29,961.5038621624958
2007-08-30,956.8565343153789
2007-08-31,978.4816860723234
2007-09-03,981.629530082293
2007-09-04,989.5763583814218
2007-09-05,980.5066987632994
2007-09-06,976.7396238063133
2007-09-07,973.9174162139169
2007-09-10,964.1919524840082
2007-09-11,974.4668936648553
2007-09-12,977.9536626071774
2007-09-13,984.9150049248761
2007-09-14,989.2918651900371
2007-09-17,986.2464139835032
2007-09-18,991.8225887716719
2007-09-19,1018.9015825051138
2007-09-20,1021.1476175446164
2007-09-21,1025.8204857508974
2007-09-24,1024.0587613339699
2007-09-25,1023.2701444686146
2007-09-26,1030.0656157984597
2007-09-27,1040.6467491593287
2007-09-28,1041.024752587144
2007-10-01,1041.6615258916495
2007-10-02,1044.367906279099
2007-10-03,1042.1792206529626
2007-10-04,1050.0564449771364
2007-10-05,1059.8645635552202
2007-10-08,1057.409673506558
2007-10-09,1072.6829987532437
2007-10-10,1078.0940804537904
2007-10-11,1088.6951677777733
2007-10-12,1082.8494315119713
2007-10-15,1073.6042689043156
2007-10-16,1066.1627496486951
2007-10-17,1082.9442750265328
2007-10-18,1077.1596989584377
2007-10-19,1069.1238495516234
2007-10-22,1052.3018347570305
2007-10-23,1068.7001283459745
2007-10-24,1056.4512237169865
2007-10-25,1069.3121309352514
2007-10-26,1081.6319615157663
2007-10-29,1080.3424350159453
2007-10-30,1077.558627463429
2007-10-31,1084.2251066817955
2007-11-01,1068.8655826628292
2007-11-02,1066.4017541007709
2007-11-05,1060.3422594326607
2007-11-06,1073.4897273501622
2007-11-07,1061.5462074227075
2007-11-08,1051.4101747361926
2007-11-09,1037.152482047894
2007-11-12,1022.3719642594532
2007-11-13,1033.830977520595
2007-11-14,1042.4043592582702
2007-11-15,1020.1786141653708
2007-11-16,1012.3545774138296
2007-11-19,1005.8197832065966
2007-11-20,1010.2386352571766
2007-11-21,979.083408530482
2007-11-22,992.9177722804367
2007-11-23,995.6010502171712
2007-11-26,996.4207356430364
2007-11-27,980.8336136308587
2007-11-28,1004.5229679289451
2007-11-29,1012.9344326019685
2007-11-30,1024.8538897945564
2007-12-03,1024.1010188564585
2007-12-04,1023.2180035130647
2007-12-05,1038.4233819916878
2007-12-06,1043.4145208025636
2007-12-07,1052.6601485093975
2007-12-10,1064.88878490311
2007-12-11,1059.941494711005
2007-12-12,1063.0221199351415
2007-12-13,1048.1878381023419
2007-12-14,1036.3058628161264
2007-12-17,1009.5118592076204
2007-12-18,1017.2694707159567
2007-12-19,1011.9505797848462
2007-12-20,1010.3284184910773
2007-12-21,1018.0684856579146
2007-12-24,1027.7612959673343
2007-12-25,1030.3401357440614
2007-12-26,1033.0408647619975
2007-12-27,1036.8557937403127
2007-12-28,1043.7467454291223
2007-12-31,1046.0089293909332
2008-01-01,1047.803845805114
2008-01-02,1046.6355427895853
2008-01-03,1040.177336722684
2008-01-04,1030.3013488376532
2008-01-07,1023.1447935610388
2008-01-08,1032.2042459676481
2008-01-09,1013.8106705163324
2008-01-10,1009.6337869715327
2008-01-11,1007.1158336259197
2008-01-14,1010.011000632284
2008-01-15,988.349066904906
2008-01-16,957.6671304865805
2008-01-17,951.1050704514964
2008-01-18,944.434709539959
2008-01-21,897.0493261538728
2008-01-22,884.0438951137382
2008-01-23,868.2810568987513
2008-01-24,906.698026576371
2008-01-25,920.0381674751583
2008-01-28,909.4040177416971
2008-01-29,929.3467391392511
2008-01-30,932.6551067105974
2008-01-31,924.2063628751904
2008-02-01,943.7792357256969
2008-02-04,956.7463653791194
2008-02-05,933.2457618284395
2008-02-06,922.303639464212
2008-02-07,902.5891472462363
2008-02-08,900.6410786048808
2008-02-11,897.348130952704
2008-02-12,921.3795853756161
2008-02-13,936.9744271420457
2008-02-14,942.5681071150079
2008-02-15,934.6722396218638
2008-02-18,940.4031768071333
2008-02-19,944.0461675965425
2008-02-20,929.3083799570678
2008-02-21,945.7977327749471
2008-02-22,944.6373577435381
2008-02-25,952.3366308418587
2008-02-26,955.6013444340174
2008-02-27,962.8237004290949
2008-02-28,965.0080545748986
2008-02-29,949.0142620987473
2008-03-03,927.2325221291909
2008-03-04,924.3033313419596
2008-03-05,933.5968545885318
2008-03-06,924.4298299952545
2008-03-07,908.2463059114226
2008-03-10,898.1165725678263
2008-03-11,914.4244422128828
2008-03-12,928.2927387764456
2008-03-13,918.9887492617379
2008-03-14,918.94078933545
2008-03-17,884.6259014219329
2008-03-18,897.2412570084028
2008-03-19,896.7552723772958
2008-03-20,880.823416742647
2008-03-21,881.9478995876696
2008-03-24,892.4337710490436
2008-03-25,899.3889684629479
2008-03-26,897.59210639902
2008-03-27,901.4598226786367
2008-03-28,894.4813713309263
2008-03-31,892.5355085397641
2008-04-01,901.5283482860528
2008-04-02,911.3899785802803
2008-04-03,901.8912325582052
2008-04-04,904.5400720921292
2008-04-07,907.2167882503053
2008-04-08,905.6845283209809
2008-04-09,910.9593329849702
2008-04-10,909.3918980124165
2008-04-11,902.7090023682449
2008-04-14,900.7502027270302
2008-04-15,898.4711130210146
2008-04-16,903.3821614056528
2008-04-17,901.2413347285317
2008-04-18,901.4989147014109
2008-04-21,902.7394099931794
2008-04-22,897.9039672803722
2008-04-23,895.4853537597947
2008-04-24,892.8298733681588
2008-04-25,892.8427039650486
2008-04-28,892.9189535104452
2008-04-29,884.8185109898732
2008-04-30,893.0595210956213
2008-05-01,888.0839375835598
2008-05-02,895.5035844720969
2008-05-05,905.5850178303282
2008-05-06,907.8943605912738
2008-05-07,909.968225302147
2008-05-08,906.1367585287637
2008-05-09,906.7435891692763
2008-05-12,911.8836527092989
2008-05-13,915.5085193720389
2008-05-14,916.5680755449007
2008-05-15,916.0814793918533
2008-05-16,921.1703942311361
2008-05-19,914.7314424949706
2008-05-20,907.1164699466361
2008-05-21,907.6043665719837
2008-05-22,903.8490194085847
2008-05-23,903.4974796019203
2008-05-26,900.3231789627341
2008-05-27,903.3132020426409
2008-05-28,902.4744588655144
2008-05-29,904.2437888125166
2008-05-30,909.0823142399387
2008-06-02,903.5431221149904
2008-06-03,906.6174845808539
2008-06-04,896.9539037903211
2008-06-05,895.6619538331237
2008-06-06,895.4155656038616
2008-06-09,888.1600338522916
2008-06-10,866.3905772217947
2008-06-11,865.5174734354755
2008-06-12,865.7657925935954
2008-06-13,863.4667433519771
2008-06-16,869.6362306572175
2008-06-17,880.4233192156179
2008-06-18,875.382457141652
2008-06-19,877.614131326985
2008-06-20,880.6281927002404
2008-06-23,861.6770544052912
2008-06-24,849.540172731414
2008-06-25,852.0178162654182
2008-06-26,842.1105889732416
2008-06-27,834.5238253287066
2008-06-30,830.5761080640076
2008-07-01,813.0250971656418
2008-07-02,804.8071010482874
2008-07-03,790.3205316460925
2008-07-04,789.98778700793
2008-07-07,787.0461128579161
2008-07-08,780.293443744404
2008-07-09,790.6502400579767
2008-07-10,780.8096585357359
2008-07-11,776.8041029013924
2008-07-14,780.2890671394051
2008-07-15,767.3192677768353
2008-07-16,764.6787041398311
2008-07-17,777.7661857279146
2008-07-18,781.0321154019617
2008-07-21,789.1764173624779
2008-07-22,784.1377497969956
2008-07-23,791.911561431524
