Date,EM EMEA SMALL GROWTH
1999-05-31,209.95642369973868
1999-06-01,213.0447567713321
1999-06-02,211.24376319423433
1999-06-03,212.4704921010904
1999-06-04,214.3969645961719
1999-06-07,217.1008032764256
1999-06-08,217.5687240320161
1999-06-09,216.3871405095757
1999-06-10,217.73214554338253
1999-06-11,220.05266628789852
1999-06-14,218.98470235688808
1999-06-15,218.1834433908745
1999-06-16,216.88325695513382
1999-06-17,222.04791443743449
1999-06-18,223.62617927396994
1999-06-21,220.16084826868445
1999-06-22,220.54834501525195
1999-06-23,216.90655960789715
1999-06-24,215.5157961475062
1999-06-25,214.001390487886
1999-06-28,212.13031376678174
1999-06-29,213.4414218996245
1999-06-30,216.10399848239786
1999-07-01,219.00622698719582
1999-07-02,218.36756833243714
1999-07-05,220.4949925706643
1999-07-06,218.39519291503976
1999-07-07,217.14758003140122
1999-07-08,217.44215269325437
1999-07-09,216.8183463901016
1999-07-12,217.52592390592073
1999-07-13,212.1466135007591
1999-07-14,213.73299058350736
1999-07-15,214.11094182881666
1999-07-16,212.777533256044
1999-07-19,212.6901406512964
1999-07-20,213.59853925331325
1999-07-21,212.2930927261885
1999-07-22,212.3743315976611
1999-07-23,211.98114030952954
1999-07-26,210.8289473235565
1999-07-27,210.81364492894062
1999-07-28,210.55395702334462
1999-07-29,209.49789013703779
1999-07-30,209.90253087714788
1999-08-02,207.00157328000148
1999-08-03,205.7820172936717
1999-08-04,206.75090613602904
1999-08-05,203.12322605371975
1999-08-06,201.71968612518316
1999-08-09,201.8761716754719
1999-08-10,199.31576072000047
1999-08-11,199.29224619636108
1999-08-12,200.8697371577516
1999-08-13,200.96805795344318
1999-08-16,200.83025121686083
1999-08-17,202.7081814620225
1999-08-18,205.04084481345575
1999-08-19,204.4436245380911
1999-08-20,204.04640461737316
1999-08-23,205.7038176707718
1999-08-24,205.33728247562772
1999-08-25,205.95603345066573
1999-08-26,203.33338586658755
1999-08-27,203.43569245506032
1999-08-30,202.52133165257555
1999-08-31,200.46321968945003
1999-09-01,202.46994646425387
1999-09-02,201.16950474901282
1999-09-03,202.05356893049677
1999-09-06,203.94542349023732
1999-09-07,201.73634964370567
1999-09-08,199.15022212207805
1999-09-09,198.58055656707973
1999-09-10,198.30433105483942
1999-09-13,195.6883754383512
1999-09-14,196.4610232021451
1999-09-15,193.12347278384337
1999-09-16,191.1055012351113
1999-09-17,191.733525589098
1999-09-20,192.41410619991436
1999-09-21,191.71030927260531
1999-09-22,189.2651235693676
1999-09-23,189.7404104798805
1999-09-24,188.96139051627435
1999-09-27,189.47728126821949
1999-09-28,189.7738581311941
1999-09-29,189.1138743491453
1999-09-30,190.0072049659317
1999-10-01,190.41841342115646
1999-10-04,193.55076516211955
1999-10-05,195.5665523489731
1999-10-06,195.33985746364223
1999-10-07,196.4069178144299
1999-10-08,196.91623362784523
1999-10-11,198.2477766471685
1999-10-12,199.18336703787068
1999-10-13,195.75176185044256
1999-10-14,196.11920988441398
1999-10-15,192.64449384406817
1999-10-18,191.02327518668068
1999-10-19,192.72956835150057
1999-10-20,194.50219421490763
1999-10-21,192.76855798951647
1999-10-22,195.5292023485515
1999-10-25,195.7564996374887
1999-10-26,195.27155184032026
1999-10-27,194.54719091172876
1999-10-28,195.02205334669023
1999-10-29,195.75773498723242
1999-11-01,193.91336117128603
1999-11-02,193.7414020912962
1999-11-03,193.87015900796627
1999-11-04,195.9442080382171
1999-11-05,196.2305302155981
1999-11-08,197.498920855776
1999-11-09,201.27873727850582
1999-11-10,200.96592773966918
1999-11-11,203.0147547375079
1999-11-12,203.682612295112
1999-11-15,204.99646250314163
1999-11-16,205.4111927604707
1999-11-17,207.23489717720975
1999-11-18,207.32651827284658
1999-11-19,210.03786441107965
1999-11-22,213.21392100342624
1999-11-23,214.50837472795368
1999-11-24,213.04999908996245
1999-11-25,214.30553507253902
1999-11-26,212.04305986758555
1999-11-29,210.89540845693213
1999-11-30,212.35630075826577
1999-12-01,216.4827804825829
1999-12-02,218.9329311980437
1999-12-03,219.24982512130987
1999-12-06,224.18829102964494
1999-12-07,225.50456890560264
1999-12-08,226.84669879331986
1999-12-09,229.11062398015542
1999-12-10,232.77998674517602
1999-12-13,237.5326898412377
1999-12-14,234.05522100251773
1999-12-15,236.96277572183607
1999-12-16,241.3970663362874
1999-12-17,246.63975606465667
1999-12-20,251.92068215770374
1999-12-21,254.92588797798942
1999-12-22,254.50662287391958
1999-12-23,254.67948705111976
1999-12-24,260.05999486510547
1999-12-27,262.82897052930144
1999-12-28,259.20708689994655
1999-12-29,260.2643478479831
1999-12-30,260.8808150411537
1999-12-31,261.4444691587531
2000-01-03,263.9468858119379
2000-01-04,274.2484999599036
2000-01-05,273.1624639426222
2000-01-06,277.4323549747356
2000-01-07,279.7099273934771
2000-01-10,285.7717243056018
2000-01-11,293.408711901924
2000-01-12,296.1197149034784
2000-01-13,305.22667930051017
2000-01-14,313.0434523540563
2000-01-17,314.0884137423589
2000-01-18,320.11180831883706
2000-01-19,311.5942511271106
2000-01-20,312.058871523492
2000-01-21,307.4598780148796
2000-01-24,308.645206782807
2000-01-25,304.30883919171333
2000-01-26,307.9236645807259
2000-01-27,308.3725238138452
2000-01-28,302.62070571252764
2000-01-31,294.50128081477555
2000-02-01,295.8831530376717
2000-02-02,294.11787320185226
2000-02-03,296.33283732050154
2000-02-04,301.33775639196955
2000-02-07,298.71340255264937
2000-02-08,299.87461347172655
2000-02-09,297.14930397792665
2000-02-10,296.99306755785443
2000-02-11,294.93756862781345
2000-02-14,289.78363701301066
2000-02-15,291.6512334387426
2000-02-16,291.87514165114305
2000-02-17,289.5688139105309
2000-02-18,288.2182458735447
2000-02-21,280.4864681790734
2000-02-22,277.8354770459511
2000-02-23,274.9749888282629
2000-02-24,281.7732088909789
2000-02-25,282.75179037301893
2000-02-28,276.9500357557185
2000-02-29,280.15596303510574
2000-03-01,286.8281119877127
2000-03-02,285.96181205525636
2000-03-03,281.8534819269516
2000-03-06,283.76431248685344
2000-03-07,283.7825428507841
2000-03-08,280.90786669635855
2000-03-09,290.52375241506735
2000-03-10,292.65771937478576
2000-03-13,287.35292175470937
2000-03-14,288.42090609951697
2000-03-15,288.0884765796582
2000-03-16,289.26247259678354
2000-03-17,289.0794553657795
2000-03-20,287.31289008328406
2000-03-21,288.88746186369514
2000-03-22,286.61280988625623
2000-03-23,288.0520639974982
2000-03-24,289.76062191294335
2000-03-27,291.6873012502706
2000-03-28,287.5711394232423
2000-03-29,284.18771168761117
2000-03-30,273.65811751657185
2000-03-31,274.17147145927834
2000-04-03,271.5526555587039
2000-04-04,271.3888532136125
2000-04-05,263.13655463898505
2000-04-06,270.5852152035488
2000-04-07,272.43189425121363
2000-04-10,273.2688371573621
2000-04-11,265.85531225076284
2000-04-12,265.99569453932287
2000-04-13,267.2944501059011
2000-04-14,267.83620046155147
2000-04-17,251.74880548189898
2000-04-18,253.4477336148332
2000-04-19,254.58738438149697
2000-04-20,252.880068771527
2000-04-21,253.22546719143574
2000-04-24,252.52888642117736
2000-04-25,257.10968474335385
2000-04-26,257.91745750464685
2000-04-27,255.90411122147358
2000-04-28,262.71608380275353
2000-05-01,263.4874174551267
2000-05-02,263.3234117173182
2000-05-03,258.00070899545494
2000-05-04,251.54247406775676
2000-05-05,250.43405571572376
2000-05-08,248.6283019196132
2000-05-09,250.17725414684125
