Date,EM MINIMUM VOLATILITY (USD)
1998-02-25,267.1823841
1998-02-26,268.9174606
1998-02-27,270.7688304
1998-03-02,275.1873038
1998-03-03,274.0244755
1998-03-04,272.4267678
1998-03-05,267.6609134
1998-03-06,268.5846208
1998-03-09,270.795819
1998-03-10,272.4722165
1998-03-11,275.4104716
1998-03-12,276.6134922
1998-03-13,278.3637932
1998-03-16,279.1741353
1998-03-17,280.1441362
1998-03-18,279.7007736
1998-03-19,281.1272316
1998-03-20,283.3754918
1998-03-23,286.5613858
1998-03-24,284.9968456
1998-03-25,286.3527875
1998-03-26,288.0638718
1998-03-27,290.2621363
1998-03-30,289.0987124
1998-03-31,287.7043905
1998-04-01,286.8821313
1998-04-02,286.0922547
1998-04-03,285.0898263
1998-04-06,287.4644614
1998-04-07,287.2279253
1998-04-08,286.7006133
1998-04-09,288.148497
1998-04-10,288.0693768
1998-04-13,288.5282971
1998-04-14,290.1823251
1998-04-15,291.5326985
1998-04-16,290.6738188
1998-04-17,290.0382061
1998-04-20,291.9336901
1998-04-21,294.0855317
1998-04-22,293.2100036
1998-04-23,291.8832837
1998-04-24,289.4765241
1998-04-27,284.321733
1998-04-28,285.8882193
1998-04-29,287.4428234
1998-04-30,290.1645122
1998-05-01,291.0706932
1998-05-04,292.152785
1998-05-05,291.2138272
1998-05-06,286.9420851
1998-05-07,284.5825522
1998-05-08,284.0160316
1998-05-11,282.6037504
1998-05-12,280.6303037
1998-05-13,278.7843842
1998-05-14,279.7033083
1998-05-15,279.9581873
1998-05-18,275.4125269
1998-05-19,274.4519269
1998-05-20,275.5801212
1998-05-21,277.8322676
1998-05-22,277.1269878
1998-05-25,276.0142259
1998-05-26,271.1895937
1998-05-27,264.8611145
1998-05-28,264.0381787
1998-05-29,264.5926188
1998-06-01,259.1456906
1998-06-02,260.2752675
1998-06-03,261.8365165
1998-06-04,261.5568291
1998-06-05,261.5127575
1998-06-08,260.9550794
1998-06-09,260.2098758
1998-06-10,253.4498292
1998-06-11,249.7603047
1998-06-12,245.1424981
1998-06-15,237.0238991
1998-06-16,236.4801063
1998-06-17,243.6698671
1998-06-18,243.9620881
1998-06-19,242.3905375
1998-06-22,239.5324857
1998-06-23,242.0958747
1998-06-24,243.4945831
1998-06-25,241.5465123
1998-06-26,237.2760532
1998-06-29,236.4805883
1998-06-30,237.7580434
1998-07-01,238.79662
1998-07-02,238.9711384
1998-07-03,239.3154764
1998-07-06,239.2540361
1998-07-07,241.8195076
1998-07-08,241.9698261
1998-07-09,240.8789357
1998-07-10,238.2679961
1998-07-13,239.8953176
1998-07-14,243.3188572
1998-07-15,244.5842358
1998-07-16,248.0759703
1998-07-17,250.1010985
1998-07-20,250.8936419
1998-07-21,249.1045721
1998-07-22,246.7860319
1998-07-23,243.7892785
1998-07-24,243.8805861
1998-07-27,242.6142487
1998-07-28,241.3726405
1998-07-29,242.0751627
1998-07-30,243.8747251
1998-07-31,243.4626215
1998-08-03,238.6502738
1998-08-04,236.6311248
1998-08-05,233.4535533
1998-08-06,231.3492208
1998-08-07,228.4284737
1998-08-10,226.0721448
1998-08-11,218.0903977
1998-08-12,217.3184159
1998-08-13,214.638059
1998-08-14,215.7446345
1998-08-17,213.258887
1998-08-18,214.2182437
1998-08-19,215.9868264
1998-08-20,212.9147927
1998-08-21,207.4286846
1998-08-24,205.0783652
1998-08-25,204.0992106
1998-08-26,200.2941209
1998-08-27,191.8534291
1998-08-28,189.8681973
1998-08-31,188.6309273
1998-09-01,187.8635242
1998-09-02,191.5476477
1998-09-03,187.9008051
1998-09-04,187.0311313
1998-09-07,192.5876029
1998-09-08,192.8873723
1998-09-09,191.8907088
1998-09-10,187.148678
1998-09-11,185.7619748
1998-09-14,188.1932555
1998-09-15,193.1859046
1998-09-16,194.7176828
1998-09-17,191.3779872
1998-09-18,191.4968812
1998-09-21,189.646439
1998-09-22,192.7603657
1998-09-23,196.8956234
1998-09-24,199.3916418
1998-09-25,198.6826803
1998-09-28,200.6000089
1998-09-29,200.8556099
1998-09-30,196.3900087
1998-10-01,189.6652853
1998-10-02,189.2067693
1998-10-05,187.4359311
1998-10-06,187.2060808
1998-10-07,188.227627
1998-10-08,185.2199941
1998-10-09,189.5948177
1998-10-12,193.2789306
1998-10-13,193.3443259
1998-10-14,194.5185518
1998-10-15,201.1266761
1998-10-16,204.8826435
1998-10-19,204.4058675
1998-10-20,206.6767145
1998-10-21,205.9750794
1998-10-22,206.2149085
1998-10-23,205.0450988
1998-10-26,206.1923213
1998-10-27,205.6671171
1998-10-28,205.5020649
1998-10-29,206.052179
1998-10-30,210.9414427
1998-11-02,216.0454722
1998-11-03,217.5956265
1998-11-04,220.3888061
1998-11-05,220.6069905
1998-11-06,220.734364
1998-11-09,218.9708382
1998-11-10,215.0218577
1998-11-11,216.0801143
1998-11-12,214.2836893
1998-11-13,214.9396381
1998-11-16,219.068842
1998-11-17,220.6836406
1998-11-18,221.2883586
1998-11-19,224.1062554
1998-11-20,227.4223226
1998-11-23,228.8471697
1998-11-24,228.6474272
1998-11-25,229.5208674
1998-11-26,228.5202048
1998-11-27,228.7100161
1998-11-30,227.5278541
1998-12-01,224.7173942
1998-12-02,225.3509166
1998-12-03,221.625135
1998-12-04,221.0769764
1998-12-07,224.8751888
1998-12-08,224.9025781
1998-12-09,225.9533692
1998-12-10,228.4002235
1998-12-11,225.7496191
1998-12-14,224.2449726
1998-12-15,225.6904018
1998-12-16,224.1052391
1998-12-17,222.7375736
1998-12-18,223.0785808
1998-12-21,229.0348887
1998-12-22,228.5577087
1998-12-23,230.0402247
1998-12-24,231.0775611
1998-12-25,231.3840201
1998-12-28,232.4865907
1998-12-29,232.735771
1998-12-30,234.462812
1998-12-31,235.2188806
1999-01-01,235.2188806
1999-01-04,239.9810414
1999-01-05,241.5401763
1999-01-06,244.703153
1999-01-07,245.2712891
1999-01-08,244.3918923
1999-01-11,241.7612558
1999-01-12,236.804185
1999-01-13,226.9330047
1999-01-14,223.8510731
1999-01-15,227.6314138
1999-01-18,229.2910286
1999-01-19,229.053155
1999-01-20,231.0675055
1999-01-21,226.9434689
1999-01-22,223.6927182
1999-01-25,222.0760903
1999-01-26,222.5506509
1999-01-27,224.4480172
1999-01-28,223.6540841
1999-01-29,223.6254325
1999-02-01,227.0263699
1999-02-02,226.3947469
1999-02-03,225.4307161
1999-02-04,223.9441663
1999-02-05,223.6918972
1999-02-08,224.0884133
1999-02-09,220.9886032
1999-02-10,222.0281438
1999-02-11,223.5812837
1999-02-12,226.2709381
1999-02-15,227.8600825
1999-02-16,228.1251909
1999-02-17,227.0496982
1999-02-18,225.5858801
1999-02-19,223.6725064
1999-02-22,223.9405572
1999-02-23,220.6843207
1999-02-24,221.8553915
1999-02-25,221.4366633
1999-02-26,222.1747489
1999-03-01,223.5159282
1999-03-02,223.3358781
1999-03-03,225.098731
1999-03-04,225.6332474
1999-03-05,227.715184
1999-03-08,232.8802776
1999-03-09,235.5742707
1999-03-10,238.0345657
1999-03-11,239.3492713
1999-03-12,240.2772126
1999-03-15,242.5585161
1999-03-16,243.6257536
1999-03-17,244.5775501
1999-03-18,243.9424335
1999-03-19,247.0333739
1999-03-22,247.7191928
1999-03-23,246.5068104
1999-03-24,244.2962957
1999-03-25,246.0200441
1999-03-26,245.4538194
1999-03-29,245.3533328
1999-03-30,247.9333497
1999-03-31,248.3238399
1999-04-01,247.6265005
1999-04-02,250.1279973
1999-04-05,249.877439
1999-04-06,252.3929255
1999-04-07,254.9661627
1999-04-08,256.5296787
1999-04-09,256.8325445
1999-04-12,257.3193705
1999-04-13,259.4886064
1999-04-14,261.2618335
1999-04-15,264.5399559
1999-04-16,267.5628196
1999-04-19,270.5561399
1999-04-20,270.2929769
1999-04-21,267.7141426
1999-04-22,266.9774131
1999-04-23,269.4244223
1999-04-26,270.055755
1999-04-27,271.7552033
1999-04-28,273.6449809
1999-04-29,271.6159614
1999-04-30,274.4528155
1999-05-03,278.0705536
1999-05-04,280.9465122
1999-05-05,282.1205448
1999-05-06,288.2112719
1999-05-07,290.6022082
1999-05-10,292.1818922
1999-05-11,291.1273316
1999-05-12,288.3618612
1999-05-13,288.6287077
1999-05-14,287.6550664
1999-05-17,284.4657247
1999-05-18,286.5133553
1999-05-19,285.197944
1999-05-20,283.1897447
1999-05-21,281.1780031
1999-05-24,278.6827182
1999-05-25,275.5949706
1999-05-26,276.2986777
1999-05-27,275.0002211
1999-05-28,274.5926944
1999-05-31,276.3677724
1999-06-01,278.7714365
1999-06-02,278.3305756
1999-06-03,279.6566328
1999-06-04,281.5832102
1999-06-07,285.9527477
1999-06-08,286.8461184
1999-06-09,284.5351496
1999-06-10,286.5229768
1999-06-11,285.4419208
1999-06-14,283.3387272
1999-06-15,281.8444356
1999-06-16,286.3919773
1999-06-17,289.5816947
1999-06-18,290.3690904
1999-06-21,293.437815
1999-06-22,293.660301
1999-06-23,291.9599145
1999-06-24,290.7278356
1999-06-25,289.6940605
1999-06-28,293.6628363
1999-06-29,294.0253649
1999-06-30,294.3139556
1999-07-01,297.8803648
1999-07-02,300.4431656
1999-07-05,304.4679147
1999-07-06,303.4183292
1999-07-07,303.5968956
1999-07-08,301.2151076
1999-07-09,302.414917
1999-07-12,301.1089568
1999-07-13,298.8030897
1999-07-14,297.4379721
1999-07-15,299.9305121
1999-07-16,299.9752587
1999-07-19,300.9001004
1999-07-20,300.0811919
1999-07-21,299.70531
1999-07-22,299.3884603
1999-07-23,294.8654812
1999-07-26,292.1395739
1999-07-27,292.362702
1999-07-28,293.710246
1999-07-29,293.8012136
1999-07-30,291.0905133
1999-08-02,287.407987
1999-08-03,288.6163867
1999-08-04,290.7414866
1999-08-05,287.8252413
1999-08-06,286.0147896
1999-08-09,287.8050589
1999-08-10,287.5220636
1999-08-11,286.9157796
1999-08-12,289.6964108
1999-08-13,289.7539288
1999-08-16,291.9208604
1999-08-17,291.374766
1999-08-18,292.6034075
1999-08-19,292.0780538
1999-08-20,294.4001983
1999-08-23,297.9372739
1999-08-24,297.1970437
1999-08-25,298.9927947
1999-08-26,299.6521466
1999-08-27,299.0463926
1999-08-30,298.8498762
1999-08-31,297.1525976
1999-09-01,297.5054105
1999-09-02,296.4766704
1999-09-03,294.9421995
1999-09-06,298.471611
1999-09-07,298.1282474
1999-09-08,296.8320095
1999-09-09,298.3326362
1999-09-10,300.5175057
1999-09-13,302.8195597
1999-09-14,303.1222072
1999-09-15,301.7639241
1999-09-16,299.3146071
1999-09-17,298.6376857
1999-09-20,300.2413651
1999-09-21,296.9734134
1999-09-22,297.0139491
1999-09-23,294.845072
1999-09-24,292.2786108
1999-09-27,290.2130017
1999-09-28,291.5512799
1999-09-29,290.6854725
1999-09-30,289.7616112
1999-10-01,288.897786
1999-10-04,289.9925294
1999-10-05,290.7873879
1999-10-06,293.1870247
1999-10-07,296.467131
1999-10-08,296.3544962
1999-10-11,297.6338167
1999-10-12,299.8805221
1999-10-13,296.7644036
1999-10-14,294.3798116
1999-10-15,288.9089589
1999-10-18,283.6725689
1999-10-19,284.8250745
1999-10-20,289.7480152
1999-10-21,288.2190522
1999-10-22,288.8043644
1999-10-25,286.7880357
1999-10-26,286.2120135
1999-10-27,284.6273293
1999-10-28,285.4554488
1999-10-29,287.1700051
1999-11-01,289.8767958
1999-11-02,293.1796568
1999-11-03,294.3743347
1999-11-04,295.9455158
1999-11-05,298.7522269
1999-11-08,300.0429287
1999-11-09,303.2277004
1999-11-10,304.5167514
1999-11-11,303.964263
1999-11-12,303.5583512
1999-11-15,303.8446315
1999-11-16,304.5585203
1999-11-17,302.1280796
1999-11-18,302.0094453
1999-11-19,304.2525274
1999-11-22,304.3732852
1999-11-23,303.6002288
1999-11-24,301.7430242
1999-11-25,303.1239467
1999-11-26,302.4959369
1999-11-29,304.0182584
1999-11-30,304.976573
1999-12-01,305.5220322
1999-12-02,308.1939792
1999-12-03,308.9598692
1999-12-06,311.0765158
1999-12-07,309.3351304
1999-12-08,309.7033472
1999-12-09,309.9792109
1999-12-10,314.0794681
1999-12-13,315.606554
1999-12-14,313.1176501
1999-12-15,310.8373678
1999-12-16,310.6063723
1999-12-17,311.0611996
1999-12-20,312.734562
1999-12-21,310.7266632
1999-12-22,311.6498162
1999-12-23,310.6396675
1999-12-24,311.2493517
1999-12-27,313.4719986
1999-12-28,316.9250001
1999-12-29,318.7927112
1999-12-30,323.1521824
1999-12-31,323.2494605
2000-01-03,329.3793596
2000-01-04,328.8634926
2000-01-05,323.8735697
2000-01-06,323.1776292
2000-01-07,326.9258583
2000-01-10,333.9180639
2000-01-11,330.6036072
2000-01-12,332.799995
2000-01-13,336.270336
2000-01-14,338.417915
2000-01-17,343.3597795
2000-01-18,340.7574079
2000-01-19,336.758687
2000-01-20,337.2474174
2000-01-21,337.7126181
2000-01-24,338.2231703
2000-01-25,332.9918399
2000-01-26,332.5394961
2000-01-27,333.1241175
2000-01-28,332.4847221
2000-01-31,328.6445842
2000-02-01,331.3589184
2000-02-02,334.3951501
2000-02-03,339.722599
2000-02-04,341.2930489
2000-02-07,344.6675354
2000-02-08,346.7210715
2000-02-09,347.3951299
2000-02-10,347.6597934
2000-02-11,346.7972203
2000-02-14,342.9846991
2000-02-15,342.4197405
2000-02-16,343.8855924
2000-02-17,347.2160743
2000-02-18,344.582328
2000-02-21,344.6547927
2000-02-22,342.0637465
2000-02-23,343.6148843
2000-02-24,344.0306635
2000-02-25,337.8516657
2000-02-28,333.3986801
2000-02-29,331.7676769
2000-03-01,336.2412457
2000-03-02,338.6355868
2000-03-03,337.0195531
2000-03-06,337.4041945
2000-03-07,335.6351366
2000-03-08,335.7475454
2000-03-09,334.7527988
2000-03-10,333.5876815
2000-03-13,326.6500763
2000-03-14,324.951938
2000-03-15,322.9421805
2000-03-16,324.6704741
2000-03-17,327.4768997
2000-03-20,326.1310658
2000-03-21,326.790632
2000-03-22,325.7624626
2000-03-23,327.289625
2000-03-24,329.1952452
2000-03-27,331.0714078
2000-03-28,330.1921789
2000-03-29,327.5821503
2000-03-30,322.9533495
2000-03-31,322.3363519
2000-04-03,318.99485
2000-04-04,315.1267048
2000-04-05,314.446508
2000-04-06,317.2016867
2000-04-07,322.2456028
2000-04-10,325.1868971
2000-04-11,321.565619
2000-04-12,318.7765006
2000-04-13,314.4331974
2000-04-14,307.9768158
2000-04-17,293.0441738
2000-04-18,296.7564569
2000-04-19,296.5925342
2000-04-20,297.3056463
2000-04-21,297.7096774
2000-04-24,294.9887899
2000-04-25,295.0830838
2000-04-26,294.0505926
2000-04-27,292.7203229
2000-04-28,294.2169053
2000-05-01,293.5574538
2000-05-02,293.5660971
2000-05-03,288.7083032
2000-05-04,288.8860961
2000-05-05,290.2467252
2000-05-08,288.3371019
2000-05-09,288.1613243
2000-05-10,285.4422023
2000-05-11,284.2056422
2000-05-12,285.1648569
2000-05-15,286.9912897
2000-05-16,288.134373
2000-05-17,284.7890732
2000-05-18,283.8500399
2000-05-19,280.6067885
2000-05-22,275.3696239
2000-05-23,274.2501181
2000-05-24,274.5940036
2000-05-25,277.0009397
2000-05-26,277.4883847
2000-05-29,279.840107
2000-05-30,283.3548141
2000-05-31,286.5804113
2000-06-01,286.9187067
2000-06-02,293.2862578
2000-06-05,295.08412
2000-06-06,294.297459
2000-06-07,293.7286749
2000-06-08,292.6060702
2000-06-09,295.1339439
2000-06-12,295.2549084
2000-06-13,292.9724726
2000-06-14,294.6416647
2000-06-15,292.797953
2000-06-16,292.8492786
2000-06-19,291.9298631
2000-06-20,293.1089893
2000-06-21,291.9483097
2000-06-22,290.4641064
2000-06-23,288.3142483
2000-06-26,288.3082132
2000-06-27,290.4583834
2000-06-28,290.8992939
2000-06-29,290.1156732
2000-06-30,293.2508445
2000-07-03,295.5655104
2000-07-04,295.4200976
2000-07-05,297.4993975
2000-07-06,296.5814508
2000-07-07,296.6979519
2000-07-10,297.8712507
2000-07-11,295.8149213
2000-07-12,297.6891944
2000-07-13,298.5874217
2000-07-14,300.2123476
2000-07-17,301.4410844
2000-07-18,299.1320987
2000-07-19,295.4296246
2000-07-20,294.3567656
2000-07-21,294.3115648
2000-07-24,290.5207681
2000-07-25,290.2471776
2000-07-26,289.8863185
2000-07-27,288.3481431
2000-07-28,285.2636831
2000-07-31,285.9052239
2000-08-01,286.023027
2000-08-02,285.2280975
2000-08-03,284.1563799
2000-08-04,284.3971631
2000-08-07,283.1823985
2000-08-08,282.9811729
2000-08-09,284.9578841
2000-08-10,285.2788411
2000-08-11,285.0308697
2000-08-14,286.7211954
2000-08-15,286.9002631
2000-08-16,288.420558
2000-08-17,288.047054
2000-08-18,286.6870707
2000-08-21,286.1399296
2000-08-22,286.5944875
2000-08-23,285.6161616
2000-08-24,285.0479176
2000-08-25,284.7586704
2000-08-28,284.3998176
2000-08-29,283.7788085
2000-08-30,281.7456489
2000-08-31,282.3555553
2000-09-01,283.4831317
2000-09-04,285.8780354
2000-09-05,285.1357089
2000-09-06,284.4426547
2000-09-07,283.3980045
2000-09-08,283.3340598
2000-09-11,281.5316295
2000-09-12,279.6516862
2000-09-13,280.1370219
2000-09-14,280.3284137
2000-09-15,278.406249
2000-09-18,270.5537915
2000-09-19,268.3266735
2000-09-20,269.5199295
2000-09-21,267.6374824
2000-09-22,264.3317652
2000-09-25,268.7239133
2000-09-26,268.1269476
2000-09-27,268.3154557
2000-09-28,268.0362728
2000-09-29,268.2456242
2000-10-02,265.4757342
2000-10-03,265.6322557
2000-10-04,265.5392463
2000-10-05,266.2175335
2000-10-06,266.6193875
2000-10-09,263.549078
2000-10-10,260.9361482
2000-10-11,256.71662
2000-10-12,251.9575339
2000-10-13,249.4339892
2000-10-16,250.9697053
2000-10-17,248.3536626
2000-10-18,244.3568249
2000-10-19,246.5429442
2000-10-20,249.2303781
2000-10-23,246.4291395
2000-10-24,247.6684962
2000-10-25,246.8711299
2000-10-26,246.1302627
2000-10-27,248.1116435
2000-10-30,247.8534227
2000-10-31,251.0308852
2000-11-01,254.1485714
2000-11-02,257.1842331
2000-11-03,258.2171358
2000-11-06,258.1680814
2000-11-07,257.9725523
2000-11-08,257.7681591
2000-11-09,256.5104119
2000-11-10,256.1591989
2000-11-13,250.7563781
2000-11-14,253.1288823
2000-11-15,253.5133792
2000-11-16,251.0096307
2000-11-17,249.1060938
2000-11-20,246.3545154
2000-11-21,245.9106769
2000-11-22,242.7677928
2000-11-23,240.783016
2000-11-24,242.8843028
2000-11-27,245.392708
2000-11-28,242.7754577
2000-11-29,242.2522469
2000-11-30,239.9258031
2000-12-01,241.9453787
2000-12-04,242.3785471
2000-12-05,247.208416
2000-12-06,250.1901229
2000-12-07,249.5125828
2000-12-08,252.1638002
2000-12-11,254.6384872
2000-12-12,253.7670497
2000-12-13,253.4791443
2000-12-14,253.2215299
2000-12-15,250.4753658
2000-12-18,252.0449386
2000-12-19,251.6170052
2000-12-20,249.013355
