Date,BRIC MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,996.9341318410005
2001-06-04,1010.5789300581706
2001-06-05,1007.759871165689
2001-06-06,1003.1070857562903
2001-06-07,1004.8898090204074
2001-06-08,1009.7136460346966
2001-06-11,1006.5866478124328
2001-06-12,994.9285306724418
2001-06-13,991.9158707122449
2001-06-14,976.6366146832303
2001-06-15,966.9698557388662
2001-06-18,941.7580145503553
2001-06-19,950.7567344616284
2001-06-20,957.2073227539481
2001-06-21,976.4949945531545
2001-06-22,988.7354948336989
2001-06-25,986.5658867253698
2001-06-26,985.7619352830935
2001-06-27,978.5233873638983
2001-06-28,980.6537453382465
2001-06-29,985.0797132787378
2001-07-02,977.4789019974864
2001-07-03,962.9788365638286
2001-07-04,948.423613614073
2001-07-05,939.8992942758123
2001-07-06,920.9811306873736
2001-07-09,922.3613611170375
2001-07-10,909.1525487717383
2001-07-11,899.8405799174413
2001-07-12,911.7585244678615
2001-07-13,913.6179429104177
2001-07-16,899.608992440195
2001-07-17,909.0436747881564
2001-07-18,908.264231451663
2001-07-19,897.1324175239814
2001-07-20,907.5346841746062
2001-07-23,915.77415688118
2001-07-24,909.1602133242236
2001-07-25,901.5270538202666
2001-07-26,900.5296043844528
2001-07-27,902.3401669971265
2001-07-30,906.5682733008715
2001-07-31,910.8024109089955
2001-08-01,898.6600321417916
2001-08-02,899.4235407311543
2001-08-03,897.2116743059438
2001-08-06,899.9315214051371
2001-08-07,904.9166166496881
2001-08-08,898.9997451517812
2001-08-09,897.5180874858944
2001-08-10,897.5797408541837
2001-08-13,891.0063482630401
2001-08-14,896.2925617902316
2001-08-15,897.4194014394582
2001-08-16,890.3629144671443
2001-08-17,873.6145667813169
2001-08-20,870.7927040140394
2001-08-21,868.9492813310356
2001-08-22,866.2094086713529
2001-08-23,862.1764648884139
2001-08-24,860.8076269973922
2001-08-27,860.2703635842065
2001-08-28,861.9178222366653
2001-08-29,862.9523618332935
2001-08-30,857.2093515255127
2001-08-31,854.2483881764507
2001-09-03,848.4579238770096
2001-09-04,850.6671314952167
2001-09-05,852.6153338071474
2001-09-06,841.2072383767569
2001-09-07,837.6269059633709
2001-09-10,827.1345125374925
2001-09-11,794.7877749551068
2001-09-12,778.0492437242505
2001-09-13,748.489205066002
2001-09-14,730.6768538025863
2001-09-17,735.1751709559585
2001-09-18,742.6560231925635
2001-09-19,756.3651830115056
2001-09-20,739.9287836937726
2001-09-21,719.0819401141096
2001-09-24,733.6253346457872
2001-09-25,728.2846070510834
2001-09-26,717.9567010809758
2001-09-27,733.7466558494272
2001-09-28,753.2972514686247
2001-10-01,748.1153067556158
2001-10-02,742.8911440604473
2001-10-03,736.4319657946955
2001-10-04,741.0703734989585
2001-10-05,743.3340861296131
2001-10-08,731.8222794706364
2001-10-09,746.117507529683
2001-10-10,760.3574544511478
2001-10-11,770.0809117227728
2001-10-12,762.9636748048135
2001-10-15,774.7402882699135
2001-10-16,775.3378725726883
2001-10-17,786.6090582603367
2001-10-18,770.105853861428
2001-10-19,776.3093049248802
2001-10-22,786.6279700206704
2001-10-23,800.0268244381766
2001-10-24,795.652166850995
2001-10-25,796.8713853553211
2001-10-26,803.7619641220103
2001-10-29,797.2102921278727
2001-10-30,789.6657080255044
2001-10-31,802.3648883865462
2001-11-01,811.0631934365124
2001-11-02,813.5793424903951
2001-11-05,841.6846199357715
2001-11-06,849.2283060468017
2001-11-07,843.4063541420511
2001-11-08,856.4735900464643
2001-11-09,864.3307471437685
2001-11-12,857.141475127769
2001-11-13,869.2941267455597
2001-11-14,866.3997205700867
2001-11-15,868.9446466030589
2001-11-16,867.5787641770485
2001-11-19,879.188401079457
2001-11-20,865.8382975952617
2001-11-21,869.07521696838
2001-11-22,878.0481241592515
2001-11-23,886.8634954778606
2001-11-26,899.3356641765921
2001-11-27,898.6763010851596
2001-11-28,877.9002373836692
2001-11-29,869.0842491505309
2001-11-30,871.4240192500836
2001-12-03,888.6814128595346
2001-12-04,897.7648004936733
2001-12-05,906.2752800475133
2001-12-06,914.705068249978
2001-12-07,912.0083277348133
2001-12-10,923.7384562915332
2001-12-11,923.7188369792084
2001-12-12,917.38665874589
2001-12-13,896.9975270378901
2001-12-14,891.2853649807809
2001-12-17,896.7842990021151
2001-12-18,905.7427861496831
2001-12-19,906.2563358106843
2001-12-20,902.0201601584159
2001-12-21,901.3296058614209
2001-12-24,902.1244335503854
2001-12-25,901.736376860921
2001-12-26,903.2190882602938
2001-12-27,912.240457193741
2001-12-28,911.3106988319252
2001-12-31,919.0278884909064
2002-01-01,918.8253213888702
2002-01-02,930.3478937440748
2002-01-03,951.4487190837827
2002-01-04,952.7176593213497
2002-01-07,954.7653820233157
2002-01-08,953.2158926171996
2002-01-09,941.5005246583373
2002-01-10,925.6481428085864
2002-01-11,924.5367158014659
2002-01-14,915.6980012283668
2002-01-15,913.612485194722
2002-01-16,911.5212677428368
2002-01-17,926.5769302645137
2002-01-18,931.4843179978997
2002-01-21,926.5964351926984
2002-01-22,924.8700966958371
2002-01-23,928.3545236790751
2002-01-24,919.9439835185331
2002-01-25,918.5482686563258
2002-01-28,920.0715553523502
2002-01-29,911.4596452372997
2002-01-30,904.1142279435683
2002-01-31,917.6825469178981
2002-02-01,917.0072746122795
2002-02-04,915.3936086184705
2002-02-05,922.8786672800535
2002-02-06,932.6035691385357
2002-02-07,928.873125382395
2002-02-08,930.2621818044289
2002-02-11,933.8384740311035
2002-02-12,933.7470383646771
2002-02-13,946.9750538593842
2002-02-14,955.7821342043201
2002-02-15,961.0282626072842
2002-02-18,962.9369899296527
2002-02-19,955.1186141275616
2002-02-20,954.7482880962061
2002-02-21,963.9715328065274
2002-02-22,968.8906422253004
2002-02-25,978.8666020603424
2002-02-26,985.7030793172464
2002-02-27,994.19432995868
2002-02-28,984.9648818975892
2002-03-01,1002.8076716571484
2002-03-04,1014.2244813364991
2002-03-05,1005.6054560040085
2002-03-06,1000.4478182584588
2002-03-07,1005.0622348666788
2002-03-08,1010.3845191375306
2002-03-11,1001.2215502726793
2002-03-12,1011.6876235287878
2002-03-13,1020.3740067966203
2002-03-14,1020.2132704402134
2002-03-15,1024.5715319489589
2002-03-18,1020.9320772201417
2002-03-19,1017.9918283241973
2002-03-20,1017.0993496938951
2002-03-21,1004.8888568304686
2002-03-22,992.810520090631
2002-03-25,988.7003217436614
2002-03-26,997.0125393404858
2002-03-27,1001.7266952163741
2002-03-28,1005.9024729130339
2002-03-29,1005.3341695068252
2002-04-01,1015.6785769090329
2002-04-02,1015.5463628890075
2002-04-03,1011.2681509605468
2002-04-04,1016.6648156107091
2002-04-05,1019.7901498964209
2002-04-08,1019.5393813324204
2002-04-09,1022.7676699921815
2002-04-10,1030.0876055085046
2002-04-11,1028.0152234430143
2002-04-12,1031.7877240877654
2002-04-15,1025.8667888415973
2002-04-16,1032.100355603903
2002-04-17,1038.0597357902795
2002-04-18,1031.6304498843
2002-04-19,1027.7849203924004
2002-04-22,1017.9221353471004
2002-04-23,1022.0609035302588
2002-04-24,1027.0158791854717
2002-04-25,1017.7031832930899
2002-04-26,1018.8196610408967
2002-04-29,1016.1083430950131
2002-04-30,1018.201910307954
2002-05-01,1018.612998800888
2002-05-02,1014.1357311271654
2002-05-03,1011.4946820885183
2002-05-06,1007.4474738949278
2002-05-07,1003.3773978542582
2002-05-08,1010.261352880134
2002-05-09,996.4516140046952
2002-05-10,990.4341410272291
2002-05-13,990.0951816403787
2002-05-14,994.4782291045118
2002-05-15,998.5292033199197
2002-05-16,1009.3748166844282
2002-05-17,1014.5440564017711
2002-05-20,1011.0131975317631
2002-05-21,1004.6551531472709
2002-05-22,995.1255601558997
2002-05-23,990.2288051078605
2002-05-24,999.258378466359
2002-05-27,1003.5238298412733
2002-05-28,993.3611121103553
2002-05-29,991.5864307528102
2002-05-30,986.1659919671047
2002-05-31,980.2769890561082
2002-06-03,981.4654775297982
2002-06-04,977.729407766053
2002-06-05,978.0667432792327
2002-06-06,970.4160743513575
2002-06-07,963.5295829178476
2002-06-10,983.0123381364176
2002-06-11,978.4344197547142
2002-06-12,964.9150907727646
2002-06-13,963.0101072934941
2002-06-14,946.7806583152735
2002-06-17,951.0034542020278
2002-06-18,946.1453464086264
2002-06-19,924.2786321424824
2002-06-20,899.5296632765909
2002-06-21,884.247568723723
2002-06-24,889.2271353795545
2002-06-25,898.4269414379775
2002-06-26,888.4533322206834
2002-06-27,905.3929389191434
2002-06-28,912.7336139875054
2002-07-01,913.5869608196253
2002-07-02,903.6320000659751
2002-07-03,910.3117145925015
2002-07-04,920.2239373289173
2002-07-05,918.0354074863718
2002-07-08,922.1693647227804
2002-07-09,924.7321910973059
2002-07-10,922.5724206970326
2002-07-11,920.1792318066342
2002-07-12,929.2466747199338
2002-07-15,912.1257585718457
2002-07-16,906.2852077439398
2002-07-17,907.946164351358
2002-07-18,910.3203702654245
2002-07-19,900.435597725232
2002-07-22,867.1023826750128
2002-07-23,861.5634521427783
2002-07-24,846.4248605192233
2002-07-25,830.9087135848187
2002-07-26,810.0166835751388
2002-07-29,812.2598674427005
2002-07-30,806.2183306512112
2002-07-31,797.282890467504
2002-08-01,806.7036865475966
2002-08-02,831.9964611378191
2002-08-05,813.3598422526109
2002-08-06,801.6321577009538
2002-08-07,822.5290480584555
2002-08-08,850.3173999848589
2002-08-09,840.9526413812301
2002-08-12,824.3578698013176
2002-08-13,814.2672438201658
2002-08-14,810.2497306971068
2002-08-15,812.360606239371
2002-08-16,821.846975151983
2002-08-19,828.7125738670231
2002-08-20,832.8134737110553
2002-08-21,835.9947981829832
2002-08-22,840.5231542529755
2002-08-23,839.8858417594213
2002-08-26,849.1906345583118
2002-08-27,854.6061577200136
2002-08-28,845.6731920796625
2002-08-29,836.8962651841564
2002-08-30,846.9400919550166
2002-09-02,844.0170022312185
2002-09-03,833.6266348853472
2002-09-04,830.2779145938034
2002-09-05,822.9236706609115
2002-09-06,820.0364669948151
2002-09-09,823.5237603446208
2002-09-10,836.3510092237661
2002-09-11,845.4879097691894
2002-09-12,841.5652838581434
2002-09-13,831.3148965263955
2002-09-16,818.6527840333248
2002-09-17,817.0831357872379
2002-09-18,800.2965687903986
2002-09-19,795.3176131942474
2002-09-20,794.1268053320806
2002-09-23,783.9609424758268
2002-09-24,782.6066157697779
2002-09-25,773.9032393737048
2002-09-26,778.2115510005165
2002-09-27,765.6155355483796
2002-09-30,751.7898884638324
2002-10-01,763.8480153523993
2002-10-02,773.7740810770159
2002-10-03,771.7138318688385
2002-10-04,775.8859844698319
2002-10-07,768.2075913666264
2002-10-08,764.3664707805843
2002-10-09,751.3217300674572
2002-10-10,745.3759523145222
2002-10-11,746.8275930024984
2002-10-14,740.1775523107749
2002-10-15,750.7266881174672
2002-10-16,752.0061599911758
2002-10-17,761.2355249615307
2002-10-18,767.272848897031
2002-10-21,764.6023098356278
2002-10-22,763.6443191123719
2002-10-23,782.8843994105915
2002-10-24,775.1280022487158
2002-10-25,782.1553149234477
2002-10-28,781.1399275422965
2002-10-29,770.1392531024601
2002-10-30,784.8258918508926
2002-10-31,794.5260203089505
2002-11-01,795.451210174135
2002-11-04,803.3291012113359
2002-11-05,791.2070939751193
2002-11-06,785.9660625464721
2002-11-07,788.0089263374406
2002-11-08,796.4047669654257
2002-11-11,797.0834104589069
2002-11-12,790.2973426318702
2002-11-13,785.3732577127497
2002-11-14,787.740279864128
2002-11-15,792.9180792460672
2002-11-18,804.6211274057632
2002-11-19,800.1265574539833
2002-11-20,803.4515793682269
2002-11-21,811.431276858135
2002-11-22,807.9451139049598
2002-11-25,813.1186958451325
2002-11-26,802.0623550013064
2002-11-27,801.6283916971881
2002-11-28,806.4493273835326
2002-11-29,811.6348419616594
2002-12-02,820.8578427242144
2002-12-03,816.9141387530766
2002-12-04,808.7610077038479
2002-12-05,806.7283556778236
2002-12-06,813.0259842961932
