Date,UK IMI EXTENDED SRI 5% ISSUER CAPPED
2011-05-31,1000.0
2011-06-01,987.9700137157356
2011-06-02,972.2449293399413
2011-06-03,975.6782865085519
2011-06-06,976.2745224780377
2011-06-07,983.7577873023416
2011-06-08,968.9430573822411
2011-06-09,975.6051101682723
2011-06-10,953.6074598434009
2011-06-13,960.622524463449
2011-06-14,971.9809239609667
2011-06-15,953.5625092079825
2011-06-16,936.6993934891104
2011-06-17,942.7413848375444
2011-06-20,940.187374664051
2011-06-21,953.0080823308597
2011-06-22,946.7051738472732
2011-06-23,921.4280728352969
2011-06-24,923.7063633467064
2011-06-27,928.2357607652987
2011-06-28,935.5143804026624
2011-06-29,953.1491634972676
2011-06-30,967.5571979220865
2011-07-01,975.3165496087413
2011-07-04,980.3287269219993
2011-07-05,986.3636101518372
2011-07-06,974.6228539145899
2011-07-07,980.2053702477494
2011-07-08,975.0987836169135
2011-07-11,951.8670944573809
2011-07-12,945.1803501346112
2011-07-13,961.4270582584871
2011-07-14,951.600515627007
2011-07-15,951.0192167992627
2011-07-18,927.4736741068137
2011-07-19,941.9522011778016
2011-07-20,950.4708454758975
2011-07-21,967.916953506843
2011-07-22,975.0378373982851
2011-07-25,971.3144123409747
2011-07-26,977.9824152010079
2011-07-27,961.4309120027223
2011-07-28,963.3567353364334
2011-07-29,960.333727595017
2011-08-01,941.9592852959167
2011-08-02,932.6007041921193
2011-08-03,924.3477587491285
2011-08-04,889.0067521861179
2011-08-05,870.0607585360295
2011-08-08,833.1589620422758
2011-08-09,847.4026197538614
2011-08-10,818.9758773872863
2011-08-11,850.2927373097903
2011-08-12,880.9089163046838
2011-08-15,892.4071719724332
2011-08-16,891.981409411577
2011-08-17,896.2860590986036
2011-08-18,847.9369331994254
2011-08-19,844.6060855367309
2011-08-22,846.3983046895406
2011-08-23,853.154408824794
2011-08-24,863.3111745983653
2011-08-25,842.9135276113904
2011-08-26,838.1848152143918
2011-08-29,847.3539144810353
2011-08-30,863.1662027132468
2011-08-31,886.8451259652376
2011-09-01,885.3363925874372
2011-09-02,867.6506312956532
2011-09-05,830.8884835843737
2011-09-06,830.009284252358
2011-09-07,854.7256548223108
2011-09-08,867.7586833045243
2011-09-09,837.8317405162004
2011-09-12,818.2641074180543
2011-09-13,821.5788076294818
2011-09-14,827.3931538738368
2011-09-15,847.778952723859
2011-09-16,853.289203932731
2011-09-19,826.6335596159731
2011-09-20,845.5440703816091
2011-09-21,829.9891982173277
2011-09-22,778.8360356407737
2011-09-23,784.7209771074977
2011-09-26,796.8905837821198
2011-09-27,836.4711894603496
2011-09-28,825.6054977236662
2011-09-29,826.609147815288
2011-09-30,808.7109533679479
2011-10-03,794.1954195282174
2011-10-04,767.7670485872904
2011-10-05,791.7006588843702
2011-10-06,822.77675591466
2011-10-07,838.9530921663264
2011-10-10,857.8527862775176
2011-10-11,853.4197959474035
2011-10-12,873.5955542606731
2011-10-13,862.9383316431591
2011-10-14,877.2860723298697
2011-10-17,869.3473285106191
2011-10-18,855.5832323187261
