Date,UK IMI EXTENDED SRI
2011-05-31,1000.0
2011-06-01,987.4698250755006
2011-06-02,971.6648424968685
2011-06-03,976.8400694585118
2011-06-06,977.4308913117383
2011-06-07,984.9382974351405
2011-06-08,970.164273189949
2011-06-09,976.0295554897485
2011-06-10,953.8625358883556
2011-06-13,961.3571185814934
2011-06-14,972.5456954521527
2011-06-15,954.7951980780438
2011-06-16,938.7978084976387
2011-06-17,944.2229182117045
2011-06-20,943.2834620183573
2011-06-21,955.4823923643831
2011-06-22,949.4318357455018
2011-06-23,924.961477745191
2011-06-24,927.4092933713057
2011-06-27,932.0716786468478
2011-06-28,938.2625964908664
2011-06-29,956.3758688104933
2011-06-30,970.3358581950115
2011-07-01,976.7028958570949
2011-07-04,981.9808658416032
2011-07-05,988.2965605638252
2011-07-06,976.8738765014483
2011-07-07,982.5731112064168
2011-07-08,978.167996176147
2011-07-11,955.6003843448808
2011-07-12,949.5291727708681
2011-07-13,964.8910490979011
2011-07-14,954.4623418863265
2011-07-15,954.1131194936193
2011-07-18,931.8384990441376
2011-07-19,945.869134912705
2011-07-20,953.8264767424092
2011-07-21,971.1365108315915
2011-07-22,978.7839997358309
2011-07-25,975.3053663080423
2011-07-26,984.4449723795473
2011-07-27,968.7234152567769
2011-07-28,971.7592699464473
2011-07-29,971.4469166103548
2011-08-01,952.7647651120197
2011-08-02,944.7658350167239
2011-08-03,938.0795041915135
2011-08-04,904.4213812243797
2011-08-05,885.2852410685848
2011-08-08,849.3855997684577
2011-08-09,861.9240315434317
2011-08-10,831.6188775500422
2011-08-11,864.1134466253242
2011-08-12,894.5800478331325
2011-08-15,906.4423933087378
2011-08-16,906.8020632304966
2011-08-17,911.3460982526443
2011-08-18,864.6253102092747
2011-08-19,861.1463746610328
2011-08-22,864.2776827736226
2011-08-23,872.1047479579503
2011-08-24,882.4671235318028
2011-08-25,859.9808194934219
2011-08-26,855.0848520084825
2011-08-29,864.4388247208888
2011-08-30,877.8522536765057
2011-08-31,899.3511015515276
2011-09-01,899.0562886026772
2011-09-02,881.9964115534893
2011-09-05,845.1264512927073
2011-09-06,845.427935120112
2011-09-07,869.5351511312599
2011-09-08,882.4540184835191
2011-09-09,852.9763244468326
2011-09-12,832.8059262143241
2011-09-13,836.6304898422486
2011-09-14,841.647659848481
2011-09-15,861.0625307414263
2011-09-16,866.4567243239501
2011-09-19,841.0327514320311
2011-09-20,860.8593769765712
2011-09-21,845.2991932402562
2011-09-22,795.9022137680714
2011-09-23,802.5031358827732
2011-09-26,814.6323435831359
2011-09-27,853.2883890279145
2011-09-28,844.421897123084
2011-09-29,845.0710889637949
2011-09-30,828.2453908028126
2011-10-03,815.4921067129205
2011-10-04,789.873886508441
2011-10-05,813.5855530043399
2011-10-06,842.7175582671327
2011-10-07,858.5022705821845
2011-10-10,877.4278711725688
2011-10-11,872.7225916380032
2011-10-12,890.802557282748
2011-10-13,882.0256105997717
2011-10-14,895.3853046357134
2011-10-17,888.3317598899275
2011-10-18,874.6253483158221
2011-10-19,890.165250537069
2011-10-20,871.5061321299908
2011-10-21,903.5294648265836
2011-10-24,913.2322440239803
2011-10-25,908.9672621215778
2011-10-26,908.5368582297815
2011-10-27,944.1055203421118
2011-10-28,945.7922579792692
2011-10-31,924.0429477608442
2011-11-01,889.4966411712858
2011-11-02,904.5824543147727
2011-11-03,914.0782129122751
2011-11-04,914.5505871920734
2011-11-07,910.4619263642155
2011-11-08,924.7627842752087
2011-11-09,902.2394697860135
2011-11-10,896.7696632924948
2011-11-11,924.2171231630524
2011-11-14,908.91987922921
2011-11-15,902.4507363600728
2011-11-16,899.3698747419897
2011-11-17,885.8798946326965
2011-11-18,875.5285742098648
2011-11-21,844.8545779067455
2011-11-22,843.4017459014029
2011-11-23,827.7441153581876
2011-11-24,825.8893410713658
2011-11-25,829.115861690477
2011-11-28,857.5438017246838
2011-11-29,868.1987885326572
2011-11-30,899.5527394897913
2011-12-01,895.3353045388778
2011-12-02,900.1631799074773
2011-12-05,905.1710777414081
2011-12-06,900.1981750675757
2011-12-07,899.8686885388809
2011-12-08,887.2938152921515
2011-12-09,894.2791064389204
2011-12-12,877.4018444841465
2011-12-13,880.7939938192934
2011-12-14,854.7595577975857
2011-12-15,865.0298969141027
2011-12-16,865.5444702601706
2011-12-19,863.0746981249698
2011-12-20,881.7481161807606
2011-12-21,873.7841315817976
2011-12-22,883.3700297480599
2011-12-23,890.3296353468857
2011-12-26,890.3296353468855
2011-12-27,891.9235249149757
2011-12-28,880.7841890811383
2011-12-29,884.9258463042087
2011-12-30,895.9403973576889
2012-01-02,895.9403973576889
2012-01-03,921.5895196377745
2012-01-04,914.9394365604644
2012-01-05,898.846697332526
2012-01-06,898.8336475677297
2012-01-09,893.3220107614347
2012-01-10,907.7043442405248
2012-01-11,899.2544576265399
2012-01-12,895.0728439370815
2012-01-13,887.8914598843489
2012-01-16,892.9622612304905
2012-01-17,898.5181724156654
2012-01-18,905.2040144308901
2012-01-19,918.1681346177952
2012-01-20,922.8298269557238
2012-01-23,932.0139417418537
2012-01-24,924.655845643722
2012-01-25,921.6166416929602
2012-01-26,939.643297816334
2012-01-27,928.4361346123767
2012-01-30,917.763576501855
2012-01-31,924.8438800631815
2012-02-01,945.8205662405799
2012-02-02,945.0693302289084
2012-02-03,962.5238758817638
2012-02-06,960.3636601480325
2012-02-07,962.5304705426241
2012-02-08,955.0738672597893
2012-02-09,962.4712177450376
2012-02-10,951.9303720804796
2012-02-13,961.9774077477509
2012-02-14,952.1604306253123
2012-02-15,958.4938939214459
2012-02-16,962.4582941727356
2012-02-17,971.9845717077604
2012-02-20,982.8208938039621
2012-02-21,974.9079218228691
2012-02-22,964.1868905000903
2012-02-23,969.8932859757264
2012-02-24,980.6358012807235
2012-02-27,976.9099977523116
2012-02-28,978.7373210258173
2012-02-29,979.8066698888124
2012-03-01,988.9065816487031
2012-03-02,979.0131280509959
2012-03-05,974.0882098192299
2012-03-06,945.8960776281896
2012-03-07,950.6232661524245
2012-03-08,969.1748915081812
2012-03-09,965.1151674534586
2012-03-12,962.9577565805687
2012-03-13,981.5534036883066
2012-03-14,978.8643663777528
2012-03-15,977.2466384710551
2012-03-16,995.2471190264738
2012-03-19,997.4839482939402
2012-03-20,988.7274137571877
2012-03-21,989.2055842962893
2012-03-22,980.277062935726
2012-03-23,987.3101249682737
2012-03-26,1001.189303138245
2012-03-27,999.5106556796777
2012-03-28,981.6543740238266
2012-03-29,972.5590354461643
2012-03-30,981.6521036175246
2012-04-02,999.9772587140346
2012-04-03,992.6415821183821
2012-04-04,961.9590169383
2012-04-05,962.537521591081
2012-04-06,962.537521591081
2012-04-09,964.300800585815
2012-04-10,941.5823356247627
2012-04-11,952.8280911662112
2012-04-12,969.9504763968398
2012-04-13,954.6331784488082
2012-04-16,954.8071185951468
2012-04-17,976.8047088122262
2012-04-18,979.4667967704113
2012-04-19,983.2755213000099
2012-04-20,990.4321336098244
2012-04-23,970.149006094255
2012-04-24,981.4830730932367
2012-04-25,981.5649825937099
2012-04-26,989.505084256694
2012-04-27,998.6382249458353
2012-04-30,991.089787814424
2012-05-01,1001.2127129949093
2012-05-02,992.8399021634341
2012-05-03,993.5304411434895
2012-05-04,970.6299438508261
2012-05-07,972.0115379782854
2012-05-08,955.7231089863883
2012-05-09,951.388636110654
2012-05-10,959.2542248418722
2012-05-11,959.8935898146176
2012-05-14,942.2533820212758
2012-05-15,933.8916235239633
2012-05-16,923.8085201473012
2012-05-17,904.7115631081043
2012-05-18,893.8989260607227
2012-05-21,899.5439562176977
2012-05-22,918.2054914547374
2012-05-23,892.1544936495138
2012-05-24,903.4887489683559
2012-05-25,901.3808534291893
2012-05-28,908.566474449717
2012-05-29,912.4559140278996
2012-05-30,889.9258554848611
2012-05-31,886.6435508000034
2012-06-01,868.7275558543985
2012-06-04,871.3333703090502
2012-06-05,870.7102407655456
2012-06-06,896.4413463154096
2012-06-07,913.6114481031816
2012-06-08,905.2297473462131
2012-06-11,908.1921745079478
2012-06-12,915.1766506914068
2012-06-13,914.674172817138
2012-06-14,910.6229059647762
2012-06-15,916.7115522068601
2012-06-18,918.4302514018076
2012-06-19,937.5343148340288
2012-06-20,945.9751636074886
2012-06-21,934.9975642630604
2012-06-22,919.8092246313055
2012-06-25,910.2972705562402
2012-06-26,910.5318957598703
2012-06-27,920.5691730652492
2012-06-28,910.070282185443
2012-06-29,932.569246048756
2012-07-02,945.4446892596302
2012-07-03,951.3700705139971
2012-07-04,944.5336975944521
2012-07-05,942.951012625645
2012-07-06,937.8821767160244
2012-07-09,934.75665591923
2012-07-10,937.3829216092495
2012-07-11,940.318226518249
2012-07-12,921.2527410489813
2012-07-13,940.0301122897803
2012-07-16,945.5912777725382
2012-07-17,937.8462872490805
2012-07-18,953.3431028133681
2012-07-19,964.8945786746125
2012-07-20,949.9097641719947
2012-07-23,923.0883997665546
2012-07-24,917.2187725444546
2012-07-25,912.4658609801776
2012-07-26,941.7536056081657
2012-07-27,954.1788808548007
2012-07-30,962.109170515928
2012-07-31,952.4891892634032
2012-08-01,960.8445033516908
2012-08-02,946.4886616453099
2012-08-03,972.3399572280852
2012-08-06,976.8148218768592
2012-08-07,977.9596278259826
2012-08-08,986.0050815730059
2012-08-09,984.6718349642797
2012-08-10,987.889913161625
2012-08-13,986.5911946015799
2012-08-14,993.0858353605405
2012-08-15,992.9990562066373
2012-08-16,994.4888297661241
2012-08-17,995.3802730175931
2012-08-20,992.6179562538547
2012-08-21,1003.0023579864481
2012-08-22,990.817784581305
2012-08-23,996.28842030117
