Date,FAR EAST ESG LEADERS
2007-09-28,1000.0
2007-10-01,996.1949458692308
2007-10-02,1012.8086778090997
2007-10-03,1016.7228485603732
2007-10-04,1013.3644361030421
2007-10-05,1012.4602601143191
2007-10-08,1005.7240472872329
2007-10-09,1014.422920840488
2007-10-10,1014.6029881902851
2007-10-11,1023.0537579816848
2007-10-12,1014.3860097622827
2007-10-15,1012.5712177623127
2007-10-16,1000.489426178944
2007-10-17,986.6288406704558
2007-10-18,1003.558348814106
2007-10-19,993.2302821208574
2007-10-22,982.0779169817472
2007-10-23,981.0919803846446
2007-10-24,984.0886493980446
2007-10-25,973.5028320880144
2007-10-26,993.6034519683221
2007-10-29,1010.344827411878
2007-10-30,1007.537271502809
2007-10-31,1010.1479093371345
2007-11-01,1024.9230706488875
2007-11-02,1004.6374085579453
2007-11-05,990.1751646750276
2007-11-06,991.157311763865
2007-11-07,990.1917234879636
2007-11-08,971.9604403554422
2007-11-09,972.1110585621178
2007-11-12,958.367281638174
2007-11-13,950.0299719039596
2007-11-14,968.6527211662016
2007-11-15,970.2911985462304
2007-11-16,953.8025023365163
2007-11-19,950.9262353890606
2007-11-20,961.1482316076027
2007-11-21,953.0480395533983
2007-11-22,950.4077470519642
2007-11-23,955.8692846262433
2007-11-26,975.2847657270711
2007-11-27,979.8332896119593
2007-11-28,966.7479513491119
2007-11-29,996.6981871242971
2007-11-30,995.7203692373353
2007-12-03,999.7128049874578
2007-12-04,999.0522545496177
2007-12-05,997.9916907288825
2007-12-06,1011.8758479908461
2007-12-07,1011.0236717012964
2007-12-10,1009.616577492695
2007-12-11,1016.575019947646
2007-12-12,1001.7196911874506
2007-12-13,978.0213755793926
2007-12-14,960.9194896891479
2007-12-17,943.0947956640167
2007-12-18,941.7333154454946
2007-12-19,933.765588317522
2007-12-20,938.267897886035
2007-12-21,943.0523199814627
2007-12-24,940.2135137900847
2007-12-25,957.3126167800389
2007-12-26,965.9923467747242
2007-12-27,959.9716199197563
2007-12-28,954.1858790944669
2007-12-31,966.2976786314591
2008-01-01,966.2976786314591
2008-01-02,981.5686115909036
2008-01-03,982.3753164948243
2008-01-04,954.500829470645
2008-01-07,936.9863147271363
2008-01-08,935.2702718393409
2008-01-09,949.039703062239
2008-01-10,933.772117792082
2008-01-11,921.6449464976339
2008-01-14,928.7346433382326
2008-01-15,923.2083531951793
2008-01-16,888.2433754492438
2008-01-17,902.7361018779255
2008-01-18,909.0793727644209
2008-01-21,884.7113887480969
2008-01-22,827.642225645876
2008-01-23,856.775158781725
2008-01-24,869.5055685647144
2008-01-25,904.1290443491341
2008-01-28,870.6533825088014
2008-01-29,893.6500576686936
2008-01-30,882.3277270275848
2008-01-31,903.2920506672219
2008-02-01,899.0518676844164
2008-02-04,911.1779267762538
2008-02-05,902.1140386928893
2008-02-06,862.2334380412186
2008-02-07,866.4927283122095
2008-02-08,845.7048391775181
2008-02-11,849.0164960441923
2008-02-12,847.2321635670542
2008-02-13,844.6391425524608
2008-02-14,877.456678697233
2008-02-15,881.5401182735139
2008-02-18,875.6618150064018
2008-02-19,890.2523718771894
2008-02-20,859.4565536233935
2008-02-21,884.673053079669
2008-02-22,879.0778183411904
2008-02-25,891.2921054395871
2008-02-26,893.769425881822
2008-02-27,914.4917138327738
2008-02-28,912.289675613856
2008-02-29,905.1341816645061
2008-03-03,871.7174520998445
2008-03-04,874.0232676175581
2008-03-05,862.400345251801
2008-03-06,882.2658007531742
2008-03-07,852.4031758247465
2008-03-10,846.8814555820642
2008-03-11,847.8061165509973
2008-03-12,865.0569442676928
2008-03-13,848.615705699676
2008-03-14,838.564358890349
2008-03-17,831.0544531838759
2008-03-18,828.6862669244264
2008-03-19,845.2785671217133
2008-03-20,849.1774990460108
2008-03-21,863.9334146923599
2008-03-24,852.2258087937984
2008-03-25,876.6189594300896
2008-03-26,886.8363020858066
2008-03-27,872.450284619716
2008-03-28,886.1326524553191
2008-03-31,865.5383763847931
2008-04-01,857.4100786463624
2008-04-02,889.5966928379548
2008-04-03,905.5762434891068
2008-04-04,902.8487680073513
2008-04-07,905.1696280328125
2008-04-08,888.8019970987071
2008-04-09,876.825398361777
2008-04-10,876.8434391467173
2008-04-11,897.5229446369318
2008-04-14,875.2352435835013
2008-04-15,874.6850413594722
2008-04-16,886.7268628438705
2008-04-17,896.5056695078164
2008-04-18,889.5603503889477
2008-04-21,924.6188724976195
2008-04-22,908.903013193463
2008-04-23,904.9846306077542
2008-04-24,899.0814238473389
2008-04-25,922.0700404673325
2008-04-28,935.1388770985263
2008-04-29,945.0268028380475
2008-04-30,935.8299192357231
2008-05-01,933.3056056739225
2008-05-02,944.5466217260541
2008-05-05,945.0958584042884
2008-05-06,951.3873970509802
2008-05-07,953.2562731037673
2008-05-08,951.7951621666757
2008-05-09,933.5206203557972
2008-05-12,929.7860700217767
2008-05-13,939.3881750316909
2008-05-14,938.0988447540564
2008-05-15,956.3950464410443
2008-05-16,965.647410866746
2008-05-19,966.1220050888696
2008-05-20,967.4804511820438
2008-05-21,953.249715923845
2008-05-22,950.9037348590577
2008-05-23,954.5278719385693
2008-05-26,932.1682943952561
2008-05-27,942.6952862167266
2008-05-28,925.6662965725146
2008-05-29,943.2014750546248
2008-05-30,960.5005305952849
2008-06-02,979.508725062255
2008-06-03,961.7371257965818
2008-06-04,980.1572439205765
2008-06-05,966.4312859332127
2008-06-06,979.2751219078082
2008-06-09,950.4966581915352
2008-06-10,929.8151795495577
2008-06-11,940.6261718108916
2008-06-12,911.49499986535
2008-06-13,917.8904621591576
2008-06-16,936.5816172251573
2008-06-17,937.1585022331401
2008-06-18,943.8509963068644
2008-06-19,920.9519530997612
2008-06-20,914.535651718382
2008-06-23,905.6403758370692
2008-06-24,908.3439376132598
2008-06-25,903.6290613777036
2008-06-26,910.0278072086904
2008-06-27,899.2360682684305
2008-06-30,898.1757229829487
2008-07-01,894.9874843899951
2008-07-02,882.7315739246109
2008-07-03,877.7543951429408
