Date,EUROPE ex UK ESG LEADERS
2007-09-28,1000.0
2007-10-01,1009.3091396540492
2007-10-02,1006.8144780414596
2007-10-03,1006.0284685042475
2007-10-04,1003.4422854810776
2007-10-05,1011.1988796743335
2007-10-08,1003.0966785076082
2007-10-09,1009.0133395262276
2007-10-10,1014.7604874546365
2007-10-11,1026.6949590150666
2007-10-12,1019.885955407156
2007-10-15,1015.1461985205729
2007-10-16,1001.7919868901533
2007-10-17,1010.0767063220867
2007-10-18,1011.8273310399998
2007-10-19,1005.8184307672706
2007-10-22,984.9976524343231
2007-10-23,1001.4836974181012
2007-10-24,994.0352453682381
2007-10-25,1011.4151852387511
2007-10-26,1022.0695032457247
2007-10-29,1030.1443140085923
2007-10-30,1028.213922415377
2007-10-31,1038.6512787677684
2007-11-01,1023.3023030974812
2007-11-02,1023.7284340512953
2007-11-05,1019.4868268139483
2007-11-06,1031.8822142401982
2007-11-07,1034.795993988511
2007-11-08,1028.0459959255707
2007-11-09,1011.2821003408858
2007-11-12,1002.5273177579036
2007-11-13,1006.9773783754838
2007-11-14,1021.2561908049643
2007-11-15,1007.7706570068665
2007-11-16,1003.1438895100366
2007-11-19,986.7414546137533
2007-11-20,1007.7786864361111
2007-11-21,989.4365123570487
2007-11-22,996.4294300128414
2007-11-23,1007.888484707499
2007-11-26,1006.2389561508296
2007-11-27,1003.0429619353146
2007-11-28,1017.9146112805907
2007-11-29,1023.7244168178685
2007-11-30,1027.546205396317
2007-12-03,1022.5959776005983
2007-12-04,1018.8340192811453
2007-12-05,1027.6827000701785
2007-12-06,1024.1924417655337
2007-12-07,1032.1704293698597
2007-12-10,1041.3354915742661
2007-12-11,1037.1952292759215
2007-12-12,1037.1866744193242
2007-12-13,1010.4006292859591
2007-12-14,1001.8226262436755
2007-12-17,980.5903631477535
2007-12-18,980.876261680069
2007-12-19,977.4155898024296
2007-12-20,976.5917293337003
2007-12-21,992.1155201533315
2007-12-24,994.8620913907782
2007-12-25,994.8620913907782
2007-12-26,1001.9781382326335
2007-12-27,1008.0252652504334
2007-12-28,1018.7743486935778
2007-12-31,1013.2987043457384
2008-01-01,1013.2987043457384
2008-01-02,1009.3900134101413
2008-01-03,1003.0412976302309
2008-01-04,988.6545221202716
2008-01-07,982.3333910077491
2008-01-08,991.3705866903525
2008-01-09,977.4688412452685
2008-01-10,974.4525571754298
2008-01-11,973.2632789011948
2008-01-14,984.320608445548
2008-01-15,953.0727245843751
2008-01-16,930.2057101484817
2008-01-17,925.0958894813068
2008-01-18,911.0164600183232
2008-01-21,849.2885750873803
2008-01-22,874.7878034143009
2008-01-23,843.4054120536149
2008-01-24,901.3617484967962
2008-01-25,900.6525745026412
2008-01-28,897.4337819384555
2008-01-29,909.1213530470643
2008-01-30,907.1250175329994
2008-01-31,907.6383429139374
2008-02-01,927.696905869866
2008-02-04,928.9279527017733
2008-02-05,884.6450692283387
2008-02-06,893.3988973326589
2008-02-07,869.4301512196784
2008-02-08,869.8451617234259
2008-02-11,864.1888572189835
2008-02-12,897.7626267766234
2008-02-13,898.951074160687
2008-02-14,904.2950683353157
2008-02-15,894.1424845144707
2008-02-18,907.6528870183654
2008-02-19,917.1961857756365
2008-02-20,900.5933303311147
2008-02-21,915.0586686159985
2008-02-22,910.0192799257649
2008-02-25,925.9440576434927
2008-02-26,942.0905804978329
2008-02-27,955.4371672772912
2008-02-28,944.9383093656558
2008-02-29,932.7413943470801
2008-03-03,922.0009084974432
2008-03-04,909.6230733357296
2008-03-05,928.4351095576176
2008-03-06,921.6226873049329
2008-03-07,909.855001056919
2008-03-10,900.8350917557021
2008-03-11,910.2591139614867
2008-03-12,928.535162083525
2008-03-13,922.3719762005314
2008-03-14,916.7124203541887
2008-03-17,895.1777358179048
2008-03-18,923.3512276654137
