Date,EAFE ex UK ESG LEADERS
2007-09-28,1000.0
2007-10-01,1004.9218407730383
2007-10-02,1009.2277760953617
2007-10-03,1010.824174648707
2007-10-04,1007.2964971072182
2007-10-05,1012.9512134740605
2007-10-08,1006.2918244657714
2007-10-09,1013.4589022016074
2007-10-10,1017.6064212513681
2007-10-11,1028.1372365404118
2007-10-12,1020.80164009883
2007-10-15,1016.8965600601001
2007-10-16,1002.1990302800428
2007-10-17,1003.4049276517732
2007-10-18,1011.0879902662942
2007-10-19,1003.2630460324478
2007-10-22,984.7306273811312
2007-10-23,997.1315170439813
2007-10-24,993.8822558562645
2007-10-25,1001.6973097535815
2007-10-26,1016.3674980564122
2007-10-29,1027.9196648992795
2007-10-30,1025.183141129721
2007-10-31,1033.4419733810248
2007-11-01,1028.86946957398
2007-11-02,1021.0776713142574
2007-11-05,1012.8679280993964
2007-11-06,1021.5099997670911
2007-11-07,1024.8058648342274
2007-11-08,1012.0548614053534
2007-11-09,1000.8289832912291
2007-11-12,986.5992887794046
2007-11-13,988.9072088287219
2007-11-14,1005.7071507463028
2007-11-15,996.2800866004858
2007-11-16,987.0548101748317
2007-11-19,977.0281833335318
2007-11-20,991.8914101483616
2007-11-21,975.4116118620899
2007-11-22,978.444898662195
2007-11-23,986.7311544390982
2007-11-26,993.7397976789425
2007-11-27,992.7982609107404
2007-11-28,997.7245992060988
2007-11-29,1011.1296074875169
2007-11-30,1014.5069185170336
2007-12-03,1012.6199768995725
2007-12-04,1009.3827348846831
2007-12-05,1013.8366558710316
2007-12-06,1017.4203705990595
2007-12-07,1023.4415040769422
2007-12-10,1028.3915275296788
2007-12-11,1028.967823884568
2007-12-12,1023.7989739497241
2007-12-13,999.3314277401499
2007-12-14,986.5136689039325
2007-12-17,965.702085744448
2007-12-18,965.5721205052147
2007-12-19,959.9071281126126
2007-12-20,960.2067378244277
2007-12-21,972.967933251668
2007-12-24,974.6256269187018
2007-12-25,980.0354867299258
2007-12-26,987.2486189902503
2007-12-27,989.4632531937349
2007-12-28,994.33158254885
2007-12-31,995.0946624950076
2008-01-01,995.0946624950076
2008-01-02,997.9348356768428
2008-01-03,993.8699227714883
2008-01-04,975.7713827853935
2008-01-07,964.079704408572
2008-01-08,970.0938755588493
2008-01-09,965.4299646924107
2008-01-10,959.1890186109503
2008-01-11,954.1944702666293
2008-01-14,963.480373389955
2008-01-15,942.267759809733
2008-01-16,914.3367463792384
2008-01-17,916.6333102863451
2008-01-18,910.1561898431245
2008-01-21,862.1301611552198
2008-01-22,855.1114946984823
2008-01-23,847.6889886063071
2008-01-24,888.9697742601611
2008-01-25,903.7690603484092
2008-01-28,891.4394267508982
2008-01-29,904.0351209026371
2008-01-30,897.5351303640874
2008-01-31,904.8789876854081
2008-02-01,918.5827959778962
2008-02-04,923.5536104556849
2008-02-05,892.0907573478254
2008-02-06,882.727163829721
2008-02-07,868.8903147325697
2008-02-08,864.3036870900858
2008-02-11,860.495041574063
2008-02-12,880.846269731464
2008-02-13,877.2693667563083
2008-02-14,893.4302371097853
2008-02-15,887.548480512413
2008-02-18,893.1370225685998
2008-02-19,905.3320117132655
2008-02-20,883.5818381965662
2008-02-21,901.512305182766
2008-02-22,895.7971001600482
2008-02-25,911.1957743392462
2008-02-26,923.3172460921207
2008-02-27,940.3250158124905
2008-02-28,931.8619646295599
2008-02-29,919.7576497090685
2008-03-03,900.8215276047875
2008-03-04,893.2679668089139
2008-03-05,901.0749945739595
2008-03-06,903.7962369207116
2008-03-07,884.732417582533
2008-03-10,875.9759384596952
2008-03-11,882.6347061774294
2008-03-12,901.6276698905631
2008-03-13,891.5823147337468
2008-03-14,885.293661153552
2008-03-17,866.6504365774067
2008-03-18,884.224612635719
2008-03-19,883.8652106301961
2008-03-20,871.1990773102785
2008-03-21,875.8523702485257
2008-03-24,871.5161884003152
2008-03-25,908.991078724208
2008-03-26,917.8651529890631
2008-03-27,920.3114094717988
2008-03-28,921.4190397611935
2008-03-31,916.917003870998
2008-04-01,920.2835726867459
2008-04-02,940.5670354253822
2008-04-03,944.774349638411
2008-04-04,950.8812687558602
2008-04-07,954.1981289644299
2008-04-08,943.3718407469225
2008-04-09,934.7723656349364
2008-04-10,931.3930368677414
2008-04-11,932.0649743472025
2008-04-14,918.8658496889633
2008-04-15,920.7433597328153
2008-04-16,940.4186436018977
2008-04-17,934.8989078902299
2008-04-18,936.1587909593223
2008-04-21,954.686076976831
2008-04-22,947.7479218700985
2008-04-23,947.0785310042227
2008-04-24,937.1324515124779
2008-04-25,948.5419940128712
2008-04-28,956.7115694504961
2008-04-29,953.6644354909229
2008-04-30,955.3445081783051
2008-05-01,948.6879412808211
2008-05-02,962.2789985553392
2008-05-05,965.5822169867632
2008-05-06,965.4699270214771
2008-05-07,964.450393485222
2008-05-08,965.5968781890383
2008-05-09,954.4434761317564
2008-05-12,958.9648387860799
2008-05-13,962.0164620056383
2008-05-14,964.8506072936804
2008-05-15,974.0616357834477
2008-05-16,984.1624422604874
2008-05-19,989.1437974931179
2008-05-20,985.0250603826637
2008-05-21,981.8284549896616
2008-05-22,978.6293367585228
2008-05-23,972.21054135691
2008-05-26,962.4829114271394
2008-05-27,962.5341961985766
2008-05-28,958.5342787858425
2008-05-29,961.414305801912
2008-05-30,972.2310273137388
2008-06-02,971.4961765341014
2008-06-03,965.0868495698027
2008-06-04,966.1775415981148
2008-06-05,962.7063541442183
2008-06-06,964.5894964467707
2008-06-09,950.5515154789226
2008-06-10,927.0433085369559
2008-06-11,924.6332257969557
2008-06-12,912.3715977282346
2008-06-13,915.1312323641968
2008-06-16,922.9345694990938
2008-06-17,926.9786685339822
2008-06-18,921.0911674325973
2008-06-19,907.1471768610828
2008-06-20,900.937706802732
2008-06-23,890.2580609677268
2008-06-24,891.6072980248452
2008-06-25,897.8570380849382
2008-06-26,893.7997901788199
2008-06-27,884.6697111071614
2008-06-30,886.5812025247429
2008-07-01,873.2427252039121
2008-07-02,872.6586190782928
2008-07-03,868.153206369011
2008-07-04,862.159962114624
2008-07-07,866.158225418934
2008-07-08,851.9600726970199
2008-07-09,865.5316131330766
2008-07-10,859.411717332094
2008-07-11,851.833747648292
2008-07-14,851.684413183011
2008-07-15,841.2173348075282
2008-07-16,839.4744874828048
2008-07-17,859.3014420059077
2008-07-18,861.0151042635439
2008-07-21,866.2878986359308
2008-07-22,870.3747359571294
2008-07-23,876.4154037540424
2008-07-24,877.6323748778544
2008-07-25,865.32465475515
2008-07-28,861.1864518112797
2008-07-29,849.5181133798076
2008-07-30,859.1383518691576
2008-07-31,860.9451135953526
2008-08-01,846.5749548495147
2008-08-04,839.0938458828739
2008-08-05,845.8842162689202
2008-08-06,853.7693765129405
2008-08-07,846.1122725710492
2008-08-08,834.8245503095948
2008-08-11,847.4860645984936
2008-08-12,841.2001022239734
2008-08-13,824.8034933881061
2008-08-14,822.0002749717014
2008-08-15,817.0257758796972
2008-08-18,820.733866968462
2008-08-19,802.4452536858503
2008-08-20,803.4867001240448
2008-08-21,804.1870587532015
2008-08-22,804.5961047547084
2008-08-25,806.5632327938481
2008-08-26,801.094776088219
2008-08-27,802.3371390368992
2008-08-28,809.349565157043
2008-08-29,821.0872140534142
2008-09-01,810.4592828580205
2008-09-02,810.0577177216375
2008-09-03,803.3969978907776
2008-09-04,785.6188791641815
2008-09-05,763.7073336884857
2008-09-08,784.7071060101933
2008-09-09,772.1345584571549
2008-09-10,765.8395609845207
2008-09-11,751.6239186828758
2008-09-12,770.5034990767683
2008-09-15,757.1922311380134
2008-09-16,734.1295152759003
2008-09-17,727.1365029839596
2008-09-18,723.3089858990068
2008-09-19,767.7736805949222
2008-09-22,774.391424156376
2008-09-23,771.1288339414292
2008-09-24,767.1685991067949
2008-09-25,774.3905573435085
2008-09-26,762.6660714773868
2008-09-29,729.9404782911606
2008-09-30,706.1786939779854
2008-10-01,715.9051674513613
2008-10-02,696.9550096394805
2008-10-03,700.9791479065102
2008-10-06,654.5023333045662
2008-10-07,650.6806586239431
2008-10-08,610.5389051211033
2008-10-09,604.6486142657308
2008-10-10,556.9105615006023
2008-10-13,593.7442867739893
2008-10-14,629.8754469397725
2008-10-15,606.3800093315837
2008-10-16,562.1486034787887
2008-10-17,580.1965701405759
2008-10-20,595.915358659668
2008-10-21,600.3471621066701
2008-10-22,563.2674657019433
2008-10-23,556.9980813363048
2008-10-24,528.0418965330065
2008-10-27,494.8453107101902
2008-10-28,500.7735536617036
2008-10-29,542.3015221542822
2008-10-30,565.6214552579847
2008-10-31,558.9736920113453
2008-11-03,569.6324680090662
2008-11-04,600.5587220108808
2008-11-05,609.256960738021
2008-11-06,569.0625275172857
