Date,EUROPE ESG LEADERS SELECT SUSTAINABILITY
2019-11-26,1000.0
2019-11-27,1000.6987699992919
2019-11-28,1000.3929577473574
2019-11-29,998.9209900552439
2019-12-02,986.0079812650049
2019-12-03,982.1771035247363
2019-12-04,995.1568819343347
2019-12-05,996.5323198330391
2019-12-06,1004.2541405664492
2019-12-09,1004.7381045455156
2019-12-10,1002.6854064523106
2019-12-11,1004.8704265752448
2019-12-12,1011.456346404582
2019-12-13,1025.0955928181147
2019-12-16,1039.474603994268
2019-12-17,1034.0548159792847
2019-12-18,1029.9692621030265
2019-12-19,1029.9044054315098
2019-12-20,1034.9553627786581
2019-12-23,1035.7925811508903
2019-12-24,1037.5002820832829
2019-12-25,1037.5002820832829
2019-12-26,1038.4094855428027
2019-12-27,1046.6945478633909
2019-12-30,1040.448757007711
2019-12-31,1041.765263613321
2020-01-01,1041.7652636133212
2020-01-02,1049.4697517728923
2020-01-03,1039.9850287669512
2020-01-06,1037.0404590188527
2020-01-07,1036.652782300342
2020-01-08,1037.7331939948867
2020-01-09,1038.9045267749375
2020-01-10,1038.1688349999276
2020-01-13,1037.8044306727973
2020-01-14,1041.0108597002727
2020-01-15,1045.608156036121
2020-01-16,1045.2837711307745
2020-01-17,1050.8129378025142
2020-01-20,1048.4329962953889
2020-01-21,1050.3458973899412
2020-01-22,1048.0994223404273
2020-01-23,1036.2603928536826
2020-01-24,1045.9574876857228
2020-01-27,1019.7960065235069
2020-01-28,1025.4164967893003
2020-01-29,1031.0783062830928
2020-01-30,1026.010654281456
2020-01-31,1018.1115915518772
2020-02-03,1021.0471051565715
2020-02-04,1036.779194169851
2020-02-05,1048.2283436301498
2020-02-06,1049.0688977524203
2020-02-07,1043.4576823344103
2020-02-10,1042.0329873694861
2020-02-11,1051.78519888079
2020-02-12,1055.605808876223
2020-02-13,1052.0249032894237
2020-02-14,1052.1588142671505
2020-02-17,1053.381799920878
2020-02-18,1048.189777180144
2020-02-19,1054.214696758474
2020-02-20,1048.0566919866826
2020-02-21,1047.3938734666713
2020-02-24,1007.6618295667791
2020-02-25,992.7843981450085
2020-02-26,993.1730010111561
2020-02-27,968.3878418453613
2020-02-28,937.3251027516683
2020-03-02,951.4408517202447
2020-03-03,972.7572077737592
2020-03-04,978.7778741950603
2020-03-05,969.1105779661035
2020-03-06,946.2590811394678
2020-03-09,891.4293979862613
2020-03-10,875.5783322450749
2020-03-11,861.1974883850281
2020-03-12,751.955048959594
2020-03-13,760.5138575370374
2020-03-16,728.6296104976348
2020-03-17,728.4212926055591
2020-03-18,695.3135550776682
2020-03-19,704.4184018947517
2020-03-20,715.7962022263699
2020-03-23,691.6105587078206
2020-03-24,753.5064087936136
2020-03-25,777.6295759038787
2020-03-26,815.0213579394556
2020-03-27,789.3093868529965
2020-03-30,796.9833147460089
2020-03-31,804.489266325863
2020-04-01,775.484759901356
2020-04-02,770.2495854351627
2020-04-03,759.5370506207744
2020-04-06,789.2644300659108
2020-04-07,816.9900585907042
2020-04-08,817.3415753930931
2020-04-09,835.2809499087755
2020-04-10,835.2809499087755
2020-04-13,833.0964163820427
2020-04-14,845.3390475993989
2020-04-15,813.5288780525212
2020-04-16,815.9325916379255
2020-04-17,840.7061311831867
2020-04-20,845.6732552895179
2020-04-21,816.4238797283008
2020-04-22,827.3707628929628
2020-04-23,834.3897875029571
2020-04-24,823.0611779281544
2020-04-27,840.5166730813796
2020-04-28,855.5021898084924
2020-04-29,870.8651042080083
2020-04-30,862.926502412106
2020-05-01,862.5415355777566
2020-05-04,829.8012112504354
2020-05-05,840.8538625407368
2020-05-06,834.734553070865
2020-05-07,845.8668310353127
2020-05-08,862.524761958802
2020-05-11,855.9684118658629
2020-05-12,861.6539265841461
2020-05-13,842.4735847210644
2020-05-14,821.7069548389447
2020-05-15,825.5499294893302
2020-05-18,861.2335880580065
2020-05-19,864.7109388372384
2020-05-20,878.8439942225797
2020-05-21,868.2688549296909
2020-05-22,865.7258135753664
2020-05-25,878.7696475109351
2020-05-26,895.9701503379516
2020-05-27,894.4788073899591
2020-05-28,918.9011988395303
2020-05-29,914.7051204932735
2020-06-01,923.4232911711586
2020-06-02,939.7883015791116
2020-06-03,967.4548689358335
2020-06-04,973.8314984721304
2020-06-05,990.0545523998338
2020-06-08,980.3634330058056
2020-06-09,976.2640292725582
2020-06-10,972.6812623069278
2020-06-11,939.3998004648004
2020-06-12,929.9207154435735
2020-06-15,930.8862566391098
2020-06-16,953.8856949118241
2020-06-17,960.1831398340155
2020-06-18,955.080942883864
2020-06-19,958.1358952036941
2020-06-22,957.863799502299
2020-06-23,977.72025478338
2020-06-24,947.6389152052591
2020-06-25,949.3385389998172
2020-06-26,947.5369151070953
2020-06-29,954.0815348468853
2020-06-30,955.2894679526651
2020-07-01,960.5128585848153
2020-07-02,976.518508812914
2020-07-03,971.7397301930787
2020-07-06,993.1384547586667
2020-07-07,985.3503455357717
2020-07-08,983.1579935013481
2020-07-09,976.3017340767929
2020-07-10,986.5046314242437
2020-07-13,1001.8182040919204
2020-07-14,993.7308038915863
2020-07-15,1010.8879030088809
2020-07-16,1008.4756994201634
2020-07-17,1007.1477735837942
2020-07-20,1019.6082339322338
2020-07-21,1025.5191796650245
2020-07-22,1031.0359984202573
2020-07-23,1030.8661848442182
2020-07-24,1014.869155106378
2020-07-27,1028.3060781249121
2020-07-28,1026.6650431262165
2020-07-29,1029.7814921278598
2020-07-30,1009.1763226068125
2020-07-31,1003.4953484477672
2020-08-03,1015.2453260854819
2020-08-04,1013.1841650707869
2020-08-05,1031.2751262909928
2020-08-06,1022.5716855410928
2020-08-07,1024.9534131625535
2020-08-10,1024.0735492398906
2020-08-11,1041.5257814472097
2020-08-12,1056.9053292711314
2020-08-13,1056.6257017888324
2020-08-14,1042.8776700108892
2020-08-17,1052.5676664103803
2020-08-18,1051.119979256115
2020-08-19,1054.6029632792854
2020-08-20,1039.1141484583147
2020-08-21,1033.803690330454
2020-08-24,1051.2807585649994
2020-08-25,1050.5920589784496
2020-08-26,1061.129072675202
2020-08-27,1050.4553613809146
2020-08-28,1054.6549064978917
2020-08-31,1054.8118197277445
2020-09-01,1052.8584243382577
2020-09-02,1059.9906782939565
2020-09-03,1043.1247292795244
2020-09-04,1027.2458918763623
2020-09-07,1045.6774961533463
2020-09-08,1030.6627687808211
2020-09-09,1049.9689604519283
2020-09-10,1050.6440381404584
2020-09-11,1048.7870442648953
2020-09-14,1054.0215750900857
2020-09-15,1059.477898258259
2020-09-16,1065.6986728725553
2020-09-17,1059.0310289235608
2020-09-18,1059.8849138647674
2020-09-21,1018.201962428307
2020-09-22,1016.8421374500081
2020-09-23,1022.2657279570528
2020-09-24,1007.8792376868159
2020-09-25,1005.9338076088652
2020-09-28,1032.055965856877
2020-09-29,1038.8963786167626
2020-09-30,1036.7028357351758
2020-10-01,1044.1396772464777
2020-10-02,1043.0591425554367
2020-10-05,1058.006618792711
2020-10-06,1055.1980913673415
2020-10-07,1052.5572182028536
2020-10-08,1058.1867603199782
2020-10-09,1071.9520405523542
2020-10-12,1082.1559243114045
2020-10-13,1072.2248379358093
2020-10-14,1073.1368735012027
2020-10-15,1046.0926230643306
2020-10-16,1059.707802450385
2020-10-19,1063.202676280436
2020-10-20,1064.1113791459147
2020-10-21,1053.6177124520868
2020-10-22,1048.6851233667167
2020-10-23,1053.2239697410848
2020-10-26,1027.1488741675066
2020-10-27,1021.8232999810041
2020-10-28,987.5807182334685
2020-10-29,979.6289472316372
2020-10-30,976.9834248331649
2020-11-02,988.3618203771155
2020-11-03,1017.7419366598157
2020-11-04,1037.519534907614
2020-11-05,1063.3169401222594
2020-11-06,1067.1037917638853
2020-11-09,1097.7281992186154
2020-11-10,1096.9227654379379
2020-11-11,1102.5445544923411
2020-11-12,1101.7494063506435
2020-11-13,1102.1924132587903
2020-11-16,1114.710741903419
2020-11-17,1116.3116052863988
2020-11-18,1120.615795131677
2020-11-19,1110.8995936063507
2020-11-20,1117.660129684021
2020-11-23,1108.908535215049
2020-11-24,1115.814023184466
2020-11-25,1117.7476410314039
