Date,WORLD ex USA ESG LEADERS
2008-09-08,77.185493
2008-09-09,76.099293
2008-09-10,75.777835
2008-09-11,74.576162
2008-09-12,76.61719
2008-09-15,74.654432
2008-09-16,72.25898
2008-09-17,71.277338
2008-09-18,71.503727
2008-09-19,76.642442
2008-09-22,76.843796
2008-09-23,76.41824
2008-09-24,75.870562
2008-09-25,76.83883
2008-09-26,75.33959
2008-09-29,71.466004
2008-09-30,70.137022
2008-10-01,70.93747
2008-10-02,68.807721
2008-10-03,69.575935
2008-10-06,64.613347
2008-10-07,64.103877
2008-10-08,60.60066
2008-10-09,59.359146
2008-10-10,54.203232
2008-10-13,57.991163
2008-10-14,61.416948
2008-10-15,58.403274
2008-10-16,54.761792
2008-10-17,56.785388
2008-10-20,58.714282
2008-10-21,58.017522
2008-10-22,54.078354
2008-10-23,53.853498
2008-10-24,50.888273
2008-10-27,48.52389
2008-10-28,50.601937
2008-10-29,54.224948
2008-10-30,56.054136
2008-10-31,55.650505
2008-11-03,56.241646
2008-11-04,59.444111
2008-11-05,59.511037
2008-11-06,55.609289
2008-11-07,55.805484
2008-11-10,56.546398
2008-11-11,53.77931
2008-11-12,52.237553
2008-11-13,51.752846
2008-11-14,52.354401
2008-11-17,51.144407
2008-11-18,51.06333
2008-11-19,49.441887
2008-11-20,46.524154
2008-11-21,46.552333
2008-11-24,49.913325
2008-11-25,51.191136
2008-11-26,51.027752
2008-11-27,51.894147
2008-11-28,52.522173
2008-12-01,49.791066
2008-12-02,49.960722
2008-12-03,50.267019
2008-12-04,49.93174
2008-12-05,48.556567
2008-12-08,52.319221
2008-12-09,52.476632
2008-12-10,53.131642
2008-12-11,53.658663
2008-12-12,52.421821
2008-12-15,53.609724
2008-12-16,54.084428
2008-12-17,55.778523
2008-12-18,55.91637
2008-12-19,54.286911
2008-12-22,53.570888
2008-12-23,53.499976
2008-12-24,53.266619
2008-12-25,53.405445
2008-12-26,53.595586
2008-12-29,54.681208
2008-12-30,55.239823
2008-12-31,54.96872
2009-01-01,54.96872
2009-01-02,56.357335
2009-01-05,56.639928
2009-01-06,56.815629
2009-01-07,57.260913
2009-01-08,56.978568
2009-01-09,56.214015
2009-01-12,54.985194
2009-01-13,53.364187
2009-01-14,51.890289
2009-01-15,50.747225
2009-01-16,51.828815
2009-01-19,51.022055
2009-01-20,49.156275
2009-01-21,48.980944
2009-01-22,48.783036
2009-01-23,47.979279
2009-01-26,49.716179
2009-01-27,50.54236
2009-01-28,51.860084
2009-01-29,50.94817
2009-01-30,49.709979
2009-02-02,48.687003
2009-02-03,49.80707
2009-02-04,50.578198
2009-02-05,50.281898
2009-02-06,51.167422
2009-02-09,51.893491
2009-02-10,50.729553
2009-02-11,50.11588
2009-02-12,49.222631
2009-02-13,49.70333
2009-02-16,48.993191
2009-02-17,47.035655
2009-02-18,46.498018
2009-02-19,46.884436
2009-02-20,45.371502
2009-02-23,45.095952
2009-02-24,44.515352
2009-02-25,44.540224
2009-02-26,45.437083
2009-02-27,44.710942
2009-03-02,42.283109
2009-03-03,41.544945
2009-03-04,42.488986
2009-03-05,41.610208
2009-03-06,41.165058
2009-03-09,40.53556
2009-03-10,42.426421
2009-03-11,43.057208
2009-03-12,43.26513
2009-03-13,44.253391
2009-03-16,45.53622
2009-03-17,45.832249
2009-03-18,46.047559
2009-03-19,48.264437
2009-03-20,47.455072
2009-03-23,49.067989
2009-03-24,49.192972
2009-03-25,49.461574
2009-03-26,49.842276
2009-03-27,48.902635
2009-03-30,46.816029
2009-03-31,47.755015
2009-04-01,48.604578
2009-04-02,51.44956
2009-04-03,51.164559
2009-04-06,50.897705
2009-04-07,50.263954
2009-04-08,50.01096
2009-04-09,51.342284
2009-04-10,51.440046
2009-04-13,51.83488
2009-04-14,52.292669
2009-04-15,51.80432
2009-04-16,52.478185
2009-04-17,52.908212
2009-04-20,51.316343
2009-04-21,51.202861
2009-04-22,51.728315
2009-04-23,52.080005
2009-04-24,53.275398
2009-04-27,53.070612
2009-04-28,51.96683
2009-04-29,53.206809
2009-04-30,54.06212
2010-08-31,100.0
2010-09-01,102.70800058205722
2010-09-02,103.24751243014889
2010-09-03,104.06834980219686
2010-09-06,104.93410286508923
2010-09-07,103.90119643167425
2010-09-08,104.1135925285068
2010-09-09,105.15772070262862
2010-09-10,105.12902631506805
2010-09-13,106.80320314678035
2010-09-14,107.56412125477439
2010-09-15,107.5082380913351
2010-09-16,107.1507851929787
2010-09-17,107.02855362540839
2010-09-20,108.22234391630813
2010-09-21,108.03725559591845
2010-09-22,108.67540650676698
2010-09-23,108.17361462648738
2010-09-24,109.56068893831345
2010-09-27,109.64505770430738
2010-09-28,109.95632447100739
2010-09-29,110.13115603121436
2010-09-30,109.53378616205258
2010-10-01,109.90527492900316
2010-10-04,109.24867647668871
2010-10-05,111.48503902849579
2010-10-06,112.6721760617511
2010-10-07,112.98661737885703
2010-10-08,112.9720774431215
2010-10-11,113.0901389245809
2010-10-12,112.19163503183542
2010-10-13,113.90760731329978
2010-10-14,115.11106525027355
2010-10-15,114.34272535822059
2010-10-18,114.29916431453132
2010-10-19,112.6762185711571
2010-10-20,113.8907730428805
2010-10-21,114.29133957382307
2010-10-22,113.63747502769762
2010-10-25,114.65717151015724
2010-10-26,113.51055772393828
2010-10-27,112.03078220045373
2010-10-28,113.24488763915166
2010-10-29,113.29256142995011
2010-11-01,113.28238273009028
2010-11-02,114.33281087535534
2010-11-03,113.85972950478165
2010-11-04,117.05141379312924
2010-11-05,116.75747711546748
2010-11-08,116.4269116187113
2010-11-09,116.72991649238101
2010-11-10,114.90957337536202
2010-11-11,114.90116234834458
2010-11-12,114.21065847881755
2010-11-15,114.22860966961586
2010-11-16,111.95191596345292
2010-11-17,112.37266783122473
2010-11-18,114.26047883376704
2010-11-19,114.19749403884308
2010-11-22,113.7303094804651
2010-11-23,111.55207445687168
2010-11-24,111.91758874350377
2010-11-25,112.20834900817259
2010-11-26,110.61148061060855
2010-11-29,109.1091561440417
2010-11-30,108.4922192838475
2010-12-01,110.3160584135994
2010-12-02,112.78739019462468
2010-12-03,114.26505901189942
2010-12-06,113.91358500139016
2010-12-07,114.62873007881133
2010-12-08,113.72833266869935
2010-12-09,114.12288560405207
2010-12-10,114.34542024853887
2010-12-13,115.94800669218375
2010-12-14,116.20800548481031
2010-12-15,115.39493994702268
2010-12-16,114.84231874514909
2010-12-17,114.39026223406542
2010-12-20,114.39029906758282
2010-12-21,115.78530298128258
2010-12-22,115.81598221989483
2010-12-23,116.01415640708181
2010-12-24,116.196337538053
2010-12-27,115.88355966139976
2010-12-28,116.2909853381216
2010-12-29,116.76792529550957
2010-12-30,116.43282164685668
2010-12-31,117.11546838978336
2011-01-03,117.19092597243959
2011-01-04,117.47853903458906
2011-01-05,116.12208006156766
2011-01-06,116.03475025576496
2011-01-07,115.8723381735216
2011-01-10,114.97170474084179
2011-01-11,115.58773356617732
2011-01-12,117.52594861746259
2011-01-13,119.02131433245782
2011-01-14,118.81248946346444
2011-01-17,118.56220845439843
2011-01-18,119.88130547342432
2011-01-19,119.73364418602732
2011-01-20,117.42634678064913
2011-01-21,118.52424196861936
2011-01-24,119.60707906906488
2011-01-25,119.38754857042834
2011-01-26,120.21372013343709
2011-01-27,120.46188266588325
2011-01-28,119.10969254042178
2011-01-31,119.4790358807551
2011-02-01,121.47652583341267
2011-02-02,122.1489798977881
2011-02-03,121.43051877745984
2011-02-04,121.39772797366848
2011-02-07,121.97239733924172
2011-02-08,122.95952010930925
2011-02-09,122.60995835731595
2011-02-10,121.7292176657795
2011-02-11,121.56249521363529
2011-02-14,122.0056057656882
2011-02-15,122.15692592111333
2011-02-16,122.90645967465518
2011-02-17,123.96380066322763
2011-02-18,124.25341440744609
2011-02-21,123.40014812812493
2011-02-22,122.1293394838988
2011-02-23,121.41434002014044
2011-02-24,121.10211092602832
2011-02-25,122.50572726595507
2011-02-28,123.55023376750027
2011-03-01,123.43984473993807
2011-03-02,122.83851987549353
2011-03-03,123.30141755076396
2011-03-04,123.491321072744
2011-03-07,122.84098724961912
2011-03-08,122.20896367341089
2011-03-09,122.27628611935536
2011-03-10,119.94080019325538
2011-03-11,119.47485503212357
2011-03-14,117.95055584573443
2011-03-15,114.09955470189139
2011-03-16,114.14050104423953
2011-03-17,116.17859499189937
2011-03-18,117.02644305268663
2011-03-21,118.88795409797942
2011-03-22,120.07076720775956
2011-03-23,119.59435506305084
2011-03-24,120.82978826907262
2011-03-25,120.75068311374072
2011-03-28,120.43619524816536
2011-03-29,120.25647264703132
2011-03-30,121.61852415994237
2011-03-31,121.56956435102418
2011-04-01,122.05314353623862
2011-04-04,122.72932241101903
2011-04-05,122.28027105232658
2011-04-06,122.96462850574756
2011-04-07,122.59329027010548
2011-04-08,124.06096534335241
2011-04-11,123.87279987491023
2011-04-12,122.23081295976594
2011-04-13,123.12528655064878
2011-04-14,122.70966998984098
2011-04-15,122.44672352119284
2011-04-18,120.08657616486083
2011-04-19,120.81884819884272
2011-04-20,123.91404501602801
2011-04-21,125.35290965115
2011-04-22,125.35922098069052
2011-04-25,124.93984271938076
2011-04-26,125.49710248399283
2011-04-27,125.70078833173469
2011-04-28,127.65386418452438
2011-04-29,128.07810278424563
2011-05-02,128.9924023311829
2011-05-03,127.89948862837689
2011-05-04,126.66683394114247
2011-05-05,125.08812280561814
2011-05-06,125.32116576078351
2011-05-09,123.7481340804116
2011-05-10,124.94750448334227
2011-05-11,124.69422539297722
2011-05-12,123.00824272106604
2011-05-13,122.60596597973058
2011-05-16,122.33971699710092
2011-05-17,121.17219407820956
2011-05-18,122.38721736932588
2011-05-19,122.75216755874814
2011-05-20,122.03074809085636
2011-05-23,119.4410100103126
2011-05-24,119.84079292834721
2011-05-25,120.32490615585006
2011-05-26,121.02861333947388
2011-05-27,122.58782569809085
2011-05-30,122.54569638966662
2011-05-31,124.25323016452509
2011-06-01,123.50753068641852
2011-06-02,121.91555408204296
2011-06-03,122.21654752826458
2011-06-06,121.63745880431944
2011-06-07,122.118786841234
2011-06-08,120.80237665332432
2011-06-09,121.10473350303903
2011-06-10,119.237325797734
2011-06-13,119.27408409892148
2011-06-14,121.05312580506684
2011-06-15,119.05632401490205
2011-06-16,117.0145261257193
2011-06-17,117.96206154622963
2011-06-20,117.51548547276589
2011-06-21,119.54568851496721
2011-06-22,119.7602448466651
2011-06-23,116.86477160971987
2011-06-24,117.09844848413341
2011-06-27,117.21677762146626
2011-06-28,118.39243091730796
2011-06-29,120.65718291972804
2011-06-30,122.44615757197329
2011-07-01,123.01994087935041
2011-07-04,123.77390947098871
2011-07-05,123.48620940467451
2011-07-06,122.63105738545484
2011-07-07,123.21529910846607
2011-07-08,122.37042179712155
2011-07-11,119.59558042074697
2011-07-12,118.8317798317097
2011-07-13,120.7256655664956
2011-07-14,119.72054826575206
2011-07-15,119.57292085142423
2011-07-18,117.78348152392621
2011-07-19,119.3345532120467
2011-07-20,120.75038665795351
2011-07-21,122.69760710520106
2011-07-22,123.51257679161006
2011-07-25,122.79874799099697
2011-07-26,123.62274950905146
2011-07-27,121.86740320450104
2011-07-28,121.14692310077983
2011-07-29,120.80523755417157
2011-08-01,119.76355167178197
2011-08-02,117.6361245137259
2011-08-03,116.1546560410139
2011-08-04,111.69172593034905
2011-08-05,109.31204874496073
2011-08-08,105.64801465271738
2011-08-09,106.82574714356632
2011-08-10,105.17239662195426
2011-08-11,107.17307335597394
2011-08-12,109.07263459774079
2011-08-15,111.0682237654356
2011-08-16,110.70853453532274
2011-08-17,111.37849762059233
2011-08-18,106.64986744448841
2011-08-19,105.23224402050185
2011-08-22,105.08648015948023
2011-08-23,106.47770725013137
2011-08-24,107.13941626758907
2011-08-25,106.17680877210309
2011-08-26,106.10061438080338
2011-08-29,108.13996247284976
2011-08-30,108.87209835837633
2011-08-31,111.02201310319225
2011-09-01,111.0500538131237
2011-09-02,108.76459670692391
2011-09-05,104.94253134585948
2011-09-06,103.62856025789817
2011-09-07,106.30161160464145
2011-09-08,106.76630526438485
2011-09-09,103.25839986068232
2011-09-12,100.42655530115879
2011-09-13,101.57663592532725
2011-09-14,102.04855274807701
2011-09-15,104.70802231676026
2011-09-16,105.272994495459
2011-09-19,102.94500321397295
2011-09-20,104.05623823298028
2011-09-21,102.7786522303926
2011-09-22,97.65886700193641
2011-09-23,98.09252543020564
2011-09-26,98.4831371549598
2011-09-27,102.85528680880205
2011-09-28,102.20546977936361
2011-09-29,102.83705264831126
2011-09-30,100.85575960452508
2011-10-03,98.51838766916461
2011-10-04,96.29054099750408
2011-10-05,98.27289481971575
2011-10-06,101.41348962051455
2011-10-07,102.75988914607865
2011-10-10,104.7213856270711
2011-10-11,105.14920559179478
2011-10-12,106.98865407291525
2011-10-13,106.08094992978211
2011-10-14,107.24156090527472
2011-10-17,106.81249131004051
2011-10-18,105.8690483335062
2011-10-19,106.81247731118025
2011-10-20,104.97177643179687
2011-10-21,107.86154998213676
2011-10-24,109.47616975054586
2011-10-25,108.63935904372546
2011-10-26,108.37378726733213
2011-10-27,113.55930103188516
2011-10-28,114.15080797497986
2011-10-31,110.34803389216181
2011-11-01,105.8349885638683
2011-11-02,106.62882989566208
2011-11-03,107.6702440178519
2011-11-04,107.67424014353567
2011-11-07,107.3058084962051
2011-11-08,107.95260171083149
2011-11-09,105.70364194818755
2011-11-10,104.50576067614014
2011-11-11,107.15871998559061
2011-11-14,106.24468682860113
2011-11-15,105.13332692065012
2011-11-16,104.72565465879424
2011-11-17,103.68717781493831
2011-11-18,102.90009185253004
2011-11-21,100.20932816662842
2011-11-22,100.02126796496903
2011-11-23,97.97930101752237
2011-11-24,97.38158327730602
2011-11-25,97.23858469277499
2011-11-28,100.55988333909795
2011-11-29,101.81002643447242
2011-11-30,105.27339112137204
2011-12-01,105.42778527028551
2011-12-02,105.99645865698992
2011-12-05,106.91062605069189
2011-12-06,105.82080544744616
2011-12-07,106.32412297186023
2011-12-08,104.68290616387335
2011-12-09,105.11444383506961
2011-12-12,103.57443407598392
2011-12-13,102.78612004496
2011-12-14,100.3916571996679
2011-12-15,100.77640309707034
2011-12-16,101.04595736373804
2011-12-19,100.37067657459963
2011-12-20,102.33429670967602
2011-12-21,102.15106879971776
2011-12-22,102.85776377378805
2011-12-23,103.42197467508531
2011-12-26,103.58143793877218
2011-12-27,103.70564532448236
2011-12-28,102.37820365431568
2011-12-29,102.91768841448031
2011-12-30,104.39169966198928
2012-01-02,104.96945483817431
2012-01-03,106.94413014418366
2012-01-04,106.4408227953198
2012-01-05,104.80237830008588
2012-01-06,104.07238649042355
2012-01-09,103.95294423067843
2012-01-10,105.63657337683848
2012-01-11,104.96603337910935
2012-01-12,105.10975703365685
2012-01-13,104.55915228441054
2012-01-16,104.7921928071588
2012-01-17,105.92967965305566
2012-01-18,106.60898390025925
2012-01-19,108.01258927981985
2012-01-20,108.4607700237144
2012-01-23,109.61415249918053
2012-01-24,108.61797467028997
2012-01-25,108.72861515717575
2012-01-26,110.68407203695602
2012-01-27,110.05771563467452
2012-01-30,109.08161753330212
2012-01-31,109.31673218909135
2012-02-01,111.21821930605525
2012-02-02,111.4605602720452
2012-02-03,112.31604172939932
2012-02-06,112.39553409190741
2012-02-07,113.06290255730711
2012-02-08,113.34268334258874
2012-02-09,113.75809397349283
2012-02-10,112.03208859386537
2012-02-13,112.96938426071486
2012-02-14,112.09571995120282
2012-02-15,113.10236841287758
2012-02-16,112.76464992357218
2012-02-17,113.96828163490011
2012-02-20,115.58839497712182
2012-02-21,115.185373613533
2012-02-22,114.63616799679126
2012-02-23,115.11421132399639
2012-02-24,116.00124732756944
2012-02-27,115.42417822791109
2012-02-28,115.94806009385361
2012-02-29,115.81105033108754
2012-03-01,116.17628992142349
2012-03-02,115.45539099287852
2012-03-05,114.77518496279815
2012-03-06,111.87001746585607
2012-03-07,111.93705061898218
2012-03-08,114.33603729479943
2012-03-09,114.26496187760502
2012-03-12,113.85443640692574
2012-03-13,115.10131536446701
2012-03-14,114.7057907474261
2012-03-15,115.6581083965316
2012-03-16,116.8308787976874
2012-03-19,117.2426375721397
2012-03-20,116.0965142886969
2012-03-21,115.52884883692646
2012-03-22,115.04537652363383
2012-03-23,115.32535005264782
2012-03-26,116.46618216281944
2012-03-27,116.7395869042832
2012-03-28,115.87695257770044
2012-03-29,114.75192710528559
2012-03-30,115.49920783898604
2012-04-02,116.82437667173487
2012-04-03,115.92760183855697
2012-04-04,112.64583368074655
2012-04-05,112.42857623332037
2012-04-06,112.21867090454995
2012-04-09,111.96918185121528
2012-04-10,110.26930431968317
2012-04-11,110.73968811532689
2012-04-12,112.34847798704818
2012-04-13,110.9279559041033
2012-04-16,110.94262710709481
2012-04-17,112.74196304090563
2012-04-18,112.62948458483537
2012-04-19,112.29607829195322
2012-04-20,112.92995113149112
2012-04-23,110.89976541940398
2012-04-24,111.84761351050658
2012-04-25,112.71377657319908
2012-04-26,113.37820140369818
2012-04-27,114.15380180703818
2012-04-30,113.91437463921919
2012-05-01,113.68758466846069
2012-05-02,112.89923128795552
2012-05-03,112.67777832604737
2012-05-04,111.17407189822649
2012-05-07,110.44186402776702
2012-05-08,109.11909746502829
2012-05-09,108.19598788296292
2012-05-10,108.70846020628164
2012-05-11,108.71007372501546
2012-05-14,106.8290551512767
2012-05-15,105.63877930125703
2012-05-16,104.50453516334693
2012-05-17,103.9228017275611
2012-05-18,102.35690363942767
2012-05-21,102.90132742220847
2012-05-22,104.53949540307013
2012-05-23,101.95214355534544
2012-05-24,102.50615241038187
2012-05-25,102.227439534442
2012-05-28,102.54920798151011
2012-05-29,103.37170031666226
2012-05-30,101.4635542960542
2012-05-31,101.1173847243598
2012-06-01,99.43881087028475
2012-06-04,99.17909690113767
2012-06-05,99.83358892630541
2012-06-06,101.93643034123903
2012-06-07,103.47800569284374
2012-06-08,102.11325308244648
2012-06-11,102.81695421217388
2012-06-12,102.8683393494039
2012-06-13,103.37383452382305
2012-06-14,103.27376169506441
2012-06-15,104.1344869463641
2012-06-18,104.57036826686127
2012-06-19,106.32242098947191
2012-06-20,107.05716004906321
2012-06-21,105.74144466147469
2012-06-22,104.68678955510197
2012-06-25,103.41294312618052
2012-06-26,103.24874769361513
2012-06-27,104.37102581586768
2012-06-28,104.27854576236933
2012-06-29,107.7583964123781
2012-07-02,108.28096751701092
2012-07-03,109.42164664749315
2012-07-04,109.24262689025689
2012-07-05,108.27591558037177
2012-07-06,107.04806951124492
2012-07-09,106.37541495850878
2012-07-10,106.33087292747761
2012-07-11,106.40376196054474
2012-07-12,104.8366941699117
2012-07-13,106.17045719252047
2012-07-16,106.4468431957112
2012-07-17,106.18072188412125
2012-07-18,107.30082469376767
2012-07-19,108.60813752496674
2012-07-20,106.73900229343714
2012-07-23,104.37445065367268
2012-07-24,103.8167940203208
2012-07-25,103.61954892430259
2012-07-26,106.61355726560218
2012-07-27,108.4675053389831
2012-07-30,109.27336258114606
2012-07-31,109.23332446100626
2012-08-01,109.1313524665736
2012-08-02,107.66873472280615
2012-08-03,109.77846871312535
2012-08-06,111.03006771204532
2012-08-07,111.75040512724776
2012-08-08,111.87306970275102
2012-08-09,112.0074618267796
2012-08-10,111.7764324325906
2012-08-13,111.56968046371271
2012-08-14,111.84036779123367
2012-08-15,111.73164468924462
2012-08-16,112.8212418201968
2012-08-17,113.25589480828619
2012-08-20,113.23771555205734
2012-08-21,114.36667455931628
2012-08-22,113.21055762491919
2012-08-23,113.71934926514149
2012-08-24,113.12515226899735
2012-08-27,113.37175768989854
2012-08-28,112.98262696184224
2012-08-29,112.69152097376129
2012-08-30,111.60237010535052
2012-08-31,112.26294223432915
2012-09-03,112.47601783150932
2012-09-04,111.44795838516714
2012-09-05,111.28989392278304
2012-09-06,113.2316138557473
2012-09-07,115.30519267435652
2012-09-10,114.96205633600258
2012-09-11,115.3480173911823
2012-09-12,116.00206933776919
2012-09-13,116.30909656388668
2012-09-14,118.99230248184287
2012-09-17,118.44817029828002
2012-09-18,117.76566219663691
2012-09-19,118.42973032929662
2012-09-20,117.29661269023305
2012-09-21,117.98421212430495
2012-09-24,117.17977311274596
2012-09-25,117.82983374385091
2012-09-26,115.50285592360555
2012-09-27,116.20686814947658
2012-09-28,115.12301138731858
2012-10-01,116.11077087007278
2012-10-02,116.11143717765277
2012-10-03,115.43526377887329
2012-10-04,116.55065789548537
2012-10-05,117.64529579457825
2012-10-08,116.63694021925349
2012-10-09,115.50372167750353
2012-10-10,114.65449004181933
2012-10-11,115.26875526040286
2012-10-12,115.07607514621353
2012-10-15,115.36607739961782
2012-10-16,117.09253911168162
2012-10-17,118.42898957307115
2012-10-18,118.81061727078556
2012-10-19,117.79626565619635
2012-10-22,117.42985941589623
2012-10-23,115.48875766285899
2012-10-24,115.60457443681926
2012-10-25,116.0589738546117
2012-10-26,115.66176400573278
2012-10-29,115.12333335878701
2012-10-30,115.85700710185596
2012-10-31,115.69164130747392
2012-11-01,116.25041002107335
2012-11-02,116.01843572165957
2012-11-05,115.28604470576668
2012-11-06,115.62811330878314
2012-11-07,114.59928512434205
2012-11-08,113.88121565067674
2012-11-09,113.61849348660905
2012-11-12,113.26789517108718
2012-11-13,113.30463762061082
2012-11-14,112.40027926160735
2012-11-15,112.05838898526716
2012-11-16,111.46924040368984
2012-11-19,114.13499540689033
2012-11-20,114.19789705465297
2012-11-21,114.53209422613952
2012-11-22,115.76233635273563
2012-11-23,116.79589475282636
2012-11-26,116.68800983463979
2012-11-27,116.73582298307662
2012-11-28,116.5676199458118
2012-11-29,118.09596910032037
2012-11-30,118.21161544196474
2012-12-03,118.67548796817775
2012-12-04,118.82929433242847
2012-12-05,118.7484101317229
2012-12-06,119.0422760118668
2012-12-07,118.95275220573542
2012-12-10,119.17104509066314
2012-12-11,119.85851590417465
2012-12-12,120.16756898632626
2012-12-13,120.14977535462201
2012-12-14,120.32810131186238
