Date,EAFE ex JP ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.8566882003724
2007-10-02,1008.8622109987817
2007-10-03,1010.0344434559331
2007-10-04,1008.7598210390904
2007-10-05,1017.0181996243676
2007-10-08,1009.1360747435147
2007-10-09,1016.0961106659505
2007-10-10,1022.195716136964
2007-10-11,1033.4452860916538
2007-10-12,1026.8612184537799
2007-10-15,1020.8834958853604
2007-10-16,1005.8873388848422
2007-10-17,1016.3519181881599
2007-10-18,1016.5864403966099
2007-10-19,1008.4550403324595
2007-10-22,988.8558891034879
2007-10-23,1006.7776346779128
2007-10-24,1000.6622879156241
2007-10-25,1017.5455740234909
2007-10-26,1029.6966596338855
2007-10-29,1039.8476948371413
2007-10-30,1037.2013922144981
2007-10-31,1049.124867150981
2007-11-01,1034.9659155998922
2007-11-02,1030.5476777368326
2007-11-05,1022.8634772565134
2007-11-06,1032.3165311728076
2007-11-07,1033.2474933595206
2007-11-08,1024.927222202671
2007-11-09,1008.4193372846836
2007-11-12,995.6405473494323
2007-11-13,1006.539026108159
2007-11-14,1020.1144948148643
2007-11-15,1004.1029508932248
2007-11-16,995.9928207349313
2007-11-19,980.5851662230962
2007-11-20,998.0983629340283
2007-11-21,974.8336924814572
2007-11-22,983.8743024212283
2007-11-23,994.119912171703
2007-11-26,994.5076118057119
2007-11-27,990.3275157995146
2007-11-28,1007.4211724426827
2007-11-29,1012.2402676568697
2007-11-30,1019.5084837626474
2007-12-03,1017.0928929291259
2007-12-04,1009.1715044852888
2007-12-05,1017.634291438101
2007-12-06,1016.874137657225
2007-12-07,1025.8904803521561
2007-12-10,1034.5010324075793
2007-12-11,1031.2267268308424
2007-12-12,1031.6621212694856
2007-12-13,1005.0950697701943
2007-12-14,997.2141420493583
2007-12-17,975.2168671524079
2007-12-18,976.194155862699
2007-12-19,971.4956333864237
2007-12-20,970.093053464151
2007-12-21,986.2005127596195
2007-12-24,989.7696868662196
2007-12-25,989.7696868662196
2007-12-26,995.2664049731421
2007-12-27,1000.8879703366355
2007-12-28,1007.1301321697706
2007-12-31,1003.1866391626239
2008-01-01,1003.1866391626239
2008-01-02,997.1207417176562
2008-01-03,992.3836919682186
2008-01-04,978.8091201679144
2008-01-07,972.782671581435
2008-01-08,980.1828695163529
2008-01-09,965.4152215321112
2008-01-10,961.2240949110134
2008-01-11,958.5734640381365
2008-01-14,965.395155744837
2008-01-15,939.2951214573601
2008-01-16,918.1535988833116
2008-01-17,918.2093996981831
2008-01-18,906.5034154465949
2008-01-21,850.5051778889109
2008-01-22,869.8183611904423
2008-01-23,847.9333163713046
2008-01-24,897.9909648968772
2008-01-25,903.6920549677604
2008-01-28,898.7545718187697
2008-01-29,909.1514252530625
2008-01-30,903.2633998166027
2008-01-31,905.5384405025544
2008-02-01,924.5999161744971
2008-02-04,926.4615770330629
2008-02-05,887.5380500966188
2008-02-06,889.7769378850847
2008-02-07,865.6440105483246
2008-02-08,871.1926087342105
2008-02-11,862.187680436784
2008-02-12,893.8514466247474
2008-02-13,889.7166367435559
2008-02-14,897.1474773560113
2008-02-15,884.790049087186
2008-02-18,896.7603008693941
2008-02-19,904.5478400756243
2008-02-20,887.1845413214642
2008-02-21,901.4943381287935
2008-02-22,896.1641920224055
2008-02-25,912.7994153928288
2008-02-26,929.771873679613
2008-02-27,942.6340743997414
2008-02-28,930.1476322046966
2008-02-29,916.7457262624822
2008-03-03,904.8562531765451
2008-03-04,893.9107082723118
2008-03-05,910.3675244345527
2008-03-06,905.6062590767359
2008-03-07,893.1889942624884
2008-03-10,884.18707792905
2008-03-11,892.6106071027352
2008-03-12,911.335647098186
2008-03-13,903.2931213581677
2008-03-14,896.5215910565317
2008-03-17,868.9286273304938
2008-03-18,899.8130314469508
2008-03-19,888.7601962687143
2008-03-20,873.9994124005515
2008-03-21,873.9994124005515
2008-03-24,873.7715742309828
2008-03-25,914.0394394943364
2008-03-26,917.8742159851242
2008-03-27,928.8522216085723
2008-03-28,922.4724343467582
2008-03-31,922.8352784608135
2008-04-01,935.1138923248119
2008-04-02,949.3293308924167
2008-04-03,948.7572046405969
2008-04-04,956.6011867757245
2008-04-07,961.2896515455476
2008-04-08,950.3937811352718
2008-04-09,944.9500884142928
2008-04-10,941.5891825336262
2008-04-11,931.3755706739744
2008-04-14,922.7797763548419
2008-04-15,925.235458555202
2008-04-16,947.8936692713926
2008-04-17,937.3998745432433
2008-04-18,946.7559886566645
2008-04-21,951.6596658625996
2008-04-22,950.569798195504
2008-04-23,950.9411985429715
2008-04-24,942.8386084450883
2008-04-25,951.5144751646259
2008-04-28,956.7041334428346
2008-04-29,946.2486020128912
2008-04-30,953.1032197388224
2008-05-01,947.1194576502478
2008-05-02,963.3818357706677
2008-05-05,965.6337102730155
2008-05-06,963.453736067052
2008-05-07,959.2973767918671
2008-05-08,962.1257333731653
2008-05-09,952.042330680784
2008-05-12,960.8284207367129
2008-05-13,958.5645000093721
2008-05-14,959.768863902676
2008-05-15,964.693710256476
2008-05-16,974.4456007744338
2008-05-19,980.6184600416143
2008-05-20,971.6616571738452
2008-05-21,970.5706624586776
2008-05-22,970.5369686848264
2008-05-23,960.5907383669343
2008-05-26,957.7515647281953
2008-05-27,952.5800300688838
2008-05-28,956.5980722699364
2008-05-29,952.1596124369711
2008-05-30,958.4863137644719
2008-06-02,947.7461993573357
2008-06-03,950.512825562286
2008-06-04,942.1539839975122
2008-06-05,945.4824090915487
2008-06-06,941.0307433912672
2008-06-09,934.3035062868795
2008-06-10,912.1302580627759
2008-06-11,901.7905767728836
2008-06-12,899.7184495865931
2008-06-13,901.1165080058817
2008-06-16,904.5769021311719
2008-06-17,908.8615271608028
2008-06-18,897.7181093273883
2008-06-19,890.5449797172133
2008-06-20,883.501923942376
2008-06-23,875.404757042944
2008-06-24,874.6422575442293
2008-06-25,885.1988785933385
2008-06-26,873.6934838975003
2008-06-27,867.5909231037922
2008-06-30,872.825279669451
2008-07-01,854.519874654992
2008-07-02,857.2589524891634
2008-07-03,854.972410448542
2008-07-04,846.1894108562758
2008-07-07,851.4037550208209
2008-07-08,841.9668007096191
2008-07-09,860.3418272080829
2008-07-10,847.0027945907821
2008-07-11,831.0857549035143
2008-07-14,835.2943473596666
2008-07-15,821.8671860936537
2008-07-16,821.6725652473781
2008-07-17,849.0959969911795
2008-07-18,859.4776800893455
2008-07-21,867.2358941318926
2008-07-22,860.1020893597685
2008-07-23,870.2470748264293
2008-07-24,859.8787693375057
2008-07-25,854.8864737217145
2008-07-28,847.3975202763013
2008-07-29,842.2127183831905
2008-07-30,852.1090441857095
2008-07-31,853.9678400402846
2008-08-01,841.2908583666892
2008-08-04,837.4893673733578
2008-08-05,850.1751850745583
2008-08-06,855.3290904863026
2008-08-07,849.4436732393716
2008-08-08,839.2974527023994
2008-08-11,849.3846866331103
2008-08-12,841.2810005599792
2008-08-13,817.941152219851
2008-08-14,821.6201769556562
2008-08-15,815.2630945017053
2008-08-18,814.7163448764048
2008-08-19,794.1533780675751
2008-08-20,798.3575595956818
2008-08-21,798.3454311791879
2008-08-22,809.0872125534194
2008-08-25,804.2481659561907
2008-08-26,798.9640841356683
2008-08-27,802.8127328454534
2008-08-28,813.2222796370636
2008-08-29,816.6045360115438
2008-09-01,806.3261641243093
2008-09-02,812.1917912844215
2008-09-03,796.6828265778117
2008-09-04,775.3092843094394
2008-09-05,751.1461123013413
2008-09-08,775.1479302331473
2008-09-09,766.0184662283368
2008-09-10,757.7867691506965
