Date,NORTH AMERICA ESG LEADERS
2010-08-31,100.0
2010-09-01,102.7866650515616
2010-09-02,103.70517119138609
2010-09-03,105.04543886744044
2010-09-06,105.15115059490942
2010-09-07,103.9469255024609
2010-09-08,104.42171273467098
2010-09-09,104.88213779701316
2010-09-10,105.32087422982653
2010-09-13,106.5018891572979
2010-09-14,106.59894684879791
2010-09-15,106.94334569728285
2010-09-16,106.89991762614612
2010-09-17,107.08203342365881
2010-09-20,108.51178851148084
2010-09-21,108.15532147249176
2010-09-22,107.75164065944783
2010-09-23,106.8776644622724
2010-09-24,109.05718683978742
2010-09-27,108.59052295310258
2010-09-28,109.07918518269844
2010-09-29,108.98018564432536
2010-09-30,108.71868489087558
2010-10-01,109.15586357005938
2010-10-04,108.4427130200406
2010-10-05,110.6153617886016
2010-10-06,110.65687511539936
2010-10-07,110.29575186876659
2010-10-08,111.03314058059793
2010-10-11,111.09889091065938
2010-10-12,111.44805105639642
2010-10-13,112.43155425132137
2010-10-14,112.13110422777596
2010-10-15,112.33523474632395
2010-10-18,113.01749125764654
2010-10-19,111.30739986701614
2010-10-20,112.51402050792784
2010-10-21,112.86570462086053
2010-10-22,112.97146052560028
2010-10-25,113.31880267264266
2010-10-26,113.15543395622713
2010-10-27,112.59097536209049
2010-10-28,112.72826479872819
2010-10-29,113.02830992345633
2010-11-01,113.12572078550312
2010-11-02,113.90323244639423
2010-11-03,114.18296893219708
2010-11-04,116.31001421267611
2010-11-05,116.79402658074943
2010-11-08,116.59982600378399
2010-11-09,115.70946524701237
2010-11-10,116.11859253325028
2010-11-11,115.45949142520035
2010-11-12,114.0039131152946
2010-11-15,114.00258710593809
2010-11-16,112.0626232174367
2010-11-17,112.31700169813514
2010-11-18,113.95186031407106
2010-11-19,114.40343914044796
2010-11-22,114.28994185172178
2010-11-23,112.7222564330594
2010-11-24,114.48575064695603
2010-11-25,114.54790800871791
2010-11-26,113.60393357608143
2010-11-29,113.355704901899
2010-11-30,112.74643568489003
2010-12-01,114.96375743252878
2010-12-02,116.39647593088836
2010-12-03,116.66955393933522
2010-12-06,116.58176279740124
2010-12-07,116.5352241893922
2010-12-08,116.76396190136903
2010-12-09,117.13672416008527
2010-12-10,117.70721434802186
2010-12-13,117.7876342388497
2010-12-14,117.90804684211908
2010-12-15,117.48854517492936
2010-12-16,118.08437128695992
2010-12-17,118.28852326109562
2010-12-20,118.34297696530182
2010-12-21,119.11498476018582
2010-12-22,119.32901564804261
2010-12-23,119.22767751366004
2010-12-24,119.30167556742322
2010-12-27,119.28948439637446
2010-12-28,119.42091514793601
2010-12-29,119.64312843479819
2010-12-30,119.50854776118666
2010-12-31,119.59082370050214
2011-01-03,120.60701771405239
2011-01-04,120.1391613378261
2011-01-05,120.73114440543091
2011-01-06,120.35298820217204
2011-01-07,120.22495302760056
2011-01-10,119.97663314455889
2011-01-11,120.56474442590662
2011-01-12,121.6668869086612
2011-01-13,121.48140842095256
2011-01-14,122.18161738081326
2011-01-17,122.22820555139877
2011-01-18,122.55918390971645
2011-01-19,121.40435089707134
2011-01-20,121.14067993170089
2011-01-21,121.3188833817972
2011-01-24,122.0797501859974
2011-01-25,121.93349137569152
2011-01-26,122.48257091389196
2011-01-27,122.50254404741868
2011-01-28,120.55531387653375
2011-01-31,121.51134620399067
2011-02-01,123.23360523625017
2011-02-02,122.91425417644011
2011-02-03,123.22721618557581
2011-02-04,123.58861089478106
2011-02-07,124.28473667703015
2011-02-08,124.82433309343246
2011-02-09,124.32413712902517
2011-02-10,124.41403817353233
2011-02-11,125.13937862359816
2011-02-14,125.4007750838057
2011-02-15,124.97221729539864
2011-02-16,125.86279511112551
2011-02-17,126.20585582616076
2011-02-18,126.47390709409491
2011-02-21,126.45638311399597
2011-02-22,123.94194568447531
2011-02-23,122.79720882700742
2011-02-24,122.79124679017966
2011-02-25,124.31182388129393
2011-02-28,125.03221150570081
2011-03-01,123.106801927358
2011-03-02,123.39890850880076
2011-03-03,125.41771561634602
2011-03-04,124.67180848897121
2011-03-07,123.51107046671225
2011-03-08,124.38654706864963
2011-03-09,124.35588877992045
2011-03-10,122.09999605036502
2011-03-11,122.8650250780847
2011-03-14,122.16344954607564
2011-03-15,120.85870088808235
2011-03-16,118.78261119163673
2011-03-17,120.30965004467429
2011-03-18,120.90555896676884
2011-03-21,122.68824189708762
2011-03-22,122.30161245084369
2011-03-23,122.51981263278213
2011-03-24,123.617395189744
2011-03-25,123.95439907472957
2011-03-28,123.41449695788776
2011-03-29,124.14222033423844
2011-03-30,125.11076850980821
2011-03-31,124.99589897281696
2011-04-01,125.90077450901525
2011-04-04,126.02155865594698
2011-04-05,125.88897587096052
2011-04-06,126.22281837209609
2011-04-07,125.87832763065664
2011-04-08,125.51876706913272
2011-04-11,125.16933771291853
2011-04-12,124.14280501370938
2011-04-13,124.36658780624121
2011-04-14,124.3935555433076
