Date,EAFE ESG LEADERS
2010-08-31,100.0
2010-09-01,102.739054876133
2010-09-02,103.23208904632759
2010-09-03,104.02271894133538
2010-09-06,104.88431103805355
2010-09-07,103.8972667959129
2010-09-08,104.08804685199075
2010-09-09,105.1891616958494
2010-09-10,105.13978725454118
2010-09-13,106.88713142271587
2010-09-14,107.6642233544442
2010-09-15,107.65353515365854
2010-09-16,107.24327075297074
2010-09-17,107.17821680795024
2010-09-20,108.43065558136102
2010-09-21,108.32603627028583
2010-09-22,109.04354903371603
2010-09-23,108.6182350407267
2010-09-24,109.95553082730025
2010-09-27,110.07344242830378
2010-09-28,110.43150959142567
2010-09-29,110.5182015294819
2010-09-30,109.78556107376806
2010-10-01,110.1840592843772
2010-10-04,109.43779274379379
2010-10-05,111.67080481251331
2010-10-06,112.94932164551277
2010-10-07,113.43585953963259
2010-10-08,113.3302867645659
2010-10-11,113.42088313844691
2010-10-12,112.33592921738732
2010-10-13,114.02854602089154
2010-10-14,115.48126276891834
2010-10-15,114.74243030672704
2010-10-18,114.69935741300115
2010-10-19,113.17410376710778
2010-10-20,114.38068734352065
2010-10-21,114.81378803004138
2010-10-22,114.19139715911325
2010-10-25,115.18810026438277
2010-10-26,113.9090798025886
2010-10-27,112.52627876941192
2010-10-28,113.8552234573258
2010-10-29,113.68291407942257
2010-11-01,113.6339138089036
2010-11-02,114.78105550319339
2010-11-03,114.27917303661096
2010-11-04,117.59028788143952
2010-11-05,117.21813786278419
2010-11-08,116.80266836593854
2010-11-09,117.19744296583315
2010-11-10,115.16592213280283
2010-11-11,115.15659792163794
2010-11-12,114.63534017339282
2010-11-15,114.65143416637873
2010-11-16,112.4266175415492
2010-11-17,112.83686155997069
2010-11-18,114.70303770413018
2010-11-19,114.53923105290217
2010-11-22,114.02097935664096
2010-11-23,111.76324553072575
2010-11-24,111.88008116409505
2010-11-25,112.14049934344524
2010-11-26,110.5708643669485
2010-11-29,108.91742971184776
2010-11-30,108.18466837316893
2010-12-01,109.93860085844958
2010-12-02,112.53508980432002
2010-12-03,114.20112487875977
2010-12-06,113.77523882560101
2010-12-07,114.64084825476887
2010-12-08,113.7791112235193
2010-12-09,114.2042734731902
2010-12-10,114.35934732408029
2010-12-13,116.04830065454244
2010-12-14,116.40480385091465
2010-12-15,115.47316162915494
2010-12-16,114.9496083249637
2010-12-17,114.45299832974648
2010-12-20,114.64441118472028
2010-12-21,115.96492828552341
2010-12-22,115.90823006771184
2010-12-23,116.04605460739852
2010-12-24,116.1698659565917
2010-12-27,115.85175905481083
2010-12-28,116.17329503854867
2010-12-29,116.6324887718853
2010-12-30,116.23391847051252
2010-12-31,116.89668896124694
2011-01-03,116.93096024288465
2011-01-04,117.40445959038286
2011-01-05,115.79583014888858
2011-01-06,115.75055191166935
2011-01-07,115.46539564169277
2011-01-10,114.60289985179153
2011-01-11,115.04624232397013
2011-01-12,117.02534357696719
2011-01-13,118.78047882894764
2011-01-14,118.47695849462966
2011-01-17,118.14309581761489
2011-01-18,119.59183996867654
2011-01-19,119.62928264943875
2011-01-20,117.2732119914769
2011-01-21,118.43441761784996
2011-01-24,119.53171738151602
2011-01-25,119.45616822755468
2011-01-26,120.1395735553323
2011-01-27,120.41247357544346
2011-01-28,118.93537200746755
2011-01-31,119.19067127086782
2011-02-01,121.13708558536257
2011-02-02,121.84443317487917
2011-02-03,120.92906847434355
