Date,EMU REGION ESG LEADERS
2011-05-31,1000.0
2011-06-01,993.376874673464
2011-06-02,981.8051081471882
2011-06-03,991.7043125587636
2011-06-06,989.1876699660056
2011-06-07,994.5215373770944
2011-06-08,978.8565246342893
2011-06-09,981.5971238529861
2011-06-10,956.4761848437579
2011-06-13,958.213215179103
2011-06-14,979.3828288517096
2011-06-15,951.4528588166884
2011-06-16,938.1149003649585
2011-06-17,959.837143690394
2011-06-20,952.0262713088856
2011-06-21,974.6991240854553
2011-06-22,974.646269970208
2011-06-23,935.1317303010316
2011-06-24,933.0798513254774
2011-06-27,942.7669218797612
2011-06-28,955.7122255456829
2011-06-29,975.7148347534657
2011-06-30,995.7628688009493
2011-07-01,1003.2506946520037
2011-07-04,1006.3381536144725
2011-07-05,997.7053556842748
2011-07-06,978.9142015506403
2011-07-07,989.021408342796
2011-07-08,964.6934304833464
2011-07-11,923.5702302314578
2011-07-12,918.6386389128168
2011-07-13,938.4501043277332
2011-07-14,929.7882065842255
2011-07-15,923.9930731977857
2011-07-18,901.8683621145436
2011-07-19,921.7075092765455
2011-07-20,936.7096747157177
2011-07-21,965.3252916283811
2011-07-22,968.6074507937227
2011-07-25,960.2780369484715
2011-07-26,967.551710561526
2011-07-27,945.9114623321025
2011-07-28,936.2891902339326
2011-07-29,936.4570324997283
2011-08-01,901.828813018115
2011-08-02,883.077673481108
2011-08-03,871.9280307062005
2011-08-04,829.7960667123359
2011-08-05,821.2005269433079
2011-08-08,789.0335677596788
2011-08-09,801.1262591785007
2011-08-10,764.6150446434093
2011-08-11,794.6892068281094
2011-08-12,821.7405997561121
2011-08-15,839.9800938475512
2011-08-16,834.3150151516423
2011-08-17,839.4497333566438
2011-08-18,788.3279151719579
2011-08-19,778.00254605381
2011-08-22,781.9823045418196
2011-08-23,786.6368018114073
2011-08-24,801.9235845461427
2011-08-25,790.150428605637
2011-08-26,785.1315955457316
2011-08-29,811.5171486635898
2011-08-30,807.6612035964516
2011-08-31,831.1796883463794
2011-09-01,823.6685219262913
2011-09-02,795.5666203668301
2011-09-05,754.4673156356838
2011-09-06,744.0629113976994
2011-09-07,768.853651732481
2011-09-08,772.128621407751
2011-09-09,727.5367867492846
2011-09-12,700.5278602340422
2011-09-13,713.2747933483583
2011-09-14,731.7019386014922
2011-09-15,761.0121439641642
2011-09-16,760.0547034904462
2011-09-19,732.1070018513477
2011-09-20,752.3076086391003
2011-09-21,738.9947312546153
2011-09-22,692.6616075398375
2011-09-23,699.5610867534252
2011-09-26,710.0218588263309
2011-09-27,751.8628270377937
2011-09-28,743.2423999974832
2011-09-29,754.6140972426894
2011-09-30,732.1510011544469
2011-10-03,710.2439851956117
2011-10-04,692.3205035288807
2011-10-05,720.3031066117554
2011-10-06,747.9524517974226
2011-10-07,760.1651255475364
2011-10-10,786.0640745984131
2011-10-11,781.680579944168
2011-10-12,808.9973136359353
2011-10-13,794.4345276782385
2011-10-14,813.4772194311585
2011-10-17,796.063567866668
2011-10-18,792.6109264940827
2011-10-19,803.5219857132072
2011-10-20,782.4866652804612
2011-10-21,814.71926996083
2011-10-24,824.763095534188
2011-10-25,819.169415129772
2011-10-26,811.928728200606
2011-10-27,869.6283330485054
2011-10-28,869.1387274187301
2011-10-31,831.1108563678308
2011-11-01,779.994869248366
2011-11-02,796.3580202770894
2011-11-03,811.6404593254454
2011-11-04,797.7921370694681
2011-11-07,793.342916274562
2011-11-08,803.3029343804183
2011-11-09,772.4093166047718
2011-11-10,770.9994376535229
2011-11-11,801.2386492347892
2011-11-14,783.1966449753776
2011-11-15,767.9976356624619
2011-11-16,770.626299382023
2011-11-17,761.1045200763368
2011-11-18,758.6658008817092
2011-11-21,730.8613171202386
2011-11-22,725.7224569532732
2011-11-23,705.8781988024937
2011-11-24,703.2477654773068
2011-11-25,704.867122657881
2011-11-28,741.5392663256265
2011-11-29,744.7275512105235
2011-11-30,783.3316838217435
2011-12-01,777.7620561399959
2011-12-02,783.2803850269516
2011-12-05,794.1873011080328
2011-12-06,785.0943827697338
2011-12-07,780.3048762352616
2011-12-08,757.8822085600807
2011-12-09,775.7158541526126
2011-12-12,747.0704698627779
2011-12-13,738.4289627005388
2011-12-14,714.7873358068834
2011-12-15,724.0872232965755
2011-12-16,722.0165276739756
2011-12-19,721.3445607243214
2011-12-20,745.8316550648123
2011-12-21,735.742662141111
2011-12-22,744.1958052578029
2011-12-23,747.6586315337325
2011-12-26,747.6586315337325
2011-12-27,749.4980433964461
2011-12-28,734.3124945165799
2011-12-29,742.2142130592858
2011-12-30,753.3062154570308
2012-01-02,768.2126327056437
2012-01-03,780.4812605680024
2012-01-04,761.2926755019242
2012-01-05,744.6134803765368
2012-01-06,735.8958272139433
2012-01-09,734.5613382816904
2012-01-10,754.3953004452652
2012-01-11,746.3662529663737
2012-01-12,754.4894422518132
2012-01-13,744.3610675157461
2012-01-16,749.9604678764707
2012-01-17,763.268383420191
2012-01-18,767.48979733865
2012-01-19,783.7638334941121
2012-01-20,784.4567211436671
2012-01-23,798.1064424060189
2012-01-24,791.0528869034501
2012-01-25,789.3201581037393
2012-01-26,814.3969935641434
2012-01-27,805.6006264199691
2012-01-30,794.7649463394937
2012-01-31,796.1066021465699
2012-02-01,820.2493562453601
2012-02-02,821.0380846648936
2012-02-03,830.0583289113413
2012-02-06,825.2410566557833
2012-02-07,835.5951775244079
2012-02-08,836.0159276895187
2012-02-09,843.5386154485917
2012-02-10,825.5157301800108
2012-02-13,830.6461549799404
2012-02-14,825.7109815926385
2012-02-15,825.173969585658
2012-02-16,822.4883905362203
2012-02-17,840.1454205186114
2012-02-20,858.6002975841758
2012-02-21,854.1855883522435
