Date,EUROPE + MIDDLE EAST ESG LEADERS
2010-05-26,1000.0
2010-05-27,1030.9587110160444
2010-05-28,1034.6786217116537
2010-05-31,1033.7630476264494
2010-06-01,1041.0697347117662
2010-06-02,1035.9283857331764
2010-06-03,1051.4949191844062
2010-06-04,1018.6647068903819
2010-06-07,1002.0298864467026
2010-06-08,993.4552248241104
2010-06-09,1023.2080348122407
2010-06-10,1045.916351279644
2010-06-11,1048.9535468635158
2010-06-14,1078.468159554757
2010-06-15,1088.9573656775776
2010-06-16,1090.519310208274
2010-06-17,1093.7236390070934
2010-06-18,1100.713266758742
2010-06-21,1111.8429015116276
2010-06-22,1098.3316166832706
2010-06-23,1085.2776093896514
2010-06-24,1073.5797603518865
2010-06-25,1068.3674926536864
2010-06-28,1082.8631413985906
2010-06-29,1037.2492092087634
2010-06-30,1038.8892429171817
2010-07-01,1031.0675766625855
2010-07-02,1044.6494992367657
2010-07-05,1036.5542849490932
2010-07-06,1073.0423106473363
2010-07-07,1085.2298593543585
2010-07-08,1097.4892125965664
2010-07-09,1101.3856102014877
2010-07-12,1100.278869871599
2010-07-13,1129.063244615681
2010-07-14,1134.7267525196771
2010-07-15,1138.070548137081
2010-07-16,1121.3806083961492
2010-07-19,1115.0958766789038
2010-07-20,1108.7056408887393
2010-07-21,1115.5004825063093
2010-07-22,1146.5236992349176
2010-07-23,1146.4832673284761
2010-07-26,1160.1539824636905
2010-07-27,1167.3024242772963
2010-07-28,1164.8520439547497
2010-07-29,1165.6361325961382
2010-07-30,1155.3250064609895
2010-08-02,1201.5995518316108
2010-08-03,1204.817445306533
2010-08-04,1197.0697097630325
2010-08-05,1194.10856468021
2010-08-06,1193.5906909843432
2010-08-09,1205.6356855087954
2010-08-10,1183.7076907035794
2010-08-11,1144.5567582261976
2010-08-12,1140.4788364748856
2010-08-13,1133.2600635011977
2010-08-16,1141.274575272867
2010-08-17,1156.9795709742434
2010-08-18,1153.6277692611695
2010-08-19,1137.9545817940084
2010-08-20,1115.133397228099
2010-08-23,1120.0964216054358
2010-08-24,1103.1277493643133
2010-08-25,1090.6587754327331
2010-08-26,1110.376424525891
2010-08-27,1116.7900531924652
2010-08-30,1113.6672572622736
2010-08-31,1116.450293634037
2010-09-01,1155.4608977917642
2010-09-02,1155.3246837418726
2010-09-03,1166.8602789124639
2010-09-06,1170.8667633925004
2010-09-07,1153.048875594352
2010-09-08,1166.0862253878101
2010-09-09,1177.6125576055665
2010-09-10,1175.328052560642
2010-09-13,1196.1079406561857
2010-09-14,1206.1719830923514
2010-09-15,1208.9236336907957
2010-09-16,1206.108524894525
2010-09-17,1200.9196949925085
2010-09-20,1219.9578605054685
2010-09-21,1218.5519598652543
2010-09-22,1225.8880043801462
2010-09-23,1218.172689004449
2010-09-24,1245.388120998865
2010-09-27,1237.9715015803408
2010-09-28,1242.517572461276
2010-09-29,1240.5681827516878
2010-09-30,1239.4502968959584
2010-10-01,1244.6509346236885
2010-10-04,1233.3783187298325
2010-10-05,1264.9967037430104
2010-10-06,1274.6370714151456
2010-10-07,1278.3866754517524
2010-10-08,1277.162217402044
2010-10-11,1279.0628469941826
2010-10-12,1269.862905427743
2010-10-13,1297.7734463128786
2010-10-14,1308.1546683236152
2010-10-15,1302.7376595953415
2010-10-18,1301.1659411830328
2010-10-19,1278.5615093163067
2010-10-20,1299.104242287701
2010-10-21,1311.0219659181198
2010-10-22,1299.5274194208798
2010-10-25,1307.8004645476547
2010-10-26,1294.8348196526808
2010-10-27,1278.0917531327923
2010-10-28,1294.2482079630406
2010-10-29,1293.406225517397
2010-11-01,1294.0132354692878
2010-11-02,1311.7120836599047
2010-11-03,1305.3041525497626
2010-11-04,1346.9486659305226
2010-11-05,1332.3507881620405
2010-11-08,1320.3982074572425
2010-11-09,1327.6498157245132
2010-11-10,1300.7924989482822
2010-11-11,1296.9634581426126
2010-11-12,1296.3028117980145
2010-11-15,1297.1681065164294
2010-11-16,1264.0207277829652
2010-11-17,1269.6859417152612
2010-11-18,1293.313812337904
2010-11-19,1291.2758753145808
2010-11-22,1278.7418544915542
2010-11-23,1242.065889309264
2010-11-24,1250.133668261704
2010-11-25,1254.6935694544807
2010-11-26,1234.929603491438
2010-11-29,1202.8913989855375
2010-11-30,1195.7699190045046
2010-12-01,1224.972781901806
2010-12-02,1255.4961034973555
2010-12-03,1273.3462843144619
2010-12-06,1266.122802989907
2010-12-07,1282.9498629065974
2010-12-08,1274.6546205323416
2010-12-09,1273.492154207985
2010-12-10,1277.6182465620072
2010-12-13,1297.4283524641312
2010-12-14,1299.7021144388177
2010-12-15,1288.9242557535224
2010-12-16,1281.4761029990186
2010-12-17,1272.35932057316
2010-12-20,1276.07178835569
2010-12-21,1290.9668647720582
2010-12-22,1288.2557269517806
2010-12-23,1287.230784760947
2010-12-24,1291.4655230885398
2010-12-27,1283.5648919737553
2010-12-28,1284.110526915155
2010-12-29,1288.4441674890927
2010-12-30,1284.9973163653397
2010-12-31,1292.8153843276534
2011-01-03,1297.4562832493727
2011-01-04,1303.150697259619
2011-01-05,1286.651822730537
2011-01-06,1278.5000171428258
2011-01-07,1271.167478484211
2011-01-10,1256.1322934417487
2011-01-11,1269.9021587768182
2011-01-12,1299.923357076279
2011-01-13,1319.0878796993402
2011-01-14,1319.950109819832
2011-01-17,1314.2594624256376
2011-01-18,1336.3461688688333
2011-01-19,1327.467605436105
2011-01-20,1303.6996923812058
2011-01-21,1328.7706604211842
2011-01-24,1340.2562560870551
2011-01-25,1331.6459135423804
2011-01-26,1345.819128956397
2011-01-27,1350.3365016269602
2011-01-28,1327.55534504229
2011-01-31,1335.9106960920176
2011-02-01,1362.8599027668665
2011-02-02,1366.1518297776295
2011-02-03,1352.226298518836
2011-02-04,1347.418205305961
2011-02-07,1357.8691895200323
2011-02-08,1369.5096283515222
2011-02-09,1370.3260052845023
2011-02-10,1357.0926556755194
2011-02-11,1356.6127218989332
2011-02-14,1352.8647589916009
2011-02-15,1358.7578110785219
2011-02-16,1366.1774367486955
2011-02-17,1374.7448135150535
2011-02-18,1380.703974861961
2011-02-21,1364.234058460516
2011-02-22,1356.1796813118715
2011-02-23,1348.7322791555855
2011-02-24,1342.0701473722195
2011-02-25,1356.6525875222856
2011-02-28,1371.4793210275086
2011-03-01,1364.843717822475
2011-03-02,1362.0911892761678
2011-03-03,1371.070774041069
2011-03-04,1367.6254663216725
2011-03-07,1366.0496229113946
2011-03-08,1361.2423188707373
2011-03-09,1362.4622731890192
2011-03-10,1336.4025595502533
2011-03-11,1329.359177023285
2011-03-14,1330.6138732879126
2011-03-15,1301.7806385266188
2011-03-16,1275.919671160877
2011-03-17,1308.715505325483
2011-03-18,1323.4950325014847
2011-03-21,1349.3533204425594
2011-03-22,1350.0401284945783
2011-03-23,1345.9861186430746
2011-03-24,1367.9992647911322
2011-03-25,1363.4197734640868
2011-03-28,1362.3969998334783
2011-03-29,1360.1717730186224
2011-03-30,1371.932854493636
2011-03-31,1367.1271457951077
2011-04-01,1382.159153547673
2011-04-04,1392.4682456765693
2011-04-05,1392.6951247413149
2011-04-06,1411.5321552527803
2011-04-07,1402.8932637034372
2011-04-08,1419.6481246207188
2011-04-11,1417.8638237500063
2011-04-12,1398.8504451479055
2011-04-13,1410.4345622784806
2011-04-14,1399.5936292026574
2011-04-15,1399.2204542615937
2011-04-18,1357.3091431762425
2011-04-19,1375.1870897758843
2011-04-20,1418.6620111275545
2011-04-21,1432.7129535631864
2011-04-22,1432.7129535631864
2011-04-25,1429.4963877768087
2011-04-26,1440.2414473578965
2011-04-27,1448.3245104377133
2011-04-28,1468.593002360568
2011-04-29,1475.8109257229737
2011-05-02,1483.2807605944301
2011-05-03,1471.3179431701496
2011-05-04,1455.0461211346021
2011-05-05,1428.0266705397037
2011-05-06,1437.0464347687648
2011-05-09,1408.91853704846
2011-05-10,1430.1045645886522
2011-05-11,1428.7779922094342
2011-05-12,1410.1557250141761
2011-05-13,1405.376473360199
2011-05-16,1408.1641685996128
2011-05-17,1387.2549769910418
2011-05-18,1400.2911157125964
2011-05-19,1409.3361966045882
2011-05-20,1398.3605425552646
2011-05-23,1362.8569551845108
2011-05-24,1373.065775284148
2011-05-25,1381.0828941330242
2011-05-26,1380.7879389177806
2011-05-27,1406.7865087773187
2011-05-30,1406.7378051820058
2011-05-31,1429.6970783058985
2011-06-01,1419.8350692273434
2011-06-02,1404.1127810456967
2011-06-03,1411.6599703879876
2011-06-06,1408.297011867536
2011-06-07,1413.9549792560047
2011-06-08,1391.0371220786408
2011-06-09,1394.714378538567
2011-06-10,1361.7405754202387
2011-06-13,1367.3456757418069
2011-06-14,1387.9252825735123
2011-06-15,1354.2885774114352
2011-06-16,1334.3750274384515
2011-06-17,1352.26559794141
2011-06-20,1345.1468909091836
2011-06-21,1369.800400071322
2011-06-22,1365.2700897327534
2011-06-23,1320.3745370269396
2011-06-24,1320.2447452287229
2011-06-27,1331.6712766263875
2011-06-28,1345.18637758846
2011-06-29,1372.1332882732208
2011-06-30,1395.582624909795
2011-07-01,1404.7177723049517
2011-07-04,1410.3457933565933
2011-07-05,1407.559838521258
2011-07-06,1386.9320710924271
2011-07-07,1398.1332168877911
2011-07-08,1376.7804567753628
2011-07-11,1334.0414579627231
2011-07-12,1326.522241200308
2011-07-13,1351.9805617182205
2011-07-14,1338.3475612636416
2011-07-15,1333.4145496721749
2011-07-18,1303.3631976778152
2011-07-19,1328.4256668852836
2011-07-20,1345.7389603863655
2011-07-21,1376.9985739240558
2011-07-22,1383.1915103274825
2011-07-25,1377.5688025642594
2011-07-26,1388.059134433506
2011-07-27,1363.3002745107767
2011-07-28,1357.3160052700582
2011-07-29,1356.9649574777889
2011-08-01,1325.1815537715447
2011-08-02,1302.5004555469873
2011-08-03,1288.7017339087981
2011-08-04,1233.1690377198793
2011-08-05,1215.0194892224138
2011-08-08,1168.0609262159412
2011-08-09,1188.3397144928142
2011-08-10,1140.789871503765
2011-08-11,1178.4639310800135
2011-08-12,1214.7861350666815
2011-08-15,1236.29624919787
2011-08-16,1232.4737184028422
2011-08-17,1240.7265445553573
2011-08-18,1171.517917017873
2011-08-19,1161.091161250035
2011-08-22,1167.7429894434222
2011-08-23,1176.8226259203889
2011-08-24,1194.4694803643524
2011-08-25,1172.6366753190023
2011-08-26,1166.1337382945603
2011-08-29,1193.4310683749475
2011-08-30,1197.9819760486544
2011-08-31,1231.048830263691
2011-09-01,1228.0739229286437
2011-09-02,1195.7988476806047
2011-09-05,1140.4930534242167
2011-09-06,1130.130610929236
2011-09-07,1164.9289129520648
2011-09-08,1171.790882101515
2011-09-09,1119.3106318785574
2011-09-12,1083.4992323848048
2011-09-13,1096.3816770901171
2011-09-14,1112.7816443009328
2011-09-15,1149.6281438656088
2011-09-16,1150.1338450936719
2011-09-19,1111.4576992028437
2011-09-20,1141.5254877035159
2011-09-21,1122.0578059841748
2011-09-22,1055.1323728132322
2011-09-23,1064.9851064535028
2011-09-26,1080.1018954528167
2011-09-27,1138.200089626021
2011-09-28,1124.418971581668
2011-09-29,1136.5686430166966
2011-09-30,1105.9178856687704
2011-10-03,1082.7724619878654
2011-10-04,1053.2219809663093
2011-10-05,1085.8114503782301
2011-10-06,1123.3972128664107
2011-10-07,1141.2112425661167
2011-10-10,1174.0184430315844
2011-10-11,1167.5275568751254
2011-10-12,1198.9123896789165
2011-10-13,1178.1256609908564
2011-10-14,1201.9118457995253
2011-10-17,1183.6919828016742
2011-10-18,1174.631902911701
2011-10-19,1190.978480637782
2011-10-20,1167.2970837418993
2011-10-21,1211.7550711731014
2011-10-24,1224.2422678510948
