Date,EUROPE + MIDDLE EAST ESG LEADERS
2011-10-25,1216.8412348738293
2011-10-26,1212.647172871522
2011-10-27,1281.229684054018
2011-10-28,1283.9176023645857
2011-10-31,1238.9117986683445
2011-11-01,1176.7430007622233
2011-11-02,1198.7765234007172
2011-11-03,1216.1664087513022
2011-11-04,1206.6891760806875
2011-11-07,1198.9108364838037
2011-11-08,1214.1883852728633
2011-11-09,1173.310526265199
2011-11-10,1167.8379384091409
2011-11-11,1206.9444910967218
2011-11-14,1185.4851736802277
2011-11-15,1170.0545872364307
2011-11-16,1170.5629397905043
2011-11-17,1155.2942723119281
2011-11-18,1147.9514452631222
2011-11-21,1107.7393768963518
2011-11-22,1104.3133088049558
2011-11-23,1079.2750919965774
2011-11-24,1074.2341469981743
2011-11-25,1076.8523994444572
2011-11-28,1123.3299494467037
2011-11-29,1131.238871632118
2011-11-30,1181.2628714898187
2011-12-01,1175.813931257081
2011-12-02,1182.6812361131538
2011-12-05,1194.5585113837044
2011-12-06,1183.9258423077856
2011-12-07,1181.5690655240094
2011-12-08,1158.1787008876881
2011-12-09,1176.7381422595595
2011-12-12,1143.9128529104944
2011-12-13,1139.7027123334283
2011-12-14,1106.8069400208792
2011-12-15,1122.9382435972323
2011-12-16,1121.9607835451927
2011-12-19,1120.8974063201547
2011-12-20,1150.446931431544
2011-12-21,1137.9683794986136
2011-12-22,1149.3509119156333
2011-12-23,1156.5124623793554
2011-12-26,1156.5191291839815
2011-12-27,1159.3944263454557
2011-12-28,1141.8312467337676
2011-12-29,1149.4305281841728
2011-12-30,1165.4720680356654
2012-01-02,1176.8576341721418
2012-01-03,1202.112016585208
2012-01-04,1182.7305455994704
2012-01-05,1162.7270592881232
2012-01-06,1156.5806422526182
2012-01-09,1152.6572119862979
2012-01-10,1176.6726021398497
2012-01-11,1163.2596537537584
2012-01-12,1168.4372967967736
2012-01-13,1154.5813874135729
2012-01-16,1163.6505739401136
2012-01-17,1178.4405674200475
2012-01-18,1187.2265911876093
2012-01-19,1208.4722929473392
2012-01-20,1207.768456486893
2012-01-23,1223.7409252245463
2012-01-24,1213.4693339499022
2012-01-25,1206.798347850221
2012-01-26,1236.5267691292147
2012-01-27,1223.124012350711
2012-01-30,1207.942747340179
2012-01-31,1212.9534148648218
2012-02-01,1245.3666536845062
2012-02-02,1246.184965993324
2012-02-03,1264.5752425072849
2012-02-06,1259.512366964482
2012-02-07,1272.396894469506
2012-02-08,1270.8604624172574
2012-02-09,1281.3367587405023
2012-02-10,1259.987680485209
2012-02-13,1271.5030318207837
2012-02-14,1261.1303966376609
2012-02-15,1267.1135076271082
2012-02-16,1266.6561782468625
2012-02-17,1285.1202327390943
2012-02-20,1305.9959174877154
2012-02-21,1299.1066640707627
2012-02-22,1286.7799655825215
2012-02-23,1290.9571166669264
2012-02-24,1306.7806858817353
2012-02-27,1294.4269948550264
2012-02-28,1300.6903579738657
2012-02-29,1296.6685873763313
2012-03-01,1307.123177488391
2012-03-02,1295.1466674242088
2012-03-05,1290.4878728398776
2012-03-06,1245.0615526611587
2012-03-07,1252.7975370097392
2012-03-08,1286.8301600173847
2012-03-09,1278.2538657152147
2012-03-12,1278.0392969177758
2012-03-13,1298.3252563456258
2012-03-14,1293.8751203842467
2012-03-15,1301.6279867869387
2012-03-16,1319.6899461480814
2012-03-19,1325.2960698048453
2012-03-20,1309.98195663523
2012-03-21,1305.7801268798476
2012-03-22,1291.4674557484898
2012-03-23,1297.838964341184
2012-03-26,1316.4721082509
2012-03-27,1312.0689484139386
2012-03-28,1296.420836173301
2012-03-29,1278.6380195966353
2012-03-30,1295.463917724416
2012-04-02,1313.8034011158113
2012-04-03,1303.5024527568294
2012-04-04,1257.1530618321722
2012-04-05,1253.3894850941927
2012-04-06,1253.3894850941927
2012-04-09,1253.9881094161738
2012-04-10,1224.381655592572
2012-04-11,1237.4789246042287
2012-04-12,1257.510001905498
2012-04-13,1231.2964109763752
2012-04-16,1236.3650226258067
2012-04-17,1268.0197534148147
2012-04-18,1257.481634385315
2012-04-19,1256.4098794541028
2012-04-20,1269.5782737568054
2012-04-23,1233.8742306568042
2012-04-24,1253.6119600624831
2012-04-25,1265.1063383731573
2012-04-26,1271.2582212732002
2012-04-27,1283.1355420235357
2012-04-30,1274.5596247732435
2012-05-01,1278.9143940657227
2012-05-02,1266.9106437079747
2012-05-03,1268.6167762408
2012-05-04,1244.4063145444254
2012-05-07,1246.2445891343175
2012-05-08,1223.0754316427565
2012-05-09,1214.9317181055314
2012-05-10,1224.381930305434
2012-05-11,1228.3345927897547
2012-05-14,1197.8457115636133
2012-05-15,1184.676391467607
2012-05-16,1175.2665160820832
2012-05-17,1158.3345342865214
2012-05-18,1146.6263844001062
2012-05-21,1158.90202021535
2012-05-22,1181.1150613920072
2012-05-23,1140.0942575844144
2012-05-24,1151.2251650947553
2012-05-25,1148.6712044554424
2012-05-28,1151.3160670802727
2012-05-29,1158.498257150581
2012-05-30,1128.630655937702
2012-05-31,1123.0299177813424
2012-06-01,1100.7729220093
2012-06-04,1106.4414004981822
2012-06-05,1107.5410952736445
2012-06-06,1137.0798686993144
2012-06-07,1156.4225041653283
2012-06-08,1146.1591893565055
2012-06-11,1150.5673797002157
2012-06-12,1153.8578772459787
2012-06-13,1159.619211876733
2012-06-14,1158.2546352685981
2012-06-15,1168.1074060458861
2012-06-18,1165.12233632089
2012-06-19,1194.1489114923468
2012-06-20,1202.945241909047
2012-06-21,1189.149681262841
2012-06-22,1174.061003678808
2012-06-25,1152.058080856386
2012-06-26,1150.4565061724202
2012-06-27,1165.4687983032659
2012-06-28,1155.6393835062343
2012-06-29,1207.664984216899
2012-07-02,1213.7552798058343
2012-07-03,1227.3364411796326
2012-07-04,1218.4262932745437
2012-07-05,1203.5375690919805
2012-07-06,1185.5105261398285
2012-07-09,1180.5496760036558
2012-07-10,1185.7071229902047
2012-07-11,1185.6266410239637
2012-07-12,1166.1987752175476
2012-07-13,1186.2291971004217
2012-07-16,1188.1366622819592
2012-07-17,1182.0896412316813
2012-07-18,1200.9744550178204
2012-07-19,1214.5363519637476
2012-07-20,1188.536988470117
2012-07-23,1156.3650543338442
2012-07-24,1147.3589563937478
2012-07-25,1150.1121409295656
2012-07-26,1196.9474903877347
2012-07-27,1218.784797608489
2012-07-30,1226.0578954649063
2012-07-31,1221.8590593218742
2012-08-01,1225.876300967596
2012-08-02,1198.2736517875437
2012-08-03,1243.8933398421862
2012-08-06,1256.3485675930267
2012-08-07,1263.018176344569
2012-08-08,1262.3201810985888
2012-08-09,1261.6556490820662
2012-08-10,1260.0968281971143
2012-08-13,1259.005442889421
2012-08-14,1266.0350691589863
2012-08-15,1263.6828433727944
2012-08-16,1275.8279218306463
2012-08-17,1277.9841333641011
2012-08-20,1275.7181284254916
2012-08-21,1294.293448213743
2012-08-22,1276.282033928016
2012-08-23,1280.0209440685326
2012-08-24,1277.2394772576904
2012-08-27,1283.0651556360544
2012-08-28,1278.221330438191
2012-08-29,1271.9300809233373
2012-08-30,1259.2287382524098
2012-08-31,1275.7717704422705
2012-09-03,1283.348445326889
2012-09-04,1266.192499500966
2012-09-05,1270.3331346981856
2012-09-06,1303.2005379371763
2012-09-07,1320.9980854912383
2012-09-10,1315.8521497451206
2012-09-11,1322.8504360002103
2012-09-12,1327.6589327255301
2012-09-13,1327.991521071953
2012-09-14,1368.994181502774
2012-09-17,1363.6033415602722
2012-09-18,1350.9968334513412
2012-09-19,1356.5699031454237
2012-09-20,1345.1504631687567
2012-09-21,1355.538953821067
2012-09-24,1344.3238983626889
2012-09-25,1355.280505987393
2012-09-26,1319.7251734188835
2012-09-27,1325.2948591938475
2012-09-28,1310.039527316277
2012-10-01,1332.0475566706207
2012-10-02,1332.0216511260041
2012-10-03,1327.1901561545938
2012-10-04,1338.3004827385491
2012-10-05,1357.8646279723102
2012-10-08,1336.2689435595423
2012-10-09,1322.4511697922198
2012-10-10,1314.2335871664038
2012-10-11,1327.6418334864063
2012-10-12,1323.704078002259
2012-10-15,1328.4109679492553
2012-10-16,1352.7924512423112
2012-10-17,1368.1427506955583
2012-10-18,1368.6692028662706
2012-10-19,1353.4067210738706
2012-10-22,1351.1176900911728
2012-10-23,1319.1226196026419
2012-10-24,1325.4138899330715
2012-10-25,1329.1993150535045
2012-10-26,1327.5269365625018
2012-10-29,1320.658685242134
2012-10-30,1335.4203906426242
2012-10-31,1326.2388195839435
2012-11-01,1338.214756041344
2012-11-02,1334.7105810145329
2012-11-05,1320.516952913209
2012-11-06,1328.034188728216
2012-11-07,1306.2192021577414
2012-11-08,1300.5246751524783
2012-11-09,1298.6273610759724
2012-11-12,1294.2810636057425
2012-11-13,1300.3488464364214
2012-11-14,1292.707450274007
2012-11-15,1286.3721345362285
2012-11-16,1266.5967083008213
2012-11-19,1304.393851189268
2012-11-20,1308.7572183673608
2012-11-21,1314.7088373150928
2012-11-22,1329.018563032277
2012-11-23,1344.7644768821226
2012-11-26,1339.5081408401347
2012-11-27,1340.2447811713093
2012-11-28,1340.3434653157435
2012-11-29,1363.6955784677125
2012-11-30,1363.9154090151453
2012-12-03,1371.7583485800426
2012-12-04,1373.296912953284
2012-12-05,1373.0839598438374
2012-12-06,1374.3642200391107
2012-12-07,1369.7372383658983
2012-12-10,1372.0740439371682
2012-12-11,1384.6592938179094
2012-12-12,1388.7611585966908
2012-12-13,1387.9168232326738
2012-12-14,1389.4852447632152
2012-12-17,1393.9078002456497
2012-12-18,1404.425112763435
2012-12-19,1417.6963699905189
2012-12-20,1414.9158762583643
2012-12-21,1405.180568976177
2012-12-24,1406.1065914854512
2012-12-25,1406.1015598737285
2012-12-26,1408.1332900045718
2012-12-27,1408.7727218958273
2012-12-28,1400.2239005452489
2012-12-31,1400.7417664771865
2013-01-01,1400.7553851271757
2013-01-02,1435.8188598033285
2013-01-03,1425.5853369617153
2013-01-04,1424.7965292348981
2013-01-07,1421.7965179994437
2013-01-08,1416.4980425425001
2013-01-09,1423.5591087889254
2013-01-10,1438.1312370851647
2013-01-11,1452.316871469096
2013-01-14,1448.5787021194103
2013-01-15,1449.1603926161617
2013-01-16,1445.1422060181778
2013-01-17,1459.8196243526845
2013-01-18,1449.383629761673
2013-01-21,1455.9607350256263
2013-01-22,1453.1457116474164
2013-01-23,1460.196201371717
2013-01-24,1474.8813599183952
2013-01-25,1489.9174424059509
2013-01-28,1485.4321589444785
2013-01-29,1492.635425166117
2013-01-30,1493.9986887329069
2013-01-31,1486.5708624415902
2013-02-01,1501.340182649902
2013-02-04,1464.8353714877223
2013-02-05,1472.2604145178648
2013-02-06,1468.692150714772
2013-02-07,1449.6498401946092
2013-02-08,1469.052086648238
2013-02-11,1456.4427057964624
2013-02-12,1471.8451914399645
2013-02-13,1475.9039817265877
2013-02-14,1463.8650931828656
2013-02-15,1462.8017721821554
2013-02-18,1460.0712337063871
2013-02-19,1475.8447470701408
2013-02-20,1475.360445996049
2013-02-21,1440.30757367161
2013-02-22,1453.1762039668256
2013-02-25,1457.9323722661786
2013-02-26,1423.472414648987
2013-02-27,1440.270035609594
2013-02-28,1450.3692102773334
2013-03-01,1437.6931399805007
2013-03-04,1441.200713168928
2013-03-05,1467.843119401824
2013-03-06,1463.0310809399252
2013-03-07,1472.3812626506106
2013-03-08,1474.093649691434
2013-03-11,1476.1802549132906
2013-03-12,1476.4155013001557
2013-03-13,1469.679843092773
2013-03-14,1491.6368652047486
2013-03-15,1494.8221187654158
2013-03-18,1481.1229406550053
2013-03-19,1469.6786741061633
2013-03-20,1481.458391180799
2013-03-21,1466.4668600393761
2013-03-22,1472.396153500228
2013-03-25,1457.1483156467052
2013-03-26,1455.8661520720186
2013-03-27,1441.028108553921
2013-03-28,1455.5947943259243
2013-03-29,1455.5947943259243
2013-04-01,1457.2832709308946
2013-04-02,1474.1831801094843
2013-04-03,1462.9077991443091
2013-04-04,1447.8661179503042
2013-04-05,1445.0573220169683
2013-04-08,1448.3467095534488
2013-04-09,1454.6117444850397
2013-04-10,1482.3565138506672
2013-04-11,1496.823113931512
2013-04-12,1483.1505471904964
2013-04-15,1475.5176814158692
2013-04-16,1468.0041109743872
2013-04-17,1438.0181231791548
2013-04-18,1444.5769045266077
2013-04-19,1452.9500045639697
2013-04-22,1450.0233025234402
2013-04-23,1482.239914613021
2013-04-24,1489.8413604915577
2013-04-25,1502.5648254808252
2013-04-26,1506.3798067531982
2013-04-29,1522.8938643297745
2013-04-30,1527.4795184781046
2013-05-01,1530.0435289113668
2013-05-02,1519.3529330092683
2013-05-03,1538.867720689725
2013-05-06,1532.1771029708216
2013-05-07,1539.8403963752896
2013-05-08,1560.3230576098229
2013-05-09,1550.5941266278035
2013-05-10,1545.445540348668
2013-05-13,1544.7409698445656
2013-05-14,1550.7484691307639
2013-05-15,1551.4265690148923
2013-05-16,1558.172844832223
2013-05-17,1550.6651207811228
2013-05-20,1560.4052209417393
2013-05-21,1565.024962962706
2013-05-22,1568.1908025508137
2013-05-23,1538.317419429875
2013-05-24,1537.646149195844
2013-05-27,1543.9322580983396
2013-05-28,1553.7078918205655
2013-05-29,1536.0821695018587
2013-05-30,1550.496950911962
2013-05-31,1525.8368057856947
2013-06-03,1522.7985692337024
2013-06-04,1531.89576028021
2013-06-05,1509.106090218208
2013-06-06,1504.5712006161727
2013-06-07,1527.2706806394085
2013-06-10,1525.9052625396641
2013-06-11,1518.0570626592241
2013-06-12,1521.577716633099
2013-06-13,1515.8170611729167
2013-06-14,1522.3247844432885
2013-06-17,1534.3981194002597
2013-06-18,1538.4225392943404
2013-06-19,1535.8966041157098
2013-06-20,1464.740545742993
2013-06-21,1442.4060044448674
2013-06-24,1415.5036525235123
2013-06-25,1434.7834592007875
2013-06-26,1453.0867492030732
2013-06-27,1463.9603904634582
2013-06-28,1458.4051736369495
2013-07-01,1478.9683562609468
2013-07-02,1474.5318114745353
2013-07-03,1460.9736187820713
2013-07-04,1488.9071656977035
2013-07-05,1462.09844138062
2013-07-08,1484.5288059523048
2013-07-09,1485.700607826287
2013-07-10,1497.8404505150127
2013-07-11,1524.8158332285725
2013-07-12,1524.9967899692203
2013-07-15,1531.2791106406603
2013-07-16,1528.8188117539294
2013-07-17,1531.934170908937
2013-07-18,1543.731675744564
2013-07-19,1550.7632831618575
2013-07-22,1556.5910971002816
2013-07-23,1552.5622447066708
2013-07-24,1564.0448671923064
2013-07-25,1557.1960057191109
2013-07-26,1555.3458734375301
2013-07-29,1555.2529271777992
2013-07-30,1559.3275713723199
2013-07-31,1561.5181821176132
2013-08-01,1575.8553138889058
2013-08-02,1584.1621433599146
2013-08-05,1578.8954643642235
2013-08-06,1582.1717414268167
2013-08-07,1580.8951378527456
2013-08-08,1593.0662131750973
2013-08-09,1597.748298195466
2013-08-12,1592.4327798794957
2013-08-13,1595.198942452472
2013-08-14,1603.8601750605546
2013-08-15,1585.6813912200166
2013-08-16,1597.310333890624
2013-08-19,1592.227135177919
2013-08-20,1590.814863726832
2013-08-21,1575.891517738378
2013-08-22,1587.6494422982146
2013-08-23,1601.4770473538697
2013-08-26,1596.5728003545025
2013-08-27,1571.4143351202529
2013-08-28,1558.1761514657767
2013-08-29,1560.0966500742777
2013-08-30,1539.9603301476295
2013-09-02,1571.0562166713357
2013-09-03,1557.7641996363118
2013-09-04,1566.231788893402
2013-09-05,1566.9752186368696
2013-09-06,1577.849450958648
2013-09-09,1587.0860500635279
2013-09-10,1608.4539892743435
2013-09-11,1615.7205482525562
2013-09-12,1616.907306794683
2013-09-13,1615.6737439331648
2013-09-16,1636.5431697989845
2013-09-17,1628.4660299805714
2013-09-18,1635.6923956028052
2013-09-19,1666.0334281081425
2013-09-20,1659.0830740718873
2013-09-23,1649.7092370324958
2013-09-24,1653.4866925006959
2013-09-25,1652.9982011126162
2013-09-26,1647.9757584824895
2013-09-27,1649.8055520720318
2013-09-30,1640.7936238227485
2013-10-01,1652.2698782265506
2013-10-02,1647.2618796229756
2013-10-03,1645.5273200516517
2013-10-04,1640.3679510353068
2013-10-07,1631.8244151939393
2013-10-08,1622.0965449368969
2013-10-09,1603.3839569000233
2013-10-10,1630.4752078333588
2013-10-11,1643.646084368844
