Date,EUROPE ex SWITZERLAND ESG LEADERS
2012-05-31,1000.0
2012-06-01,979.6617453949823
2012-06-04,985.55090666202
2012-06-05,986.9287495476452
2012-06-06,1013.8240559889011
2012-06-07,1031.8159060210746
2012-06-08,1022.2926584267668
2012-06-11,1026.2040683315088
2012-06-12,1028.909594626503
2012-06-13,1032.5909974177964
2012-06-14,1031.6598820178635
2012-06-15,1041.6489113921887
2012-06-18,1038.24951813795
2012-06-19,1063.3406529165377
2012-06-20,1072.275307563431
2012-06-21,1059.1531224970727
2012-06-22,1045.5325935975357
2012-06-25,1025.0060764895575
2012-06-26,1022.0216470977945
2012-06-27,1036.5683878242887
2012-06-28,1026.972503979448
2012-06-29,1075.4053296959585
2012-07-02,1081.9563848637472
2012-07-03,1093.790731040557
2012-07-04,1085.4114514995256
2012-07-05,1072.0861462663977
2012-07-06,1054.6584566308347
2012-07-09,1050.3075977327835
2012-07-10,1055.394103275475
2012-07-11,1055.7811104929162
2012-07-12,1037.544676186175
2012-07-13,1056.3357325012157
2012-07-16,1057.799584366614
2012-07-17,1051.6834517664324
2012-07-18,1068.710957955316
2012-07-19,1080.5779291098145
2012-07-20,1055.603649020387
2012-07-23,1026.1103325333056
2012-07-24,1017.3794548202087
2012-07-25,1019.1692211737482
2012-07-26,1063.1658145555773
2012-07-27,1083.0087758785
2012-07-30,1091.411722919376
2012-07-31,1085.3771217073368
2012-08-01,1089.7116248183363
2012-08-02,1062.8825178274217
2012-08-03,1106.558602323777
2012-08-06,1118.095051827258
2012-08-07,1124.480854771335
2012-08-08,1124.4945797566172
2012-08-09,1124.0757168454925
2012-08-10,1122.5211094855524
2012-08-13,1121.4091967636746
2012-08-14,1127.469639951094
2012-08-15,1124.9212000403954
2012-08-16,1135.9869614150869
2012-08-17,1139.1017404896595
2012-08-20,1136.9595975831833
2012-08-21,1153.9285439413686
2012-08-22,1137.1956186317902
2012-08-23,1140.483244159664
2012-08-24,1137.5826626698413
2012-08-27,1143.3443976842866
2012-08-28,1139.2576239766656
2012-08-29,1133.7324510123844
2012-08-30,1122.19031501342
2012-08-31,1137.3594053256265
2012-09-03,1143.9767905549882
2012-09-04,1128.5423723962338
2012-09-05,1131.023331593181
2012-09-06,1162.0954103785873
2012-09-07,1178.1675485147323
2012-09-10,1173.9806771741564
2012-09-11,1180.8356280858702
2012-09-12,1186.5031696109425
2012-09-13,1186.1010840271545
2012-09-14,1224.3075371298978
2012-09-17,1219.4653945464388
2012-09-18,1207.035840540983
2012-09-19,1211.5555346607152
2012-09-20,1201.2593288926112
2012-09-21,1210.2851885725152
2012-09-24,1199.6256083979183
2012-09-25,1209.928820479658
2012-09-26,1176.5649511142058
2012-09-27,1181.511784037767
2012-09-28,1167.037377777138
2012-10-01,1186.0585339691604
2012-10-02,1185.385956398603
2012-10-03,1181.262850016642
2012-10-04,1190.6859758236
2012-10-05,1208.8444997175648
2012-10-08,1188.2398876481657
2012-10-09,1175.4446550921677
2012-10-10,1168.2854711079262
2012-10-11,1180.7051410627112
2012-10-12,1176.2367410369206
2012-10-15,1180.1711862615077
2012-10-16,1202.41864475093
2012-10-17,1216.7558763552431
2012-10-18,1216.8238031001556
2012-10-19,1202.293036530232
2012-10-22,1200.1582539236551
2012-10-23,1171.8258856069463
2012-10-24,1178.4417513900996
2012-10-25,1182.8307248103827
2012-10-26,1180.8739026638677
2012-10-29,1174.9388453251338
2012-10-30,1188.967708226669
2012-10-31,1180.3826054980466
2012-11-01,1191.3212084404245
2012-11-02,1187.5079434236702
2012-11-05,1174.4118252261667
2012-11-06,1181.3177203148523
2012-11-07,1160.5155088980835
2012-11-08,1154.6489589643052
2012-11-09,1152.7556669426656
2012-11-12,1148.8762001356658
2012-11-13,1154.123998182695
2012-11-14,1146.865238927653
2012-11-15,1142.2490962014808
2012-11-16,1124.6204056946453
2012-11-19,1158.8304103122923
2012-11-20,1164.022757437459
2012-11-21,1168.9601806721837
2012-11-22,1181.983269798157
2012-11-23,1196.2664196002224
2012-11-26,1191.4983705356922
2012-11-27,1191.9086040841726
2012-11-28,1190.7469485052193
2012-11-29,1211.9320184334797
2012-11-30,1211.7901172935924
2012-12-03,1219.0572355965817
2012-12-04,1220.8183032690517
2012-12-05,1221.2003902153124
2012-12-06,1221.5219378709573
2012-12-07,1216.7935236722697
2012-12-10,1218.002471944465
2012-12-11,1229.761873488264
2012-12-12,1234.066423156085
2012-12-13,1233.2736791562797
2012-12-14,1234.6088889407558
2012-12-17,1238.2774824146156
2012-12-18,1247.7747188964274
2012-12-19,1260.0755702513652
2012-12-20,1258.526543068301
2012-12-21,1249.689476614353
2012-12-24,1250.3714694756495
2012-12-25,1250.3714694756495
2012-12-26,1252.144419657797
2012-12-27,1253.277186383053
2012-12-28,1245.5216919515353
2012-12-31,1246.4644101885674
2013-01-01,1246.4644101885674
2013-01-02,1281.8416335667578
2013-01-03,1268.3085367268245
2013-01-04,1267.0866485701717
2013-01-07,1264.3924768450001
2013-01-08,1257.831986170462
2013-01-09,1263.7858605293256
2013-01-10,1277.1106861371395
2013-01-11,1289.2115653830097
2013-01-14,1286.4238940799646
2013-01-15,1287.0066859638262
2013-01-16,1282.8044825711654
2013-01-17,1294.211806285378
2013-01-18,1286.6245371214463
2013-01-21,1294.1259678656163
2013-01-22,1292.0209793513611
2013-01-23,1294.950577438841
2013-01-24,1308.4287111678568
2013-01-25,1322.8189137122338
2013-01-28,1319.2974184346758
2013-01-29,1326.3875995885328
2013-01-30,1327.4932378542321
2013-01-31,1319.0989680320017
2013-02-01,1331.5480261213215
2013-02-04,1296.4861114035748
2013-02-05,1302.571757067108
2013-02-06,1299.1045292146528
2013-02-07,1283.6233912543523
2013-02-08,1301.2058212704678
2013-02-11,1288.7397759972273
2013-02-12,1303.3998405629554
2013-02-13,1306.3717759179601
2013-02-14,1293.8694388459662
2013-02-15,1291.9719568943608
2013-02-18,1289.0239869569546
2013-02-19,1303.110066319321
2013-02-20,1300.9688382111713
2013-02-21,1269.6308977955223
2013-02-22,1281.911786884971
2013-02-25,1284.6573158585443
2013-02-26,1252.6639955659414
2013-02-27,1268.9119135301164
2013-02-28,1276.8498471271273
2013-03-01,1265.639710699363
2013-03-04,1268.1841144989212
2013-03-05,1292.5985901930997
2013-03-06,1289.098235524106
2013-03-07,1297.6962855096228
2013-03-08,1300.8297919697698
2013-03-11,1301.9310840898079
2013-03-12,1300.4505660651575
2013-03-13,1295.761501947703
2013-03-14,1316.2063100872317
2013-03-15,1316.4914861413083
2013-03-18,1303.9992752411365
2013-03-19,1292.577706808115
2013-03-20,1302.337257216441
2013-03-21,1289.9836983061234
2013-03-22,1295.4563842492685
2013-03-25,1280.5129969066302
2013-03-26,1277.9361418966128
2013-03-27,1264.856638647932
2013-03-28,1277.161973652826
2013-03-29,1277.1619736528262
2013-04-01,1279.0651234318252
2013-04-02,1294.3317162425988
2013-04-03,1282.0965251244506
2013-04-04,1270.1848145122594
2013-04-05,1267.5560610488928
2013-04-08,1268.3812401699568
2013-04-09,1275.6242917305856
2013-04-10,1300.7448024810035
2013-04-11,1313.2433067250488
2013-04-12,1300.5118350677465
2013-04-15,1290.281346295019
2013-04-16,1284.2071267461945
2013-04-17,1259.0816729585897
2013-04-18,1263.615007529253
2013-04-19,1271.5106135519377
2013-04-22,1270.5392214982974
2013-04-23,1298.9015315809215
2013-04-24,1307.17800230796
2013-04-25,1318.4438349331517
2013-04-26,1321.8056204315221
2013-04-29,1336.3354727505248
2013-04-30,1339.9103142923557
2013-05-01,1342.2548741361015
2013-05-02,1333.136465558456
2013-05-03,1351.9056762002847
2013-05-06,1346.6843833528085
2013-05-07,1353.871243274872
2013-05-08,1369.7127411039605
2013-05-09,1361.0192092586449
2013-05-10,1356.7215476123456
2013-05-13,1356.455571149001
2013-05-14,1361.6602570449336
2013-05-15,1361.213387791856
2013-05-16,1366.4553529333357
2013-05-17,1361.8266706394377
2013-05-20,1370.664393195022
2013-05-21,1374.0201744115766
2013-05-22,1375.5267552968844
2013-05-23,1349.3023338683136
2013-05-24,1345.8281845070624
2013-05-27,1352.7125804303423
2013-05-28,1364.3789098738446
2013-05-29,1349.3379642197654
2013-05-30,1363.3142303279733
2013-05-31,1341.3626317300475
2013-06-03,1341.642070042526
2013-06-04,1348.582343330903
2013-06-05,1327.5157083513927
2013-06-06,1324.223577152638
2013-06-07,1342.9894654149662
2013-06-10,1341.3063155313846
2013-06-11,1333.3921476634143
2013-06-12,1335.527378291613
2013-06-13,1331.331325057971
2013-06-14,1337.6451443554
2013-06-17,1347.8800844943562
2013-06-18,1352.0636713542997
2013-06-19,1348.504237379728
2013-06-20,1285.64052783865
2013-06-21,1265.5128272060695
2013-06-24,1242.8766911640919
2013-06-25,1259.4255127907368
2013-06-26,1273.8947851701944
2013-06-27,1282.0341732888414
2013-06-28,1275.8014699742084
2013-07-01,1296.1179050182752
2013-07-02,1291.4356264676715
2013-07-03,1278.7740993186874
2013-07-04,1305.0163447878135
2013-07-05,1280.369661186359
2013-07-08,1301.155229947713
2013-07-09,1302.210104439648
2013-07-10,1312.3037310602913
2013-07-11,1336.7622472245998
2013-07-12,1335.804651458108
2013-07-15,1342.7787325999882
2013-07-16,1341.0310288699193
2013-07-17,1345.2038490884786
2013-07-18,1358.1355564712344
2013-07-19,1364.2887712968256
2013-07-22,1369.6625258215909
2013-07-23,1366.8807529320136
2013-07-24,1377.3734396386765
2013-07-25,1370.8259648399658
2013-07-26,1369.7957216984585
2013-07-29,1369.2545198780401
2013-07-30,1373.9790535975344
2013-07-31,1376.5141010280363
2013-08-01,1391.7784304594538
2013-08-02,1397.1140129828068
2013-08-05,1391.992476346947
2013-08-06,1393.21643986982
2013-08-07,1391.141925599987
2013-08-08,1402.572976668041
2013-08-09,1406.371038623566
2013-08-12,1401.1379793294448
2013-08-13,1404.7834388012877
2013-08-14,1412.5090281927971
2013-08-15,1396.6543963596853
2013-08-16,1407.508501129874
2013-08-19,1401.8126773170338
2013-08-20,1397.5064380389429
2013-08-21,1384.5579193530518
2013-08-22,1395.0628949939628
2013-08-23,1407.3315082635343
2013-08-26,1402.7775615927972
2013-08-27,1379.154064744402
2013-08-28,1369.5428828927768
2013-08-29,1373.6011247381
2013-08-30,1354.1320379321573
2013-09-02,1381.741130295666
2013-09-03,1369.8665962383914
2013-09-04,1377.505647503699
2013-09-05,1379.146693478776
2013-09-06,1388.142698527824
2013-09-09,1396.6105116669848
2013-09-10,1416.083207316419
2013-09-11,1422.2850669305985
2013-09-12,1423.484012322683
2013-09-13,1423.6403550939494
2013-09-16,1444.0091352870024
2013-09-17,1436.6996617378272
2013-09-18,1442.4807882413206
2013-09-19,1469.3263949917525
2013-09-20,1461.3227970296489
2013-09-23,1452.8535673164147
2013-09-24,1456.6314931401982
2013-09-25,1455.4335218496255
2013-09-26,1449.8515049666278
2013-09-27,1450.2763055275486
2013-09-30,1441.5977323718614
2013-10-01,1452.8302420731322
2013-10-02,1449.460668184886
2013-10-03,1447.8930230163003
2013-10-04,1443.8116886688906
2013-10-07,1436.801609654264
2013-10-08,1428.5536220758386
2013-10-09,1413.4156612919398
2013-10-10,1438.999022744009
2013-10-11,1449.414825071124
