Date,EUROPE ESG LEADERS
2010-08-31,100.0
2010-09-01,103.50652936317188
2010-09-02,103.48953206575486
2010-09-03,104.5294522492674
2010-09-06,104.87494173043343
2010-09-07,103.2736915526331
2010-09-08,104.44736685720038
2010-09-09,105.48702182207082
2010-09-10,105.28049436565776
2010-09-13,107.15097200614893
2010-09-14,108.0602782342797
2010-09-15,108.3117923246538
2010-09-16,108.05655171659352
2010-09-17,107.58801816749829
2010-09-20,109.2717193462385
2010-09-21,109.12608012655315
2010-09-22,109.78409148924624
2010-09-23,109.08934359831171
2010-09-24,111.5389348298978
2010-09-27,110.88092895191551
2010-09-28,111.28647039429293
2010-09-29,111.1025894461858
2010-09-30,111.00040004192738
2010-10-01,111.46987736657928
2010-10-04,110.44617716511914
2010-10-05,113.28129924069425
2010-10-06,114.15978460038973
2010-10-07,114.51423681356938
2010-10-08,114.40564271954538
2010-10-11,114.55325582584791
2010-10-12,113.73118149530471
2010-10-13,116.22896466017329
2010-10-14,117.15775657336697
2010-10-15,116.66685229689875
2010-10-18,116.52314213924303
2010-10-19,114.49955018467165
2010-10-20,116.3548691630038
2010-10-21,117.41445625592692
2010-10-22,116.38118835960024
2010-10-25,117.12210849296201
2010-10-26,115.972789919638
2010-10-27,114.46830163878764
2010-10-28,115.91482913523446
2010-10-29,115.83724338075474
2010-11-01,115.8816994786247
2010-11-02,117.47544248435626
2010-11-03,116.89934349444425
2010-11-04,120.63872715208554
2010-11-05,119.32392054894375
2010-11-08,118.26064876084183
2010-11-09,118.90858189609817
2010-11-10,116.49508281993346
2010-11-11,116.16403651883684
2010-11-12,116.1090593882169
2010-11-15,116.17015879697597
2010-11-16,113.18504655401541
2010-11-17,113.69571437419762
2010-11-18,115.80816071578877
2010-11-19,115.62085945686663
2010-11-22,114.47730358924234
2010-11-23,111.19551036291287
2010-11-24,111.91366629079205
2010-11-25,112.32938774269641
2010-11-26,110.5517564475771
2010-11-29,107.65860778893449
2010-11-30,107.02751105944577
2010-12-01,109.6511227465682
2010-12-02,112.3934332642092
2010-12-03,113.9981397980771
2010-12-06,113.32966057661206
2010-12-07,114.83101289464355
2010-12-08,114.08977412979775
2010-12-09,113.9894555844889
2010-12-10,114.3597440256834
2010-12-13,116.13557419187963
2010-12-14,116.33882007686637
2010-12-15,115.36778158112588
2010-12-16,114.69044400766757
2010-12-17,113.86624083808002
2010-12-20,114.197560776633
2010-12-21,115.53137632664651
2010-12-22,115.28718632413326
2010-12-23,115.20427990933011
2010-12-24,115.58526588160902
2010-12-27,114.87712622023943
2010-12-28,114.9211609215125
2010-12-29,115.29389461569626
2010-12-30,114.97264861110814
2010-12-31,115.6776971423053
2011-01-03,116.08650403996585
2011-01-04,116.60105838221916
2011-01-05,115.116938599528
2011-01-06,114.38704727952074
2011-01-07,113.72784652657123
2011-01-10,112.38965209798364
2011-01-11,113.6129355050788
2011-01-12,116.3231085022708
2011-01-13,118.05976327570215
2011-01-14,118.13772082012943
2011-01-17,117.61902747136791
2011-01-18,119.60657947047441
2011-01-19,118.80713123320574
2011-01-20,116.6928356363315
2011-01-21,118.95625481111665
2011-01-24,120.00136359215229
2011-01-25,119.22702217499565
2011-01-26,120.50812677934236
2011-01-27,120.92507382790497
2011-01-28,118.88311227185586
2011-01-31,119.67937733118553
2011-02-01,122.10147271541898
2011-02-02,122.39267685607217
2011-02-03,121.13842566978063
2011-02-04,120.71119501801583
2011-02-07,121.6237863960499
2011-02-08,122.66019926113114
2011-02-09,122.74369820355801
2011-02-10,121.56293776327271
2011-02-11,121.52022188982633
2011-02-14,121.16605895698436
2011-02-15,121.69197702104123
2011-02-16,122.33252409483612
2011-02-17,123.11081902836054
2011-02-18,123.64734967538242
2011-02-21,122.16330488302832
2011-02-22,121.46058940537576
2011-02-23,120.80620959139358
2011-02-24,120.22752163093729
2011-02-25,121.54155222810276
2011-02-28,122.86027772957146
2011-03-01,122.27883368801105
2011-03-02,122.03799508973157
2011-03-03,122.83564159769082
2011-03-04,122.52395734681159
2011-03-07,122.37174349778562
2011-03-08,121.93804742583404
2011-03-09,122.05809614816096
2011-03-10,119.69622490834689
2011-03-11,119.06048294164839
2011-03-14,119.17653247624965
2011-03-15,116.58913360548455
2011-03-16,114.25059283946453
2011-03-17,117.18992207060592
2011-03-18,118.51894298695896
2011-03-21,120.82667081365453
2011-03-22,120.88125773822588
2011-03-23,120.5305101359208
2011-03-24,122.52528632261843
2011-03-25,122.11032194458346
2011-03-28,121.98711646692828
2011-03-29,121.78179838625387
2011-03-30,122.83829899977756
2011-03-31,122.39752193465235
2011-04-01,123.75468858212562
2011-04-04,124.6659121446565
2011-04-05,124.6929561962725
2011-04-06,126.37857233253395
2011-04-07,125.61775353846008
2011-04-08,127.1255047477932
2011-04-11,126.95190968966546
2011-04-12,125.23836279063954
