Date,MSCI Korea 20-35 Custom
2013-05-31,1000.0
2013-06-03,991.5121737752785
2013-06-04,994.8838882333031
2013-06-05,984.1263009554792
2013-06-06,976.0337090684302
2013-06-07,948.7700931276631
2013-06-10,945.3926186721673
2013-06-11,925.6699539238789
2013-06-12,915.6504817605927
2013-06-13,902.5682109964318
2013-06-14,910.3224933587626
2013-06-17,907.4955753527807
2013-06-18,910.7020047142338
2013-06-19,903.5564764664917
2013-06-20,887.8094376332076
2013-06-21,871.7329889102491
2013-06-24,858.3919648671657
2013-06-25,854.1953228820074
2013-06-26,862.9627942027047
2013-06-27,895.7679393898576
2013-06-28,915.498328436446
2013-07-01,916.1311001264336
2013-07-02,912.9067561188041
2013-07-03,893.8755081344914
2013-07-04,907.0144802026718
2013-07-05,903.0743118101997
2013-07-08,883.960437991861
2013-07-09,904.7865749916917
2013-07-10,902.8081165734372
2013-07-11,931.8009869833219
2013-07-12,923.9444437483689
2013-07-15,929.6825994839546
2013-07-16,921.3676169113066
2013-07-17,932.5454863122313
2013-07-18,920.1326854940993
2013-07-19,916.2726672127073
2013-07-22,918.2451630635659
2013-07-23,932.3516965848693
2013-07-24,939.4488341786473
2013-07-25,936.3151797948892
2013-07-26,938.5828422671246
2013-07-29,934.458875915463
2013-07-30,941.4066175462043
2013-07-31,929.2491368926619
2013-08-01,934.5611304341533
2013-08-02,932.9599875007034
2013-08-05,940.3099454316636
2013-08-06,929.0422149996706
2013-08-07,909.7977806488279
2013-08-08,911.8708244920069
2013-08-09,914.7553743098838
2013-08-12,920.3659124544048
2013-08-13,942.1576196345593
2013-08-14,943.7307388317324
2013-08-15,944.7989923186944
2013-08-16,941.5378736040919
2013-08-19,936.8824290947006
2013-08-20,913.7432678167428
2013-08-21,910.2087074041042
2013-08-22,901.3498791388193
2013-08-23,914.1165412310496
2013-08-26,928.6057468610476
2013-08-27,924.3838038617315
2013-08-28,928.0859153111244
2013-08-29,957.8716101473648
2013-08-30,971.2022049870102
2013-09-02,976.5042637406906
2013-09-03,983.2764663666462
2013-09-04,984.6349195872414
2013-09-05,997.0508011781667
2013-09-06,1001.5186645746244
2013-09-09,1011.6234041237083
2013-09-10,1025.7530431699874
2013-09-11,1025.1349148970821
2013-09-12,1024.1319645361796
2013-09-13,1020.2595040471274
2013-09-16,1030.8328632722516
2013-09-17,1023.358473812153
2013-09-18,1023.4351413633824
2013-09-19,1008.7363682420845
2013-09-20,1011.2004342809452
2013-09-23,1023.9145205500495
2013-09-24,1024.567509347093
2013-09-25,1013.5772343311558
2013-09-26,1021.588536025275
2013-09-27,1019.4513417614536
2013-09-30,1010.1168608002528
2013-10-01,1014.3350364016527
2013-10-02,1012.2002932219814
2013-10-03,1009.7484556122388
2013-10-04,1015.4486048504633
2013-10-07,1016.7567476695749
2013-10-08,1018.8330589328021
2013-10-09,1024.8632179765357
2013-10-10,1025.371004680921
2013-10-11,1037.848991753374
2013-10-14,1034.6080024515788
2013-10-15,1058.7579479952396
2013-10-16,1056.9846029933424
2013-10-17,1052.1647681677134
2013-10-18,1058.4207825074138
2013-10-21,1057.9575805520526
2013-10-22,1051.0680564385293
2013-10-23,1042.4865422518853
2013-10-24,1040.5178503498535
2013-10-25,1033.989147197101
2013-10-28,1045.7779696478526
2013-10-29,1049.6488382979815
2013-10-30,1055.7077216336122
2013-10-31,1050.6871240674152
2013-11-01,1066.1295591471635
2013-11-04,1054.4079912984075
2013-11-05,1053.4848104481694
2013-11-06,1048.4988081177262
2013-11-07,1054.5579244545352
2013-11-08,1040.8735737914267
2013-11-11,1029.1340286051286
2013-11-12,1039.5669104268825
2013-11-13,1019.8768008511757
2013-11-14,1022.7191173418089
2013-11-15,1048.7782713669712
2013-11-18,1055.5040104932932
2013-11-19,1068.6697271359772
2013-11-20,1061.1373211227767
2013-11-21,1042.7927493442949
2013-11-22,1046.0132355086073
2013-11-25,1051.4941056078628
2013-11-26,1052.722706867966
2013-11-27,1053.2365017100344
2013-11-28,1061.1051959505755
2013-11-29,1062.2022498940291
2013-12-02,1060.7208102298478
2013-12-03,1043.8839720743592
2013-12-04,1033.6081408273894
2013-12-05,1025.9069948159013
2013-12-06,1023.0225035113635
2013-12-09,1037.4555644281402
2013-12-10,1030.4833165285331
2013-12-11,1021.7541155277602
2013-12-12,1020.7180916965018
2013-12-13,1016.2740983102284
2013-12-16,1015.6015379294556
2013-12-17,1021.0982013950035
2013-12-18,1022.7042462627381
2013-12-19,1022.9109736815913
2013-12-20,1026.1058297905533
2013-12-23,1031.0893955575632
2013-12-24,1034.8490356453742
2013-12-25,1034.8490356453742
2013-12-26,1031.0254404065902
2013-12-27,1031.3539205779166
2013-12-30,1029.6680219231591
2013-12-31,1032.283383929568
2014-01-01,1032.283383929568
2014-01-02,1019.4663372787234
2014-01-03,1004.7548926486718
2014-01-06,996.831440353471
2014-01-07,998.6927735773917
2014-01-08,1001.945588692126
2014-01-09,996.2811340326127
2014-01-10,985.6706819815009
2014-01-13,997.5346966935759
2014-01-14,992.4577574313876
2014-01-15,997.3353995483549
2014-01-16,998.4866810553426
2014-01-17,997.3941753496192
2014-01-20,999.604950710582
2014-01-21,1005.7598720955622
2014-01-22,1005.7395709452065
2014-01-23,978.3913791041792
2014-01-24,970.0667225366718
2014-01-27,952.7271157574677
2014-01-28,961.5792836355656
2014-01-29,984.3843067444955
2014-01-30,990.2629611365261
2014-01-31,995.9906324107576
2014-02-03,969.7240994883547
2014-02-04,952.6789339293911
2014-02-05,959.97955120164
2014-02-06,964.6585516230149
2014-02-07,974.5937031884746
2014-02-10,975.2669486822296
2014-02-11,979.5713327010727
2014-02-12,996.1017249249458
2014-02-13,982.823847183476
2014-02-14,990.9492231886857
2014-02-17,995.8329341853627
2014-02-18,987.8759918674536
2014-02-19,985.6864976629993
2014-02-20,973.7691995091094
2014-02-21,990.7861786928864
2014-02-24,985.3214638050896
2014-02-25,994.4405000233184
2014-02-26,1010.929467135484
2014-02-27,1012.2135960888965
2014-02-28,1005.4005150406426
2014-03-03,997.5599741388019
2014-03-04,989.8776197453964
2014-03-05,1002.5286101522872
2014-03-06,1002.853117235788
2014-03-07,1004.0269777358594
2014-03-10,986.5675481420158
2014-03-11,992.3885728360463
2014-03-12,967.6158677166616
2014-03-13,965.7215547227856
2014-03-14,953.2363581939142
2014-03-17,961.4530770143695
2014-03-18,966.8515649880414
2014-03-19,963.2389820751227
2014-03-20,955.980095987087
2014-03-21,961.3822598058144
2014-03-24,969.5854091294538
2014-03-25,964.6559769556459
2014-03-26,983.9764075171529
2014-03-27,1000.6438444384702
2014-03-28,1003.4637266436392
2014-03-31,1009.4107181710525
2014-04-01,1016.3506277294491
2014-04-02,1024.278497585015
2014-04-03,1027.7873623289277
2014-04-04,1033.2848427077806
2014-04-07,1030.4166048408683
2014-04-08,1031.400693986188
2014-04-09,1040.7708623960389
2014-04-10,1042.7765733266535
2014-04-11,1040.284345933677
2014-04-14,1041.3773813034243
2014-04-15,1036.2365921583978
2014-04-16,1041.5086671431886
2014-04-17,1037.0169069639496
2014-04-18,1044.2223517560067
2014-04-21,1043.847818362218
