Date,EUROPE EQUAL WEIGHTED
1999-07-29,1122.2992284789593
1999-07-30,1137.4121505922142
1999-08-02,1133.9351618579726
1999-08-03,1134.6471013527996
1999-08-04,1134.3822952864682
1999-08-05,1119.777777694158
1999-08-06,1120.9437666023177
1999-08-09,1128.7885456656911
1999-08-10,1119.5956374479945
1999-08-11,1128.551997583434
1999-08-12,1144.3398160377346
1999-08-13,1156.81154118355
1999-08-16,1160.644342065583
1999-08-17,1162.5674692959528
1999-08-18,1160.1482525923645
1999-08-19,1152.213177825689
1999-08-20,1160.449186625839
1999-08-23,1169.9166731266407
1999-08-24,1168.6073279147818
1999-08-25,1177.6868098609605
1999-08-26,1179.0758172445805
1999-08-27,1180.0688035871783
1999-08-30,1179.6450054154116
1999-08-31,1163.2267338314543
1999-09-01,1171.3005621021823
1999-09-02,1159.442739925659
1999-09-03,1176.8410275542062
1999-09-06,1183.9365226505197
1999-09-07,1183.513713106937
1999-09-08,1182.3328252454992
1999-09-09,1189.0120996840765
1999-09-10,1191.737541087832
1999-09-13,1186.1829401534296
1999-09-14,1177.3995158510247
1999-09-15,1171.8790565654012
1999-09-16,1166.5152557684064
1999-09-17,1167.1683396509147
1999-09-20,1171.8919527770045
1999-09-21,1159.7209277098416
1999-09-22,1150.5351254705904
1999-09-23,1157.1592492883208
1999-09-24,1144.2998037220386
1999-09-27,1154.2040605470943
1999-09-28,1146.4463980388236
1999-09-29,1137.2327070753042
1999-09-30,1140.183548473452
1999-10-01,1137.0079201451592
1999-10-04,1145.4707293766392
1999-10-05,1147.5419043783022
1999-10-06,1148.6840990540961
1999-10-07,1153.7426318264843
1999-10-08,1154.0471417533104
1999-10-11,1151.9150678794958
1999-10-12,1141.3116314968509
1999-10-13,1130.9471044966272
1999-10-14,1128.3665555845066
1999-10-15,1111.318636948901
1999-10-18,1100.28654493935
1999-10-19,1113.9428210237434
1999-10-20,1113.1107651564394
1999-10-21,1104.276923034787
1999-10-22,1113.6424313336688
1999-10-25,1112.0982993757843
1999-10-26,1120.6693796800482
1999-10-27,1118.1758359362389
1999-10-28,1126.6661141471543
1999-10-29,1140.6007207038049
1999-11-01,1143.0730114972791
1999-11-02,1145.2857340300864
1999-11-03,1148.5945260425785
1999-11-04,1154.7053842137886
1999-11-05,1155.9714579955094
1999-11-08,1153.3902548233882
1999-11-09,1153.2060622665574
1999-11-10,1155.7350037647095
1999-11-11,1161.345118968068
1999-11-12,1163.789076507544
1999-11-15,1171.5454147040418
1999-11-16,1175.0027589123965
1999-11-17,1174.859024922177
1999-11-18,1180.8282124888358
1999-11-19,1177.2810605613224
1999-11-22,1169.0257558458936
1999-11-23,1173.2828560003404
1999-11-24,1170.100678142586
1999-11-25,1184.579430203012
1999-11-26,1185.8241842731093
1999-11-29,1186.823417319239
1999-11-30,1177.1150347752807
1999-12-01,1181.252909086712
1999-12-02,1191.644654183152
1999-12-03,1208.9939853347166
1999-12-06,1201.725604888992
1999-12-07,1202.3944127377283
1999-12-08,1199.9516526095501
1999-12-09,1203.8783975844844
1999-12-10,1205.733665853494
1999-12-13,1211.141193530025
1999-12-14,1214.3461817102439
1999-12-15,1209.5624006052797
1999-12-16,1214.0958685608748
1999-12-17,1222.8461727446092
1999-12-20,1227.4728994202005
1999-12-21,1223.5264907666553
1999-12-22,1236.651425551717
1999-12-23,1246.526071848814
1999-12-24,1251.9037027282318
1999-12-27,1255.6855338961566
1999-12-28,1256.4916100684982
1999-12-29,1261.8500703982195
1999-12-30,1273.2603455396118
1999-12-31,1273.2603455396118
2000-01-03,1273.5958430476123
2000-01-04,1239.201822488699
2000-01-05,1218.8302405305915
2000-01-06,1225.0487695984798
2000-01-07,1246.6081377746932
2000-01-10,1264.2583982492426
2000-01-11,1261.820226197293
2000-01-12,1254.6110606400157
2000-01-13,1259.5660152676292
2000-01-14,1273.4106117079236
2000-01-17,1276.5991210100256
2000-01-18,1259.9160412995245
2000-01-19,1253.3810900218966
2000-01-20,1251.6489398216365
2000-01-21,1247.7734485132112
2000-01-24,1252.3395586581812
2000-01-25,1232.7867004734267
2000-01-26,1238.966085765454
2000-01-27,1245.1393347381083
2000-01-28,1244.8673516549454
2000-01-31,1227.6562176073226
2000-02-01,1234.1164850080067
2000-02-02,1241.7208653599544
2000-02-03,1252.384906248957
2000-02-04,1252.48220142536
2000-02-07,1249.777806169302
2000-02-08,1265.3212269697112
2000-02-09,1264.86084162606
2000-02-10,1260.0753619360696
2000-02-11,1259.4121971157067
2000-02-14,1255.375904415076
2000-02-15,1247.4070623193427
2000-02-16,1258.733033927684
2000-02-17,1265.3536553429751
2000-02-18,1263.3194372284486
2000-02-21,1253.79856256346
2000-02-22,1245.4592498433528
2000-02-23,1262.031945387676
2000-02-24,1263.5142762784626
2000-02-25,1279.3867100288205
2000-02-28,1273.4934212090855
2000-02-29,1284.7038576581342
2000-03-01,1303.3909073242737
2000-03-02,1314.602839243965
2000-03-03,1320.3355832601278
2000-03-06,1325.82859567897
2000-03-07,1318.8494310086992
2000-03-08,1307.9683002421123
2000-03-09,1308.1012748053229
2000-03-10,1310.0582623812093
2000-03-13,1293.0663845569422
2000-03-14,1301.581456141435
2000-03-15,1290.7609568455819
2000-03-16,1317.6414586663852
2000-03-17,1319.4732647861
2000-03-20,1323.1534500198134
2000-03-21,1324.0539522086458
2000-03-22,1331.313342642104
2000-03-23,1324.9888316871368
2000-03-24,1341.802133262885
2000-03-27,1343.2330702785873
2000-03-28,1349.4925788896983
2000-03-29,1351.9225366126434
2000-03-30,1337.173490951505
2000-03-31,1343.6422070121546
2000-04-03,1338.3515947266153
2000-04-04,1345.7464047664337
2000-04-05,1320.2738376149448
2000-04-06,1337.0006418742673
2000-04-07,1340.6010139142834
2000-04-10,1341.6462898176637
2000-04-11,1328.7008072373183
2000-04-12,1335.781724611671
2000-04-13,1336.7043996305729
2000-04-14,1317.7381654014657
2000-04-17,1291.9501866527976
2000-04-18,1303.792375972254
2000-04-19,1314.8812592598113
2000-04-20,1326.0891124776106
2000-04-21,1326.0891124776106
2000-04-24,1326.1576326581214
2000-04-25,1342.7241361138354
2000-04-26,1353.8180447609275
2000-04-27,1345.7417459833102
2000-04-28,1357.3174925996677
2000-05-01,1357.7358857616277
2000-05-02,1375.9049210413848
2000-05-03,1374.2713108112312
2000-05-04,1372.7011280338977
2000-05-05,1374.1381272643164
2000-05-08,1373.3216777088642
2000-05-09,1366.906219082288
2000-05-10,1352.0213434478221
2000-05-11,1361.2022294470348
2000-05-12,1374.1732815551236
2000-05-15,1368.7947659068125
2000-05-16,1385.0129661323954
2000-05-17,1377.3019786483167
2000-05-18,1380.4786956184785
2000-05-19,1359.5036395578738
2000-05-22,1346.2762012863498
2000-05-23,1346.7449055044779
2000-05-24,1338.1499845628618
2000-05-25,1352.1867440217918
2000-05-26,1337.776719072265
2000-05-29,1343.0054586103245
2000-05-30,1351.334576939843
2000-05-31,1352.4852928260264
2000-06-01,1362.7981215397201
2000-06-02,1377.611564004542
2000-06-05,1377.1624864670619
2000-06-06,1373.2987222350175
2000-06-07,1371.0114287861306
2000-06-08,1372.252588979326
2000-06-09,1370.5248752331745
2000-06-12,1368.9858567433375
2000-06-13,1362.329802683516
2000-06-14,1366.9091429357352
2000-06-15,1362.7760737593514
2000-06-16,1362.399165176786
2000-06-19,1359.1320686647387
2000-06-20,1365.0791566865614
2000-06-21,1355.5946229375766
2000-06-22,1355.4246742507098
2000-06-23,1355.4830120870329
2000-06-26,1355.7678606649713
2000-06-27,1350.9922929324825
2000-06-28,1354.3887213342866
2000-06-29,1340.106843281359
2000-06-30,1350.608774175017
2000-07-03,1364.3163337224394
2000-07-04,1368.8763920487806
2000-07-05,1362.8737280936436
2000-07-06,1364.1331244446087
2000-07-07,1374.93997757341
2000-07-10,1371.1781171053433
2000-07-11,1372.2999584376396
2000-07-12,1384.254403352098
2000-07-13,1387.6700075955148
2000-07-14,1395.393614555191
2000-07-17,1397.9493902574727
2000-07-18,1394.1883997694063
2000-07-19,1396.2170761956047
2000-07-20,1404.687382900698
2000-07-21,1398.1417680733468
2000-07-24,1398.767470994357
2000-07-25,1396.2447202015735
2000-07-26,1393.7972018697183
2000-07-27,1385.9556623363758
2000-07-28,1384.9273193796032
2000-07-31,1390.7918046466586
2000-08-01,1392.4181299716115
2000-08-02,1396.6245499248005
2000-08-03,1390.532282177075
2000-08-04,1399.2796729959202
2000-08-07,1410.96060030808
2000-08-08,1410.8580371726782
2000-08-09,1422.6961907321036
2000-08-10,1419.7402384579254
2000-08-11,1424.321780591749
2000-08-14,1434.4451174640847
2000-08-15,1433.0052983113058
2000-08-16,1436.0816650291627
2000-08-17,1430.5413458623566
2000-08-18,1432.351596307315
2000-08-21,1438.4726652720135
2000-08-22,1436.8378188169472
2000-08-23,1439.1651108237502
2000-08-24,1433.572541828045
2000-08-25,1436.474132967725
2000-08-28,1440.7116088206665
2000-08-29,1437.5383780329953
2000-08-30,1437.7669068772911
2000-08-31,1442.7323073387238
2000-09-01,1449.9437367097107
2000-09-04,1455.9379070655652
2000-09-05,1453.1992788785026
2000-09-06,1456.3180177195095
2000-09-07,1451.7876942818896
2000-09-08,1443.4930275532704
2000-09-11,1439.783050179802
2000-09-12,1432.4361891497626
2000-09-13,1424.5614350293015
2000-09-14,1430.9207631038541
2000-09-15,1421.41055871335
2000-09-18,1414.738999696246
2000-09-19,1407.1121784776221
2000-09-20,1402.4193666085175
2000-09-21,1389.4086052309408
2000-09-22,1386.262172267432
2000-09-25,1397.6406454044425
2000-09-26,1390.8643896860472
2000-09-27,1394.6702324869068
2000-09-28,1391.7455561743566
2000-09-29,1398.807388216791
2000-10-02,1406.2648487611843
2000-10-03,1411.6528976884154
2000-10-04,1407.2781141041607
2000-10-05,1412.2409417514828
2000-10-06,1405.8166723246609
2000-10-09,1387.9841001154095
2000-10-10,1388.405358403842
2000-10-11,1366.7010024764027
2000-10-12,1370.5113006136476
2000-10-13,1371.8334783949488
2000-10-16,1377.9129077033426
2000-10-17,1367.2084975665923
2000-10-18,1355.828971683758
2000-10-19,1374.8519559632787
2000-10-20,1384.6913289558636
2000-10-23,1391.5524804827899
2000-10-24,1408.4123066738243
2000-10-25,1404.352871794743
2000-10-26,1399.7228715977399
2000-10-27,1405.1968779109075
2000-10-30,1411.2793650235321
2000-10-31,1426.318311293156
2000-11-01,1427.410800663424
2000-11-02,1431.0743740040743
2000-11-03,1436.2403871436338
2000-11-06,1440.9815210224099
2000-11-07,1438.388324129503
2000-11-08,1437.6523942763156
2000-11-09,1428.9341468247128
2000-11-10,1419.4687036582438
2000-11-13,1401.8136161914044
2000-11-14,1419.1244767698465
2000-11-15,1421.2984346429698
2000-11-16,1422.343961442165
2000-11-17,1418.1459129524103
2000-11-20,1403.929320403986
2000-11-21,1401.604616838225
2000-11-22,1379.5877880917694
2000-11-23,1380.8495051836317
2000-11-24,1393.7052203404508
2000-11-27,1399.4845073322335
2000-11-28,1387.1016198018117
2000-11-29,1380.6051872618525
2000-11-30,1361.0922176880772
2000-12-01,1373.737093009641
2000-12-04,1354.3110843587037
2000-12-05,1378.2083241614246
2000-12-06,1382.1948539104183
2000-12-07,1373.391261223095
2000-12-08,1384.0806946828493
2000-12-11,1405.0550465775764
2000-12-12,1400.421165977202
2000-12-13,1396.1408312376288
2000-12-14,1380.1017069012403
2000-12-15,1358.6009765760537
2000-12-18,1362.2919231287733
2000-12-19,1367.6812364899904
2000-12-20,1334.3591080875663
2000-12-21,1324.1299133735781
2000-12-22,1328.137062630665
2000-12-25,1328.137062630665
2000-12-26,1326.9608998755061
2000-12-27,1338.7029562344665
2000-12-28,1348.4300070937866
2000-12-29,1350.8368674094934
2001-01-01,1350.8368674094934
2001-01-02,1344.4667146245918
2001-01-03,1324.7686416186646
2001-01-04,1354.0941961445358
2001-01-05,1351.2136769850486
2001-01-08,1351.9863330930002
2001-01-09,1351.6468092977996
2001-01-10,1351.102497419698
2001-01-11,1355.6023438405473
2001-01-12,1364.0899026680752
2001-01-15,1368.2153374947295
2001-01-16,1354.9459232842935
2001-01-17,1381.0269574793724
2001-01-18,1376.7694242296782
2001-01-19,1383.4276550881652
2001-01-22,1378.9001334055715
2001-01-23,1377.1382682596807
2001-01-24,1387.0924303455831
2001-01-25,1392.023842926446
2001-01-26,1388.1847359018382
2001-01-29,1393.1176991920706
2001-01-30,1396.012098301361
2001-01-31,1402.2777196406946
2001-02-01,1402.0520867492146
2001-02-02,1398.929990261771
2001-02-05,1392.8200210462774
2001-02-06,1402.8403091312537
2001-02-07,1393.3991339513302
2001-02-08,1396.8552475624595
2001-02-09,1383.1771781332984
2001-02-12,1386.9935121740389
2001-02-13,1393.1739245658978
2001-02-14,1385.8890437407479
2001-02-15,1401.5083721201822
2001-02-16,1385.5926486636274
2001-02-19,1383.9519413895712
2001-02-20,1385.502775878451
2001-02-21,1378.7151668482472
2001-02-22,1374.792302618822
2001-02-23,1364.2896807174782
2001-02-26,1370.6748946490516
2001-02-27,1372.5365860029356
2001-02-28,1366.9329061706283
2001-03-01,1350.4150775997746
2001-03-02,1349.0447334091498
2001-03-05,1358.356207088066
2001-03-06,1372.2917269261723
2001-03-07,1377.0782659963543
2001-03-08,1374.5323438290018
2001-03-09,1362.5584564342341
2001-03-12,1339.02230679977
2001-03-13,1322.5689050186304
2001-03-14,1299.7069898706206
2001-03-15,1314.8177845713703
2001-03-16,1287.835353245382
2001-03-19,1275.1136544987105
2001-03-20,1282.7924777103676
2001-03-21,1256.9303242764133
2001-03-22,1211.982198481975
2001-03-23,1233.2796681924378
2001-03-26,1263.344915925844
2001-03-27,1281.1120531664835
2001-03-28,1276.895804423373
2001-03-29,1279.6882013973986
2001-03-30,1285.8378752149301
2001-04-02,1277.6604989577252
2001-04-03,1245.7980894880575
2001-04-04,1239.214938450577
2001-04-05,1264.4971291658455
2001-04-06,1260.75551475267
2001-04-09,1271.7146260724305
2001-04-10,1294.5224055563408
2001-04-11,1301.295019590898
2001-04-12,1299.4830007105265
2001-04-13,1299.4830007105265
2001-04-16,1301.9666344716102
2001-04-17,1300.949837317271
2001-04-18,1330.111904014397
2001-04-19,1328.0042825121127
2001-04-20,1321.5424076488428
2001-04-23,1311.555700410409
2001-04-24,1315.2961088016261
2001-04-25,1312.5034718957465
2001-04-26,1319.0153272161995
2001-04-27,1337.621647899142
2001-04-30,1355.9094567276525
2001-05-01,1353.3500445652198
2001-05-02,1354.2918818379912
2001-05-03,1339.0185358296717
2001-05-04,1338.6859214294252
2001-05-07,1346.3404280391198
2001-05-08,1352.5776544197888
2001-05-09,1345.5915740395058
2001-05-10,1361.2339247699542
2001-05-11,1360.4411611065223
2001-05-14,1350.77025905612
2001-05-15,1357.9562873356801
2001-05-16,1355.2740351120196
2001-05-17,1368.3168910685397
2001-05-18,1377.1979281157292
2001-05-21,1385.8195838229049
2001-05-22,1396.5399441886666
2001-05-23,1391.7274498766399
2001-05-24,1390.879804568307
2001-05-25,1387.561304901536
2001-05-28,1388.9783999243673
2001-05-29,1382.0674677068553
2001-05-30,1368.8915139552948
2001-05-31,1375.064990883574
2001-06-01,1371.93804988709
2001-06-04,1376.3483693841447
2001-06-05,1383.5454064172297
2001-06-06,1378.1942175536014
2001-06-07,1371.6452826180498
2001-06-08,1372.069333778554
2001-06-11,1357.8736882986468
2001-06-12,1337.0860273183825
2001-06-13,1343.971719790143
2001-06-14,1327.576357982907
2001-06-15,1314.8890009416507
2001-06-18,1308.6751335122315
2001-06-19,1311.7077781992587
2001-06-20,1298.8569224895678
2001-06-21,1299.840059414081
2001-06-22,1304.4405215559932
2001-06-25,1298.3980768363626
2001-06-26,1285.484139631682
2001-06-27,1284.9465656085617
2001-06-28,1299.4526628201204
2001-06-29,1306.1717410734113
2001-07-02,1317.3361755819983
2001-07-03,1311.3908184783506
2001-07-04,1306.4843080449145
2001-07-05,1298.4948585641516
2001-07-06,1275.0810103739962
2001-07-09,1269.781481444788
2001-07-10,1268.0435971064794
2001-07-11,1254.2968712297907
2001-07-12,1264.6641125464776
2001-07-13,1267.4844326720433
2001-07-16,1261.9641627507988
2001-07-17,1252.8563042908813
2001-07-18,1245.120513226977
2001-07-19,1259.948522332934
2001-07-20,1251.557871830243
2001-07-23,1253.727711443867
2001-07-24,1242.8897948454426
2001-07-25,1230.682645598968
2001-07-26,1237.4666335341556
2001-07-27,1252.7353339947924
2001-07-30,1260.3757383551838
2001-07-31,1268.1242266459449
2001-08-01,1272.2244775461015
2001-08-02,1276.7020123938876
2001-08-03,1268.0720616358687
2001-08-06,1267.4774492098688
2001-08-07,1266.4243578334895
2001-08-08,1256.2485092810682
2001-08-09,1238.4987565561726
2001-08-10,1233.30304618477
2001-08-13,1237.413837813875
2001-08-14,1245.1641697208297
2001-08-15,1241.205816072055
2001-08-16,1233.430705575907
2001-08-17,1220.1658452144047
2001-08-20,1216.6567903988744
2001-08-21,1224.7383512841254
2001-08-22,1220.1026035235516
2001-08-23,1226.3795128719687
2001-08-24,1236.7154715132333
2001-08-27,1238.5691973464484
2001-08-28,1228.6315364408392
2001-08-29,1224.900986967309
2001-08-30,1208.4116857630006
2001-08-31,1209.1003008082598
2001-09-03,1198.0371910310973
2001-09-04,1206.3064430802508
2001-09-05,1195.755502890235
2001-09-06,1174.63407899187
2001-09-07,1153.0129047971345
2001-09-10,1134.1360115212062
2001-09-11,1078.7688345808365
2001-09-12,1075.8129651098482
2001-09-13,1080.6182825533137
2001-09-14,1038.2900131459471
2001-09-17,1035.0644792070755
2001-09-18,1019.8452625068198
2001-09-19,1004.786673842556
2001-09-20,962.5971244321854
2001-09-21,934.7401893569005
2001-09-24,972.1473376210672
2001-09-25,983.7741325460039
2001-09-26,998.3083406711136
2001-09-27,1002.0621236031834
2001-09-28,1024.218734164188
2001-10-01,1015.0272600802925
2001-10-02,1018.9131049244475
2001-10-03,1016.5015995301816
2001-10-04,1046.6877890756696
2001-10-05,1042.2197172985097
2001-10-08,1038.213026094321
2001-10-09,1043.1467051441277
2001-10-10,1056.675025010795
2001-10-11,1081.836752226117
2001-10-12,1080.1543290658276
2001-10-15,1068.1039306094522
2001-10-16,1080.5543031626264
2001-10-17,1100.0870527591405
2001-10-18,1087.4019783298636
2001-10-19,1074.1601555528623
2001-10-22,1083.6198964165885
2001-10-23,1104.266043680179
2001-10-24,1108.1690345387544
2001-10-25,1094.7492852400167
2001-10-26,1113.3776682250798
2001-10-29,1095.2148527935701
2001-10-30,1071.0477323951288
2001-10-31,1088.4446228302409
2001-11-01,1090.886831894246
2001-11-02,1095.496442841441
2001-11-05,1115.7682220947906
2001-11-06,1119.922331411376
2001-11-07,1127.745858815462
2001-11-08,1146.133582789457
2001-11-09,1139.5119682645882
2001-11-12,1120.2250261138176
2001-11-13,1149.5209124083985
2001-11-14,1161.0018272811592
2001-11-15,1173.337201950771
2001-11-16,1177.7442432415705
2001-11-19,1195.7389535996256
2001-11-20,1181.8415500820595
2001-11-21,1179.7351240790363
2001-11-22,1188.8785587075415
2001-11-23,1185.4107458992787
2001-11-26,1187.1297026684842
2001-11-27,1180.9801271247318
2001-11-28,1169.9567552028682
2001-11-29,1170.1457928302004
2001-11-30,1179.6805080961606
2001-12-03,1173.0249169849249
2001-12-04,1185.1294397605257
2001-12-05,1216.8689872714062
2001-12-06,1224.675646103595
2001-12-07,1221.3792695076688
2001-12-10,1206.5525876140755
2001-12-11,1205.1719905317802
2001-12-12,1193.563242599318
2001-12-13,1173.6189008100034
2001-12-14,1165.2715056510265
2001-12-17,1178.9384834951725
2001-12-18,1182.159233125741
2001-12-19,1174.3891888160795
2001-12-20,1167.269137052427
2001-12-21,1179.540186184889
2001-12-24,1183.8684778798383
2001-12-25,1183.8684778798383
2001-12-26,1185.0607460110878
2001-12-27,1198.989192650473
2001-12-28,1209.9604490000506
2001-12-31,1208.3976419624153
2002-01-01,1208.3976419624153
2002-01-02,1202.602393491133
2002-01-03,1223.6474917193023
2002-01-04,1235.6745344666742
2002-01-07,1231.7362476144945
2002-01-08,1223.668618106326
2002-01-09,1228.0141681811992
2002-01-10,1218.122559296337
2002-01-11,1224.5823035828723
2002-01-14,1204.8518182755265
2002-01-15,1207.6249075619953
2002-01-16,1195.1153928072467
2002-01-17,1208.2949629767766
2002-01-18,1204.4107962285327
2002-01-21,1199.3989139136775
2002-01-22,1201.0329437853136
2002-01-23,1202.4756024086892
2002-01-24,1214.5251474709494
2002-01-25,1210.817357661932
2002-01-28,1218.4512199493975
2002-01-29,1209.6986843468899
2002-01-30,1198.1140765187206
2002-01-31,1213.3364544278597
2002-02-01,1215.112864632639
2002-02-04,1207.0404741408258
2002-02-05,1192.5107470475652
2002-02-06,1184.697755185487
2002-02-07,1187.8146520359182
2002-02-08,1190.3851518307172
2002-02-11,1195.8853811314607
2002-02-12,1196.5365551576874
2002-02-13,1202.5590013050737
2002-02-14,1211.1339433411895
2002-02-15,1208.0818595075223
2002-02-18,1201.5157734357615
2002-02-19,1184.8832164503935
2002-02-20,1178.8836583339923
2002-02-21,1187.3514974581738
2002-02-22,1178.059299493433
2002-02-25,1188.6934483907662
2002-02-26,1199.8878612008696
2002-02-27,1214.8322642282658
2002-02-28,1213.0136983583336
2002-03-01,1223.744912058372
2002-03-04,1249.5537747942888
2002-03-05,1246.2406827896325
2002-03-06,1247.9708697501278
2002-03-07,1261.6439960544
2002-03-08,1273.310214382903
2002-03-11,1269.4926461324153
2002-03-12,1257.9950371022296
2002-03-13,1256.8839438642601
2002-03-14,1258.964038972523
2002-03-15,1264.68745075008
2002-03-18,1274.8260814882558
2002-03-19,1276.3455722723186
2002-03-20,1270.1582434272061
2002-03-21,1269.7522533048761
2002-03-22,1275.2060067731004
2002-03-25,1270.4987995036083
2002-03-26,1271.477512094687
2002-03-27,1273.6027236432544
2002-03-28,1283.7426487936223
2002-03-29,1283.7426487936223
2002-04-01,1284.7429271975482
2002-04-02,1279.8285074815217
2002-04-03,1276.9059570517811
2002-04-04,1267.0007845467044
2002-04-05,1272.4787237631933
2002-04-08,1257.7482373013454
2002-04-09,1261.8951596035351
2002-04-10,1267.5279701379493
2002-04-11,1255.5816492012427
2002-04-12,1259.8507061629066
2002-04-15,1263.3215173830604
2002-04-16,1275.7563110681713
2002-04-17,1279.3312984873846
2002-04-18,1272.2369214479975
2002-04-19,1277.6730316592573
2002-04-22,1271.7610366638478
2002-04-23,1268.6347465415413
2002-04-24,1264.843534925668
2002-04-25,1249.1065507299384
2002-04-26,1248.5621909954314
2002-04-29,1244.6030896013085
2002-04-30,1248.1442877097218
2002-05-01,1246.9712587345448
2002-05-02,1248.2319582439989
2002-05-03,1241.1281175347967
2002-05-06,1237.9578697275117
2002-05-07,1228.0870192760835
2002-05-08,1250.6622634318787
2002-05-09,1248.37309426038
2002-05-10,1241.537216810115
2002-05-13,1245.9014248298104
2002-05-14,1258.3589717435439
2002-05-15,1261.8816425718728
2002-05-16,1259.5848390885178
2002-05-17,1255.6056453064311
2002-05-20,1251.9855378378684
2002-05-21,1249.5800165014118
2002-05-22,1233.032519955623
