Date,WORLD ex AUSTRALIA EQUAL WEIGHTED
1999-04-06,1126.7517917840614
1999-04-07,1129.4576209924592
1999-04-08,1137.7902329268472
1999-04-09,1146.75642632551
1999-04-12,1142.3737437876293
1999-04-13,1156.2565869260166
1999-04-14,1167.101560895248
1999-04-15,1181.180499234237
1999-04-16,1197.897649775174
1999-04-19,1216.671527097365
1999-04-20,1200.863621052623
1999-04-21,1205.6280108406604
1999-04-22,1211.5796008184598
1999-04-23,1211.9330902390436
1999-04-26,1218.6814289636388
1999-04-27,1222.9271758055397
1999-04-28,1228.3930545226576
1999-04-29,1234.5187157420946
1999-04-30,1235.145931847424
1999-05-03,1245.4958292643173
1999-05-04,1240.4724847541438
1999-05-05,1234.1193629288207
1999-05-06,1236.918180928545
1999-05-07,1232.7474246413162
1999-05-10,1232.3577770810925
1999-05-11,1237.0608389699605
1999-05-12,1240.4427821314328
1999-05-13,1244.3398790572226
1999-05-14,1224.5140207726436
1999-05-17,1208.5610270865704
1999-05-18,1209.741616235534
1999-05-19,1208.105501347619
1999-05-20,1214.2058084632479
1999-05-21,1221.3980174676644
1999-05-24,1217.6174356700596
1999-05-25,1203.1212370030275
1999-05-26,1216.140229060065
1999-05-27,1209.2153455371122
1999-05-28,1211.7929921999225
1999-05-31,1215.9482484357113
1999-06-01,1220.415105066035
1999-06-02,1232.3511389095486
1999-06-03,1232.460488695283
1999-06-04,1243.4987631681972
1999-06-07,1255.2050064064576
1999-06-08,1247.2137070955125
1999-06-09,1250.4305321845973
1999-06-10,1248.7020479937823
1999-06-11,1256.2394212028287
1999-06-14,1254.0886086994565
1999-06-15,1257.261760657727
1999-06-16,1272.456656811613
1999-06-17,1280.623011867222
1999-06-18,1275.7260094508492
1999-06-21,1286.0041540923721
1999-06-22,1283.9188204920954
1999-06-23,1275.4204952559537
1999-06-24,1264.5484005872408
1999-06-25,1254.0289062675527
1999-06-28,1267.7084757940993
1999-06-29,1276.29595354766
1999-06-30,1276.5510738448627
1999-07-01,1295.3593802955145
1999-07-02,1305.4694666477026
1999-07-05,1310.985177794932
1999-07-06,1306.6764444335458
1999-07-07,1304.5619591482653
1999-07-08,1306.2465112352245
1999-07-09,1310.5170899740458
1999-07-12,1316.0990193558903
1999-07-13,1305.3405240953355
1999-07-14,1308.8275769270533
1999-07-15,1312.687724484642
1999-07-16,1310.2863468040352
1999-07-19,1318.5003902144472
1999-07-20,1287.5256836580675
1999-07-21,1276.0717302831943
1999-07-22,1267.7940758396498
1999-07-23,1262.7146408678611
1999-07-26,1239.7696150458892
1999-07-27,1244.5365197915626
1999-07-28,1249.4306133581995
1999-07-29,1237.3775768655769
1999-07-30,1247.6717476949466
1999-08-02,1248.0516705018565
1999-08-03,1247.9605522558493
1999-08-04,1236.9324537579844
1999-08-05,1222.780125530816
1999-08-06,1217.0585323420987
1999-08-09,1223.8029424801919
1999-08-10,1214.6878915472366
1999-08-11,1226.338852121037
1999-08-12,1236.8131511875067
1999-08-13,1250.8711894451274
1999-08-16,1263.1832143987972
1999-08-17,1271.6295363812908
1999-08-18,1268.463193712003
1999-08-19,1260.6893881462859
1999-08-20,1272.2180818151908
1999-08-23,1289.7925292993148
1999-08-24,1289.6782747987568
1999-08-25,1296.5942524797006
1999-08-26,1290.5262978662329
1999-08-27,1284.9113417423605
1999-08-30,1285.8308112283382
1999-08-31,1262.907000709952
1999-09-01,1274.2129734148998
1999-09-02,1256.2254014085036
1999-09-03,1276.7021614778064
1999-09-06,1284.3901989386602
1999-09-07,1275.9815246042313
1999-09-08,1271.3902324058806
1999-09-09,1287.8333966022758
1999-09-10,1296.7298028430566
1999-09-13,1307.625960274069
1999-09-14,1297.8351214190698
1999-09-15,1296.6214014137502
1999-09-16,1283.502842168969
1999-09-17,1282.2402147421276
1999-09-20,1284.8779712499625
1999-09-21,1276.9895641956023
1999-09-22,1261.8700243393835
1999-09-23,1262.916543246084
1999-09-24,1243.4822499830102
1999-09-27,1246.3449483879806
1999-09-28,1244.6101419847919
1999-09-29,1230.6151522589519
1999-09-30,1241.2053417008287
1999-10-01,1239.7027523954653
1999-10-04,1245.009393197327
1999-10-05,1242.2490970486274
1999-10-06,1244.3217176949074
1999-10-07,1246.0119559612356
1999-10-08,1255.9689919175541
1999-10-11,1255.808139228555
1999-10-12,1240.1640023801133
1999-10-13,1218.9394058641121
1999-10-14,1218.363813865188
1999-10-15,1196.2436135912187
1999-10-18,1188.172282780689
1999-10-19,1197.3393941295647
1999-10-20,1207.8358546540608
1999-10-21,1199.5469029940257
1999-10-22,1218.4898089799967
1999-10-25,1222.721887069915
1999-10-26,1228.380873028076
1999-10-27,1231.4493320869249
1999-10-28,1244.1185979035529
1999-10-29,1267.5435423459369
1999-11-01,1266.4242330871166
1999-11-02,1268.6843269272508
1999-11-03,1268.2378589289094
1999-11-04,1278.9235251980308
1999-11-05,1277.815178460597
1999-11-08,1277.6447043355465
1999-11-09,1273.696759327573
1999-11-10,1277.8093508945433
1999-11-11,1275.490677958529
1999-11-12,1286.672890148571
1999-11-15,1288.2124402417035
1999-11-16,1292.9831546725925
1999-11-17,1296.1778888785036
1999-11-18,1310.2576923520978
1999-11-19,1309.8414668469554
1999-11-22,1304.3208110833377
1999-11-23,1307.3775850516388
1999-11-24,1309.9339800759606
1999-11-25,1311.567504015767
1999-11-26,1327.3150169187109
1999-11-29,1331.2876333970887
1999-11-30,1319.0496148434606
1999-12-01,1324.194961673698
1999-12-02,1335.7660937384485
1999-12-03,1350.4122097342192
1999-12-06,1326.8194399891117
1999-12-07,1326.6504247855717
1999-12-08,1318.9418820578762
1999-12-09,1326.527771168879
1999-12-10,1331.152087485694
1999-12-13,1330.9912575514077
1999-12-14,1333.4580582151577
1999-12-15,1333.6222436335047
1999-12-16,1325.3234462976898
1999-12-17,1335.6106457755495
1999-12-20,1337.4220847532488
1999-12-21,1337.540179421433
1999-12-22,1349.4282422003032
1999-12-23,1354.6607212572635
1999-12-24,1357.171008760952
1999-12-27,1362.0196943415435
1999-12-28,1367.255440052215
1999-12-29,1374.3076518223784
1999-12-30,1381.6631035614034
1999-12-31,1383.3861022261306
2000-01-03,1372.6096761182016
2000-01-04,1328.6335365300788
2000-01-05,1311.9864759310117
2000-01-06,1308.058031515043
2000-01-07,1334.1912071665251
2000-01-10,1349.8093673600067
2000-01-11,1345.9904440633695
2000-01-12,1338.8200145145129
2000-01-13,1350.6675967842193
2000-01-14,1374.1871568958595
2000-01-17,1390.3963843643087
2000-01-18,1374.3396439606045
2000-01-19,1366.7301294530291
2000-01-20,1364.2050485565744
2000-01-21,1362.1270262381408
2000-01-24,1356.8410465754878
2000-01-25,1339.72729100953
2000-01-26,1350.8244443550773
2000-01-27,1366.0493611370775
2000-01-28,1360.7304682392992
2000-01-31,1357.749028266562
2000-02-01,1364.775724486465
2000-02-02,1369.6634222625437
2000-02-03,1368.5965132262838
2000-02-04,1372.860433701708
2000-02-07,1368.56381953327
2000-02-08,1364.527136386564
2000-02-09,1355.7170395012354
2000-02-10,1355.508846259754
2000-02-11,1347.6132810165095
2000-02-14,1347.9214885495644
2000-02-15,1340.1511628525875
2000-02-16,1344.0552824277793
2000-02-17,1345.5690869896127
2000-02-18,1332.5472915381126
2000-02-21,1317.020164543402
2000-02-22,1294.4349215357524
2000-02-23,1306.9082242195
2000-02-24,1314.0921725412472
2000-02-25,1337.1594561271022
2000-02-28,1348.745364548914
2000-02-29,1359.1671107206275
2000-03-01,1373.9571302461036
2000-03-02,1377.835310579342
2000-03-03,1389.8265136653072
2000-03-06,1385.0433974059326
2000-03-07,1381.8284780125668
2000-03-08,1374.8478885042623
2000-03-09,1372.5897238002021
2000-03-10,1380.3525910122312
2000-03-13,1370.1874386952659
2000-03-14,1370.3632238828495
2000-03-15,1371.769329861045
2000-03-16,1405.5099743875412
2000-03-17,1411.5990758884466
2000-03-20,1408.6120646610289
2000-03-21,1414.0240396401364
2000-03-22,1423.528453009958
2000-03-23,1418.6292782991845
2000-03-24,1429.7641517986372
2000-03-27,1438.8656852842591
2000-03-28,1447.5801208771468
2000-03-29,1469.110059967901
2000-03-30,1456.8930469194602
2000-03-31,1472.244689821504
2000-04-03,1477.0072327362645
2000-04-04,1477.8221606756372
2000-04-05,1460.9970488800348
2000-04-06,1477.7277914462243
2000-04-07,1475.8782643671088
2000-04-10,1474.323879558471
2000-04-11,1465.1295074669063
2000-04-12,1484.416743461608
2000-04-13,1481.7883845532883
2000-04-14,1452.563548187316
2000-04-17,1426.9211850191782
2000-04-18,1448.9235494710363
2000-04-19,1465.3613381065388
2000-04-20,1471.7132257457263
2000-04-21,1462.2435103255593
2000-04-24,1478.845303899685
2000-04-25,1509.1714283934512
2000-04-26,1509.9307871442907
2000-04-27,1512.426470190787
2000-04-28,1510.6715217162102
2000-05-01,1519.5716141233872
2000-05-02,1528.0683345693667
2000-05-03,1536.645038250633
2000-05-04,1539.4579718806056
2000-05-05,1542.7005636932913
2000-05-08,1541.0930187854892
2000-05-09,1526.093793693705
2000-05-10,1508.987283570087
2000-05-11,1525.6885039833942
2000-05-12,1537.240482309965
2000-05-15,1533.1697827275566
2000-05-16,1557.3401914719082
2000-05-17,1562.3743961563505
2000-05-18,1559.1612041841581
2000-05-19,1552.3145677030177
2000-05-22,1525.6481458598246
2000-05-23,1521.2400932763105
2000-05-24,1516.968241235447
2000-05-25,1517.1814720974546
2000-05-26,1488.7623462424133
2000-05-29,1491.2730718154814
2000-05-30,1495.6910364794626
2000-05-31,1492.4835867386269
2000-06-01,1506.059186896876
2000-06-02,1509.2369738049958
2000-06-05,1515.989254777685
2000-06-06,1505.9889754996314
2000-06-07,1510.6688297640794
2000-06-08,1513.221606561535
2000-06-09,1515.342496729629
2000-06-12,1514.4725454507716
2000-06-13,1504.1275237218565
2000-06-14,1506.8896268412882
2000-06-15,1505.4833076362943
2000-06-16,1495.2234221456329
2000-06-19,1499.563384499711
2000-06-20,1510.4923665729973
2000-06-21,1518.1504747531078
2000-06-22,1520.0933554591697
2000-06-23,1520.6507193395057
2000-06-26,1515.3666659802388
2000-06-27,1516.6566585576836
2000-06-28,1519.3051411817414
2000-06-29,1509.9812661808057
2000-06-30,1507.4829932805767
2000-07-03,1533.6716439835193
2000-07-04,1534.4983887584845
2000-07-05,1517.3832556577572
2000-07-06,1517.0263826104822
2000-07-07,1533.491254111883
2000-07-10,1536.9190427803856
2000-07-11,1544.1079734451212
2000-07-12,1554.3640823629898
2000-07-13,1555.263347503645
2000-07-14,1559.895446740809
2000-07-17,1560.5297563724948
2000-07-18,1551.5025407786484
2000-07-19,1558.2921020007993
2000-07-20,1564.2190316409883
2000-07-21,1543.493332526494
2000-07-24,1534.137357360454
2000-07-25,1524.0502218892702
2000-07-26,1515.7193403433282
2000-07-27,1512.3651132591467
2000-07-28,1509.9434331577809
2000-07-31,1510.611719628086
2000-08-01,1523.0757486854236
2000-08-02,1541.5292844132541
2000-08-03,1547.467462239088
2000-08-04,1551.900848284341
2000-08-07,1566.200227199115
2000-08-08,1575.7692745723216
2000-08-09,1588.4731252875338
2000-08-10,1572.1176822363484
2000-08-11,1588.4932958011918
2000-08-14,1595.2852513088746
2000-08-15,1585.6736262446157
2000-08-16,1591.9334276415884
2000-08-17,1584.3765747633022
2000-08-18,1591.5591739414997
2000-08-21,1595.8569860375194
2000-08-22,1610.6549581175545
2000-08-23,1617.5869485364117
2000-08-24,1608.7425255563064
2000-08-25,1611.5078808213088
2000-08-28,1618.7433199289208
2000-08-29,1618.1330035715014
2000-08-30,1617.66537837468
2000-08-31,1625.6690192108636
2000-09-01,1620.567574540799
2000-09-04,1624.0976118496867
2000-09-05,1637.1585735727604
2000-09-06,1644.6204748841942
2000-09-07,1653.4524371005257
2000-09-08,1654.6683510942473
2000-09-11,1651.74123132883
2000-09-12,1643.198371794966
2000-09-13,1636.7951909980145
2000-09-14,1640.6335770332614
2000-09-15,1629.621369232855
2000-09-18,1624.410625700624
2000-09-19,1624.8226467842037
2000-09-20,1633.0660399897265
2000-09-21,1615.4997789596348
2000-09-22,1571.7691239748779
2000-09-25,1589.4503878080645
2000-09-26,1576.66544087737
2000-09-27,1571.4038046976432
2000-09-28,1578.0139051679673
2000-09-29,1586.4083952559622
2000-10-02,1589.1221977061566
2000-10-03,1598.8879591441132
2000-10-04,1600.855216807479
2000-10-05,1602.9286363563408
2000-10-06,1591.6043602721231
2000-10-09,1582.8462304992759
2000-10-10,1579.2954578155243
2000-10-11,1551.6572548059908
2000-10-12,1552.968359615807
2000-10-13,1559.3760004792316
2000-10-16,1578.7084526883136
2000-10-17,1556.792383966392
2000-10-18,1547.3991203528844
2000-10-19,1574.903014002334
2000-10-20,1589.3657983134553
2000-10-23,1596.4487721584724
2000-10-24,1607.4673383709712
2000-10-25,1606.777836211143
2000-10-26,1603.9223897005572
2000-10-27,1594.0341310382044
2000-10-30,1602.352452299982
2000-10-31,1616.573497030129
2000-11-01,1617.2692290655145
2000-11-02,1621.2132699939432
2000-11-03,1623.237800572507
2000-11-06,1637.3539928615771
2000-11-07,1635.9543882989076
2000-11-08,1637.3491878236784
2000-11-09,1621.0370761813888
2000-11-10,1598.2670287837955
2000-11-13,1584.4968269324766
2000-11-14,1601.755098176337
2000-11-15,1603.386289056569
2000-11-16,1599.109304398362
2000-11-17,1598.1452180200718
2000-11-20,1586.3563062723886
2000-11-21,1582.6588689086882
2000-11-22,1566.5215124034542
2000-11-23,1568.9307468277373
2000-11-24,1584.6928962977122
2000-11-27,1584.857330579696
2000-11-28,1569.5642353584467
2000-11-29,1558.9998403921445
2000-11-30,1538.5160796540702
2000-12-01,1552.0725402038431
2000-12-04,1529.520652806908
2000-12-05,1555.4298956167233
2000-12-06,1553.3644183506833
2000-12-07,1536.6316370116956
2000-12-08,1557.5483126779568
2000-12-11,1591.6741431283795
2000-12-12,1588.3730889981364
2000-12-13,1578.3549807792735
2000-12-14,1546.0659039363886
2000-12-15,1513.5273679040022
2000-12-18,1521.25704845111
2000-12-19,1516.2613975419206
2000-12-20,1469.7965240978565
2000-12-21,1453.7011547838579
2000-12-22,1460.1216488967539
2000-12-25,1469.7150350196396
2000-12-26,1465.462695999197
2000-12-27,1476.4214194296007
2000-12-28,1490.1766034835873
2000-12-29,1477.2971671735982
2001-01-01,1477.2971671735982
2001-01-02,1452.1548900949679
2001-01-03,1461.4817641441127
2001-01-04,1470.6080755219684
2001-01-05,1453.6911762100638
2001-01-08,1456.8587774508746
2001-01-09,1460.8573445581328
2001-01-10,1462.831270015594
2001-01-11,1454.2046552211225
2001-01-12,1458.1843989938134
2001-01-15,1466.4138795012857
2001-01-16,1469.549879907913
2001-01-17,1491.0791582993415
2001-01-18,1480.6447197716348
2001-01-19,1492.7346782239922
2001-01-22,1495.2070346302723
2001-01-23,1498.514557703839
2001-01-24,1518.8436495898698
2001-01-25,1525.312091890565
2001-01-26,1518.8151266686634
2001-01-29,1532.8274366559674
2001-01-30,1533.2524234230932
2001-01-31,1533.0062611642
2001-02-01,1528.2973601346164
2001-02-02,1524.6417939038117
2001-02-05,1512.2242222983714
2001-02-06,1524.5386521089154
2001-02-07,1516.071242133636
2001-02-08,1527.8250717295562
2001-02-09,1511.5339188892663
2001-02-12,1512.7357646210746
2001-02-13,1522.36457596455
2001-02-14,1522.8057826951083
2001-02-15,1551.5206785774062
2001-02-16,1522.4584800718903
2001-02-19,1513.5344016067363
2001-02-20,1523.135576510472
2001-02-21,1503.7794683017116
2001-02-22,1503.3545566050554
2001-02-23,1499.6989463334037
2001-02-26,1513.1279402558396
2001-02-27,1503.509915287845
2001-02-28,1491.2605213123175
2001-03-01,1470.167581936472
2001-03-02,1450.4357076605374
2001-03-05,1463.1027007883229
2001-03-06,1481.1102603348068
2001-03-07,1491.2433861619231
2001-03-08,1485.7002687290644
2001-03-09,1471.9334113765326
2001-03-12,1435.055704791774
2001-03-13,1432.870724776358
2001-03-14,1413.0255819941153
2001-03-15,1431.076877352696
2001-03-16,1413.3722780781134
2001-03-19,1418.2643883741184
2001-03-20,1408.2882411115822
2001-03-21,1408.9705245868959
2001-03-22,1389.0101623275061
2001-03-23,1405.8573663301024
2001-03-26,1438.6670986437887
2001-03-27,1448.652230881655
2001-03-28,1452.0260509509792
2001-03-29,1444.8512437167105
2001-03-30,1443.343807946217
2001-04-02,1427.7859497816542
2001-04-03,1402.5255913779872
2001-04-04,1390.7097904493376
2001-04-05,1429.9862303206414
2001-04-06,1415.4556639477778
2001-04-09,1416.809988973873
2001-04-10,1450.0578267895905
2001-04-11,1461.693763949981
2001-04-12,1464.8051591420688
2001-04-13,1465.4134176250673
2001-04-16,1471.2536751073767
2001-04-17,1477.9150606953606
2001-04-18,1530.9074234294958
2001-04-19,1525.836661321803
2001-04-20,1505.4515721416333
2001-04-23,1500.3943596258498
2001-04-24,1503.3504364725684
2001-04-25,1507.9618554614708
2001-04-26,1513.6237074449969
2001-04-27,1535.6439228974139
2001-04-30,1553.2637301364935
2001-05-01,1567.1873347046119
2001-05-02,1572.3358772103422
2001-05-03,1558.284151498012
2001-05-04,1561.5917634159416
2001-05-07,1566.2369080038704
2001-05-08,1566.2376444749984
2001-05-09,1557.4593594770688
2001-05-10,1566.4550995625339
2001-05-11,1572.5281298865757
2001-05-14,1562.4523720419747
2001-05-15,1564.579716621261
2001-05-16,1564.41150820424
2001-05-17,1584.9893272730635
2001-05-18,1591.1471094531887
2001-05-21,1611.115100577578
2001-05-22,1626.3305094501889
2001-05-23,1629.9510784103916
2001-05-24,1632.8493338240614
2001-05-25,1624.4696254522196
2001-05-28,1618.3609410735917
2001-05-29,1623.1551457535707
2001-05-30,1596.517025921804
2001-05-31,1613.4492846517467
2001-06-01,1616.995439203333
2001-06-04,1618.3520613067105
2001-06-05,1623.6735441102203
2001-06-06,1618.8218879873555
2001-06-07,1616.733277064247
2001-06-08,1616.3401293654154
2001-06-11,1607.2100363968027
2001-06-12,1578.699814680573
2001-06-13,1577.729203852557
2001-06-14,1550.6027138062427
2001-06-15,1535.1998024944335
2001-06-18,1526.8445670903195
2001-06-19,1530.135723447912
2001-06-20,1531.6588235464806
2001-06-21,1536.0231987817601
2001-06-22,1538.1878979958908
2001-06-25,1525.9049224881207
2001-06-26,1522.0905822678044
2001-06-27,1520.8498317482736
2001-06-28,1539.4044267591967
2001-06-29,1553.843088420623
2001-07-02,1559.4242717880225
2001-07-03,1557.0253449877553
2001-07-04,1551.5389608316257
2001-07-05,1550.2322569045598
2001-07-06,1514.359566940274
2001-07-09,1505.689415078345
2001-07-10,1495.0397580973695
2001-07-11,1479.838296749368
2001-07-12,1510.5779050799279
2001-07-13,1513.719544597371
2001-07-16,1500.7363677513147
2001-07-17,1499.5480414847766
2001-07-18,1469.0127290415992
2001-07-19,1480.981848476614
2001-07-20,1472.6456627779357
2001-07-23,1462.130156889353
2001-07-24,1448.1479543553667
2001-07-25,1446.273784277868
2001-07-26,1456.1910532769336
2001-07-27,1468.3753645079382
2001-07-30,1463.6017642034155
2001-07-31,1477.069631224133
2001-08-01,1479.4491618712948
2001-08-02,1489.906975004438
2001-08-03,1476.2935926395764
2001-08-06,1478.1478919661042
2001-08-07,1483.9055304157368
2001-08-08,1471.242655374778
2001-08-09,1442.7538829117707
2001-08-10,1437.5646391773712
2001-08-13,1432.2480420265424
2001-08-14,1445.037129447298
2001-08-15,1432.834021357577
2001-08-16,1426.1240588515846
2001-08-17,1410.1051827574913
2001-08-20,1407.5588551081398
2001-08-21,1410.9965425249682
2001-08-22,1407.998906936316
2001-08-23,1414.9130825474074
2001-08-24,1425.4112213914666
2001-08-27,1430.0415539527824
2001-08-28,1417.2039763813611
2001-08-29,1407.0078443656594
2001-08-30,1388.0435448814528
2001-08-31,1390.726539144238
2001-09-03,1379.1311458982639
2001-09-04,1402.1920489939744
2001-09-05,1389.384558871958
2001-09-06,1366.2576419693087
2001-09-07,1333.792923485129
2001-09-10,1317.3303431376717
2001-09-11,1287.4513524864008
2001-09-12,1260.9560094852689
2001-09-13,1267.6041036952972
2001-09-14,1247.3635496212369
2001-09-17,1204.9784740252273
2001-09-18,1197.3905326492934
2001-09-19,1183.5015134415385
2001-09-20,1150.675109631424
2001-09-21,1131.7698264473718
2001-09-24,1161.5077682947694
2001-09-25,1162.9533444279634
2001-09-26,1165.6966709116386
2001-09-27,1168.7368774048446
2001-09-28,1203.8314479390015
2001-10-01,1196.7265119900032
2001-10-02,1207.679427488664
2001-10-03,1208.426660345857
2001-10-04,1235.7601813070733
2001-10-05,1227.8235276023775
2001-10-08,1222.0332379767904
2001-10-09,1217.7723415760404
2001-10-10,1236.8828798368954
2001-10-11,1271.9986850769367
2001-10-12,1268.380618066163
2001-10-15,1260.6495293207854
2001-10-16,1271.0138827029468
2001-10-17,1275.8435047036894
2001-10-18,1261.454943715038
2001-10-19,1261.4883264090709
2001-10-22,1275.69902539849
2001-10-23,1293.373791003839
2001-10-24,1292.318905686098
2001-10-25,1291.9429691384926
2001-10-26,1302.5857203426108
2001-10-29,1269.6147155439544
2001-10-30,1244.5309754212167
2001-10-31,1256.3920989848987
2001-11-01,1259.187076300831
2001-11-02,1264.1325727608166
2001-11-05,1288.0784528219956
2001-11-06,1299.458554395345
2001-11-07,1294.565589475038
2001-11-08,1311.8458451225263
2001-11-09,1306.3601835661013
2001-11-12,1294.101562038073
2001-11-13,1321.8460171192003
2001-11-14,1330.249701717156
2001-11-15,1346.0503520444554
2001-11-16,1345.8593592005343
2001-11-19,1369.835150534235
2001-11-20,1355.7178214461196
2001-11-21,1357.2611639180668
2001-11-22,1358.889076876074
2001-11-23,1364.9392541240613
2001-11-26,1373.9403104798398
2001-11-27,1367.0525392074042
2001-11-28,1344.4516630291964
2001-11-29,1347.4618740187616
2001-11-30,1349.7117083559401
2001-12-03,1338.896428982644
2001-12-04,1355.5118108280521
2001-12-05,1391.8519801613663
2001-12-06,1394.297120340113
2001-12-07,1385.029670521438
2001-12-10,1367.0683080113329
2001-12-11,1362.0247637667637
2001-12-12,1357.977313350528
2001-12-13,1330.8732776900208
2001-12-14,1319.8150980445103
2001-12-17,1320.622984784378
2001-12-18,1329.0735503324715
2001-12-19,1328.8099405451312
2001-12-20,1324.5873079586202
2001-12-21,1337.5711423946582
2001-12-24,1347.9829151022275
2001-12-25,1346.782777948689
2001-12-26,1345.819999665065
2001-12-27,1353.5563869032142
2001-12-28,1371.0174418352954
2001-12-31,1359.1356887945126
2002-01-01,1359.1356887945126
2002-01-02,1342.565645792159
2002-01-03,1362.3025884437955
2002-01-04,1385.0304828289588
2002-01-07,1385.730782694651
2002-01-08,1373.226636347471
2002-01-09,1373.4923211385433
2002-01-10,1360.8812057501968
2002-01-11,1359.8644903287109
2002-01-14,1343.5614377280422
2002-01-15,1345.2651238178726
2002-01-16,1337.4099952793554
2002-01-17,1348.5885284470305
2002-01-18,1345.068227600167
2002-01-21,1344.265683535215
2002-01-22,1333.4823767627572
2002-01-23,1337.3384242498275
2002-01-24,1352.0391953108601
2002-01-25,1367.545742696835
2002-01-28,1379.2575197425165
2002-01-29,1361.7858552146472
2002-01-30,1356.4550378568442
2002-01-31,1371.5806150897088
2002-02-01,1365.300017527433
2002-02-04,1342.6458778400854
2002-02-05,1324.0292091581885
2002-02-06,1316.937687476016
2002-02-07,1317.3310185220244
2002-02-08,1325.5566281004874
2002-02-11,1333.9675661071738
2002-02-12,1341.1735270792028
2002-02-13,1353.8119320530466
2002-02-14,1362.3149103754408
2002-02-15,1352.676715459573
2002-02-18,1353.894526157075
2002-02-19,1325.0123578336245
2002-02-20,1327.3334222527249
2002-02-21,1334.2957189975268
2002-02-22,1327.145017049498
2002-02-25,1342.3821485683063
2002-02-26,1350.2908919920117
2002-02-27,1369.7911425621967
2002-02-28,1369.7935068228705
2002-03-01,1391.991800849918
2002-03-04,1433.6728053198449
2002-03-05,1430.5515554419871
2002-03-06,1435.3661851389536
2002-03-07,1451.7390156904075
2002-03-08,1468.2326207683402
2002-03-11,1474.9568516887832
2002-03-12,1459.8861303981932
2002-03-13,1441.0307754521525
2002-03-14,1439.0914065474683
2002-03-15,1449.5841411709555
2002-03-18,1451.2498096247516
2002-03-19,1457.4608057755947
2002-03-20,1443.2854210968324
2002-03-21,1444.5857040800036
2002-03-22,1439.0288655823822
2002-03-25,1428.6986841915657
2002-03-26,1430.843766927116
2002-03-27,1444.7188887991051
2002-03-28,1453.0869986686985
2002-03-29,1447.3082750138813
2002-04-01,1436.0024070843863
2002-04-02,1429.9933192365916
2002-04-03,1430.805636783932
2002-04-04,1428.6917494127738
2002-04-05,1436.0164124058347
2002-04-08,1435.7264767135744
2002-04-09,1428.8241697132762
2002-04-10,1436.1945875184122
2002-04-11,1413.8045578681233
2002-04-12,1418.484369510535
2002-04-15,1422.7887912485903
2002-04-16,1442.2713318243643
2002-04-17,1445.3920628235512
2002-04-18,1442.0629721558732
2002-04-19,1444.7344020813173
2002-04-22,1440.3798458007088
2002-04-23,1437.6215143445454
2002-04-24,1429.497102487159
2002-04-25,1418.7384873508377
2002-04-26,1409.3824100279448
2002-04-29,1398.7139921906046
2002-04-30,1404.249025540425
2002-05-01,1405.2135534432755
2002-05-02,1408.4107346306096
2002-05-03,1394.997520811298
2002-05-06,1381.1942073865962
2002-05-07,1373.302040221237
2002-05-08,1402.6671007586447
2002-05-09,1398.7446553837303
2002-05-10,1385.1022925499933
2002-05-13,1392.5910955968718
2002-05-14,1412.327051857692
2002-05-15,1416.3848776581065
2002-05-16,1418.3434299940338
2002-05-17,1414.2664436902335
2002-05-20,1411.1722391952642
2002-05-21,1412.8360569630413
2002-05-22,1404.2831731915321
