Date,FAR EAST EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,974.5197084737755
1999-01-05,972.1778987374885
1999-01-06,988.1223039096907
1999-01-07,1013.6282982165818
1999-01-08,1018.7248114024975
1999-01-11,1038.0056706478815
1999-01-12,1017.3401016605944
1999-01-13,983.3041700467077
1999-01-14,994.1321307035462
1999-01-15,1002.5345852750115
1999-01-18,1000.1826136298306
1999-01-19,1001.6521574888424
1999-01-20,1016.6346593178386
1999-01-21,1022.5002074301758
1999-01-22,1002.1275142692208
1999-01-25,1005.9154129580268
1999-01-26,1017.8402905774027
1999-01-27,1020.6653448461681
1999-01-28,1012.61009645713
1999-01-29,1026.3979603165308
1999-02-01,1036.2811725987622
1999-02-02,1046.8868366061924
1999-02-03,1035.4138619381267
1999-02-04,1037.904024417721
1999-02-05,1023.1585777698739
1999-02-08,1020.5964206129336
1999-02-09,1005.1046029648966
1999-02-10,1002.9429411416128
1999-02-11,1011.8058059949462
1999-02-12,1017.4813185893413
1999-02-15,1019.9336308153943
1999-02-16,1013.3374441668785
1999-02-17,996.0636817734589
1999-02-18,987.17040682573
1999-02-19,989.4522040216643
1999-02-22,1006.1287007097923
1999-02-23,1010.5818574389526
1999-02-24,1009.3454875710149
1999-02-25,1020.1417198164673
1999-02-26,1034.8885376895582
1999-03-01,1030.5538200002086
1999-03-02,1008.5532834151189
1999-03-03,1010.6203831927338
1999-03-04,1006.0977770243996
1999-03-05,1044.5609450272188
1999-03-08,1039.25365263168
1999-03-09,1055.3093820048566
1999-03-10,1082.2234556070268
1999-03-11,1101.4855506356841
1999-03-12,1103.4237254444308
1999-03-15,1132.6832884266169
1999-03-16,1167.736117226721
1999-03-17,1156.9002265152533
1999-03-18,1132.153077272544
1999-03-19,1176.5260847277195
1999-03-22,1173.583294553026
1999-03-23,1170.1511681652116
1999-03-24,1149.1546955979836
1999-03-25,1176.2163152861492
1999-03-26,1180.8150199638653
1999-03-29,1185.691301899885
1999-03-30,1170.0274893919498
1999-03-31,1193.2030128968347
1999-04-01,1203.429913725458
1999-04-02,1197.7012639301695
1999-04-05,1200.423165183409
1999-04-06,1221.5761395719653
1999-04-07,1227.4060166158156
1999-04-08,1244.5951062013066
1999-04-09,1253.0534758757888
1999-04-12,1239.5813405606161
1999-04-13,1263.9591751420953
1999-04-14,1286.6890212512403
1999-04-15,1292.4184116698102
1999-04-16,1322.752605613311
1999-04-19,1341.3890175524655
1999-04-20,1321.2351132528515
1999-04-21,1304.498194880218
1999-04-22,1309.8803992379721
1999-04-23,1316.6850251975263
1999-04-26,1330.759507347962
1999-04-27,1324.522112443661
1999-04-28,1331.9283354986712
1999-04-29,1336.721420456389
1999-04-30,1337.332863770556
1999-05-03,1336.1212387654036
1999-05-04,1327.225873736824
1999-05-05,1322.2344978957012
1999-05-06,1350.8672275265128
1999-05-07,1337.108290891619
1999-05-10,1339.9312842759994
1999-05-11,1334.0790791932386
1999-05-12,1349.34228560792
1999-05-13,1343.5199969092741
1999-05-14,1325.6927854079306
1999-05-17,1292.7678417563889
1999-05-18,1295.749011873918
1999-05-19,1264.5440414569623
1999-05-20,1268.9559149722354
1999-05-21,1287.1144819136634
1999-05-24,1293.9728347559808
1999-05-25,1284.4996424215944
1999-05-26,1305.6595137036347
1999-05-27,1309.1260760874939
1999-05-28,1305.527965162068
1999-05-31,1311.5488161402732
1999-06-01,1329.6962118585595
1999-06-02,1346.5279668287872
1999-06-03,1330.0821491858972
1999-06-04,1332.5668792459107
1999-06-07,1355.211139319439
1999-06-08,1359.6003339389283
1999-06-09,1372.8834534943335
1999-06-10,1391.9426152852286
1999-06-11,1410.7706682277083
1999-06-14,1395.9969117158894
1999-06-15,1399.737558354823
1999-06-16,1414.3752812421794
1999-06-17,1436.8200691714085
1999-06-18,1416.8715265572857
1999-06-21,1433.4579201862025
1999-06-22,1442.8945604659712
1999-06-23,1430.9692530548982
1999-06-24,1422.6508409339062
1999-06-25,1405.3272696966128
1999-06-28,1425.4361144446664
1999-06-29,1438.4648130725736
1999-06-30,1427.6456919015832
1999-07-01,1456.9494364531738
1999-07-02,1471.2171945218126
1999-07-05,1467.5006989288086
1999-07-06,1464.5389572712147
1999-07-07,1459.6347103508817
1999-07-08,1459.7672419140274
1999-07-09,1461.875535033249
1999-07-12,1476.5095106766548
1999-07-13,1473.9540686398375
1999-07-14,1477.8749972667463
1999-07-15,1478.2252014983546
1999-07-16,1463.102611676603
1999-07-19,1497.7093604070062
1999-07-20,1465.263446039562
1999-07-21,1457.703152048729
1999-07-22,1437.1398185483233
1999-07-23,1430.0668714404549
1999-07-26,1398.4771683686874
1999-07-27,1399.0665452884273
1999-07-28,1413.2057392577524
1999-07-29,1422.8379257251613
1999-07-30,1439.6634043483514
1999-08-02,1442.5814065872776
1999-08-03,1445.756915689532
