Date,EMU EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0004243004936
1999-01-04,1034.0753133244323
1999-01-05,1036.5007815863828
1999-01-06,1049.1700691340627
1999-01-07,1037.5675016496011
1999-01-08,1038.306236652824
1999-01-11,1029.447405422338
1999-01-12,1016.0589519330091
1999-01-13,978.2849848526652
1999-01-14,979.573226459807
1999-01-15,984.8113976927074
1999-01-18,998.1296814847316
1999-01-19,993.2358515875937
1999-01-20,995.8778509332448
1999-01-21,990.4870147953183
1999-01-22,972.2361277076241
1999-01-25,972.03307452339
1999-01-26,972.5951694803526
1999-01-27,978.3414990718052
1999-01-28,987.0050709527036
1999-01-29,990.4977284045012
1999-02-01,994.7496484589528
1999-02-02,989.3071008527073
1999-02-03,986.8902861155783
1999-02-04,987.9780203577373
1999-02-05,991.7069036903563
1999-02-08,991.7885903262693
1999-02-09,980.03788066329
1999-02-10,970.4841750525478
1999-02-11,981.1045334356094
1999-02-12,986.0929124805026
1999-02-15,986.2676802812005
1999-02-16,988.3432141106908
1999-02-17,981.4620964278627
1999-02-18,981.7728506919664
1999-02-19,988.3290988548422
1999-02-22,994.3243682554561
1999-02-23,1000.3941754187372
1999-02-24,1003.6405644023827
1999-02-25,997.125585031841
1999-02-26,993.7376664218385
1999-03-01,987.1923226775826
1999-03-02,987.9354099828166
1999-03-03,981.528735901311
1999-03-04,985.1965088328301
1999-03-05,1000.1432467226367
1999-03-08,998.4368859712116
1999-03-09,996.5742189517654
1999-03-10,991.8514461857336
1999-03-11,1000.630687258447
1999-03-12,1003.1369372304897
1999-03-15,1006.9343626647927
1999-03-16,1009.9340585581057
1999-03-17,1007.5843328413578
1999-03-18,1006.2727106395123
1999-03-19,1014.7729857404479
1999-03-22,1010.8766233091841
1999-03-23,997.4236166944784
1999-03-24,989.0927661312049
1999-03-25,1003.814239317085
1999-03-26,999.6511002411333
1999-03-29,1005.8882174824145
1999-03-30,1005.2403201030337
1999-03-31,1012.6424908618102
1999-04-01,1013.1303923594886
1999-04-02,1013.1303923594886
1999-04-05,1013.1588633515225
1999-04-06,1021.9961997196802
1999-04-07,1025.1861170518803
1999-04-08,1027.4055123389603
1999-04-09,1029.860906312054
1999-04-12,1025.915397394744
1999-04-13,1035.997873316885
1999-04-14,1038.7311241677855
1999-04-15,1044.0574016861094
1999-04-16,1044.140891987041
1999-04-19,1061.1706552900555
1999-04-20,1045.6736385847414
1999-04-21,1051.8345927584078
1999-04-22,1052.9921065339984
1999-04-23,1052.5715225826793
1999-04-26,1057.162936747096
1999-04-27,1072.3284870477985
1999-04-28,1069.9926252869423
1999-04-29,1072.0243166652656
1999-04-30,1075.5655603939365
1999-05-03,1080.9363533972564
1999-05-04,1083.2283100798938
1999-05-05,1075.0479809411554
1999-05-06,1076.3112411392988
1999-05-07,1077.485066938216
1999-05-10,1079.0787763571907
1999-05-11,1081.826708856639
1999-05-12,1077.7333247126667
1999-05-13,1081.9042304309467
1999-05-14,1072.0449478961264
1999-05-17,1055.6711270726184
1999-05-18,1061.1069351833
1999-05-19,1071.0593615492146
1999-05-20,1079.2912239146406
1999-05-21,1078.500088870009
1999-05-24,1078.2312858708378
1999-05-25,1070.1181356198629
1999-05-26,1067.6982333643887
1999-05-27,1059.1205631387318
1999-05-28,1055.9632569416472
1999-05-31,1058.2336793800425
1999-06-01,1058.6201756338312
1999-06-02,1057.4357206506543
1999-06-03,1062.2401149490101
1999-06-04,1066.580746769993
1999-06-07,1075.0193285789223
1999-06-08,1077.5387938581275
1999-06-09,1081.036554034991
1999-06-10,1074.9240337827605
1999-06-11,1080.2117868709263
1999-06-14,1073.3183825176
1999-06-15,1077.84358036312
1999-06-16,1080.8139191175076
1999-06-17,1083.7751244474043
1999-06-18,1088.8193286923542
1999-06-21,1096.665825001927
1999-06-22,1092.2141072537534
1999-06-23,1084.0687438761436
1999-06-24,1080.1793896149827
1999-06-25,1077.6990713905261
1999-06-28,1078.912230020474
1999-06-29,1081.6579436802906
1999-06-30,1081.5775440791879
1999-07-01,1092.8564061112752
1999-07-02,1094.5587359971853
1999-07-05,1108.4331169536063
1999-07-06,1104.2016828476385
1999-07-07,1103.1926157593002
1999-07-08,1100.8675358776163
1999-07-09,1105.4648037655866
1999-07-12,1107.0122397208247
1999-07-13,1094.8247485761215
1999-07-14,1096.1784879419295
1999-07-15,1105.3555380570895
1999-07-16,1102.113127390684
1999-07-19,1104.1120422463518
1999-07-20,1092.0541672159252
1999-07-21,1081.8458763785204
