Date,WORLD EX UK EQUAL WEIGHTED
1999-06-16,1266.0278241716733
1999-06-17,1274.3598619722704
1999-06-18,1268.7906911446094
1999-06-21,1278.1469239088929
1999-06-22,1277.091634819365
1999-06-23,1270.2705021523961
1999-06-24,1259.447315294928
1999-06-25,1249.4412312062102
1999-06-28,1263.927026832342
1999-06-29,1273.634407860332
1999-06-30,1274.0501589893856
1999-07-01,1293.2188524009855
1999-07-02,1304.302603133974
1999-07-05,1309.5488536529683
1999-07-06,1304.8764412615255
1999-07-07,1302.191035519368
1999-07-08,1304.4004575522415
1999-07-09,1308.8982585989984
1999-07-12,1314.3312028387666
1999-07-13,1304.4595299757543
1999-07-14,1307.764700406532
1999-07-15,1311.3998610530498
1999-07-16,1308.2255440613078
1999-07-19,1317.5092719241136
1999-07-20,1286.7819713867932
1999-07-21,1275.480452775155
1999-07-22,1265.8223633927262
1999-07-23,1261.799970594193
1999-07-26,1237.8054999250244
1999-07-27,1242.073579545482
1999-07-28,1247.3105141971303
1999-07-29,1234.6382177982168
1999-07-30,1243.6865455669022
1999-08-02,1242.9348782812651
1999-08-03,1243.5339187537902
1999-08-04,1231.5990489333083
1999-08-05,1218.9205035815355
1999-08-06,1212.5120073989663
1999-08-09,1219.2986604778876
1999-08-10,1210.5872029320346
1999-08-11,1221.253466441947
1999-08-12,1231.4405930269554
1999-08-13,1245.5324769551507
1999-08-16,1258.9793499473415
1999-08-17,1267.5044598368183
1999-08-18,1264.3448339530728
1999-08-19,1255.5240713626588
1999-08-20,1267.3373307573763
1999-08-23,1285.2857256055727
1999-08-24,1285.8880683484012
1999-08-25,1292.4274471081524
1999-08-26,1285.857453233875
1999-08-27,1279.7627710223778
1999-08-30,1280.1971806184715
1999-08-31,1256.7536700312312
1999-09-01,1269.2150235322424
1999-09-02,1250.9567734703287
1999-09-03,1270.2588577642755
1999-09-06,1277.8732047308156
1999-09-07,1270.1993291972867
1999-09-08,1265.4476812145779
1999-09-09,1282.7978994701555
1999-09-10,1293.6391600776901
1999-09-13,1307.072463360478
1999-09-14,1298.6097785597728
1999-09-15,1297.008374187298
1999-09-16,1282.729700215681
1999-09-17,1281.605393939338
1999-09-20,1283.2919653854315
1999-09-21,1276.260390268615
1999-09-22,1262.2980464130271
1999-09-23,1262.7247243810798
1999-09-24,1243.7389742174103
1999-09-27,1245.3143128033948
1999-09-28,1245.0493759138744
1999-09-29,1230.7180782181056
1999-09-30,1241.0892399744228
1999-10-01,1240.9046402260763
1999-10-04,1245.4586678533176
1999-10-05,1243.300977468211
1999-10-06,1244.75170662672
1999-10-07,1246.0143016827417
1999-10-08,1255.1536329915261
1999-10-11,1255.8819925693854
1999-10-12,1241.6202850063894
1999-10-13,1220.5895017038088
1999-10-14,1220.161624002944
1999-10-15,1197.7939924930674
1999-10-18,1188.9862198532435
1999-10-19,1196.6927932399035
1999-10-20,1208.2831744658652
1999-10-21,1200.9295915364255
1999-10-22,1220.7293527621189
1999-10-25,1225.5952806689058
1999-10-26,1230.0315087947536
1999-10-27,1233.3099577689018
1999-10-28,1246.7460377463594
1999-10-29,1269.3066088290147
1999-11-01,1267.3286086388323
1999-11-02,1268.9169793877468
1999-11-03,1268.8299295637255
1999-11-04,1278.6066473168398
1999-11-05,1277.8046590013857
1999-11-08,1277.8418516741635
1999-11-09,1273.6364037582923
1999-11-10,1278.438305549724
1999-11-11,1276.4275633183895
1999-11-12,1288.210981952761
1999-11-15,1289.1181269152064
1999-11-16,1293.591526537313
1999-11-17,1297.8664846427548
1999-11-18,1312.6390869319036
1999-11-19,1312.4540300505614
1999-11-22,1306.5697374972221
1999-11-23,1307.3869887045375
1999-11-24,1310.58476999628
1999-11-25,1311.9257124831747
1999-11-26,1328.3255118947898
1999-11-29,1332.7077413466984
1999-11-30,1321.5664401778122
1999-12-01,1326.8294093814334
1999-12-02,1338.6126951308195
1999-12-03,1352.2954858136097
1999-12-06,1328.3090375825002
1999-12-07,1328.5583261489812
1999-12-08,1321.8901830998361
1999-12-09,1329.811469901865
1999-12-10,1332.7866177533676
1999-12-13,1331.9821899099072
1999-12-14,1334.4025333212555
1999-12-15,1336.0694801338084
1999-12-16,1327.969232918915
1999-12-17,1337.83241761503
1999-12-20,1339.9349675295146
1999-12-21,1339.2810265518478
1999-12-22,1351.4275516533928
1999-12-23,1356.114395553122
1999-12-24,1358.43215365594
1999-12-27,1363.1116875801042
1999-12-28,1368.5911714331016
1999-12-29,1376.1141612371518
1999-12-30,1383.2689314622257
1999-12-31,1385.0989442618397
2000-01-03,1374.1755823250269
2000-01-04,1328.9701968997515
2000-01-05,1311.941229021499
2000-01-06,1306.4181440827842
2000-01-07,1334.056845276493
2000-01-10,1350.0030828032006
2000-01-11,1345.3468074162129
2000-01-12,1338.6223616875216
2000-01-13,1352.1342294231447
2000-01-14,1376.3531603555903
2000-01-17,1393.0549028625983
2000-01-18,1378.2751416410993
2000-01-19,1371.1679289675221
2000-01-20,1370.365095869604
2000-01-21,1368.4753144813947
2000-01-24,1361.282962883577
2000-01-25,1345.2281297213951
2000-01-26,1355.6277564955749
2000-01-27,1370.9653138371357
2000-01-28,1365.801016626565
2000-01-31,1362.5958286577063
2000-02-01,1369.7198066130368
2000-02-02,1375.5624499946794
2000-02-03,1373.4070292233778
2000-02-04,1379.4020277753086
2000-02-07,1376.8481041499338
2000-02-08,1370.4692004217645
2000-02-09,1359.489997359895
2000-02-10,1361.7837334497742
2000-02-11,1354.1540629659462
2000-02-14,1355.2598970905715
2000-02-15,1346.6206089184172
2000-02-16,1347.7093583059175
2000-02-17,1348.0046205369385
2000-02-18,1333.8138556329388
2000-02-21,1317.9144834289934
2000-02-22,1295.3313101792833
2000-02-23,1306.818511328952
2000-02-24,1313.928016568565
2000-02-25,1336.8869171954614
2000-02-28,1348.2774205785686
2000-02-29,1358.4932694405031
2000-03-01,1369.0496116473353
2000-03-02,1373.0896958598464
2000-03-03,1384.240070014723
2000-03-06,1378.1892404026082
2000-03-07,1375.2460000722892
2000-03-08,1369.844528883221
2000-03-09,1367.3448151284683
2000-03-10,1376.3812404142573
2000-03-13,1367.9359339660484
2000-03-14,1367.2267684596668
2000-03-15,1369.7406815733839
2000-03-16,1402.6728977606444
2000-03-17,1409.6908807574814
2000-03-20,1406.3269616117477
2000-03-21,1410.9369502530492
2000-03-22,1419.872096101026
2000-03-23,1413.4942289640312
2000-03-24,1422.8939318991331
2000-03-27,1432.529375231168
2000-03-28,1441.7620754510958
2000-03-29,1463.596466360625
2000-03-30,1451.5885792041383
2000-03-31,1465.7476700290347
2000-04-03,1472.6858182078206
2000-04-04,1473.146914125662
2000-04-05,1458.377530266721
2000-04-06,1474.4550483327616
2000-04-07,1470.994136034649
2000-04-10,1468.4979113771903
2000-04-11,1459.7045109064898
2000-04-12,1479.7815468612748
2000-04-13,1476.6041187738372
2000-04-14,1447.7754375158777
2000-04-17,1423.2369741050738
2000-04-18,1446.5489275682016
2000-04-19,1462.3145528845296
2000-04-20,1467.1802273524538
2000-04-21,1457.1543752383923
2000-04-24,1474.8871082826356
2000-04-25,1504.2875996008288
2000-04-26,1503.7909930161038
2000-04-27,1506.3983707412242
2000-04-28,1503.518269610699
2000-05-01,1512.4443689691047
2000-05-02,1519.9341019317285
2000-05-03,1530.8913134370048
2000-05-04,1535.4822068915462
2000-05-05,1541.6871363360854
2000-05-08,1538.4780361176781
2000-05-09,1522.4982346089125
2000-05-10,1506.2819457129256
2000-05-11,1521.916336960063
2000-05-12,1532.1840971286524
2000-05-15,1528.3703688798373
2000-05-16,1553.1320935212389
2000-05-17,1558.50121193952
2000-05-18,1555.968525360348
2000-05-19,1551.160475362454
2000-05-22,1523.3791919060411
2000-05-23,1520.5820641475943
2000-05-24,1515.2993494569469
2000-05-25,1514.2825577849023
2000-05-26,1484.5156837756401
2000-05-29,1487.5166498708186
2000-05-30,1490.8619517819295
2000-05-31,1487.2489428247288
2000-06-01,1499.8370695276446
2000-06-02,1501.2190899977643
2000-06-05,1508.1434606473072
2000-06-06,1498.4901541019424
2000-06-07,1504.529576900361
2000-06-08,1508.089918519356
2000-06-09,1511.4586127986965
2000-06-12,1511.4977059105427
2000-06-13,1501.3607467966822
2000-06-14,1504.6361985020353
2000-06-15,1502.1525943638333
2000-06-16,1491.345917940517
2000-06-19,1495.0490792219746
2000-06-20,1505.2507891396845
2000-06-21,1515.489431621716
2000-06-22,1516.6542023001907
2000-06-23,1517.8067976063044
2000-06-26,1512.9959214512608
2000-06-27,1516.6566562988025
2000-06-28,1519.5328510703628
2000-06-29,1511.189440511616
2000-06-30,1508.3182173346559
2000-07-03,1534.004492905943
2000-07-04,1534.509409786418
2000-07-05,1517.3310738581772
2000-07-06,1516.7982427553866
2000-07-07,1532.7830641205026
2000-07-10,1537.6025071825677
2000-07-11,1544.5152786557078
2000-07-12,1554.2961250078724
2000-07-13,1555.0990140803879
2000-07-14,1559.0842762116372
2000-07-17,1559.8447540911375
2000-07-18,1550.9656571255605
2000-07-19,1556.2025072731803
2000-07-20,1561.3651898975731
2000-07-21,1541.1914105624521
2000-07-24,1531.077782052156
2000-07-25,1520.6028889202112
2000-07-26,1513.885817981493
2000-07-27,1509.8411913536493
2000-07-28,1507.1696204630477
2000-07-31,1506.3558081369958
2000-08-01,1519.3110895454654
2000-08-02,1539.0027544896866
2000-08-03,1545.9275971637073
2000-08-04,1549.6596958071093
2000-08-07,1564.1456699617636
2000-08-08,1574.0025102367595
2000-08-09,1584.7949751007468
2000-08-10,1569.3734018690845
2000-08-11,1585.2383869866158
2000-08-14,1590.8551959323192
2000-08-15,1581.2073703839633
2000-08-16,1588.2676430262518
2000-08-17,1582.2551521035857
2000-08-18,1588.3896040908292
2000-08-21,1592.365706646892
2000-08-22,1608.498636661973
2000-08-23,1614.0973985289043
2000-08-24,1605.314177854137
2000-08-25,1609.1262419414209
2000-08-28,1616.3148096507575
2000-08-29,1616.321182744653
2000-08-30,1614.9536991768273
2000-08-31,1621.9561125833745
2000-09-01,1616.6862625322
2000-09-04,1620.160832500442
2000-09-05,1634.761300636411
2000-09-06,1641.4086709016428
2000-09-07,1652.1915001412528
2000-09-08,1655.733158530748
2000-09-11,1653.5405170089134
2000-09-12,1647.215055480313
2000-09-13,1640.312164259218
2000-09-14,1642.8004813323469
2000-09-15,1633.0236416492035
2000-09-18,1625.6476127002495
2000-09-19,1625.5145348290607
2000-09-20,1634.2947964153666
2000-09-21,1616.4488410742176
2000-09-22,1569.300468341274
2000-09-25,1586.210942086945
2000-09-26,1574.4683432980553
2000-09-27,1567.8130794468527
2000-09-28,1574.8446937884576
2000-09-29,1581.2832278196224
2000-10-02,1585.8139405130648
2000-10-03,1596.161892032317
2000-10-04,1597.0812897217547
2000-10-05,1599.234892209261
2000-10-06,1588.1592765117812
2000-10-09,1580.2291902906798
2000-10-10,1576.9103444419036
2000-10-11,1549.569007837364
2000-10-12,1548.7018793179784
2000-10-13,1555.218924691269
2000-10-16,1574.2864564943284
2000-10-17,1553.1400321571366
2000-10-18,1542.6727738694246
2000-10-19,1570.4846099907904
2000-10-20,1585.3112619431743
2000-10-23,1591.6575717429023
2000-10-24,1601.4574474344404
2000-10-25,1600.6426847830573
2000-10-26,1598.1008371027633
2000-10-27,1587.1006593087805
2000-10-30,1594.9209516799258
2000-10-31,1607.0040039492271
2000-11-01,1609.0872578547364
2000-11-02,1613.1884622522975
2000-11-03,1615.7121492591
2000-11-06,1630.8651307403488
2000-11-07,1630.664162926861
2000-11-08,1631.5194762309768
2000-11-09,1615.7742477502798
2000-11-10,1591.7997353039245
2000-11-13,1577.3579925147383
2000-11-14,1594.3392134983878
2000-11-15,1597.1052220139823
2000-11-16,1591.6341286401807
2000-11-17,1590.2851000858468
2000-11-20,1577.986891624381
2000-11-21,1573.7921592651514
2000-11-22,1560.3806023058683
2000-11-23,1564.4070223336491
2000-11-24,1579.719368926863
2000-11-27,1578.4035906552162
2000-11-28,1564.261132391722
2000-11-29,1554.2159292792512
2000-11-30,1534.4601073962465
2000-12-01,1547.9795292200831
2000-12-04,1524.8938831086948
2000-12-05,1549.8961744718495
2000-12-06,1548.0027275058799
2000-12-07,1532.8123631744313
2000-12-08,1552.291558787431
2000-12-11,1584.7005754181484
2000-12-12,1582.1103798802058
2000-12-13,1570.8715172464033
2000-12-14,1538.7000760200285
2000-12-15,1506.846299130562
2000-12-18,1513.09058008871
2000-12-19,1507.8838239026454
2000-12-20,1461.5854700592292
2000-12-21,1445.7534777399837
2000-12-22,1453.0057358634535
2000-12-25,1463.0529572923742
2000-12-26,1459.0681981265502
2000-12-27,1468.6353982083458
2000-12-28,1481.9084389963107
2000-12-29,1468.5475458810452
2001-01-01,1468.5475458810452
2001-01-02,1444.8220443943044
2001-01-03,1456.4850326293376
2001-01-04,1463.9718102729048
2001-01-05,1447.5328605567352
2001-01-08,1449.0934517058554
2001-01-09,1452.0958842091409
2001-01-10,1453.6616564769092
2001-01-11,1444.9276503067965
2001-01-12,1449.80405412436
2001-01-15,1456.7634184914118
2001-01-16,1462.5533800596154
2001-01-17,1481.4792638963252
2001-01-18,1472.288624315791
2001-01-19,1484.7751893414995
2001-01-22,1488.5029933750286
2001-01-23,1491.299630029887
2001-01-24,1510.1205357364465
2001-01-25,1516.8457044992738
2001-01-26,1510.1352764762003
2001-01-29,1524.6427772202476
2001-01-30,1525.7538376881912
2001-01-31,1527.0527195035227
2001-02-01,1521.9649476217576
2001-02-02,1517.8207488700739
2001-02-05,1504.4091069859846
2001-02-06,1517.5882605033498
2001-02-07,1508.2864722152467
2001-02-08,1520.6143715494877
2001-02-09,1504.514043539307
2001-02-12,1504.967147083124
2001-02-13,1512.812579806882
2001-02-14,1512.0642583264316
2001-02-15,1540.3180667003596
2001-02-16,1513.6817473002661
2001-02-19,1504.7127185490854
2001-02-20,1514.4686737738557
2001-02-21,1495.1658727433507
2001-02-22,1493.567902610937
2001-02-23,1490.4900793519012
2001-02-26,1505.229810663658
2001-02-27,1495.4844066981802
2001-02-28,1484.0334247576704
2001-03-01,1463.2228738127794
2001-03-02,1442.4172072819563
2001-03-05,1453.9027935234046
2001-03-06,1471.5873056265893
2001-03-07,1481.6642938490231
2001-03-08,1475.6793633570578
2001-03-09,1462.6036285139119
2001-03-12,1426.1951924138718
2001-03-13,1424.9501952897451
2001-03-14,1406.244311378082
2001-03-15,1421.5774592908526
2001-03-16,1406.9718625011462
2001-03-19,1413.815882614673
2001-03-20,1402.8358951753953
2001-03-21,1405.6183317153211
2001-03-22,1389.2193483802166
2001-03-23,1404.4223170905893
2001-03-26,1436.1783902446925
2001-03-27,1444.1320184892722
2001-03-28,1448.3392003429542
2001-03-29,1439.6317243674157
2001-03-30,1437.4614510893862
2001-04-02,1422.0521831576177
2001-04-03,1399.3730405546246
2001-04-04,1387.741243082749
2001-04-05,1427.2037022705272
2001-04-06,1413.2695702806996
2001-04-09,1413.37200236809
2001-04-10,1446.1275634944466
2001-04-11,1458.7986714652716
2001-04-12,1463.3596912693451
2001-04-13,1463.9938109801665
2001-04-16,1470.2404346072199
2001-04-17,1476.2726240559862
2001-04-18,1526.7545545259557
2001-04-19,1523.483833748542
2001-04-20,1502.8364925862757
2001-04-23,1496.2696354049153
2001-04-24,1499.2614688504723
2001-04-25,1504.9425937377102
2001-04-26,1511.7025497021586
2001-04-27,1532.1099395983508
2001-04-30,1549.6440793495617
2001-05-01,1565.8871663699301
2001-05-02,1570.8625958546452
2001-05-03,1558.346891444186
2001-05-04,1559.8962079448224
2001-05-07,1564.3748646593313
2001-05-08,1563.492820427801
2001-05-09,1556.683839063782
2001-05-10,1566.0473146327427
2001-05-11,1572.794860051266
2001-05-14,1563.8452848842924
2001-05-15,1564.3745374957903
2001-05-16,1563.8844912275667
2001-05-17,1585.9454260510581
2001-05-18,1591.0534362514477
2001-05-21,1611.6815614140294
2001-05-22,1624.5430974637673
2001-05-23,1628.4207073910102
2001-05-24,1632.7627025159945
2001-05-25,1623.7220407674386
2001-05-28,1617.7100799469285
2001-05-29,1621.9139461094935
2001-05-30,1594.4596535856433
2001-05-31,1609.4129165292222
2001-06-01,1613.9445359583428
2001-06-04,1614.332358808478
2001-06-05,1619.561197186515
2001-06-06,1617.2090944814834
2001-06-07,1617.3277461350897
2001-06-08,1617.6530096329293
2001-06-11,1610.2180354064533
2001-06-12,1582.382110527773
2001-06-13,1582.2252860912022
2001-06-14,1555.7244171932764
2001-06-15,1541.419967807553
2001-06-18,1531.225291818098
2001-06-19,1533.9237355887121
2001-06-20,1536.822437513992
2001-06-21,1539.2741671122117
2001-06-22,1541.2994075871443
2001-06-25,1528.855137188709
2001-06-26,1527.2441370210402
2001-06-27,1524.6052468464281
2001-06-28,1541.996413475021
2001-06-29,1557.338603788183
2001-07-02,1560.6775113596334
2001-07-03,1561.2120171022011
2001-07-04,1556.5494926530957
2001-07-05,1556.5713622618107
2001-07-06,1518.850586473088
2001-07-09,1509.9045158163717
2001-07-10,1499.3421655431596
2001-07-11,1483.9620044242042
2001-07-12,1514.8214035656115
2001-07-13,1518.9035986406843
2001-07-16,1506.6387909088328
2001-07-17,1505.5776054930284
2001-07-18,1474.682752887308
2001-07-19,1486.9299437974037
2001-07-20,1476.7518802860009
2001-07-23,1466.6724031833312
2001-07-24,1454.121742197232
2001-07-25,1452.6948407658226
2001-07-26,1461.9145497119412
2001-07-27,1472.1893982761328
2001-07-30,1466.5168129732967
2001-07-31,1479.2556843410698
2001-08-01,1482.0729775652114
2001-08-02,1492.568929540035
2001-08-03,1478.9868345255861
2001-08-06,1482.307683807168
2001-08-07,1488.0166447893039
2001-08-08,1476.6276610558966
2001-08-09,1448.3944408053253
2001-08-10,1442.3781232274428
2001-08-13,1437.9650513466358
2001-08-14,1449.605631332766
2001-08-15,1437.204520774258
2001-08-16,1430.0848333755216
2001-08-17,1415.508742227541
2001-08-20,1411.2265302014976
2001-08-21,1413.4015381810054
2001-08-22,1411.3350676942466
2001-08-23,1418.1017111008202
2001-08-24,1427.7014216229804
2001-08-27,1432.8356874027697
2001-08-28,1419.4444593508217
2001-08-29,1408.6680408431014
2001-08-30,1390.7998500486112
2001-08-31,1391.9571541805883
2001-09-03,1380.446607471301
2001-09-04,1403.0778299386498
2001-09-05,1390.2278918914324
2001-09-06,1369.3013555829132
2001-09-07,1337.5911345784134
2001-09-10,1321.2987877453918
2001-09-11,1297.1964915012031
2001-09-12,1265.8783451312252
2001-09-13,1271.4136579883325
2001-09-14,1254.477976879803
2001-09-17,1206.7875791087079
2001-09-18,1201.8922640440226
2001-09-19,1189.8832273141934
2001-09-20,1158.5445519835148
2001-09-21,1140.6910517060073
2001-09-24,1167.3137609974078
2001-09-25,1168.2229504651489
2001-09-26,1169.6148944521171
2001-09-27,1172.9931076273626
2001-09-28,1208.8582797197305
2001-10-01,1203.6771381198157
2001-10-02,1217.031311978181
2001-10-03,1216.2196358332028
2001-10-04,1241.1886554014193
2001-10-05,1233.501703963717
2001-10-08,1228.688821649287
2001-10-09,1223.6147910836917
2001-10-10,1243.1887679442773
2001-10-11,1277.9799359070148
2001-10-12,1274.2464380687568
2001-10-15,1268.9595334726303
2001-10-16,1279.4241267109057
2001-10-17,1282.239573001237
2001-10-18,1268.6230242405115
2001-10-19,1270.2222184254906
2001-10-22,1285.1396354512558
2001-10-23,1302.1574622148426
2001-10-24,1300.9786167231414
2001-10-25,1301.0783578978971
2001-10-26,1309.4274723877147
2001-10-29,1277.079858200064
2001-10-30,1252.9354101904748
2001-10-31,1263.1167009066648
2001-11-01,1265.855395360131
2001-11-02,1269.1582908669332
2001-11-05,1292.1260215354696
2001-11-06,1304.8781106198064
2001-11-07,1298.8580206925915
2001-11-08,1314.4353836935484
2001-11-09,1308.903412788603
2001-11-12,1299.3302931931403
2001-11-13,1325.0021694632499
2001-11-14,1333.3722785546242
2001-11-15,1348.7431749977152
2001-11-16,1348.7047680403869
2001-11-19,1373.3077348682732
2001-11-20,1360.712871992665
2001-11-21,1362.368413131021
2001-11-22,1363.616731153872
2001-11-23,1371.1558478334707
2001-11-26,1379.4548499444056
2001-11-27,1374.1288720897116
2001-11-28,1351.4150233431312
2001-11-29,1354.5782045220071
2001-11-30,1356.4775637192524
2001-12-03,1345.2427384773787
2001-12-04,1361.2609167195628
2001-12-05,1396.5977787167908
2001-12-06,1396.6355410004219
2001-12-07,1388.1551841658677
2001-12-10,1370.5787082781417
2001-12-11,1365.902717093039
2001-12-12,1362.3780002560425
2001-12-13,1336.0526633365105
2001-12-14,1323.9967732028588
2001-12-17,1322.8683549699954
2001-12-18,1331.2184937513077
2001-12-19,1332.0410159097862
2001-12-20,1327.8089141563453
2001-12-21,1341.0284179988998
2001-12-24,1351.1645201442534
2001-12-25,1349.900230870814
2001-12-26,1348.082761827139
2001-12-27,1355.6818692378877
2001-12-28,1373.7668037247959
2001-12-31,1361.503934658986
2002-01-01,1361.503934658986
2002-01-02,1346.1571743765123
2002-01-03,1364.0249251985945
2002-01-04,1386.547570039552
2002-01-07,1387.800416138966
2002-01-08,1375.7712920288975
2002-01-09,1376.66192424942
2002-01-10,1364.1207989832812
2002-01-11,1362.4244972838922
2002-01-14,1345.9514193089283
2002-01-15,1347.4686707793296
2002-01-16,1340.6587623409964
2002-01-17,1350.863171081678
2002-01-18,1347.7479558446005
2002-01-21,1347.7269146338176
2002-01-22,1337.808877304581
2002-01-23,1342.4707674897656
2002-01-24,1356.5715592346717
2002-01-25,1374.109654183047
2002-01-28,1385.7265692842047
2002-01-29,1369.386988837124
2002-01-30,1363.152521648528
2002-01-31,1377.958724431673
2002-02-01,1371.070915126917
2002-02-04,1348.4805655463676
2002-02-05,1330.3085094570854
2002-02-06,1323.3637426371185
2002-02-07,1323.0066872062482
2002-02-08,1331.5029696953486
2002-02-11,1340.401895042483
2002-02-12,1346.7657241898507
2002-02-13,1359.983973318343
2002-02-14,1369.3895893742922
2002-02-15,1358.8521889560375
2002-02-18,1361.1680930247774
2002-02-19,1332.474833227707
2002-02-20,1335.9142952882617
2002-02-21,1342.4576856704464
2002-02-22,1335.844078993765
2002-02-25,1349.9099360140178
2002-02-26,1357.276489717736
2002-02-27,1375.8863779106714
2002-02-28,1377.011383836145
2002-03-01,1399.1435816512849
2002-03-04,1441.0218537468975
2002-03-05,1439.1448052208161
2002-03-06,1444.0556317824316
2002-03-07,1460.2851664185555
2002-03-08,1476.7373375595646
2002-03-11,1483.72069228425
2002-03-12,1469.0350844005234
2002-03-13,1448.4231789265668
2002-03-14,1446.8141673756083
2002-03-15,1456.540932721889
2002-03-18,1457.9291276967458
2002-03-19,1464.3358808896692
2002-03-20,1450.7220331544956
2002-03-21,1451.9809637108517
2002-03-22,1446.0905761224717
2002-03-25,1436.0418939937613
2002-03-26,1436.316216759529
2002-03-27,1451.01569880352
2002-03-28,1459.5836725613829
2002-03-29,1453.4870405565275
2002-04-01,1440.8227485451816
2002-04-02,1433.5317808061718
2002-04-03,1434.9171828018796
2002-04-04,1433.4049450085774
2002-04-05,1440.230290411882
2002-04-08,1441.011318139972
2002-04-09,1432.9482387292098
2002-04-10,1440.038940486978
2002-04-11,1418.623457385972
2002-04-12,1422.3634431648657
2002-04-15,1426.360502277527
2002-04-16,1446.633306478694
2002-04-17,1450.466526518195
2002-04-18,1448.1347788553574
2002-04-19,1450.3682816271823
2002-04-22,1445.29705504432
2002-04-23,1442.7060603894333
2002-04-24,1434.1921019815309
2002-04-25,1424.5612162978814
2002-04-26,1415.9072035261418
2002-04-29,1403.8395426417087
2002-04-30,1408.609884070042
2002-05-01,1410.5764862723447
2002-05-02,1412.2319188573226
2002-05-03,1398.3019164563202
2002-05-06,1383.8417058632178
2002-05-07,1377.0414459111685
2002-05-08,1406.5835639437253
2002-05-09,1402.8979836148583
2002-05-10,1389.2908944578553
2002-05-13,1397.0779407807481
2002-05-14,1418.1969464087822
2002-05-15,1422.7979855087392
2002-05-16,1425.801730998422
2002-05-17,1423.0373819004908
2002-05-20,1419.802801233289
2002-05-21,1421.9468036110422
