Date,PACIFIC EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,979.6006292480679
1999-01-05,978.6393510174232
1999-01-06,996.5299450514112
1999-01-07,1021.7488275168654
1999-01-08,1027.1054187421673
1999-01-11,1046.4135550791975
1999-01-12,1028.3257544001397
1999-01-13,993.5513144056075
1999-01-14,1002.5063361285181
1999-01-15,1011.9386820459423
1999-01-18,1010.8060917239052
1999-01-19,1013.6323082881597
1999-01-20,1028.598679424235
1999-01-21,1032.1979774269928
1999-01-22,1012.0500509119472
1999-01-25,1013.8418021562833
1999-01-26,1024.0237446742876
1999-01-27,1027.5344526918723
1999-01-28,1021.0496408800859
1999-01-29,1034.963153199711
1999-02-01,1046.718441686427
1999-02-02,1055.5248976244557
1999-02-03,1047.3527941499585
1999-02-04,1051.5406743814092
1999-02-05,1039.8151954649293
1999-02-08,1038.5398223938664
1999-02-09,1023.1432767155585
1999-02-10,1017.3627506895322
1999-02-11,1027.021358774024
1999-02-12,1032.261445076806
1999-02-15,1033.620886511205
1999-02-16,1026.2427850113393
1999-02-17,1010.104345565615
1999-02-18,1002.6579294785533
1999-02-19,1010.2436246808649
1999-02-22,1026.4908248108695
1999-02-23,1030.4153352931849
1999-02-24,1027.310444801726
1999-02-25,1032.8275831207704
1999-02-26,1044.0567279668542
1999-03-01,1041.5612352327437
1999-03-02,1022.4460621095615
1999-03-03,1024.9078246060185
1999-03-04,1021.8087863034965
1999-03-05,1056.6397091510228
1999-03-08,1052.9735958772178
1999-03-09,1068.0826895512553
1999-03-10,1089.9597929253237
1999-03-11,1108.6971507600688
1999-03-12,1109.9120779372915
1999-03-15,1135.5370503841095
1999-03-16,1164.9450715471567
1999-03-17,1153.0280937365203
1999-03-18,1132.5044266291072
1999-03-19,1172.2245972922458
1999-03-22,1170.7737956294627
1999-03-23,1169.24996216219
1999-03-24,1149.6191905356511
1999-03-25,1173.5217250487117
1999-03-26,1179.4017193531097
1999-03-29,1183.3798241294594
1999-03-30,1167.9116111044746
1999-03-31,1186.8392147908012
1999-04-01,1197.098549566584
1999-04-02,1191.7032721165913
1999-04-05,1194.6400035593776
1999-04-06,1212.4361382040445
1999-04-07,1216.0312917271874
1999-04-08,1229.7677703221555
1999-04-09,1239.4833952089703
1999-04-12,1227.267013100236
1999-04-13,1251.3867554807332
1999-04-14,1271.538328027165
1999-04-15,1277.7256277584365
1999-04-16,1310.3216796557801
1999-04-19,1330.8849822784434
1999-04-20,1310.8518479254335
1999-04-21,1295.3460752674935
1999-04-22,1303.0686876912428
1999-04-23,1309.2808112953078
1999-04-26,1320.8434580292414
1999-04-27,1316.0235729096023
1999-04-28,1322.9093048924794
1999-04-29,1330.5891503742907
1999-04-30,1333.2340678280093
1999-05-03,1331.8608693321917
1999-05-04,1324.0856653925246
1999-05-05,1316.6387336596595
1999-05-06,1344.010568394888
1999-05-07,1331.9672188429201
1999-05-10,1331.7389817720975
1999-05-11,1326.5238098791565
1999-05-12,1340.1809214460736
1999-05-13,1336.0179168386583
1999-05-14,1321.046674119561
1999-05-17,1290.5690636048598
1999-05-18,1295.0407340988354
1999-05-19,1264.6771236957698
1999-05-20,1266.8409985461162
1999-05-21,1283.0638323510125
1999-05-24,1288.474593726922
1999-05-25,1276.743046110631
1999-05-26,1295.02429338944
1999-05-27,1298.0649415997216
1999-05-28,1294.983327575646
1999-05-31,1298.845635040908
1999-06-01,1312.3772196003777
1999-06-02,1329.0770301801208
1999-06-03,1317.2299000115759
1999-06-04,1322.4478011455276
1999-06-07,1343.1368702553398
1999-06-08,1345.31895866354
1999-06-09,1357.5207963754735
1999-06-10,1373.0613094780467
1999-06-11,1389.1493101545684
1999-06-14,1377.4323389440876
1999-06-15,1379.4414838822026
1999-06-16,1393.587202660263
1999-06-17,1412.8453700407376
1999-06-18,1393.4534204493998
1999-06-21,1407.898850448828
1999-06-22,1417.0540507969513
1999-06-23,1407.478535142987
1999-06-24,1399.622339302286
1999-06-25,1384.2837633993504
1999-06-28,1402.9989390637375
1999-06-29,1413.416459377971
1999-06-30,1404.6029651968277
1999-07-01,1435.0273357314702
1999-07-02,1451.123052166328
1999-07-05,1449.2897661045597
1999-07-06,1447.5460763136805
1999-07-07,1441.6680634312484
1999-07-08,1444.5999046654738
1999-07-09,1444.8393964831266
1999-07-12,1457.4904890612995
1999-07-13,1453.250987103234
1999-07-14,1456.1948454504018
1999-07-15,1457.9877383069024
1999-07-16,1443.1847688066787
1999-07-19,1472.3267433709486
1999-07-20,1441.5037851285076
1999-07-21,1431.4491260399718
1999-07-22,1413.9232036570963
1999-07-23,1408.8650994928084
1999-07-26,1377.1166383307998
1999-07-27,1376.7049478247368
1999-07-28,1389.9328253916563
1999-07-29,1397.0166265519342
1999-07-30,1411.018383937259
1999-08-02,1411.3801704919533
