Date,NORTH AMERICA EQUAL WEIGHTED
1999-08-03,1224.1968961576238
1999-08-04,1204.6897952944967
1999-08-05,1200.9604406061521
1999-08-06,1194.8121551921977
1999-08-09,1204.0715144933038
1999-08-10,1186.8995383568094
1999-08-11,1213.5184194477122
1999-08-12,1211.9675588728778
1999-08-13,1237.5774382357358
1999-08-16,1238.993286437422
1999-08-17,1254.8394096113323
1999-08-18,1240.4999027887254
1999-08-19,1229.1149239231092
1999-08-20,1237.335589512823
1999-08-23,1258.1396047421927
1999-08-24,1259.7827535781971
1999-08-25,1270.972309556803
1999-08-26,1260.6985332972806
1999-08-27,1250.1026407926317
1999-08-30,1234.4489609768684
1999-08-31,1214.5420901301466
1999-09-01,1216.0279337761347
1999-09-02,1191.9399045121584
1999-09-03,1229.2490416368205
1999-09-06,1232.236983693575
1999-09-07,1225.7517089680866
1999-09-08,1220.849472748519
1999-09-09,1230.6954471661163
1999-09-10,1244.8043382402182
1999-09-13,1248.134978386301
1999-09-14,1237.5963801383132
1999-09-15,1231.0724038471185
1999-09-16,1223.57935789848
1999-09-17,1233.7832808493524
1999-09-20,1228.6892728095452
1999-09-21,1200.6883453030441
1999-09-22,1196.0341169491462
1999-09-23,1183.7135038679392
1999-09-24,1174.394995279321
1999-09-27,1188.8407356600308
1999-09-28,1177.4731778264666
1999-09-29,1164.7356221747768
1999-09-30,1168.6132831382617
1999-10-01,1159.4573739496682
1999-10-04,1173.9011192746675
1999-10-05,1168.4324914941792
1999-10-06,1176.0791829637853
1999-10-07,1168.8338855193922
1999-10-08,1186.4560106338554
1999-10-11,1184.6598867910182
1999-10-12,1158.4051918564362
1999-10-13,1136.0943157622446
1999-10-14,1135.403215022848
1999-10-15,1098.559236209389
1999-10-18,1102.9485374970443
1999-10-19,1110.382295827433
1999-10-20,1126.3901465656618
1999-10-21,1119.7995481556354
1999-10-22,1149.5155400788904
1999-10-25,1148.4621750943427
1999-10-26,1147.6709531836957
1999-10-27,1161.5429789711852
1999-10-28,1194.8945974180144
1999-10-29,1218.5246288161084
1999-11-01,1211.382582539927
1999-11-02,1209.819874133152
1999-11-03,1209.9425610202707
1999-11-04,1215.828748483384
1999-11-05,1225.026335914525
1999-11-08,1231.9296349957624
1999-11-09,1221.0046774839425
1999-11-10,1221.7620012098566
1999-11-11,1228.3611072727278
1999-11-12,1254.4659369584492
1999-11-15,1261.6623655071971
1999-11-16,1275.6589107077218
1999-11-17,1261.2440885969565
1999-11-18,1275.903416354901
1999-11-19,1273.2593638868461
1999-11-22,1261.789265792217
1999-11-23,1256.5547175006882
1999-11-24,1274.6316410190084
1999-11-25,1276.7729365329528
1999-11-26,1286.616457965467
1999-11-29,1283.4305790428548
1999-11-30,1273.6666066237806
1999-12-01,1274.3933847525336
1999-12-02,1286.9216047557297
1999-12-03,1306.6886767969954
1999-12-06,1272.8297121404398
1999-12-07,1263.812262977608
1999-12-08,1257.054114228642
1999-12-09,1266.0254834896773
1999-12-10,1269.2367992045688
1999-12-13,1271.730969643149
1999-12-14,1272.635071292148
1999-12-15,1282.7378040330632
1999-12-16,1268.233276194065
1999-12-17,1282.0887510472644
1999-12-20,1278.7651607693015
1999-12-21,1283.1647606716715
1999-12-22,1287.9496257975757
1999-12-23,1300.3136141660868
1999-12-24,1302.7745165446063
1999-12-27,1309.0675846432698
1999-12-28,1323.0144227380422
1999-12-29,1336.5403593060237
1999-12-30,1341.7540748757356
1999-12-31,1347.0876113165984
2000-01-03,1315.5744453029272
2000-01-04,1263.8420849623237
2000-01-05,1264.832787211233
2000-01-06,1274.9467295963345
2000-01-07,1311.3228670345786
2000-01-10,1326.8639988091388
2000-01-11,1306.9043369050005
2000-01-12,1300.8067884114
2000-01-13,1313.6919646220072
2000-01-14,1333.2497431140434
2000-01-17,1343.5588519202622
2000-01-18,1330.964324042155
2000-01-19,1330.9776295816728
2000-01-20,1318.377127813017
2000-01-21,1317.87763823156
2000-01-24,1291.878420071902
2000-01-25,1283.7264805609432
2000-01-26,1295.5886966110586
2000-01-27,1312.1884525511102
2000-01-28,1292.9449420075584
2000-01-31,1305.6444503277696
2000-02-01,1326.8268276928118
2000-02-02,1328.0608665124694
2000-02-03,1322.0686265939626
2000-02-04,1324.677533399583
2000-02-07,1321.4607999115922
2000-02-08,1312.1327820656477
2000-02-09,1284.449576980685
2000-02-10,1286.1824028063236
2000-02-11,1267.26489565568
2000-02-14,1281.1349871307302
2000-02-15,1288.0123167354957
2000-02-16,1283.497908545994
2000-02-17,1282.488613947429
2000-02-18,1255.7067701482522
2000-02-21,1254.240850213036
2000-02-22,1226.3034190653336
2000-02-23,1229.381534497796
2000-02-24,1233.259512681549
2000-02-25,1248.141806367511
2000-02-28,1272.529845683493
2000-02-29,1287.2235312985388
2000-03-01,1292.5741788488758
2000-03-02,1288.2005273660375
2000-03-03,1308.8443364310633
2000-03-06,1286.669981989288
2000-03-07,1265.8272461561223
2000-03-08,1268.615483953035
2000-03-09,1269.9223958689365
2000-03-10,1272.1602609762951
2000-03-13,1270.248948719247
2000-03-14,1260.3210205924133
2000-03-15,1295.0851216870713
2000-03-16,1358.4386894309303
2000-03-17,1350.8692978940146
2000-03-20,1344.4402365371864
2000-03-21,1363.0342279872991
2000-03-22,1374.3655490287897
2000-03-23,1378.274832924146
2000-03-24,1377.0475021964999
2000-03-27,1370.257945605121
2000-03-28,1368.7490385903252
2000-03-29,1390.9829135965745
2000-03-30,1394.9979561887626
2000-03-31,1406.6059646655694
2000-04-03,1425.8443492470642
2000-04-04,1418.7907668800885
2000-04-05,1404.9841159505932
2000-04-06,1427.6198652895948
2000-04-07,1417.3729011884393
2000-04-10,1420.539565054483
2000-04-11,1426.855712857519
2000-04-12,1441.689248508326
2000-04-13,1433.9006191350848
2000-04-14,1359.9063793462094
2000-04-17,1378.9444846313404
2000-04-18,1404.6535150845384
2000-04-19,1418.391125386916
2000-04-20,1432.8227038748057
2000-04-21,1432.8227038748057
2000-04-24,1441.8866659352198
2000-04-25,1496.4851121402753
2000-04-26,1493.456665255937
2000-04-27,1504.648313625785
2000-04-28,1500.8100228033047
2000-05-01,1518.6209473184324
2000-05-02,1507.7342273380823
2000-05-03,1513.0459392409678
2000-05-04,1514.831401097017
2000-05-05,1527.8929974982268
2000-05-08,1526.0114756588493
2000-05-09,1513.5363903862242
2000-05-10,1490.552198740777
2000-05-11,1528.1500382013494
2000-05-12,1529.4399693170099
2000-05-15,1535.2357272011122
2000-05-16,1566.863780072468
2000-05-17,1574.309944259342
2000-05-18,1568.2889446524587
2000-05-19,1552.71067468032
2000-05-22,1530.3766544197986
2000-05-23,1513.081166102835
2000-05-24,1529.056358512753
2000-05-25,1507.1765762940538
2000-05-26,1471.6824407985869
2000-05-29,1471.2555145405245
2000-05-30,1485.9992510627478
2000-05-31,1489.4277671767138
2000-06-01,1510.2905124541705
2000-06-02,1510.5924481863306
2000-06-05,1499.7343305007678
2000-06-06,1468.328984172872
2000-06-07,1474.2674494154255
2000-06-08,1474.6181016873095
2000-06-09,1480.6397099896246
2000-06-12,1470.0466518177418
2000-06-13,1462.0804414940048
2000-06-14,1469.2546949109162
2000-06-15,1472.7755302163573
2000-06-16,1447.602264495319
2000-06-19,1451.9210591666813
2000-06-20,1451.819538747172
2000-06-21,1463.9116064981629
2000-06-22,1458.2386277233763
2000-06-23,1456.9199300644866
2000-06-26,1456.260966512703
2000-06-27,1450.8613713916795
2000-06-28,1450.0422722696615
2000-06-29,1435.7581784609617
2000-06-30,1414.9490738369634
2000-07-03,1446.1450759784227
2000-07-04,1449.228280003998
2000-07-05,1427.3283756015298
2000-07-06,1433.8063046863258
2000-07-07,1456.4794854317083
2000-07-10,1453.573993505695
2000-07-11,1468.3874606249092
2000-07-12,1489.2075232150025
2000-07-13,1504.3717806025647
2000-07-14,1506.8709785427714
2000-07-17,1508.6197287500627
2000-07-18,1504.7766446747921
2000-07-19,1512.167866399979
2000-07-20,1519.2239214226793
2000-07-21,1493.9783425811725
2000-07-24,1483.5412649663533
2000-07-25,1471.7231089495872
2000-07-26,1452.4523446395528
2000-07-27,1465.4579096682858
2000-07-28,1463.3845977038177
2000-07-31,1468.0320837342717
2000-08-01,1484.7407791204391
2000-08-02,1508.9184774103358
2000-08-03,1530.5892257899495
2000-08-04,1538.3388213838837
2000-08-07,1553.3703407828425
2000-08-08,1581.2572148907768
2000-08-09,1576.3467944817532
2000-08-10,1548.5102716795043
2000-08-11,1573.4749268206074
2000-08-14,1591.1549019421457
2000-08-15,1564.6784090354945
2000-08-16,1568.4008900660135
2000-08-17,1569.7108950316087
2000-08-18,1575.123163368995
2000-08-21,1585.057212638851
2000-08-22,1598.456451304623
2000-08-23,1602.5646148598396
2000-08-24,1591.9003022433983
2000-08-25,1593.6116476972763
2000-08-28,1604.2210729596425
2000-08-29,1603.5963270609377
2000-08-30,1613.040912187972
2000-08-31,1634.7771334717386
2000-09-01,1619.5081436756273
2000-09-04,1619.8381839133226
2000-09-05,1651.7879378105804
2000-09-06,1672.5235313150722
2000-09-07,1683.2522569174769
2000-09-08,1691.0070962549505
2000-09-11,1703.717094018695
2000-09-12,1704.4738575055312
2000-09-13,1699.3034109820674
2000-09-14,1702.3636541526294
2000-09-15,1686.1453466608377
2000-09-18,1671.3482998313593
2000-09-19,1671.8107743704554
2000-09-20,1670.3466439527522
2000-09-21,1652.7794221323713
2000-09-22,1607.8835357719975
2000-09-25,1618.6687804007354
2000-09-26,1599.4605457727712
2000-09-27,1596.9714086442584
2000-09-28,1620.2995938346537
2000-09-29,1614.831831777189
2000-10-02,1609.155391902045
2000-10-03,1615.3835289256917
2000-10-04,1626.9460293276425
2000-10-05,1626.3861249567344
2000-10-06,1599.1000101903053
2000-10-09,1602.8401880365207
2000-10-10,1589.2543293636975
2000-10-11,1556.6594049405617
2000-10-12,1542.2760201889305
2000-10-13,1569.4966506355302
2000-10-16,1599.804093716918
2000-10-17,1564.8101995458514
2000-10-18,1565.5901934529857
2000-10-19,1612.8624445074704
2000-10-20,1626.259560720937
2000-10-23,1637.3279679209425
2000-10-24,1647.258731232143
2000-10-25,1643.8044922070198
2000-10-26,1641.6448587869043
2000-10-27,1629.5372725906918
2000-10-30,1660.4348134064444
2000-10-31,1687.6785203208465
2000-11-01,1669.3962635601863
2000-11-02,1673.8158348896357
2000-11-03,1664.3091944799125
2000-11-06,1673.2658439387792
2000-11-07,1676.0280924382912
2000-11-08,1677.1103631135877
2000-11-09,1660.1707216710113
2000-11-10,1622.1373104713282
2000-11-13,1617.6729401135763
2000-11-14,1643.9653340579848
2000-11-15,1649.364131656876
2000-11-16,1643.5100221460857
2000-11-17,1641.5087848318924
2000-11-20,1626.1924818757175
2000-11-21,1630.0485790540379
2000-11-22,1608.3207475955146
2000-11-23,1613.4181484243368
2000-11-24,1641.3284170978227
2000-11-27,1631.620852277908
2000-11-28,1607.260915772344
2000-11-29,1602.3134839774903
2000-11-30,1567.1903839892768
2000-12-01,1580.2070368217721
2000-12-04,1559.3037367845523
2000-12-05,1611.5264343502217
2000-12-06,1590.9004595887916
2000-12-07,1573.734049506925
2000-12-08,1618.6253587240124
2000-12-11,1653.5176217552769
2000-12-12,1651.0387270440688
2000-12-13,1629.854792814484
2000-12-14,1579.6180243400026
2000-12-15,1539.8262584554725
2000-12-18,1560.3577111020275
2000-12-19,1556.0298537853125
2000-12-20,1492.4270651874604
2000-12-21,1485.0308958571566
2000-12-22,1510.61903600935
2000-12-25,1510.61903600935
2000-12-26,1514.5111734692377
2000-12-27,1535.8083654073882
2000-12-28,1561.7723362479853
2000-12-29,1529.288822379996
2001-01-01,1529.288822379996
2001-01-02,1476.730418831187
2001-01-03,1533.9471223191342
2001-01-04,1527.836873509117
2001-01-05,1483.176889518692
2001-01-08,1490.28826728437
2001-01-09,1510.8550740977764
2001-01-10,1529.902990189523
2001-01-11,1533.2057663011678
2001-01-12,1529.612606333591
2001-01-15,1542.3055065981184
2001-01-16,1555.3010556429915
2001-01-17,1574.5825973078756
2001-01-18,1552.8656374991333
2001-01-19,1559.3475497828329
2001-01-22,1566.8088473816792
2001-01-23,1583.1247422715535
2001-01-24,1620.9007802341494
2001-01-25,1619.828518334001
2001-01-26,1612.8037848376594
2001-01-29,1638.6337679464157
2001-01-30,1641.339093110718
2001-01-31,1627.0426404834693
2001-02-01,1615.1642092656693
2001-02-02,1608.2933349107343
2001-02-05,1599.6341873910058
2001-02-06,1617.1708162660643
2001-02-07,1610.434871514469
2001-02-08,1632.8862332173771
2001-02-09,1605.3101272823792
2001-02-12,1608.668612639906
2001-02-13,1618.7720782223091
2001-02-14,1619.375663276858
2001-02-15,1657.7603591493187
2001-02-16,1610.438633851437
2001-02-19,1601.9752263518028
2001-02-20,1600.466807557013
2001-02-21,1568.6129901134123
2001-02-22,1569.5494137613907
2001-02-23,1558.9942283475657
2001-02-26,1589.990297475642
2001-02-27,1565.4297855743716
2001-02-28,1553.1864371927684
2001-03-01,1534.6133332641045
2001-03-02,1522.1415303162407
2001-03-05,1543.0746769387388
2001-03-06,1556.9882537824947
2001-03-07,1580.2786662396823
2001-03-08,1572.6967623540086
2001-03-09,1543.9653596186113
2001-03-12,1495.7335894338812
2001-03-13,1520.971391140219
2001-03-14,1496.106952639979
2001-03-15,1502.6414111185172
2001-03-16,1484.7635393548694
2001-03-19,1511.6075692131726
2001-03-20,1480.3723594511332
2001-03-21,1460.6342409094962
2001-03-22,1469.274900146909
2001-03-23,1472.272716056399
2001-03-26,1490.8723365259532
2001-03-27,1509.196085211147
2001-03-28,1491.1846180611265
2001-03-29,1498.733734950013
2001-03-30,1512.7758808627007
2001-04-02,1498.3644839164565
2001-04-03,1436.9856327442815
2001-04-04,1416.7711772016833
2001-04-05,1473.8405194672698
2001-04-06,1433.61409698472
2001-04-09,1454.4265752199988
2001-04-10,1516.383730589903
2001-04-11,1515.6488520964472
2001-04-12,1517.961513766279
2001-04-13,1517.961513766279
2001-04-16,1529.862770149135
2001-04-17,1551.9680497274476
2001-04-18,1623.218993037487
2001-04-19,1616.481687025652
2001-04-20,1583.8181404267232
2001-04-23,1565.9856579858745
2001-04-24,1564.0815532658014
2001-04-25,1578.8143786694802
2001-04-26,1584.1878809063414
2001-04-27,1619.9313197864471
2001-04-30,1635.8456840748688
2001-05-01,1642.0524504183047
2001-05-02,1652.504220431215
2001-05-03,1621.628687054914
2001-05-04,1637.5271188301715
2001-05-07,1636.6838052728829
2001-05-08,1646.605617949371
2001-05-09,1648.1146007733605
2001-05-10,1659.8821029001163
2001-05-11,1662.3370400858937
2001-05-14,1666.4900786811877
2001-05-15,1663.5025917935411
2001-05-16,1697.9198566303269
2001-05-17,1720.4120927409922
2001-05-18,1731.6739098875219
2001-05-21,1760.0689205142965
2001-05-22,1776.9689303268217
2001-05-23,1761.9981036844058
2001-05-24,1772.3364651626594
2001-05-25,1761.597915703201
2001-05-28,1755.5398647760385
2001-05-29,1753.643880980091
2001-05-30,1714.1719566533263
2001-05-31,1746.3659134692807
2001-06-01,1761.7148545310836
2001-06-04,1760.2316442383787
2001-06-05,1778.3122132928313
2001-06-06,1767.2718261833481
2001-06-07,1762.8420190903028
2001-06-08,1752.586345396299
2001-06-11,1751.9235263268465
2001-06-12,1735.7305672984987
2001-06-13,1717.9215779114757
2001-06-14,1667.9801901569247
2001-06-15,1653.853887101342
2001-06-18,1641.8308417434375
2001-06-19,1650.3860461459458
2001-06-20,1672.5668377139039
2001-06-21,1676.7715640088538
2001-06-22,1662.015111133405
2001-06-25,1643.4418227812894
2001-06-26,1644.5767887340633
2001-06-27,1648.2796829744725
2001-06-28,1686.7824078142048
2001-06-29,1703.8783935348408
2001-07-02,1715.0765237929281
2001-07-03,1711.3207819352392
2001-07-04,1712.5029285161759
2001-07-05,1717.3892615328766
2001-07-06,1669.8190857044467
2001-07-09,1667.9611749215926
2001-07-10,1635.5614355222972
2001-07-11,1625.2193457438805
2001-07-12,1677.3734332137876
2001-07-13,1688.7640415491692
2001-07-16,1662.0982823584159
2001-07-17,1684.7367960730714
2001-07-18,1637.3862125550322
2001-07-19,1648.9049509307695
2001-07-20,1633.944755537969
2001-07-23,1622.1474699650983
2001-07-24,1586.4869624198561
2001-07-25,1596.9375605884732
2001-07-26,1613.697466283333
2001-07-27,1623.5483189197223
2001-07-30,1620.573780973795
2001-07-31,1630.2075422861608
2001-08-01,1629.0290136205163
2001-08-02,1629.7349773559215
2001-08-03,1617.4028195243673
2001-08-06,1613.9460286706378
2001-08-07,1621.4990860430028
2001-08-08,1597.9814471329305
2001-08-09,1574.087239079113
2001-08-10,1565.265596456458
2001-08-13,1563.0577178095214
2001-08-14,1562.8471961097111
2001-08-15,1527.914027228186
2001-08-16,1532.1105409613979
2001-08-17,1505.055355299457
2001-08-20,1516.2650480927705
2001-08-21,1504.7096481997683
2001-08-22,1502.1825072460335
2001-08-23,1512.835111515362
2001-08-24,1534.9843839025168
2001-08-27,1536.0983468520083
2001-08-28,1518.6224320138674
2001-08-29,1502.7607446267584
2001-08-30,1483.0423284824967
2001-08-31,1492.9014544115664
2001-09-03,1495.872175151126
2001-09-04,1524.138245510863
2001-09-05,1520.2075462876674
2001-09-06,1487.2895113159088
2001-09-07,1439.1532001204268
2001-09-10,1445.2951748260386
2001-09-11,1421.493427811946
2001-09-12,1426.2015866059337
2001-09-13,1422.1592120254272
2001-09-14,1396.1015383007339
2001-09-17,1320.31892854349
2001-09-18,1303.6664122622979
2001-09-19,1268.4518413930064
2001-09-20,1231.3021956022312
2001-09-21,1227.0867742135954
2001-09-24,1272.6118947168045
2001-09-25,1261.4077729387736
2001-09-26,1249.055943650055
2001-09-27,1257.8362656250429
2001-09-28,1303.515679924273
2001-10-01,1286.9936762758261
2001-10-02,1304.4718078614742
2001-10-03,1327.8238197493881
2001-10-04,1341.5813837916867
2001-10-05,1333.1654211746338
2001-10-08,1321.5238391066287
2001-10-09,1314.6009897057113
2001-10-10,1359.3116201688222
2001-10-11,1406.5992782705393
2001-10-12,1390.466233956587
2001-10-15,1386.8058125269108
2001-10-16,1400.1568433861903
2001-10-17,1372.5487411058384
2001-10-18,1362.277081880966
2001-10-19,1374.6807576738447
2001-10-22,1401.9861492038015
2001-10-23,1408.2957425438822
2001-10-24,1399.7204030723778
2001-10-25,1412.9018628032907
2001-10-26,1424.603586341057
2001-10-29,1375.5778258347316
2001-10-30,1340.2966863494298
2001-10-31,1356.3312921722459
2001-11-01,1369.2131799567735
2001-11-02,1376.876480149455
2001-11-05,1411.9396319137236
2001-11-06,1430.845374591861
2001-11-07,1429.186415757229
2001-11-08,1439.3101365121859
2001-11-09,1440.6269157422983
2001-11-12,1436.997464336022
2001-11-13,1487.9659645612721
2001-11-14,1500.6248549585857
2001-11-15,1506.4944812131018
2001-11-16,1505.9466188057515
2001-11-19,1542.0001138653108
2001-11-20,1516.6268612378274
2001-11-21,1517.976114463166
2001-11-22,1515.6697854737233
2001-11-23,1540.1929250515193
2001-11-26,1547.9971522345177
2001-11-27,1538.6035999678088
2001-11-28,1503.9631431629025
2001-11-29,1515.0817997210988
2001-11-30,1504.8700617540173
2001-12-03,1500.1441870593542
2001-12-04,1533.435312642385
2001-12-05,1584.1999133571135
2001-12-06,1577.8845425656693
2001-12-07,1567.5928652464254
2001-12-10,1548.052079525056
2001-12-11,1546.4783577658618
2001-12-12,1535.624888412877
2001-12-13,1504.4927025539573
2001-12-14,1497.087282097028
2001-12-17,1505.4429858863664
2001-12-18,1525.8361203763993
2001-12-19,1530.1072631225725
2001-12-20,1515.686748154224
2001-12-21,1540.4420009750909
2001-12-24,1558.7775882219225
2001-12-25,1558.7775882219225
2001-12-26,1566.08760488253
2001-12-27,1566.702487921261
2001-12-28,1586.5525552558547
2001-12-31,1559.53938510018
2002-01-01,1559.53938510018
2002-01-02,1537.5486384292535
2002-01-03,1560.5392748616837
2002-01-04,1587.1035151531999
2002-01-07,1585.7665844086205
2002-01-08,1581.5721916076154
2002-01-09,1581.4033685242323
2002-01-10,1568.7204082172937
2002-01-11,1559.142426594905
2002-01-14,1535.2702858679436
2002-01-15,1550.0840100350079
2002-01-16,1536.6255350320018
2002-01-17,1554.2638997751963
2002-01-18,1533.901710353229
2002-01-21,1533.080869068191
2002-01-22,1523.1842057349952
2002-01-23,1539.285724223398
2002-01-24,1563.4367342334954
2002-01-25,1591.9471936237098
2002-01-28,1597.8784816934426
2002-01-29,1566.1293230964577
2002-01-30,1575.5002558285178
2002-01-31,1598.574003877898
2002-02-01,1592.8678557331973
2002-02-04,1547.737338724454
2002-02-05,1530.3233954869331
2002-02-06,1515.8556560268057
2002-02-07,1506.95537231961
2002-02-08,1528.122357693848
2002-02-11,1542.9400518111147
2002-02-12,1539.0575306432524
2002-02-13,1561.756382692676
2002-02-14,1563.5460322370157
2002-02-15,1545.7867720922789
2002-02-18,1551.3047150243087
2002-02-19,1515.4781666379713
2002-02-20,1531.5870633008983
2002-02-21,1519.0111725084134
2002-02-22,1513.6858005049205
2002-02-25,1549.5842787363704
2002-02-26,1562.5113961341624
2002-02-27,1571.4589966253093
2002-02-28,1564.422837601864
2002-03-01,1597.631603031123
2002-03-04,1638.8692869953418
2002-03-05,1638.5425457901765
2002-03-06,1655.3812667657842
2002-03-07,1643.3059650236241
2002-03-08,1663.6090014530128
2002-03-11,1670.923556962095
2002-03-12,1664.7911604094063
2002-03-13,1641.7204643300047
2002-03-14,1627.0606963383234
2002-03-15,1640.6238157634193
2002-03-18,1652.8000518515069
2002-03-19,1656.2888251313295
2002-03-20,1633.1779914287292
2002-03-21,1641.5375121501716
2002-03-22,1640.0034252000432
2002-03-25,1616.8650491481487
2002-03-26,1622.9253240857142
2002-03-27,1645.9704000586325
2002-03-28,1654.4785674117923
2002-03-29,1654.4785674117923
2002-04-01,1641.9013145567492
2002-04-02,1620.5018908550649
2002-04-03,1603.9471198296164
2002-04-04,1598.763876537432
2002-04-05,1604.1133134680779
2002-04-08,1617.0162426492736
2002-04-09,1606.803405550763
2002-04-10,1618.2165035931346
2002-04-11,1580.5225441355215
2002-04-12,1600.4871821757786
2002-04-15,1594.8960594425876
2002-04-16,1628.4401952332228
2002-04-17,1620.5645613823397
2002-04-18,1608.3709205386108
2002-04-19,1614.463976620053
2002-04-22,1590.9717089013102
2002-04-23,1581.5008056558713
2002-04-24,1567.4017971877286
2002-04-25,1553.8303053365398
2002-04-26,1533.5174681572844
2002-04-29,1511.9382100027585
2002-04-30,1533.0290451379074
2002-05-01,1529.1625594334537
2002-05-02,1529.57573318744
2002-05-03,1501.2704499083773
2002-05-06,1470.3675666132858
2002-05-07,1470.18567075978
2002-05-08,1527.3482025533847
2002-05-09,1507.5572308174158
2002-05-10,1477.6966221942
2002-05-13,1503.3057726576978
2002-05-14,1550.997587434563
2002-05-15,1540.5707873505976
2002-05-16,1539.8208865332915
2002-05-17,1524.5139247928737
2002-05-20,1511.5176892342863
2002-05-21,1500.5403926598256
