Date,WORLD EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.000092356574
1999-01-04,1002.2220161835962
1999-01-05,1007.6417884705623
1999-01-06,1028.9575726623225
1999-01-07,1033.6077236819663
1999-01-08,1043.9964786905737
1999-01-11,1047.3658647328086
1999-01-12,1030.8205360361533
1999-01-13,998.7339700916273
1999-01-14,996.9437744515776
1999-01-15,1012.2684019769771
1999-01-18,1016.4796163576452
1999-01-19,1014.9917574007782
1999-01-20,1019.9708418052913
1999-01-21,1015.6166534154049
1999-01-22,1000.0505623032477
1999-01-25,1002.9652926075244
1999-01-26,1007.2231461712774
1999-01-27,1010.5455336612968
1999-01-28,1016.7210781171678
1999-01-29,1028.6019313191189
1999-02-01,1037.1573756980258
1999-02-02,1036.3383219429038
1999-02-03,1035.1438181565254
1999-02-04,1037.648552402396
1999-02-05,1034.9897128186346
1999-02-08,1036.3125992111602
1999-02-09,1019.0590531522101
1999-02-10,1013.2933871026158
1999-02-11,1024.6965282334156
1999-02-12,1024.8433773916745
1999-02-15,1026.8446762889375
1999-02-16,1028.740754025493
1999-02-17,1015.4599951434942
1999-02-18,1015.8857417552173
1999-02-19,1025.3024033367171
1999-02-22,1040.6294371472538
1999-02-23,1044.5358270262811
1999-02-24,1042.7206301966269
1999-02-25,1036.5993093454867
1999-02-26,1041.7487961495215
1999-03-01,1040.4365141741625
1999-03-02,1034.6216523937246
1999-03-03,1034.6106754408436
1999-03-04,1041.7141150406292
1999-03-05,1063.0542657315973
1999-03-08,1061.0819222519624
1999-03-09,1063.7546130652722
1999-03-10,1070.3091436690975
1999-03-11,1086.9339850181163
1999-03-12,1084.758825210062
1999-03-15,1092.8105195965459
1999-03-16,1103.5409151697422
1999-03-17,1094.5357677793982
1999-03-18,1091.9702203911777
1999-03-19,1108.249196300701
1999-03-22,1106.098649689589
1999-03-23,1094.661242360689
1999-03-24,1087.5763233352027
1999-03-25,1105.5740694537192
1999-03-26,1110.7815477695294
1999-03-29,1119.6473337067137
1999-03-30,1108.6024322286423
1999-03-31,1114.3401044913744
1999-04-01,1117.1532825637923
1999-04-02,1116.6812955106047
1999-04-05,1124.4251485678828
1999-04-06,1128.140680450707
1999-04-07,1130.47024510044
1999-04-08,1138.162098727335
1999-04-09,1147.304610674187
1999-04-12,1142.891983851146
1999-04-13,1157.0927058963746
1999-04-14,1167.6932013951853
1999-04-15,1181.5349053009295
1999-04-16,1199.1667298123093
1999-04-19,1218.2609127751032
1999-04-20,1202.2961916122085
1999-04-21,1206.5260719996527
1999-04-22,1213.1829140391237
1999-04-23,1213.5620390712024
1999-04-26,1219.8949980456687
1999-04-27,1224.0128475165245
1999-04-28,1229.289509639634
1999-04-29,1235.9215584793865
1999-04-30,1237.1521751576158
1999-05-03,1247.0656275290498
1999-05-04,1242.1912096273081
1999-05-05,1235.279241247306
1999-05-06,1238.6425427866834
1999-05-07,1234.5842796931631
1999-05-10,1233.3714680678638
1999-05-11,1237.9593118275548
1999-05-12,1241.3932865201396
1999-05-13,1245.276550705688
1999-05-14,1226.224475362554
1999-05-17,1210.3721089329163
1999-05-18,1212.1037371014402
1999-05-19,1209.6778146017868
1999-05-20,1215.1377270772002
1999-05-21,1222.2181098432698
1999-05-24,1218.462341063488
1999-05-25,1203.7560359702038
1999-05-26,1216.2610786343892
1999-05-27,1209.4385034753589
1999-05-28,1211.9255622567096
1999-05-31,1215.7986631753545
1999-06-01,1219.5797403918075
1999-06-02,1231.6436704461769
1999-06-03,1232.3882523253312
1999-06-04,1243.7069167303318
1999-06-07,1255.4451943826223
1999-06-08,1247.4307411489183
1999-06-09,1250.7830548163824
1999-06-10,1248.916272539885
1999-06-11,1256.1882642066694
1999-06-14,1254.2820802433246
1999-06-15,1257.037812105544
1999-06-16,1272.0011506635042
1999-06-17,1279.9359670654142
1999-06-18,1274.7840187217917
1999-06-21,1284.701426433429
1999-06-22,1283.0384725291915
1999-06-23,1274.9653646786883
1999-06-24,1264.18663588498
1999-06-25,1253.821016567064
1999-06-28,1267.4235134455937
1999-06-29,1275.5109401035966
1999-06-30,1275.9356012049857
1999-07-01,1295.5927305314892
1999-07-02,1306.2362165663571
1999-07-05,1311.9230414231463
1999-07-06,1307.8865020454218
1999-07-07,1305.3939721108525
1999-07-08,1307.683227001981
1999-07-09,1311.1872763777565
1999-07-12,1316.7014945475519
1999-07-13,1306.007426544439
1999-07-14,1309.186623286885
1999-07-15,1313.2472896468853
1999-07-16,1310.4596939365995
1999-07-19,1318.3524607261386
1999-07-20,1287.7012566054461
1999-07-21,1275.7428060521252
1999-07-22,1267.759729386325
1999-07-23,1263.0415064252381
1999-07-26,1239.8279233517917
1999-07-27,1244.3711417994016
1999-07-28,1249.3739842910343
1999-07-29,1237.4235275360213
1999-07-30,1247.2550381726344
1999-08-02,1247.210185090694
1999-08-03,1247.9078905753988
1999-08-04,1237.0636238939726
1999-08-05,1223.4562244154774
1999-08-06,1217.9003386405807
1999-08-09,1224.3952086950057
1999-08-10,1215.2827338658608
1999-08-11,1226.1799710022733
1999-08-12,1236.794327334941
1999-08-13,1251.2168215711686
1999-08-16,1263.6429588288058
1999-08-17,1271.03781006723
1999-08-18,1268.4806522741303
1999-08-19,1259.528617314497
1999-08-20,1270.5733033020529
1999-08-23,1288.3393154654748
1999-08-24,1288.4761772090617
1999-08-25,1294.7897923405833
1999-08-26,1289.078058194319
1999-08-27,1283.3326734057111
1999-08-30,1283.7812015356612
1999-08-31,1261.1210579914211
1999-09-01,1272.7011000489686
1999-09-02,1255.1440184197072
1999-09-03,1274.884246408284
1999-09-06,1282.536238683449
1999-09-07,1274.8877713016345
1999-09-08,1270.8125365758494
1999-09-09,1287.248515512335
1999-09-10,1296.291939958407
1999-09-13,1307.5000111489442
1999-09-14,1297.8221827643015
1999-09-15,1295.549432137917
1999-09-16,1282.3045230407968
1999-09-17,1281.361290570599
1999-09-20,1282.994761265654
1999-09-21,1275.154576333726
1999-09-22,1260.9957993628148
1999-09-23,1262.655831745733
1999-09-24,1243.790681565585
1999-09-27,1247.7095010546348
1999-09-28,1246.4261025404278
1999-09-29,1231.6561561948447
1999-09-30,1241.3757007188606
1999-10-01,1240.3151806121
1999-10-04,1245.65647346889
1999-10-05,1243.9964328744397
1999-10-06,1244.979761081237
1999-10-07,1246.6659110244052
1999-10-08,1255.8812948002108
1999-10-11,1255.743401391695
1999-10-12,1240.493019777771
1999-10-13,1219.6536975495253
1999-10-14,1218.690617050649
1999-10-15,1196.110338340047
1999-10-18,1187.358069004008
1999-10-19,1196.2191838947779
1999-10-20,1206.9268055470868
1999-10-21,1198.8420756630148
1999-10-22,1217.7924258002838
1999-10-25,1222.0234394703266
1999-10-26,1227.3347249066294
1999-10-27,1229.838833589022
1999-10-28,1242.618131300056
1999-10-29,1264.791802884532
1999-11-01,1263.9597847525874
1999-11-02,1266.3661854893742
1999-11-03,1266.482806315567
1999-11-04,1276.3712016940858
1999-11-05,1275.3567870818897
1999-11-08,1274.9172522123285
1999-11-09,1271.0034995516835
1999-11-10,1275.2921291749963
1999-11-11,1274.2866401901829
1999-11-12,1285.8799578850599
1999-11-15,1287.5094002707108
1999-11-16,1291.4351772648529
1999-11-17,1294.3623138714693
1999-11-18,1308.2936378081868
1999-11-19,1308.1312490821388
1999-11-22,1302.4949000535264
1999-11-23,1305.4239791526882
1999-11-24,1307.8537725354363
1999-11-25,1309.892507704438
1999-11-26,1325.431118846556
1999-11-29,1329.879118454185
1999-11-30,1317.5497101823937
1999-12-01,1322.4832699721992
1999-12-02,1334.0093402047187
1999-12-03,1348.1934796094147
1999-12-06,1324.249778195356
1999-12-07,1324.0393016278333
1999-12-08,1316.925828893038
1999-12-09,1324.8709278550875
1999-12-10,1328.729006150501
1999-12-13,1328.6728416132764
1999-12-14,1331.4114998330292
1999-12-15,1331.8613895564552
1999-12-16,1323.8639935215338
1999-12-17,1334.5655291575742
1999-12-20,1336.4779317588698
1999-12-21,1336.186766395287
1999-12-22,1348.1473531049955
1999-12-23,1352.526626768736
1999-12-24,1355.166549282498
1999-12-27,1359.9512435610745
1999-12-28,1365.283681199284
1999-12-29,1372.6849479695263
1999-12-30,1380.3429048347741
1999-12-31,1381.995843807977
2000-01-03,1371.4280431327586
2000-01-04,1327.7540883325423
2000-01-05,1310.6191540807872
2000-01-06,1306.320212459775
2000-01-07,1332.371252322346
2000-01-10,1348.4984873834997
2000-01-11,1344.3597685234272
2000-01-12,1337.3114362551394
2000-01-13,1349.0028266408
2000-01-14,1372.6974407844154
2000-01-17,1388.1253195460727
2000-01-18,1372.6411203751193
2000-01-19,1364.8541815557421
2000-01-20,1362.8354050616247
2000-01-21,1360.2777045704852
2000-01-24,1354.5936946335266
2000-01-25,1337.584440526484
2000-01-26,1348.2000882228695
2000-01-27,1363.4850557680695
2000-01-28,1357.7293367265197
2000-01-31,1354.4816382940176
2000-02-01,1361.111164333572
2000-02-02,1365.8660649102148
2000-02-03,1363.8967579281577
2000-02-04,1367.5360717403098
2000-02-07,1364.3445716694637
2000-02-08,1359.5031058323698
2000-02-09,1350.8996241019242
2000-02-10,1350.693115080965
2000-02-11,1342.5313052708748
2000-02-14,1342.5057011758684
2000-02-15,1334.7529562622865
2000-02-16,1338.198674493066
2000-02-17,1339.4466566644394
2000-02-18,1326.3392671785575
2000-02-21,1311.333751063525
2000-02-22,1288.5878548386695
2000-02-23,1300.74112897412
2000-02-24,1307.3054160690808
2000-02-25,1330.9532874095403
2000-02-28,1341.8677169366795
2000-02-29,1352.288306189231
2000-03-01,1365.635276135208
2000-03-02,1369.7456468588753
2000-03-03,1380.9368125184176
2000-03-06,1375.4774008462823
2000-03-07,1372.6274248512473
2000-03-08,1366.1213485248372
2000-03-09,1363.629070609709
2000-03-10,1371.934255197105
2000-03-13,1362.8327076377489
2000-03-14,1363.371979489488
2000-03-15,1364.236844914241
2000-03-16,1397.0217937892096
2000-03-17,1403.1901943017454
2000-03-20,1400.3806699383383
2000-03-21,1405.2365067751625
2000-03-22,1414.8887057340648
2000-03-23,1409.3969676234753
2000-03-24,1419.948318795991
2000-03-27,1428.9701751694956
2000-03-28,1437.9516932349322
2000-03-29,1458.7285826035652
2000-03-30,1446.3222799038788
2000-03-31,1460.0917876065048
2000-04-03,1465.6715657776056
2000-04-04,1466.4264174444088
2000-04-05,1450.395740190553
2000-04-06,1466.108667098325
2000-04-07,1464.14522083942
2000-04-10,1462.2375247469854
2000-04-11,1452.8106557606163
2000-04-12,1471.5656332568128
2000-04-13,1468.941379655379
2000-04-14,1441.35716616789
2000-04-17,1414.9482583514962
2000-04-18,1437.6574819114985
2000-04-19,1454.5781472715037
2000-04-20,1460.555526435099
2000-04-21,1451.5103318352637
2000-04-24,1467.4606038551685
2000-04-25,1497.2506798600248
2000-04-26,1497.8024191233073
2000-04-27,1500.6348559584846
2000-04-28,1499.0475150279603
2000-05-01,1506.5054760551734
2000-05-02,1516.1406822894705
2000-05-03,1526.1221482100955
2000-05-04,1528.8373946338638
2000-05-05,1533.1634720072118
2000-05-08,1530.6363489332045
2000-05-09,1514.8613858291624
2000-05-10,1497.285903507486
2000-05-11,1513.100238720904
2000-05-12,1524.3336426499054
2000-05-15,1519.0709977301624
2000-05-16,1543.4794014592371
2000-05-17,1548.2726989432936
2000-05-18,1545.1399797830095
2000-05-19,1539.0382404072795
2000-05-22,1513.0314057069334
2000-05-23,1508.8501191730932
2000-05-24,1503.9323868116799
2000-05-25,1504.0298706361623
2000-05-26,1475.200609745602
2000-05-29,1478.2067979254073
2000-05-30,1482.76331275349
2000-05-31,1479.2724828519542
2000-06-01,1492.262597426336
2000-06-02,1495.4128285599932
2000-06-05,1502.1951224426673
2000-06-06,1492.874354124077
2000-06-07,1497.3778762352267
2000-06-08,1500.378739748404
