Date,EAFE ex UK EQUAL WEIGHTED
2000-01-19,1390.3789228172516
2000-01-20,1395.7479331564457
2000-01-21,1393.1335689072182
2000-01-24,1395.7852848016748
2000-01-25,1375.6192369325977
2000-01-26,1385.2405973065634
2000-01-27,1399.8982844858597
2000-01-28,1402.1037122184798
2000-01-31,1390.59945740564
2000-02-01,1390.3969869099387
2000-02-02,1398.632635075368
2000-02-03,1398.4776854835989
2000-02-04,1406.2286250998804
2000-02-07,1404.022918457854
2000-02-08,1399.1875044193396
2000-02-09,1396.920395284613
2000-02-10,1399.5034322339834
2000-02-11,1397.7831945033784
2000-02-14,1392.2161157104306
2000-02-15,1375.4815762086855
2000-02-16,1379.4962484375758
2000-02-17,1380.4726037166645
2000-02-18,1372.8779146820473
2000-02-21,1349.4594528443215
2000-02-22,1329.7042084170923
2000-02-23,1345.570922902899
2000-02-24,1354.3595040624182
2000-02-25,1381.5079207753113
2000-02-28,1386.1025779334984
2000-02-29,1393.970701222234
2000-03-01,1407.3024716019638
2000-03-02,1415.8542868173392
2000-03-03,1421.882205890432
2000-03-06,1424.5033801412987
2000-03-07,1431.1931039480148
2000-03-08,1421.399086358762
2000-03-09,1416.8582711610345
2000-03-10,1429.53033460139
2000-03-13,1417.5900715487799
2000-03-14,1421.838193229557
2000-03-15,1407.0095014831911
2000-03-16,1423.5223418903304
2000-03-17,1438.3529304942817
2000-03-20,1436.64071466442
2000-03-21,1433.735881475843
2000-03-22,1441.3665066184392
2000-03-23,1429.4802534203793
2000-03-24,1444.5662558901531
2000-03-27,1463.0050019747343
2000-03-28,1477.9828213352976
2000-03-29,1499.5548097664073
2000-03-30,1478.9545795815447
2000-03-31,1494.4514450767326
2000-04-03,1494.7326124298556
2000-04-04,1499.245027520072
2000-04-05,1483.9916561168625
2000-04-06,1496.5024441907346
2000-04-07,1496.7054327437106
2000-04-10,1491.170426145615
2000-04-11,1474.2594129736744
2000-04-12,1497.1157762420798
2000-04-13,1496.421440619167
2000-04-14,1491.983349353962
2000-04-17,1444.0254077894667
2000-04-18,1465.995414112503
2000-04-19,1482.8273663054658
2000-04-20,1482.5258962276714
2000-04-21,1467.1183673581343
2000-04-24,1489.4881099030222
2000-04-25,1505.2432797066792
2000-04-26,1506.113039129019
2000-04-27,1504.0855201701656
2000-04-28,1501.732107720917
2000-05-01,1505.8491538916028
2000-05-02,1523.2174268337856
2000-05-03,1537.1893631912312
2000-05-04,1543.2773410695486
2000-05-05,1545.790921726102
2000-05-08,1541.8694059851855
2000-05-09,1524.0471132823943
2000-05-10,1511.5016323375544
2000-05-11,1515.2909820247824
2000-05-12,1530.3717073238988
2000-05-15,1521.3925779758163
2000-05-16,1542.4072607326248
2000-05-17,1546.6479974422155
2000-05-18,1546.00272952607
2000-05-19,1547.0045136697968
2000-05-22,1516.3510293337497
2000-05-23,1521.3775628683654
2000-05-24,1504.666329860957
2000-05-25,1514.8750527800016
2000-05-26,1488.248061900976
2000-05-29,1493.0878313346475
2000-05-30,1490.3044611647936
2000-05-31,1482.9149571587732
2000-06-01,1491.3822777410448
2000-06-02,1493.2960180821576
2000-06-05,1509.011843181315
2000-06-06,1510.1468841540395
2000-06-07,1516.2230854849913
2000-06-08,1521.3646952592724
2000-06-09,1523.4124555214025
2000-06-12,1528.7222721155645
2000-06-13,1517.5329051720166
2000-06-14,1518.871134436733
2000-06-15,1513.4098448137433
2000-06-16,1509.7576738021935
2000-06-19,1513.1458807259814
2000-06-20,1528.4485223539639
2000-06-21,1537.740222918907
2000-06-22,1542.3030224827044
2000-06-23,1544.6812270496853
2000-06-26,1537.8198844260746
2000-06-27,1545.9698545863878
2000-06-28,1550.669629236581
2000-06-29,1545.2875829446732
2000-06-30,1551.3287409683842
2000-07-03,1574.2135905044554
2000-07-04,1573.4339625313232
2000-07-05,1558.6466102099198
2000-07-06,1554.6107278920936
2000-07-07,1567.2138547039278
2000-07-10,1575.8773487041183
2000-07-11,1578.828238379512
2000-07-12,1583.0737222690504
2000-07-13,1576.705661271588
2000-07-14,1581.4216538352896
2000-07-17,1581.6861334025239
2000-07-18,1570.3120813039684
2000-07-19,1574.4605860283195
2000-07-20,1578.6650759340034
2000-07-21,1561.0806162153124
2000-07-24,1551.1521504410828
2000-07-25,1541.3751501146355
2000-07-26,1540.9521447313123
2000-07-27,1528.3950214566428
2000-07-28,1525.4308384969631
2000-07-31,1521.88754188672
2000-08-01,1532.9327294126426
2000-08-02,1550.329987392017
2000-08-03,1549.8763574919465
2000-08-04,1551.5939054026999
2000-08-07,1565.7726968422967
2000-08-08,1566.6067449074365
2000-08-09,1585.2009089073292
2000-08-10,1576.0040622380666
2000-08-11,1587.295284487914
2000-08-14,1586.8862575123762
2000-08-15,1585.6658411373667
2000-08-16,1594.374662771976
2000-08-17,1584.7191038556343
2000-08-18,1591.1965853721692
2000-08-21,1592.187622429205
2000-08-22,1609.6452592706887
2000-08-23,1615.973275808485
2000-08-24,1608.1489286816231
2000-08-25,1612.9991917139569
2000-08-28,1618.4660294505304
2000-08-29,1618.7854217588704
2000-08-30,1612.0379204832273
2000-08-31,1611.700641441956
2000-09-01,1611.7245497116912
2000-09-04,1616.8527821555563
2000-09-05,1622.2564283906638
2000-09-06,1621.4466568443004
2000-09-07,1632.234886058652
2000-09-08,1633.5436475416964
2000-09-11,1623.4845312387658
2000-09-12,1613.4355159746187
2000-09-13,1605.633456900567
2000-09-14,1607.8146179368666
2000-09-15,1601.4558498612428
2000-09-18,1598.0095099219604
2000-09-19,1597.5626266616507
2000-09-20,1611.7258607397753
2000-09-21,1593.771692921403
2000-09-22,1545.5382861894025
2000-09-25,1565.6414248305327
2000-09-26,1557.870387624465
2000-09-27,1549.0250420777847
2000-09-28,1547.4283949190374
2000-09-29,1560.1452231350518
2000-10-02,1570.0589398698623
2000-10-03,1582.5707439538417
2000-10-04,1577.8571142629776
2000-10-05,1581.4410502006806
2000-10-06,1578.9676121971486
2000-10-09,1564.8932326852625
2000-10-10,1567.0022517904347
2000-10-11,1542.4929228240553
2000-10-12,1548.760380794131
2000-10-13,1544.3325054774523
2000-10-16,1557.425194441206
2000-10-17,1543.6275904071438
2000-10-18,1527.2515476891947
2000-10-19,1544.7441059984217
2000-10-20,1560.2930246682179
2000-10-23,1564.1414675220524
2000-10-24,1573.849575940553
2000-10-25,1574.4274647838834
2000-10-26,1571.6940943840873
2000-10-27,1561.3000523094302
2000-10-30,1556.9697726208697
2000-10-31,1561.058719058519
2000-11-01,1573.862402166343
2000-11-02,1577.7880386365496
2000-11-03,1586.6366797504884
2000-11-06,1605.018172750881
2000-11-07,1603.25971375018
2000-11-08,1603.9942835442127
2000-11-09,1588.9122964290816
2000-11-10,1572.3830541237585
2000-11-13,1552.7231524495664
2000-11-14,1564.7838621366427
2000-11-15,1566.1664879692155
2000-11-16,1560.9083905181105
2000-11-17,1559.902702460278
2000-11-20,1549.209605871853
2000-11-21,1540.8158029890103
2000-11-22,1531.771790565887
2000-11-23,1535.2294681787396
2000-11-24,1543.9281827348243
2000-11-27,1546.9992756567417
2000-11-28,1538.2272764788552
2000-11-29,1525.5389794088292
2000-11-30,1513.8556814619349
2000-12-01,1527.60015020405
2000-12-04,1503.4497911844248
2000-12-05,1514.3966700179415
2000-12-06,1522.1334674282232
2000-12-07,1507.995885756606
2000-12-08,1514.3703721437444
2000-12-11,1545.4246830893499
2000-12-12,1542.783965473452
2000-12-13,1536.671579621512
2000-12-14,1513.8402647288008
2000-12-15,1486.1166352895718
2000-12-18,1485.0597971940642
2000-12-19,1479.4191435375203
2000-12-20,1442.0451597534845
2000-12-21,1421.9641323538199
2000-12-22,1419.8622041461438
2000-12-25,1435.0072226509008
2000-12-26,1427.0151857223545
2000-12-27,1430.5746624354706
2000-12-28,1437.3418774565425
2000-12-29,1433.7606170371648
2001-01-01,1433.7606170371648
2001-01-02,1424.768472840319
2001-01-03,1413.2267905100648
2001-01-04,1427.6108413606664
2001-01-05,1425.5722304422357
2001-01-08,1424.3013244690676
2001-01-09,1418.371597927227
2001-01-10,1411.050087594202
2001-01-11,1396.221186136537
2001-01-12,1405.38956326429
2001-01-15,1409.413566636018
2001-01-16,1411.5217061014475
2001-01-17,1430.2169787108364
2001-01-18,1427.4252606423133
2001-01-19,1442.9351047446282
2001-01-22,1444.752843513269
2001-01-23,1440.6616371516152
2001-01-24,1449.7885540890318
2001-01-25,1460.4637468489507
2001-01-26,1453.9306099501628
2001-01-29,1462.6413759473824
2001-01-30,1462.9393888618051
2001-01-31,1472.1612851474963
2001-02-01,1470.5415972601008
2001-02-02,1467.796237811362
2001-02-05,1452.001526405127
2001-02-06,1462.92916112305
2001-02-07,1452.3488886022553
2001-02-08,1459.503408159519
2001-02-09,1449.273103671454
2001-02-12,1448.2488013942475
2001-02-13,1454.9250313766265
2001-02-14,1453.4909866151315
2001-02-15,1476.5188598579139
2001-02-16,1460.4714478707442
2001-02-19,1451.2689527129505
2001-02-20,1466.7274329107738
2001-02-21,1453.8575179230354
2001-02-22,1450.9744374049114
2001-02-23,1451.7072809571494
2001-02-26,1458.1423988858012
2001-02-27,1455.952100511061
2001-02-28,1444.9341182669757
2001-03-01,1423.1058314468676
2001-03-02,1398.3052765768643
2001-03-05,1405.1365310248073
2001-03-06,1424.5989135752616
2001-03-07,1428.1873689648164
2001-03-08,1423.0036096244821
2001-03-09,1417.6184504536752
2001-03-12,1387.113625050699
2001-03-13,1372.9425880843517
2001-03-14,1357.3097462833632
2001-03-15,1376.8812318768023
2001-03-16,1363.9254218817882
2001-03-19,1360.9854209292953
2001-03-20,1359.9084459168637
2001-03-21,1373.6459155574912
2001-03-22,1345.1148228560294
2001-03-23,1366.2049718022142
2001-03-26,1404.2526759766884
2001-03-27,1407.1195654696082
2001-03-28,1422.1693891937173
2001-03-29,1405.54861792891
2001-03-30,1395.4622777305535
2001-04-02,1379.6201642346105
2001-04-03,1375.9370527875078
2001-04-04,1368.5479168414486
2001-04-05,1399.2553138506055
2001-04-06,1398.2346418834788
2001-04-09,1388.20297248586
2001-04-10,1406.5516952795058
2001-04-11,1425.7379478552157
2001-04-12,1431.3833681767321
2001-04-13,1432.3254740197042
2001-04-16,1435.7820556588817
2001-04-17,1433.9281254066946
2001-04-18,1474.0672705886118
2001-04-19,1472.5050840035299
2001-04-20,1457.8154170749654
2001-04-23,1456.7871316898008
2001-04-24,1462.1660397158992
2001-04-25,1463.3939215200219
2001-04-26,1470.80671918915
2001-04-27,1483.6260123548125
2001-04-30,1501.8908600835869
2001-05-01,1522.9992022503632
2001-05-02,1525.2688111045147
2001-05-03,1521.8144215579023
2001-05-04,1516.3116610441161
2001-05-07,1523.3883224355832
2001-05-08,1517.2032531936397
2001-05-09,1506.331925271543
2001-05-10,1514.4820073926605
2001-05-11,1523.3079450173705
2001-05-14,1507.966990127321
2001-05-15,1510.2199222776194
2001-05-16,1492.6024121072633
2001-05-17,1514.3740533188138
2001-05-18,1516.4379359899524
2001-05-21,1533.175450257165
2001-05-22,1544.0063895350231
2001-05-23,1557.1409909583394
2001-05-24,1558.5298502182925
2001-05-25,1550.3544922272745
2001-05-28,1544.3859363149347
2001-05-29,1551.5729962121611
2001-05-30,1530.1204995512417
2001-05-31,1536.5499112816403
2001-06-01,1536.2635182969382
2001-06-04,1537.476283610367
2001-06-05,1536.9784624505764
2001-06-06,1538.4885140034983
2001-06-07,1540.6191050228397
2001-06-08,1545.6234320640235
2001-06-11,1535.2403232774232
2001-06-12,1502.4485481487663
2001-06-13,1510.1237177246774
2001-06-14,1494.219422745731
2001-06-15,1479.943590824003
2001-06-18,1470.6366869661463
2001-06-19,1470.7165738673052
2001-06-20,1465.0365035256236
2001-06-21,1466.6917890837337
2001-06-22,1476.1502523253923
2001-06-25,1466.5198215134083
2001-06-26,1463.7019392215948
2001-06-27,1458.2673830152905
2001-06-28,1466.156932355421
2001-06-29,1480.6022173679353
2001-07-02,1480.4247336398328
2001-07-03,1482.866369116949
2001-07-04,1475.6323486395327
2001-07-05,1473.4879106040726
2001-07-06,1440.4301335147663
2001-07-09,1428.3910714354452
2001-07-10,1427.6727243306038
2001-07-11,1410.1539093396536
2001-07-12,1431.275923394159
2001-07-13,1432.0613237551065
2001-07-16,1426.31228637346
2001-07-17,1414.6829130023632
2001-07-18,1391.3562559050627
2001-07-19,1403.841551640168
2001-07-20,1395.8747537774163
2001-07-23,1386.6344568164343
2001-07-24,1384.5030834164868
2001-07-25,1377.7809430050734
2001-07-26,1383.565139340036
2001-07-27,1393.953850436643
2001-07-30,1387.1147108247887
2001-07-31,1401.1511039468019
2001-08-01,1405.7358626543269
2001-08-02,1420.5333281297585
2001-08-03,1406.493358591138
2001-08-06,1412.811859773749
2001-08-07,1417.6575616215464
2001-08-08,1411.7706178245285
2001-08-09,1381.803006260345
2001-08-10,1377.0824385003707
2001-08-13,1371.7139331943024
2001-08-14,1388.5697285524366
2001-08-15,1386.3199436352804
2001-08-16,1374.1882082576963
2001-08-17,1365.2975846802224
2001-08-20,1354.1118825779677
2001-08-21,1362.4197799751862
2001-08-22,1360.5733312820978
2001-08-23,1365.5525026804544
2001-08-24,1369.463267629481
2001-08-27,1376.3668706859057
2001-08-28,1364.8976375852537
2001-08-29,1356.474579311412
2001-08-30,1339.5569040094233
2001-08-31,1336.8134663185274
2001-09-03,1318.8484294529947
2001-09-04,1338.780939818803
2001-09-05,1321.9945634191286
2001-09-06,1306.6229770530567
2001-09-07,1282.5428006434458
2001-09-10,1256.2402562176226
2001-09-11,1232.1685184017235
2001-09-12,1184.8124997554955
2001-09-13,1194.6308861815642
2001-09-14,1181.9275359803758
2001-09-17,1147.2404019332155
2001-09-18,1147.6911054972704
2001-09-19,1146.2493776520412
2001-09-20,1117.7506628201188
2001-09-21,1093.8564624192768
2001-09-24,1111.7452145153961
2001-09-25,1118.1296207575426
2001-09-26,1125.7522151115015
2001-09-27,1126.6571252156527
2001-09-28,1157.8251028898762
2001-10-01,1157.8228084645987
2001-10-02,1169.2168888028386
2001-10-03,1157.3258620733395
2001-10-04,1187.2809305646954
2001-10-05,1179.9775142861479
2001-10-08,1178.3282946623804
2001-10-09,1174.1350138797086
2001-10-10,1182.0341858455702
2001-10-11,1210.8655076968632
2001-10-12,1212.8536102273624
2001-10-15,1206.855554749431
2001-10-16,1215.9318635552845
2001-10-17,1232.6619088753553
2001-10-18,1217.6011596048222
2001-10-19,1214.241396297147
2001-10-22,1223.3863779590833
2001-10-23,1245.2152272480268
2001-10-24,1247.4407120126605
2001-10-25,1241.5314687943317
2001-10-26,1248.2893492763283
2001-10-29,1223.8077762773144
2001-10-30,1204.9324792646685
2001-10-31,1212.3631796215982
2001-11-01,1210.4247754999983
2001-11-02,1211.704202436535
2001-11-05,1228.9709995253086
2001-11-06,1238.8167194139485
2001-11-07,1230.8322594569527
2001-11-08,1248.8145294260046
2001-11-09,1240.173406684959
2001-11-12,1227.9331406282165
2001-11-13,1241.8425407757493
2001-11-14,1248.1925886917572
2001-11-15,1267.8172251340486
2001-11-16,1268.0154737516527
2001-11-19,1287.2210941896358
2001-11-20,1280.5606650866528
2001-11-21,1282.344654636471
2001-11-22,1285.209803413176
2001-11-23,1284.9113263190716
2001-11-26,1293.3801888297135
2001-11-27,1289.9484733005497
2001-11-28,1272.8515229766335
2001-11-29,1272.3505895825338
2001-11-30,1279.7851646455497
2001-12-03,1265.4251838517437
2001-12-04,1272.9957359894042
2001-12-05,1300.7161555177736
2001-12-06,1303.8176221569415
2001-12-07,1296.243601076447
2001-12-10,1279.6825295417636
2001-12-11,1273.5264242392159
2001-12-12,1273.5532084128683
2001-12-13,1249.646349086531
2001-12-14,1235.4017647648807
2001-12-17,1229.7101861690635
2001-12-18,1232.2233942808214
2001-12-19,1231.3805601112783
2001-12-20,1232.0746731945687
2001-12-21,1239.6898805270753
2001-12-24,1245.8421736832172
2001-12-25,1243.9751310876593
2001-12-26,1237.7760034225735
2001-12-27,1248.7029681235103
2001-12-28,1265.8655927276147
2001-12-31,1260.7382433182522
2002-01-01,1260.7382433182522
2002-01-02,1248.6466878782671
2002-01-03,1263.979484599539
2002-01-04,1284.4674243478407
2002-01-07,1286.9592116704812
2002-01-08,1271.2162546462405
2002-01-09,1272.612094322763
2002-01-10,1260.1910830032223
2002-01-11,1262.288110372454
2002-01-14,1249.4427877402384
2002-01-15,1244.553125018248
2002-01-16,1240.9709821024633
2002-01-17,1247.5589866146
2002-01-18,1252.7505911353946
2002-01-21,1253.1142623123492
2002-01-22,1243.2262284465164
2002-01-23,1242.367794116617
2002-01-24,1251.578186623778
2002-01-25,1263.7664052677633
2002-01-28,1278.0721410495055
2002-01-29,1269.2125094465766
2002-01-30,1255.495387732958
2002-01-31,1266.2588850023815
2002-02-01,1258.8288743198311
2002-02-04,1247.1720102963639
2002-02-05,1228.708937416786
2002-02-06,1225.410687783682
2002-02-07,1229.1630750773184
2002-02-08,1231.5332132147096
2002-02-11,1237.551385304517
2002-02-12,1248.8123919147615
2002-02-13,1257.417667377569
2002-02-14,1270.4469393076981
2002-02-15,1263.424454627647
2002-02-18,1264.1887737001773
2002-02-19,1239.0443725179055
2002-02-20,1236.3696447522793
2002-02-21,1252.090868486194
2002-02-22,1244.8834957484567
2002-02-25,1248.3825185960059
2002-02-26,1253.042455464385
2002-02-27,1276.2297508062252
2002-02-28,1281.279165762461
2002-03-01,1298.1159718009126
2002-03-04,1340.0363529384774
2002-03-05,1337.4486954317085
2002-03-06,1336.7735683738892
2002-03-07,1366.0848764053774
2002-03-08,1380.6426519549566
2002-03-11,1387.4289191160651
2002-03-12,1368.8496448889066
2002-03-13,1349.5093493783886
2002-03-14,1353.9789872847782
2002-03-15,1361.8611784474472
2002-03-18,1358.2238491068956
2002-03-19,1365.9479446000264
2002-03-20,1356.8361187067824
2002-03-21,1354.7825312185237
2002-03-22,1346.9010771845
2002-03-25,1343.007649144282
2002-03-26,1340.5867518905322
2002-03-27,1351.305555683092
2002-03-28,1359.8511134567646
2002-03-29,1350.948004160535
2002-04-01,1338.319970433577
2002-04-02,1337.652145448683
2002-04-03,1347.3968563230067
2002-04-04,1347.606047221269
2002-04-05,1355.0785649172844
2002-04-08,1350.204784445314
2002-04-09,1343.1927573253154
2002-04-10,1348.225571152307
2002-04-11,1334.5281347292475
2002-04-12,1330.6812459948828
2002-04-15,1339.1249515453944
2002-04-16,1353.0862307091559
2002-04-17,1362.356966944503
2002-04-18,1364.6387246372933
2002-04-19,1365.0585934457572
2002-04-22,1368.6102341956075
2002-04-23,1369.2443234532507
2002-04-24,1363.3873029993586
2002-04-25,1355.6530356632795
2002-04-26,1352.4924740450672
2002-04-29,1344.9414074125882
2002-04-30,1342.0523950477293
2002-05-01,1346.7339661359676
2002-05-02,1348.9601635589602
2002-05-03,1341.8327044523721
2002-05-06,1335.1455396654067
2002-05-07,1325.289388239532
2002-05-08,1341.7613083490203
2002-05-09,1345.6158404013001
2002-05-10,1339.6781068525893
2002-05-13,1339.097033191732
2002-05-14,1347.6821052742757
2002-05-15,1359.2769746014992
2002-05-16,1364.0165300875672
2002-05-17,1367.1295018243534
2002-05-20,1368.47452560522
