Date,PACIFIC ex JAPAN EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,996.5549288498631
1999-01-05,999.0450871603932
1999-01-06,1035.5748848849976
1999-01-07,1067.2527365456983
1999-01-08,1087.695836578644
1999-01-11,1097.2109840396429
1999-01-12,1096.3904773014228
1999-01-13,1052.4964966150449
1999-01-14,1042.7815196164963
1999-01-15,1063.3537742343888
1999-01-18,1070.8216968064419
1999-01-19,1070.412907889188
1999-01-20,1078.8483133664367
1999-01-21,1060.8633849215041
1999-01-22,1037.2398487783396
1999-01-25,1012.0429997452865
1999-01-26,1020.8069993232162
1999-01-27,1036.6967975706953
1999-01-28,1028.6970367331576
1999-01-29,1040.9327997643409
1999-02-01,1052.3224272903412
1999-02-02,1044.9254907438046
1999-02-03,1045.034247599752
1999-02-04,1057.3293131570301
1999-02-05,1053.7640418740139
1999-02-08,1051.5309211024173
1999-02-09,1040.9092137425494
1999-02-10,1019.9362623460557
1999-02-11,1043.3608575996136
1999-02-12,1049.022701218826
1999-02-15,1052.019384458073
1999-02-16,1047.7636838589829
1999-02-17,1040.8868606190676
1999-02-18,1036.5824239880858
1999-02-19,1061.687860661535
1999-02-22,1070.1619480500137
1999-02-23,1072.5097224156837
1999-02-24,1072.3703179301096
1999-02-25,1063.2087795471514
1999-02-26,1068.2324387802448
1999-03-01,1077.4991194215952
1999-03-02,1072.1802787857166
1999-03-03,1074.7732364802116
1999-03-04,1083.3737840140486
1999-03-05,1096.2515066847732
1999-03-08,1098.243864031824
1999-03-09,1109.326439626459
1999-03-10,1114.261076688195
1999-03-11,1125.3858499731762
1999-03-12,1126.9144696488872
1999-03-15,1131.4064110158288
1999-03-16,1129.1077068816721
1999-03-17,1113.7486252436363
1999-03-18,1111.2316826287426
1999-03-19,1132.2916608874095
1999-03-22,1141.7532995713357
1999-03-23,1149.6039132849469
1999-03-24,1134.111358865922
1999-03-25,1145.284819593256
1999-03-26,1158.8923679091372
1999-03-29,1156.7216695116983
1999-03-30,1157.5375549736814
1999-03-31,1156.6568534176336
1999-04-01,1166.972250696514
1999-04-02,1166.162559182568
1999-04-05,1176.417195155663
1999-04-06,1175.1041042549962
1999-04-07,1183.5260583805625
1999-04-08,1183.815294350209
1999-04-09,1207.827165230223
1999-04-12,1199.3537137693495
1999-04-13,1225.8547985124235
1999-04-14,1235.6725649961224
1999-04-15,1257.302009025407
1999-04-16,1304.3805090488802
1999-04-19,1345.8285742212533
1999-04-20,1314.0439655951016
1999-04-21,1327.681564626982
1999-04-22,1355.9176151716106
1999-04-23,1348.7186293053485
1999-04-26,1355.604457302771
1999-04-27,1368.950781573652
1999-04-28,1359.9401968850298
1999-04-29,1373.0388175452124
1999-04-30,1404.9131041863643
1999-05-03,1417.089431440105
1999-05-04,1423.9639116850806
1999-05-05,1422.1199651298887
1999-05-06,1427.8753914918964
1999-05-07,1394.7353497435236
1999-05-10,1377.6080402720995
1999-05-11,1386.4038662333091
1999-05-12,1400.6035891652066
1999-05-13,1403.7864164796133
1999-05-14,1401.0221995300371
1999-05-17,1391.612706546045
1999-05-18,1407.0788294997994
1999-05-19,1385.2426828757925
1999-05-20,1381.6021157223436
1999-05-21,1394.8832923733137
1999-05-24,1403.9790681592515
1999-05-25,1377.2968340451657
1999-05-26,1385.545442898669
1999-05-27,1390.8221623682164
1999-05-28,1385.6011877331089
1999-05-31,1380.8010786483267
1999-06-01,1377.485615269749
1999-06-02,1396.291124890276
1999-06-03,1406.2044335199944
1999-06-04,1416.423748433078
1999-06-07,1433.9436664215445
1999-06-08,1427.786355861603
1999-06-09,1434.0573908086178
1999-06-10,1432.5206466306238
1999-06-11,1445.258366775218
1999-06-14,1454.0127426616984
1999-06-15,1445.775328948252
1999-06-16,1465.417403767305
1999-06-17,1477.3059599336382
1999-06-18,1462.7205902142314
1999-06-21,1492.8270677483993
1999-06-22,1506.223602802639
1999-06-23,1517.0304867121472
1999-06-24,1504.3774899255286
1999-06-25,1490.4585754455559
1999-06-28,1504.8767105785416
1999-06-29,1511.722271451378
1999-06-30,1507.788037886245
1999-07-01,1542.5821508538866
1999-07-02,1577.5549080862127
1999-07-05,1583.805747639582
1999-07-06,1577.9289174753253
1999-07-07,1561.5873604674043
1999-07-08,1579.5803919099326
1999-07-09,1577.5367561618934
1999-07-12,1576.1847243349682
1999-07-13,1555.2936361108757
1999-07-14,1538.1700582727294
1999-07-15,1542.4974074414647
1999-07-16,1524.6954471712006
1999-07-19,1525.3713073576953
1999-07-20,1504.613170943098
1999-07-21,1477.3650327026144
1999-07-22,1472.4994334953496
1999-07-23,1457.7278215917484
1999-07-26,1413.8374841749257
1999-07-27,1420.8408641684593
1999-07-28,1448.1498067203922
1999-07-29,1445.3778173069627
1999-07-30,1447.355304764716
1999-08-02,1445.0841014285845
