Date,EAFE ex UK SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.32185641416757
2001-01-03,99.59787276967975
2001-01-04,99.74907134486398
2001-01-05,100.10779754921509
2001-01-08,99.72995708220152
2001-01-09,98.13207437878832
2001-01-10,97.4602544708039
2001-01-11,97.00555203929041
2001-01-12,97.84584686019514
2001-01-15,97.85530149052006
2001-01-16,98.76169483404516
2001-01-17,98.92680030295074
2001-01-18,100.58005590547769
2001-01-19,101.21969107454233
2001-01-22,101.22186821205561
2001-01-23,101.49646535234832
2001-01-24,100.20235706649606
2001-01-25,100.65113600096304
2001-01-26,100.12715774668106
2001-01-29,100.61507676549067
2001-01-30,101.2841429470151
2001-01-31,102.54431069251848
2001-02-01,103.84061674064858
2001-02-02,103.52208085910738
2001-02-05,103.33578015484733
2001-02-06,102.96552830718221
2001-02-07,102.28376690197092
2001-02-08,101.0713275462616
2001-02-09,100.94222351639114
2001-02-12,101.20742903530247
2001-02-13,101.1843194059389
2001-02-14,100.99261028651942
2001-02-15,100.87612749838435
2001-02-16,101.43251340650976
2001-02-19,101.00852757484276
2001-02-20,100.91876051480791
2001-02-21,100.36907403959708
2001-02-22,99.27125869116044
2001-02-23,99.82927415754685
2001-02-26,100.5558149877455
2001-02-27,101.46584461132068
2001-02-28,100.82536562768544
2001-03-01,100.42991677544373
2001-03-02,99.57381691645327
2001-03-05,99.26632167823941
2001-03-06,100.4256469035361
2001-03-07,100.06740668508097
2001-03-08,100.3998060249324
2001-03-09,100.35043668331873
2001-03-12,98.24765824517107
2001-03-13,96.03995559990305
2001-03-14,94.6349347796072
2001-03-15,94.01880371281281
2001-03-16,92.9375037200329
2001-03-19,92.95653480825231
2001-03-20,93.36008670556782
2001-03-21,93.77958855773689
2001-03-22,91.12385630487246
2001-03-23,93.26821950118288
2001-03-26,95.320042149549
2001-03-27,95.52606730147751
2001-03-28,95.53123250607706
2001-03-29,94.12230703346937
2001-03-30,93.28602226925494
2001-04-02,92.85283425998546
2001-04-03,92.99839634086624
2001-04-04,94.03954518025242
2001-04-05,95.41412455644947
2001-04-06,95.83773059186666
2001-04-09,95.28878909181492
2001-04-10,95.35886240362312
2001-04-11,95.86237568713639
2001-04-12,97.14851962329423
2001-04-13,97.42922427392173
2001-04-16,96.93784305778102
2001-04-17,96.83753366051349
2001-04-18,97.92195619719197
2001-04-19,99.57622735648857
2001-04-20,99.9923255455227
2001-04-23,99.71345839305653
2001-04-24,99.86786116229773
2001-04-25,100.37188566907935
2001-04-26,101.2746116708986
2001-04-27,100.65401123675366
2001-04-30,101.13656248031836
2001-05-01,103.05439605658458
2001-05-02,103.33758416376912
2001-05-03,104.04205241893467
2001-05-04,103.869182148838
2001-05-07,103.63197153146226
