Date,WORLD ex ISRAEL SMALL CAP
2010-05-26,1000.0
2010-05-27,1034.8007094298302
2010-05-28,1030.111959875584
2010-05-31,1031.7955795119046
2010-06-01,1013.011429271095
2010-06-02,1026.1578190763873
2010-06-03,1039.228133220568
2010-06-04,1004.0226672185931
2010-06-07,980.2943617974809
2010-06-08,979.8798492191136
2010-06-09,986.9136710351455
2010-06-10,1013.8054776780288
2010-06-11,1023.4461728809227
2010-06-14,1036.0634008116647
2010-06-15,1054.3204997185387
2010-06-16,1053.1922399041675
2010-06-17,1052.5067544074266
2010-06-18,1056.3300481353924
2010-06-21,1055.8165073405974
2010-06-22,1040.113740343665
2010-06-23,1033.2601412501208
2010-06-24,1020.7892107834513
2010-06-25,1027.0604397823447
2010-06-28,1026.551650114793
2010-06-29,991.222209667086
2010-06-30,983.6269757273838
2010-07-01,976.5118090798147
2010-07-02,975.5644066362776
2010-07-05,974.6566534099785
2010-07-06,980.2386559046274
2010-07-07,1000.8127904582367
2010-07-08,1013.5949750733906
2010-07-09,1022.976059570761
2010-07-12,1017.2763241085197
2010-07-13,1039.1181061398686
2010-07-14,1040.4072832989223
2010-07-15,1038.1852027026987
2010-07-16,1013.4649390989705
2010-07-19,1012.3422902000497
2010-07-20,1019.8148225234952
2010-07-21,1014.4189604855213
2010-07-22,1038.9068524499505
2010-07-23,1053.749489969714
2010-07-26,1072.3269882124391
2010-07-27,1068.6797552930466
2010-07-28,1060.8247059324956
2010-07-29,1061.9089022730773
2010-07-30,1060.0700695236692
2010-08-02,1080.9445052927751
2010-08-03,1078.6006997811385
2010-08-04,1081.7219359941923
2010-08-05,1079.3702426453813
2010-08-06,1079.0372779101542
2010-08-09,1087.1417812028199
2010-08-10,1068.2427687119034
2010-08-11,1034.001709037106
2010-08-12,1025.4991178108014
2010-08-13,1021.7982648603396
2010-08-16,1027.104399362566
2010-08-17,1042.2783224880864
2010-08-18,1044.7582328261058
2010-08-19,1031.0825398243849
2010-08-20,1020.5367498206687
2010-08-23,1015.3978354895149
2010-08-24,1002.7090177349215
2010-08-25,1003.9321392572976
2010-08-26,1005.5454783032295
2010-08-27,1022.2099368954621
2010-08-30,1013.3527201318425
2010-08-31,1011.0731344705788
2010-09-01,1040.820163233529
2010-09-02,1051.8195859473365
2010-09-03,1065.3072050720264
2010-09-06,1070.1332377298475
2010-09-07,1054.8875095654382
2010-09-08,1060.0058850224025
2010-09-09,1065.165534707406
2010-09-10,1067.76729611684
2010-09-13,1087.6773933423738
2010-09-14,1089.7225298062929
2010-09-15,1090.8780369672343
2010-09-16,1086.8553672097614
2010-09-17,1090.077242963791
2010-09-20,1107.518680173402
2010-09-21,1104.9230928701425
2010-09-22,1102.1207405664907
2010-09-23,1093.965934766302
2010-09-24,1116.7530156231994
2010-09-27,1118.1819149315265
2010-09-28,1125.691254708121
2010-09-29,1130.0271933687786
2010-09-30,1127.396777400856
2010-10-01,1132.6003886075641
2010-10-04,1121.8833925388694
2010-10-05,1145.1015389188483
2010-10-06,1146.7754115277082
2010-10-07,1147.8308753218853
2010-10-08,1155.375280826068
2010-10-11,1157.8877712090896
2010-10-12,1156.074526961535
2010-10-13,1172.5063924196588
2010-10-14,1175.4678747524429
2010-10-15,1170.0443052358091
2010-10-18,1174.7006372594
2010-10-19,1153.5107170878969
2010-10-20,1165.9984560622363
2010-10-21,1165.687317010055
2010-10-22,1169.5129451010819
2010-10-25,1178.8934567398503
2010-10-26,1173.9061350470067
2010-10-27,1164.7962050959306
2010-10-28,1167.1482446006041
2010-10-29,1171.8054898746632
2010-11-01,1171.4693831031343
2010-11-02,1184.428129398334
2010-11-03,1185.02049015831
2010-11-04,1212.6274451287
2010-11-05,1216.5428553679149
2010-11-08,1216.6061983053175
2010-11-09,1209.945897753329
2010-11-10,1207.0868491957829
2010-11-11,1204.369825411972
2010-11-12,1189.5322642867093
2010-11-15,1189.568366303927
2010-11-16,1166.786855013476
2010-11-17,1170.9699404729768
2010-11-18,1190.1204657429962
2010-11-19,1193.8075885515498
2010-11-22,1197.5762764187737
2010-11-23,1181.5808230255232
2010-11-24,1197.8346171086205
2010-11-25,1200.4702871818918
2010-11-26,1190.9639682879135
2010-11-29,1184.1642058455957
2010-11-30,1178.036004133974
2010-12-01,1199.9996918976522
2010-12-02,1221.3368652258482
2010-12-03,1235.1875571310045
2010-12-06,1239.363433305207
2010-12-07,1245.1834380784203
2010-12-08,1240.5264945871174
2010-12-09,1244.2608892866206
2010-12-10,1252.8770984401797
2010-12-13,1258.3956549672562
2010-12-14,1259.90744320937
2010-12-15,1254.6380745045246
2010-12-16,1256.7440162824503
2010-12-17,1260.065225726984
2010-12-20,1262.1437365997836
2010-12-21,1273.8800590300768
2010-12-22,1275.7600816509873
2010-12-23,1275.6637953054255
2010-12-24,1275.4992770242939
2010-12-27,1276.6031235461228
2010-12-28,1277.4183477157544
2010-12-29,1284.8018794616894
2010-12-30,1286.7636686183844
2010-12-31,1288.4792415336422
2011-01-03,1299.5906648542843
2011-01-04,1291.91038770192
2011-01-05,1291.9035406972469
2011-01-06,1288.6281650417718
2011-01-07,1285.7367023585618
2011-01-10,1285.9419810534646
2011-01-11,1293.8545381421447
2011-01-12,1306.9378846076274
2011-01-13,1312.1034169546297
2011-01-14,1316.2371046999142
2011-01-17,1315.755546349348
2011-01-18,1323.0178782955302
2011-01-19,1308.606496204354
2011-01-20,1287.8704506974377
2011-01-21,1287.405617843356
2011-01-24,1296.0377448273332
2011-01-25,1295.457375324149
2011-01-26,1310.2035282542372
2011-01-27,1314.4712336676098
2011-01-28,1294.9736905413138
2011-01-31,1300.4504907318374
2011-02-01,1325.0130939600508
2011-02-02,1325.060535368702
2011-02-03,1325.223897661582
2011-02-04,1329.730392840358
2011-02-07,1341.4477875211892
2011-02-08,1348.264554831725
2011-02-09,1342.0428330622362
2011-02-10,1338.9267519331959
2011-02-11,1346.3268615720633
2011-02-14,1354.0970877517782
2011-02-15,1349.3675897783694
2011-02-16,1357.494016277129
2011-02-17,1365.3886852362102
2011-02-18,1367.7595251658502
2011-02-21,1364.1622043894263
2011-02-22,1337.755373035224
2011-02-23,1323.29385684887
2011-02-24,1320.9400128109546
2011-02-25,1344.3653818379103
2011-02-28,1353.2888799886723
2011-03-01,1342.2212927392845
2011-03-02,1342.6997412535723
2011-03-03,1360.073711030224
2011-03-04,1360.1955393572896
2011-03-07,1348.1007395534843
2011-03-08,1352.2697131024797
2011-03-09,1350.4048411793738
2011-03-10,1319.6903717544044
2011-03-11,1320.860136806116
2011-03-14,1304.1956373500689
2011-03-15,1274.6278637690837
2011-03-16,1271.8526414239213
2011-03-17,1286.042541514168
2011-03-18,1301.1304443889876
2011-03-21,1326.4162316394204
2011-03-22,1329.0185169125202
2011-03-23,1328.6459774408881
2011-03-24,1340.5935030634525
2011-03-25,1346.8300648896263
2011-03-28,1342.642104654305
2011-03-29,1348.6490544731364
2011-03-30,1364.2252622098629
2011-03-31,1369.048277551691
2011-04-01,1372.9656759870163
2011-04-04,1380.141828414689
2011-04-05,1381.7776936289026
2011-04-06,1383.635928851376
2011-04-07,1375.8778050489161
2011-04-08,1377.2948098489103
2011-04-11,1370.0138513978072
2011-04-12,1351.4090916704363
2011-04-13,1358.4065565260648
2011-04-14,1362.5368937350672
2011-04-15,1367.72308702482
2011-04-18,1346.1405579337973
2011-04-19,1353.1445279924835
2011-04-20,1379.672117315889
2011-04-21,1392.8954709692966
2011-04-22,1393.2771522784835
2011-04-25,1390.7747694593236
2011-04-26,1399.5881098638965
2011-04-27,1404.0542675124545
2011-04-28,1416.4806922862201
2011-04-29,1421.0460572872096
2011-05-02,1416.8534907418305
2011-05-03,1401.550068175668
2011-05-04,1388.4387060175331
2011-05-05,1378.806728554235
2011-05-06,1383.2078129153535
2011-05-09,1386.9964457942835
2011-05-10,1403.3818995949705
2011-05-11,1390.3582906586987
2011-05-12,1386.5252143059354
2011-05-13,1375.1131543724086
2011-05-16,1362.1008220048795
2011-05-17,1352.4759440761495
2011-05-18,1369.9546823486767
2011-05-19,1372.9510381443995
2011-05-20,1366.7930896889736
2011-05-23,1342.3468368743274
2011-05-24,1342.956040764905
2011-05-25,1350.4726505753015
2011-05-26,1362.4990833283746
2011-05-27,1375.7403753225358
2011-05-30,1377.5031772831094
2011-05-31,1392.1219121014874
2011-06-01,1371.0746522964735
2011-06-02,1363.9895848927592
2011-06-03,1353.5030159699875
2011-06-06,1339.1578453321486
2011-06-07,1343.2592891284228
2011-06-08,1326.4604268895755
2011-06-09,1332.1271628985683
2011-06-10,1313.1068046275914
2011-06-13,1309.2287418315789
2011-06-14,1330.5945462389873
2011-06-15,1310.9590043168598
2011-06-16,1298.5506337749528
2011-06-17,1302.160559654481
