Date,EMU SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.67836709611977
2001-01-03,99.53971040559638
2001-01-04,101.09211050309591
2001-01-05,101.9364105841233
2001-01-08,101.0055517186736
2001-01-09,99.1086125339228
2001-01-10,98.76918264194371
2001-01-11,100.78234978494714
2001-01-12,102.0076182376075
2001-01-15,101.84137421476683
2001-01-16,101.7021931139079
2001-01-17,102.28386054500022
2001-01-18,104.17129493993079
2001-01-19,104.02644366983044
2001-01-22,104.30832090145988
2001-01-23,104.69256381034316
2001-01-24,103.2131544290247
2001-01-25,103.07799852892278
2001-01-26,102.59402685030284
2001-01-29,102.57627333411278
2001-01-30,103.58463037630445
2001-01-31,104.85120521219098
2001-02-01,106.58020491530684
2001-02-02,105.74427407030838
2001-02-05,106.11193778682046
2001-02-06,105.40260517003149
2001-02-07,104.73761286863659
2001-02-08,103.296362696218
2001-02-09,103.1311912020321
2001-02-12,103.54316641924295
2001-02-13,102.65252926338684
2001-02-14,101.66038298786533
2001-02-15,100.85860817685322
2001-02-16,101.68806961543453
2001-02-19,101.85329079871647
2001-02-20,100.64017154525871
2001-02-21,100.45422608039783
2001-02-22,99.48660863254568
2001-02-23,99.04338690399359
2001-02-26,100.01937344807189
2001-02-27,101.38666045254212
2001-02-28,101.25126413123475
2001-03-01,101.35337578062277
2001-03-02,102.01868384712407
2001-03-05,102.57784539573017
2001-03-06,103.74396529511579
2001-03-07,103.29546358954731
2001-03-08,104.0709988833
2001-03-09,103.44039640845513
2001-03-12,101.73732227417374
2001-03-13,99.39233061798092
2001-03-14,97.29553083391515
2001-03-15,96.81193308312247
2001-03-16,95.10702236719865
2001-03-19,94.46310429941043
2001-03-20,95.62425853756689
2001-03-21,93.26105186088628
2001-03-22,88.99253104243739
2001-03-23,91.00909890803976
2001-03-26,92.4205156560709
2001-03-27,93.18197376119392
2001-03-28,92.2964124718732
2001-03-29,91.28717167505688
2001-03-30,92.06932426150638
2001-04-02,91.41060748948429
2001-04-03,90.13846059267945
2001-04-04,91.40568000091126
2001-04-05,92.62811689364032
2001-04-06,93.10114084413891
2001-04-09,93.25038188609291
2001-04-10,92.29875313421148
2001-04-11,92.23366134047922
2001-04-12,93.55443785885758
2001-04-13,93.55443785885758
2001-04-16,92.59632816451696
2001-04-17,92.41944279517257
2001-04-18,92.86906452076605
2001-04-19,94.46690065628974
2001-04-20,95.64020766432424
2001-04-23,94.74038774053535
2001-04-24,95.08929043807683
2001-04-25,95.67627125687847
2001-04-26,96.60817043864085
2001-04-27,95.95153454595476
2001-04-30,96.21710408321093
2001-05-01,96.79610107638692
2001-05-02,97.41048351895562
2001-05-03,98.1678845001534
2001-05-04,98.19840050264185
2001-05-07,98.25739823310657
