Date,WORLD ex UK SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.73265408634364
2001-01-03,99.83817315048694
2001-01-04,99.24151299344209
2001-01-05,98.69056341198676
2001-01-08,98.56138085399638
2001-01-09,97.85335322896312
2001-01-10,98.3246040313047
2001-01-11,98.64387324188455
2001-01-12,99.2322548828451
2001-01-15,99.27861157817516
2001-01-16,100.33081419013527
2001-01-17,100.24568716832702
2001-01-18,101.19760267176892
2001-01-19,101.00610491981175
2001-01-22,101.25010418089437
2001-01-23,102.23656728948654
2001-01-24,101.49297994723565
2001-01-25,101.7505331745833
2001-01-26,101.56266634547922
2001-01-29,102.44907982661306
2001-01-30,103.04713332631057
2001-01-31,103.53378382237428
2001-02-01,104.48673439150826
2001-02-02,103.90311583573457
2001-02-05,103.96245201127097
2001-02-06,103.9747102654493
2001-02-07,103.8372181018558
2001-02-08,102.88487507361697
2001-02-09,102.43764497695743
2001-02-12,103.42876209613084
2001-02-13,103.3039893038722
2001-02-14,103.21461505001564
2001-02-15,103.4254042500263
2001-02-16,102.99577418996783
2001-02-19,102.8197942052852
2001-02-20,102.18211557072836
2001-02-21,101.0772816985473
2001-02-22,99.9181717056824
2001-02-23,100.20108806847017
2001-02-26,101.46968737408734
2001-02-27,101.33567014692653
2001-02-28,100.58983940328079
2001-03-01,100.35083940896884
2001-03-02,100.20476573339083
2001-03-05,100.07149039460504
2001-03-06,101.11543808657123
2001-03-07,101.38670084824496
2001-03-08,101.49286013889795
2001-03-09,100.89867774185562
2001-03-12,98.4784949083695
2001-03-13,97.53175669615587
2001-03-14,96.01940650888479
2001-03-15,95.65680269227174
2001-03-16,94.1480083585358
2001-03-19,94.81205430204146
2001-03-20,94.49277520150373
2001-03-21,94.03139869671202
2001-03-22,92.09423577312084
2001-03-23,94.20965551783637
2001-03-26,95.66279172851246
2001-03-27,96.3430137681805
2001-03-28,95.47091976936755
2001-03-29,94.59474886522646
2001-03-30,95.36378924399233
2001-04-02,94.11096960899332
2001-04-03,93.06090698901623
2001-04-04,93.65749182923227
2001-04-05,95.8730028751034
2001-04-06,95.29265729602815
2001-04-09,95.52469841611922
2001-04-10,96.42315216469595
2001-04-11,96.50186189987814
2001-04-12,97.73864686363396
2001-04-13,97.89343184701228
2001-04-16,97.30015881642441
2001-04-17,97.69286645333493
2001-04-18,98.83665158231437
2001-04-19,100.01761712114764
2001-04-20,99.9164021927418
2001-04-23,99.55139578401246
2001-04-24,99.87693913507816
2001-04-25,101.08892210930911
2001-04-26,102.03020560679123
2001-04-27,102.25030282659522
2001-04-30,102.75540889225113
2001-05-01,104.2230709897829
2001-05-02,104.44501350746118
2001-05-03,104.35352799475388
2001-05-04,104.74682667475766
2001-05-07,104.41077793256486
