Date,PACIFIC SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.93851646566337
2001-01-03,99.83236591005517
2001-01-04,98.75868205604579
2001-01-05,98.53523042043669
2001-01-08,98.46700453742051
2001-01-09,96.90545971942105
2001-01-10,95.84400970345102
2001-01-11,93.39924823859589
2001-01-12,93.9710667728563
2001-01-15,94.15529023308152
2001-01-16,95.93294356449823
2001-01-17,95.83499437408338
2001-01-18,97.25365890143328
2001-01-19,98.52280358225487
2001-01-22,98.48215912295184
2001-01-23,98.56548518821951
2001-01-24,97.345754965473
2001-01-25,98.34642923174687
2001-01-26,97.71540509645519
2001-01-29,98.4364301964005
2001-01-30,98.76813497765517
2001-01-31,99.96425499595145
2001-02-01,101.03174915757243
2001-02-02,101.092696225811
2001-02-05,100.59663741805133
2001-02-06,100.40826991746677
2001-02-07,99.68356217776183
2001-02-08,98.68914308365301
2001-02-09,98.62415523618101
2001-02-12,98.85843105886826
2001-02-13,99.52514642474691
2001-02-14,100.14182882985703
2001-02-15,100.54172628753273
2001-02-16,100.84794619710638
2001-02-19,99.97920389866721
2001-02-20,100.77775275121621
2001-02-21,99.96367055826236
2001-02-22,98.92234470781668
2001-02-23,100.37037087375153
2001-02-26,100.92835121903535
2001-02-27,101.6017882341853
2001-02-28,100.4762633449264
2001-03-01,99.79479608841304
2001-03-02,97.51849559059987
2001-03-05,96.64982282871561
2001-03-06,97.82069872584925
2001-03-07,97.389438782217
2001-03-08,97.50696489263497
2001-03-09,98.03438043428697
2001-03-12,95.66392103600415
2001-03-13,93.73426971504858
2001-03-14,93.00553533195914
2001-03-15,92.15579133467035
2001-03-16,91.65892542601763
2001-03-19,92.30345996525818
2001-03-20,92.1071311622154
2001-03-21,94.83355603709188
2001-03-22,93.48125901969438
2001-03-23,95.68333085221676
2001-03-26,98.26515039964573
2001-03-27,97.92184645890285
2001-03-28,98.80134279189
2001-03-29,96.94875656766261
2001-03-30,94.67978099128044
2001-04-02,94.38311096255187
2001-04-03,95.63649987162977
2001-04-04,96.72712369256537
2001-04-05,98.1162534066113
2001-04-06,98.5852866627065
2001-04-09,97.251662031167
2001-04-10,97.96558227722716
2001-04-11,98.98805315231495
2001-04-12,100.41815092178362
2001-04-13,100.94645130434395
2001-04-16,100.81691846847275
2001-04-17,100.89669989680337
2001-04-18,102.69362127730966
2001-04-19,104.21274177773566
2001-04-20,104.10092228971772
2001-04-23,104.33839820028125
2001-04-24,104.56217207073541
2001-04-25,105.16585084306864
2001-04-26,106.06415106103029
2001-04-27,105.2871868450146
2001-04-30,105.72354481645651
2001-05-01,108.85429112204068
2001-05-02,108.97649401113269
2001-05-03,109.64208801845602
2001-05-04,109.32511822677681
2001-05-07,108.94042166557875
