Date,EAFE + CANADA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.21954678428312
2001-01-03,99.58479070673062
2001-01-04,99.79843882539092
2001-01-05,100.16544091963213
2001-01-08,99.93091555557356
2001-01-09,98.76086658359792
2001-01-10,98.38799327862603
2001-01-11,98.25237327537901
2001-01-12,98.73237042755294
2001-01-15,98.8294774540876
2001-01-16,99.43885225446815
2001-01-17,99.71203059690025
2001-01-18,100.97465748139314
2001-01-19,101.71983896247856
2001-01-22,101.72589873890169
2001-01-23,102.00735069727703
2001-01-24,100.91756482218014
2001-01-25,101.38923797954668
2001-01-26,100.98716937231956
2001-01-29,101.44382058359152
2001-01-30,102.00626468423778
2001-01-31,102.94723290995753
2001-02-01,104.17410827268071
2001-02-02,103.83734514952481
2001-02-05,103.76818397645133
2001-02-06,103.39898780058748
2001-02-07,102.83824659900587
2001-02-08,101.73730288293692
2001-02-09,101.55258769332782
2001-02-12,101.7592818719024
2001-02-13,101.73768782890893
2001-02-14,101.48190570845397
2001-02-15,101.27369270093729
2001-02-16,101.5797093863844
2001-02-19,101.29268892933365
2001-02-20,101.06030166903751
2001-02-21,100.35414000394265
2001-02-22,99.54513817486317
2001-02-23,99.94487685868847
2001-02-26,100.48473281451459
2001-02-27,101.29049514624336
2001-02-28,100.67625062381478
2001-03-01,100.40498723996086
2001-03-02,99.96108230772376
2001-03-05,99.82151517357278
2001-03-06,100.97952895410486
2001-03-07,100.76167115938269
2001-03-08,101.17516237240176
2001-03-09,100.96651482762029
2001-03-12,99.01070598003486
2001-03-13,96.94021173005667
2001-03-14,95.58488291806115
2001-03-15,95.08899305188945
2001-03-16,94.0092324654534
2001-03-19,94.01188769026194
2001-03-20,94.27113323275692
2001-03-21,94.20127634996602
2001-03-22,91.46636201464132
2001-03-23,93.27695534275776
2001-03-26,95.13448552037842
2001-03-27,95.30617941248667
2001-03-28,95.28583376251679
2001-03-29,94.17985923320433
2001-03-30,93.57473335424999
2001-04-02,93.34355018361238
2001-04-03,93.2233271861381
2001-04-04,94.07958261827862
2001-04-05,95.2981809782523
2001-04-06,95.90640281024368
2001-04-09,95.5463410028663
2001-04-10,95.66522948173524
2001-04-11,96.31235282998352
2001-04-12,97.44923547496526
2001-04-13,97.66495549927446
2001-04-16,97.22526811072939
2001-04-17,97.0745464811535
2001-04-18,97.9539790905341
2001-04-19,99.58564784651878
2001-04-20,100.13077746435499
2001-04-23,99.8917715432312
2001-04-24,100.16157976923314
2001-04-25,100.68963681615396
2001-04-26,101.50014270536211
2001-04-27,101.17263682516219
2001-04-30,101.67506498066925
2001-05-01,103.26888757449208
2001-05-02,103.59146661808084
2001-05-03,104.20395889567806
2001-05-04,104.19967363937481
2001-05-07,104.04741475275115
