Date,PACIFIC ex JAPAN SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.34686348633002
2001-01-03,99.82008530031536
2001-01-04,101.87468805859378
2001-01-05,103.60315035678342
2001-01-08,103.4354743146756
2001-01-09,102.57794167352745
2001-01-10,101.8393585950129
2001-01-11,100.78771264732647
2001-01-12,101.37993709881971
2001-01-15,100.26945196310412
2001-01-16,100.242253763872
2001-01-17,99.70054386388206
2001-01-18,101.00579878899023
2001-01-19,101.83683003728896
2001-01-22,101.68280726390444
2001-01-23,101.91874910485234
2001-01-24,100.93909934619677
2001-01-25,101.01106169508392
2001-01-26,100.66483697946914
2001-01-29,100.65196225156902
2001-01-30,100.76866581109763
2001-01-31,101.97707610578874
2001-02-01,103.23055022588635
2001-02-02,103.38252911446327
2001-02-05,102.52499100783113
2001-02-06,102.91556963507847
2001-02-07,101.94245157800077
2001-02-08,100.97942656230889
2001-02-09,100.57168757270364
2001-02-12,101.30126481571783
2001-02-13,101.33190211577684
2001-02-14,100.43392607081104
2001-02-15,99.38631207077958
2001-02-16,100.25276014044967
2001-02-19,99.76530303364824
2001-02-20,99.91460436372445
2001-02-21,99.8682652984164
2001-02-22,99.50448642216425
2001-02-23,99.69145496494582
2001-02-26,100.11366205875565
2001-02-27,99.89733436113629
2001-02-28,99.82069023697808
2001-03-01,99.35291128141151
2001-03-02,99.94470459544551
2001-03-05,98.98331137921772
2001-03-06,98.8018917800395
2001-03-07,98.45717845801661
2001-03-08,98.44659950117536
2001-03-09,97.86548722703613
2001-03-12,96.56660375774747
2001-03-13,94.47770717383465
2001-03-14,93.7716366489445
2001-03-15,92.7062352515659
2001-03-16,92.45185189718613
2001-03-19,92.12788567068453
2001-03-20,92.21226134291958
2001-03-21,91.99053730280843
2001-03-22,90.07994435299193
2001-03-23,91.00218666598785
2001-03-26,91.22921965458208
2001-03-27,90.81054701238556
2001-03-28,89.96710498975587
2001-03-29,88.8198299730325
2001-03-30,88.53914253672549
2001-04-02,88.62926510141625
2001-04-03,87.97099060116108
2001-04-04,88.04069534584221
2001-04-05,88.85902492568786
2001-04-06,89.61648827227216
2001-04-09,89.15232559732007
2001-04-10,89.9553330702946
2001-04-11,91.13358891226157
2001-04-12,92.12836332960109
2001-04-13,92.12836332960109
2001-04-16,91.98846642734945
2001-04-17,91.47360917785811
2001-04-18,91.6229772080623
2001-04-19,93.89340289504226
2001-04-20,94.80487044767824
2001-04-23,93.60518314412433
2001-04-24,93.13125356395082
2001-04-25,93.04534054189136
2001-04-26,93.6683866522572
2001-04-27,93.83696536496667
2001-04-30,94.76793166892992
2001-05-01,95.29832452779485
2001-05-02,95.78448593658861
2001-05-03,95.90516746899138
2001-05-04,94.80637608239715
2001-05-07,95.02054167959575
