Date,WORLD SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.88418935749347
2001-01-03,99.86005066820822
2001-01-04,99.44968050509029
2001-01-05,99.01110308979356
2001-01-08,98.92064974535276
2001-01-09,98.27400300956769
2001-01-10,98.78530700784285
2001-01-11,99.12585663191886
2001-01-12,99.605427113162
2001-01-15,99.6680600685047
2001-01-16,100.55405452865656
2001-01-17,100.59326906256169
2001-01-18,101.50213893781546
2001-01-19,101.43891853558279
2001-01-22,101.61756620674929
2001-01-23,102.55165840247281
2001-01-24,101.82798125894769
2001-01-25,102.11365900269668
2001-01-26,101.9151601304544
2001-01-29,102.71226980128246
2001-01-30,103.25475172771408
2001-01-31,103.70653019744896
2001-02-01,104.67992252275084
2001-02-02,104.06886717335327
2001-02-05,104.154462511408
2001-02-06,104.12981647924134
2001-02-07,104.03537947184692
2001-02-08,103.0619863847667
2001-02-09,102.60977964622863
2001-02-12,103.51509965126873
2001-02-13,103.40159811953656
2001-02-14,103.28214518061237
2001-02-15,103.4069963050955
2001-02-16,102.97373387081215
2001-02-19,102.7896331327272
2001-02-20,102.19543505661039
2001-02-21,101.14759152884935
2001-02-22,100.1064018195044
2001-02-23,100.38634695290551
2001-02-26,101.45455170079435
2001-02-27,101.3908709888167
2001-02-28,100.68781162456185
2001-03-01,100.54646435409106
2001-03-02,100.55433649852267
2001-03-05,100.4474782884394
2001-03-06,101.48453843624348
2001-03-07,101.73421865501686
2001-03-08,101.87192133309682
2001-03-09,101.21256106930424
2001-03-12,98.86712118931435
2001-03-13,97.76894283086703
2001-03-14,96.291734033336
2001-03-15,95.96050163465213
2001-03-16,94.50815121196312
2001-03-19,94.98533879264836
2001-03-20,94.70240129244388
2001-03-21,94.11208482523747
2001-03-22,92.00553138432558
2001-03-23,93.9761641553576
2001-03-26,95.39984172815657
2001-03-27,96.04093948777472
2001-03-28,95.28782775319218
2001-03-29,94.4788911110706
2001-03-30,95.11581035682688
2001-04-02,94.0273715861389
2001-04-03,92.97640333054532
2001-04-04,93.49691596605854
2001-04-05,95.60730175807008
2001-04-06,95.23800174368525
2001-04-09,95.464856077406
2001-04-10,96.23368668034632
2001-04-11,96.43902352040477
2001-04-12,97.61446832975825
2001-04-13,97.75366028305423
2001-04-16,97.17931753584733
2001-04-17,97.47004907870486
2001-04-18,98.51222034813742
2001-04-19,99.75301936766294
2001-04-20,99.7659839669179
2001-04-23,99.45891478508479
2001-04-24,99.81529594960527
2001-04-25,100.95232576521433
2001-04-26,101.8629844706974
2001-04-27,102.1116012138887
2001-04-30,102.61044136085881
2001-05-01,103.96699562478777
2001-05-02,104.21506543459704
2001-05-03,104.17638879955126
2001-05-04,104.62647482023256
2001-05-07,104.34407265226847
2001-05-08,103.9185641119159
