Date,NORTH AMERICA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.79936320537008
2001-01-03,100.11999763123312
2001-01-04,98.61850749462675
2001-01-05,96.96661441661806
2001-01-08,97.1385102710194
2001-01-09,97.5080313158586
2001-01-10,99.35979026758879
2001-01-11,100.61344626379672
2001-01-12,100.89759229636448
2001-01-15,100.98850394681509
2001-01-16,102.21708522166956
2001-01-17,101.82903368265842
2001-01-18,101.93175181980646
2001-01-19,100.73402001231817
2001-01-22,101.27038449621446
2001-01-23,103.11759196940112
2001-01-24,103.04015450555039
2001-01-25,103.06646083535152
2001-01-26,103.28479537664211
2001-01-29,104.65051821081616
2001-01-30,105.1637927424638
2001-01-31,104.72597190104145
2001-02-01,105.2691673689025
2001-02-02,104.36837434116178
2001-02-05,104.72113826997355
2001-02-06,105.19205287751063
2001-02-07,105.707178245379
2001-02-08,105.06649593502901
2001-02-09,104.23792785817659
2001-02-12,106.09737505676462
2001-02-13,105.85099732328435
2001-02-14,105.88402005073279
2001-02-15,106.48601635101929
2001-02-16,104.88117281160629
2001-02-19,105.00070625852027
2001-02-20,103.70993538149428
2001-02-21,101.94327256015224
2001-02-22,100.7108782140388
2001-02-23,100.66608952972675
2001-02-26,102.58010538664134
2001-02-27,101.20349988772624
2001-02-28,100.33215791919474
2001-03-01,100.28770870119517
2001-03-02,101.02493106991072
2001-03-05,101.10825135069904
2001-03-06,102.00909871606714
2001-03-07,103.06325327502448
2001-03-08,102.88836981555622
2001-03-09,101.61711150368814
2001-03-12,98.80242731029867
2001-03-13,99.41735392749523
2001-03-14,97.77145356877155
2001-03-15,97.72418338604284
2001-03-16,95.68326648252663
2001-03-19,97.14890176970208
2001-03-20,95.93181674678088
2001-03-21,94.3774554169297
2001-03-22,93.33098031330822
2001-03-23,95.41142376647139
2001-03-26,96.12254097709122
2001-03-27,97.3909674247035
2001-03-28,95.43353519792201
2001-03-29,95.21597894883882
2001-03-30,97.97084998217068
2001-04-02,95.70372642120937
2001-04-03,93.17523756914717
2001-04-04,93.22232289628826
2001-04-05,96.47847285233128
2001-04-06,94.65660960917488
2001-04-09,95.85365788412903
2001-04-10,97.77281845862021
2001-04-11,97.32827593558697
2001-04-12,98.50479578868674
2001-04-13,98.50479578868674
2001-04-16,97.7859763592561
2001-04-17,98.78511814931822
2001-04-18,100.00235168499908
2001-04-19,100.60200198209262
2001-04-20,99.86521715666622
2001-04-23,99.39422812034995
2001-04-24,99.93014444740962
2001-04-25,102.00914334249067
2001-04-26,102.99801184729036
2001-04-27,104.24789607214747
2001-04-30,104.78083554764342
2001-05-01,105.69914530833042
2001-05-02,105.8463672865176
2001-05-03,104.7825907269959
2001-05-04,105.8671094067457
2001-05-07,105.40997634745989
