Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.51774142011232
2001-01-03,99.61213545976626
2001-01-04,101.1540652507049
2001-01-05,102.18157764766276
2001-01-08,101.80994335097026
2001-01-09,100.71161747330444
2001-01-10,100.65306406293095
2001-01-11,101.56435467111889
2001-01-12,102.19852999133623
2001-01-15,101.92371124673433
2001-01-16,101.74178917891354
2001-01-17,102.16523097817648
2001-01-18,103.61781348032177
2001-01-19,104.00384459341808
2001-01-22,103.90506340712635
2001-01-23,104.34244019913578
2001-01-24,103.2491221831004
2001-01-25,103.2990389405906
2001-01-26,102.93561541532704
2001-01-29,103.06311211591418
2001-01-30,103.68094313151563
2001-01-31,104.69275840184456
2001-02-01,106.08680740990775
2001-02-02,105.49242525287323
2001-02-05,105.49028158736245
2001-02-06,105.16602802035833
2001-02-07,104.69228565603892
2001-02-08,103.40818006250396
2001-02-09,103.09158715787464
2001-02-12,103.44492613448153
2001-02-13,103.00197973463324
2001-02-14,102.1118946128716
2001-02-15,101.35618084551876
2001-02-16,101.87919716250794
2001-02-19,101.76608093095862
2001-02-20,101.13128427523924
2001-02-21,100.85086003653285
2001-02-22,100.1367951155646
2001-02-23,99.98016879641449
2001-02-26,100.40137391878194
2001-02-27,101.14209729524995
2001-02-28,101.0003802884867
2001-03-01,101.04323070434738
2001-03-02,101.89871533888726
2001-03-05,101.92597587980755
2001-03-06,102.7778021463789
2001-03-07,102.57106227040532
2001-03-08,102.99403790389572
2001-03-09,102.1876746924845
2001-03-12,100.51079208532772
2001-03-13,98.09610713612607
2001-03-14,96.45519786662123
2001-03-15,96.03948891193794
2001-03-16,94.77767289589592
2001-03-19,94.03956638701806
2001-03-20,94.6757643451257
2001-03-21,92.98276680219473
2001-03-22,89.40714471408245
2001-03-23,90.92486021076594
2001-03-26,92.07561159888847
2001-03-27,92.53225828818846
2001-03-28,91.89768124029749
2001-03-29,91.11105539856011
2001-03-30,91.35734377877485
2001-04-02,91.13529099941354
2001-04-03,90.1343977909117
2001-04-04,90.66716918585999
2001-04-05,91.87586535596026
2001-04-06,92.60016749688205
2001-04-09,92.74157187940708
2001-04-10,92.42974754951331
2001-04-11,92.93432308026587
2001-04-12,93.9115082499686
2001-04-13,93.9115082499686
2001-04-16,93.27768374694273
2001-04-17,92.85593079239922
2001-04-18,93.07531755893511
2001-04-19,94.96364033603585
2001-04-20,95.96280648417171
2001-04-23,95.29642066656056
2001-04-24,95.40191038583069
2001-04-25,95.71799644729018
2001-04-26,96.50430514127729
2001-04-27,96.41192989548809
2001-04-30,97.0014694263895
2001-05-01,97.48431389613279
2001-05-02,97.95987161484128
2001-05-03,98.51009150783294
2001-05-04,98.5277798350106
