Date,EUROPE & MIDDLE EAST SMALL CAP
2010-05-26,1000.0
2010-05-27,1032.0336793940303
2010-05-28,1034.0989130822543
2010-05-31,1035.2103283698316
2010-06-01,1037.3791612663115
2010-06-02,1031.4995253200861
2010-06-03,1049.3704821601389
2010-06-04,1019.9636200038657
2010-06-07,999.3977575028341
2010-06-08,985.4028658549928
2010-06-09,1014.1224220816069
2010-06-10,1034.7507589826755
2010-06-11,1036.8715706754585
2010-06-14,1069.4636745363587
2010-06-15,1079.088937087593
2010-06-16,1075.7369846573781
2010-06-17,1077.8231074402809
2010-06-18,1085.639686455439
2010-06-21,1094.353965540749
2010-06-22,1085.7639542486593
2010-06-23,1075.9937352425586
2010-06-24,1062.7902005472204
2010-06-25,1054.4814672736475
2010-06-28,1066.969612493155
2010-06-29,1024.8190438410845
2010-06-30,1026.6777877475286
2010-07-01,1016.5670925513954
2010-07-02,1035.0029464199963
2010-07-05,1031.6320120930188
2010-07-06,1065.7705497602442
2010-07-07,1070.9595807979856
2010-07-08,1086.746225296148
2010-07-09,1085.9281293173206
2010-07-12,1085.619911790515
2010-07-13,1109.9198729796362
2010-07-14,1113.7196205264086
2010-07-15,1118.331208661709
2010-07-16,1108.029375304325
2010-07-19,1097.4745653975776
2010-07-20,1087.3708750729318
2010-07-21,1101.0377581581572
2010-07-22,1124.4881096724707
2010-07-23,1128.8926727729297
2010-07-26,1147.272276864069
2010-07-27,1152.5715623279075
2010-07-28,1150.368160595358
2010-07-29,1157.9081408849336
2010-07-30,1148.761461995908
2010-08-02,1188.0394152739539
2010-08-03,1192.310949924856
2010-08-04,1185.4246205978657
2010-08-05,1187.611381897185
2010-08-06,1191.7300028048112
2010-08-09,1200.1523661355664
2010-08-10,1171.8396915205317
2010-08-11,1132.8427629001435
2010-08-12,1119.8093688531083
2010-08-13,1117.0266320907951
2010-08-16,1125.960208596019
2010-08-17,1142.5598053568917
2010-08-18,1139.6953669176946
2010-08-19,1132.263776364119
2010-08-20,1106.590960745185
2010-08-23,1110.0604017287278
2010-08-24,1090.6680395767307
2010-08-25,1077.7231327914585
2010-08-26,1096.4765165726494
2010-08-27,1101.6116531188777
2010-08-30,1102.3272907935345
2010-08-31,1103.6817364264277
2010-09-01,1137.9607822054552
2010-09-02,1142.892766640665
2010-09-03,1153.5341781610377
2010-09-06,1159.4480836314006
2010-09-07,1140.4534746594445
2010-09-08,1153.4806090712314
2010-09-09,1163.2562388129497
2010-09-10,1164.9447619829612
2010-09-13,1186.0951324133214
2010-09-14,1194.4306270164102
2010-09-15,1199.422655126254
2010-09-16,1198.1074866407353
2010-09-17,1196.2662795031679
2010-09-20,1209.0989890225171
2010-09-21,1215.647676590536
2010-09-22,1225.5127422115534
2010-09-23,1219.3825353765242
2010-09-24,1242.9292703122217
2010-09-27,1246.4854825304371
2010-09-28,1251.7764380848105
2010-09-29,1255.5413621777716
2010-09-30,1255.9662233531185
2010-10-01,1265.5765930633606
2010-10-04,1258.1732393112925
2010-10-05,1282.6745586229079
2010-10-06,1295.1560499366797
2010-10-07,1297.4522092406592
2010-10-08,1296.710882852031
2010-10-11,1304.2092579018286
2010-10-12,1295.654056720894
2010-10-13,1324.4811969065422
2010-10-14,1337.026280496519
2010-10-15,1328.6171642058068
2010-10-18,1326.0802630564394
2010-10-19,1303.6370539873717
2010-10-20,1320.485867608542
2010-10-21,1332.4061660412976
2010-10-22,1324.9014573059274
2010-10-25,1338.3561552273834
2010-10-26,1330.308169511108
2010-10-27,1311.958673483491
2010-10-28,1323.5156089178595
2010-10-29,1327.2665941661048
2010-11-01,1331.280623981414
2010-11-02,1343.8987072521468
2010-11-03,1339.6022144885496
2010-11-04,1373.8740841158917
2010-11-05,1364.3997996028418
2010-11-08,1352.3895254705583
2010-11-09,1361.626366994133
2010-11-10,1331.875295636354
2010-11-11,1322.224924594276
2010-11-12,1319.060094422456
2010-11-15,1321.063624255944
2010-11-16,1287.9697661257533
2010-11-17,1292.8122210092563
2010-11-18,1315.5578404668904
2010-11-19,1317.9104482207401
2010-11-22,1312.086367828044
2010-11-23,1277.9232521774215
2010-11-24,1286.956122095093
2010-11-25,1294.1101091148605
2010-11-26,1276.5744105408728
2010-11-29,1252.0120329514605
2010-11-30,1242.7918231528918
2010-12-01,1272.6232591744608
2010-12-02,1309.1877908006527
2010-12-03,1331.3769612910223
2010-12-06,1331.728338966882
2010-12-07,1351.7157477420585
2010-12-08,1340.254029885894
2010-12-09,1337.6226078532666
2010-12-10,1344.3945212907474
2010-12-13,1366.4007947271373
2010-12-14,1368.7994720122304
2010-12-15,1362.3008135796156
2010-12-16,1351.074358564174
2010-12-17,1349.7197771292688
2010-12-20,1352.7047246379232
2010-12-21,1365.0206102885156
2010-12-22,1366.1337201959852
2010-12-23,1365.6662376246986
2010-12-24,1365.7670229732662
2010-12-27,1361.5383272444733
2010-12-28,1363.7374573600885
2010-12-29,1376.2850323448959
2010-12-30,1383.2511666349426
2010-12-31,1400.995994328429
2011-01-03,1402.1250367836435
2011-01-04,1406.20470126124
2011-01-05,1385.2843388133454
2011-01-06,1378.2897767080742
2011-01-07,1372.1736001857726
2011-01-10,1357.8616505953132
2011-01-11,1379.1531820391328
2011-01-12,1402.6928797793432
2011-01-13,1420.2129322582107
2011-01-14,1420.9974833582069
2011-01-17,1416.8620261402034
2011-01-18,1435.2202192355446
2011-01-19,1429.8458519981177
2011-01-20,1394.8993227901276
2011-01-21,1417.1671028901708
2011-01-24,1421.0054879478275
2011-01-25,1412.4872171260317
2011-01-26,1429.9625738377445
2011-01-27,1438.2526113975248
2011-01-28,1423.7791613843842
2011-01-31,1424.2629069869415
2011-02-01,1451.8302924514767
2011-02-02,1449.0294765458939
2011-02-03,1433.090531281318
2011-02-04,1433.1333919595768
2011-02-07,1451.4768438725462
2011-02-08,1460.5477144189629
2011-02-09,1459.9592425181604
2011-02-10,1439.4588174529372
2011-02-11,1439.9563468202107
2011-02-14,1443.3704261463567
2011-02-15,1444.6052483868557
2011-02-16,1445.2268091013284
2011-02-17,1450.1515258192262
2011-02-18,1458.8009779536358
2011-02-21,1443.768759219618
2011-02-22,1435.698824173644
2011-02-23,1427.2657921074806
2011-02-24,1413.3750107328708
2011-02-25,1431.790517878132
2011-02-28,1452.6431171934044
2011-03-01,1455.0033776719372
2011-03-02,1450.6913833415003
2011-03-03,1459.8265191027665
2011-03-04,1467.0285806721633
2011-03-07,1472.1239372955727
2011-03-08,1461.7695481133103
2011-03-09,1467.5049205754265
2011-03-10,1433.2416214616742
2011-03-11,1419.575523599333
2011-03-14,1423.5115991591545
2011-03-15,1388.6607225194537
2011-03-16,1376.1742987451248
2011-03-17,1408.043161475374
2011-03-18,1432.9000829606912
2011-03-21,1464.467361357586
2011-03-22,1463.4426589095992
2011-03-23,1454.7112526554047
2011-03-24,1473.5123812191741
2011-03-25,1471.6446057998335
2011-03-28,1470.4753326009463
2011-03-29,1464.874251359476
2011-03-30,1476.7191141624833
2011-03-31,1476.6591858729944
2011-04-01,1486.4042383204467
2011-04-04,1504.3060979213271
2011-04-05,1504.397603759223
2011-04-06,1520.247013214093
2011-04-07,1506.7384056203266
2011-04-08,1524.8311113346638
2011-04-11,1522.263139525473
2011-04-12,1499.8994292647806
2011-04-13,1513.563403443981
2011-04-14,1510.3332980465166
2011-04-15,1508.6290135932072
2011-04-18,1467.131370546097
2011-04-19,1489.5569889424994
2011-04-20,1528.1103825416644
2011-04-21,1546.3049009340964
2011-04-22,1546.3049009340964
2011-04-25,1542.565225335434
2011-04-26,1551.3229684894818
2011-04-27,1555.7631603044113
2011-04-28,1581.6186913562904
2011-04-29,1589.0732978348806
2011-05-02,1596.5248070246237
2011-05-03,1579.5852551042842
2011-05-04,1566.3352153237088
2011-05-05,1537.9230562485097
2011-05-06,1542.934115149173
2011-05-09,1523.9948354132978
2011-05-10,1546.770326982225
2011-05-11,1545.4782339899948
2011-05-12,1522.2565991295587
2011-05-13,1521.9608362909435
2011-05-16,1519.9880367477724
2011-05-17,1501.3110789168747
2011-05-18,1508.794424433373
2011-05-19,1517.4504570469685
2011-05-20,1512.8681080287574
2011-05-23,1475.7184273400876
2011-05-24,1487.388383366341
2011-05-25,1487.5053056151846
2011-05-26,1492.505705991714
2011-05-27,1519.2188953942302
2011-05-30,1522.64560233878
2011-05-31,1541.082414312769
2011-06-01,1542.3995189931404
2011-06-02,1532.115418456128
2011-06-03,1537.639314764175
2011-06-06,1534.733338092875
2011-06-07,1539.4318915164858
2011-06-08,1509.595306905541
2011-06-09,1511.0294632056518
2011-06-10,1481.2330756133224
2011-06-13,1482.039438441937
2011-06-14,1500.9525548537738
2011-06-15,1469.6849829479793
2011-06-16,1438.4804028146998
2011-06-17,1452.4257200985971
2011-06-20,1436.0436045772894
2011-06-21,1459.5604257374598
2011-06-22,1458.0265410398017
2011-06-23,1411.3568361372063
2011-06-24,1413.0434182203553
2011-06-27,1418.5591255810089
2011-06-28,1432.7804356979475
2011-06-29,1464.2138640008673
2011-06-30,1490.17037579565
2011-07-01,1501.5141786778447
2011-07-04,1515.3160933065528
2011-07-05,1512.8094578976416
2011-07-06,1493.6517073667878
2011-07-07,1504.9990851580292
2011-07-08,1487.0699931961208
2011-07-11,1434.0240031590452
2011-07-12,1423.6164841996263
2011-07-13,1450.7469836193548
2011-07-14,1436.76000464491
2011-07-15,1427.9295694177072
2011-07-18,1389.0055470119846
2011-07-19,1415.78106067517
2011-07-20,1431.140482312887
2011-07-21,1458.477512227049
2011-07-22,1470.1418224379793
2011-07-25,1465.1249231615097
2011-07-26,1472.1800113166835
2011-07-27,1446.387408069002
2011-07-28,1431.0137378028116
2011-07-29,1431.4822668824522
2011-08-01,1402.74595080224
2011-08-02,1363.2280668668086
2011-08-03,1338.2957341495319
2011-08-04,1268.4041511639007
2011-08-05,1245.4905468931968
2011-08-08,1177.0429524103238
2011-08-09,1206.2499624724055
2011-08-10,1184.7372705772375
2011-08-11,1215.6481672517705
2011-08-12,1253.3121509466075
2011-08-15,1285.086156454354
2011-08-16,1267.1240149314333
2011-08-17,1274.591942767995
2011-08-18,1200.373470687666
2011-08-19,1194.2913416244585
2011-08-22,1197.624934238886
2011-08-23,1203.563760213451
2011-08-24,1219.5021985098049
2011-08-25,1211.1723505919053
2011-08-26,1205.287190996887
2011-08-29,1238.0590977270122
2011-08-30,1245.3965289515795
2011-08-31,1281.284359712007
2011-09-01,1274.696029084646
2011-09-02,1247.5720966124481
2011-09-05,1193.1007147460905
2011-09-06,1172.0670722923082
2011-09-07,1205.3497954196703
2011-09-08,1213.227335560802
2011-09-09,1168.7098891786043
2011-09-12,1129.3858334080396
2011-09-13,1136.2205179711345
2011-09-14,1149.0431328058903
2011-09-15,1184.10198735424
2011-09-16,1195.2068922043024
2011-09-19,1156.583846637436
2011-09-20,1173.7783480746384
2011-09-21,1161.6767404163654
2011-09-22,1094.6114645925588
2011-09-23,1090.8285497295922
2011-09-26,1093.5201343048734
2011-09-27,1147.2692685564502
2011-09-28,1136.772889737717
2011-09-29,1141.8282227081677
2011-09-30,1111.0558936097862
2011-10-03,1087.6735538730788
2011-10-04,1048.1280760138086
2011-10-05,1072.3340611476387
2011-10-06,1107.2341739273522
2011-10-07,1124.0092758066698
2011-10-10,1156.351234911886
2011-10-11,1154.3863175255444
2011-10-12,1189.347060310088
2011-10-13,1174.3785117573457
2011-10-14,1199.5773208857843
2011-10-17,1182.9558700048176
2011-10-18,1172.5697445305598
2011-10-19,1186.2140650667309
2011-10-20,1161.6002729350555
2011-10-21,1201.1389525596817
2011-10-24,1221.561474688053
2011-10-25,1217.524825745314
2011-10-26,1211.854243219961
