Date,WORLD ex AUSTRALIA SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.7671575987352
2001-01-03,99.78220272827414
2001-01-04,99.29865566078264
2001-01-05,98.76907529908723
2001-01-08,98.72868133213204
2001-01-09,98.09862216733524
2001-01-10,98.64962457964965
2001-01-11,99.03441213240555
2001-01-12,99.54774556582917
2001-01-15,99.68371631732366
2001-01-16,100.59112249834472
2001-01-17,100.64519974098292
2001-01-18,101.51299007104946
2001-01-19,101.43031488515474
2001-01-22,101.63671031301443
2001-01-23,102.6055938803828
2001-01-24,101.91926093816267
2001-01-25,102.21048159053983
2001-01-26,102.01525533246449
2001-01-29,102.84746516251286
2001-01-30,103.40041399040848
2001-01-31,103.8235696686993
2001-02-01,104.76225651622282
2001-02-02,104.15954281868207
2001-02-05,104.28952964667377
2001-02-06,104.24954410065567
2001-02-07,104.22296474160449
2001-02-08,103.28179227936234
2001-02-09,102.851213976319
2001-02-12,103.7887604157659
2001-02-13,103.68556959019615
2001-02-14,103.59850978092307
2001-02-15,103.79329850118168
2001-02-16,103.2842152458146
2001-02-19,103.13255981883397
2001-02-20,102.55645577537165
2001-02-21,101.43642992602736
2001-02-22,100.37525845700698
2001-02-23,100.685348615726
2001-02-26,101.78444905427912
2001-02-27,101.70868594850856
2001-02-28,100.9573644190176
2001-03-01,100.78482245966201
2001-03-02,100.76546499459764
2001-03-05,100.6838739113102
2001-03-06,101.7971181864826
2001-03-07,102.08109057732527
2001-03-08,102.2466958567043
2001-03-09,101.58810479984545
2001-03-12,99.16270227380065
2001-03-13,98.11421926594754
2001-03-14,96.61152528654927
2001-03-15,96.36652933238035
2001-03-16,94.87295795827295
2001-03-19,95.36070206259721
2001-03-20,95.04051500646631
2001-03-21,94.4404139404762
2001-03-22,92.28411170013838
2001-03-23,94.31355004042096
2001-03-26,95.76076232989176
2001-03-27,96.40771861892676
2001-03-28,95.65360253822335
2001-03-29,94.85578597413506
2001-03-30,95.56732539867022
2001-04-02,94.41300988827714
2001-04-03,93.34245572830625
2001-04-04,93.84011059924559
2001-04-05,96.0140226147451
2001-04-06,95.58070806687064
2001-04-09,95.80810279571907
2001-04-10,96.61785415848182
2001-04-11,96.78065765830353
2001-04-12,97.9498398833836
2001-04-13,98.09415588964217
2001-04-16,97.48840317629552
2001-04-17,97.83566243437744
2001-04-18,98.96268288845066
2001-04-19,100.15009444075123
2001-04-20,100.11212733013834
2001-04-23,99.90546566773881
2001-04-24,100.29245803366396
2001-04-25,101.46389475284096
2001-04-26,102.36819877030703
2001-04-27,102.62668478266163
2001-04-30,103.13015209515308
2001-05-01,104.50592547713822
2001-05-02,104.75976380846706
2001-05-03,104.68986334010837
2001-05-04,105.19720885407693
2001-05-07,104.88662012193397
