Date,NORDIC COUNTRIES SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.09596239161596
2001-01-03,97.93620906364036
2001-01-04,100.37696929404233
2001-01-05,102.52299618490017
2001-01-08,102.253006259062
2001-01-09,100.07266225458461
2001-01-10,99.91353522379563
2001-01-11,102.16793251971293
2001-01-12,103.68990101246871
2001-01-15,103.91519953946866
2001-01-16,103.36493457021999
2001-01-17,104.44812099308626
2001-01-18,106.28249140671642
2001-01-19,107.12201689281038
2001-01-22,106.47927405089744
2001-01-23,106.73172979098432
2001-01-24,105.40223044273073
2001-01-25,104.49377219583309
2001-01-26,102.8915547439061
2001-01-29,103.58355660901944
2001-01-30,104.83516820209334
2001-01-31,107.1354541786934
2001-02-01,108.28229194005172
2001-02-02,108.29934225358605
2001-02-05,107.75532612825758
2001-02-06,107.19486236605172
2001-02-07,105.86210466002228
2001-02-08,104.0342729277473
2001-02-09,103.36500232906744
2001-02-12,102.49355434988549
2001-02-13,101.89596480905347
2001-02-14,100.38803355886158
2001-02-15,100.0903314375131
2001-02-16,100.74685784004359
2001-02-19,100.62319727259856
2001-02-20,99.711992236384
2001-02-21,99.39212860073015
2001-02-22,97.13737744569175
2001-02-23,96.54254395016245
2001-02-26,97.5166456143207
2001-02-27,98.47887939387194
2001-02-28,98.57245194893937
2001-03-01,98.41663652230103
2001-03-02,99.3838268881772
2001-03-05,99.19955492647851
2001-03-06,101.06137059533096
2001-03-07,101.23270761451373
2001-03-08,101.95761656873988
2001-03-09,101.08244635431936
2001-03-12,98.68688869711792
2001-03-13,95.29343761047153
2001-03-14,93.06697662272657
2001-03-15,92.92117256812568
2001-03-16,91.34390543377235
2001-03-19,90.21647149996832
2001-03-20,91.56464751745321
2001-03-21,89.73900114961373
2001-03-22,86.44220870760041
2001-03-23,88.36938396975874
2001-03-26,89.96861813987525
2001-03-27,90.92550309200998
2001-03-28,90.0134270007525
2001-03-29,88.9951450300606
2001-03-30,89.41384022797808
2001-04-02,89.23538958933868
2001-04-03,88.37914956071324
2001-04-04,88.36988766799668
2001-04-05,89.66305815463939
2001-04-06,89.68697235223522
2001-04-09,90.58734668249176
2001-04-10,90.99108128423593
2001-04-11,91.08850082592792
2001-04-12,91.84156350786084
2001-04-13,91.84156350786084
2001-04-16,91.12013101379019
2001-04-17,90.67813397340798
2001-04-18,91.2560984972853
2001-04-19,93.78847478672171
2001-04-20,94.33826889214109
2001-04-23,93.09766740270032
2001-04-24,92.5079304196067
2001-04-25,92.56254995814332
2001-04-26,93.57446011778954
2001-04-27,93.91059317957225
2001-04-30,95.67355376599606
2001-05-01,96.12488760575384
2001-05-02,96.66928178850863
2001-05-03,97.35544795610575
2001-05-04,97.51166922915279
2001-05-07,97.5060424961327
