Date,FAR EAST SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.61465675027678
2001-01-03,99.44413920280311
2001-01-04,97.84265718577333
2001-01-05,97.1673606389164
2001-01-08,97.32834801959893
2001-01-09,95.5907539504009
2001-01-10,94.41187350783457
2001-01-11,91.49327008276902
2001-01-12,92.24912238707171
2001-01-15,92.8040769995801
2001-01-16,94.88203336060042
2001-01-17,94.84208269738954
2001-01-18,96.22086828685235
2001-01-19,97.65239339451426
2001-01-22,97.70686401650586
2001-01-23,97.81835445315448
2001-01-24,96.70288088278686
2001-01-25,97.91499277932981
2001-01-26,97.20611172388834
2001-01-29,98.12903796313844
2001-01-30,98.43357384480733
2001-01-31,99.66225776992367
2001-02-01,100.55270039751149
2001-02-02,100.83486408531277
2001-02-05,100.4601386894063
2001-02-06,100.16261689497732
2001-02-07,99.56402337636919
2001-02-08,98.68978334800538
2001-02-09,98.79824671900111
2001-02-12,99.04542769523079
2001-02-13,99.97634529945142
2001-02-14,101.02385819875647
2001-02-15,101.855675981401
2001-02-16,101.87128581287493
2001-02-19,100.95830214764514
2001-02-20,102.0947735398885
2001-02-21,100.93315095514927
2001-02-22,99.75447734844455
2001-02-23,101.6158558560132
2001-02-26,102.2736858165767
2001-02-27,103.05106750608914
2001-02-28,101.64487878985581
2001-03-01,100.66337061249975
2001-03-02,97.76439617564311
2001-03-05,96.86504299025135
2001-03-06,98.43097286081913
2001-03-07,97.99884799502924
2001-03-08,98.29589038136659
2001-03-09,99.05876476536724
2001-03-12,96.20314947447751
2001-03-13,94.32408497618972
2001-03-14,93.57276249555053
2001-03-15,92.97284718446784
2001-03-16,92.41191254128744
2001-03-19,93.15800532925441
2001-03-20,92.72687385653377
2001-03-21,96.07476689612074
2001-03-22,94.71125278535901
2001-03-23,97.17384727704113
2001-03-26,100.22486402483189
2001-03-27,99.78293110527602
2001-03-28,100.99452875520413
2001-03-29,98.95888613458456
2001-03-30,96.50865441518833
2001-04-02,96.04345432286598
2001-04-03,97.63033165759913
2001-04-04,98.72885225182057
2001-04-05,100.32415968829456
2001-04-06,100.66696916809687
2001-04-09,98.99334674379611
2001-04-10,99.9025971847966
2001-04-11,100.90265359177542
2001-04-12,102.35975705677642
2001-04-13,102.99357537697807
2001-04-16,102.78560606344642
2001-04-17,103.1007299767391
2001-04-18,105.49511873064633
2001-04-19,106.799497027858
2001-04-20,106.36079327673379
2001-04-23,107.24363176104609
2001-04-24,107.64026258864354
2001-04-25,108.30810263502092
2001-04-26,109.18835417371749
2001-04-27,108.27207228962561
2001-04-30,108.64680781173259
2001-05-01,112.24595592210454
2001-05-02,112.3402049328601
2001-05-03,112.99944405690154
2001-05-04,112.84909392338128
2001-05-07,112.30875060184822
