Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.70110313912345
2001-01-03,99.86549872937577
2001-01-04,99.91616715480562
2001-01-05,99.63095624869486
2001-01-08,99.52559562710928
2001-01-09,99.14634290572127
2001-01-10,100.02767479213911
2001-01-11,101.10756246510178
2001-01-12,101.56937514733445
2001-01-15,101.47469513736424
2001-01-16,101.98667827724769
2001-01-17,102.01042778891929
2001-01-18,102.79823464561679
2001-01-19,102.40418388251328
2001-01-22,102.61845168439888
2001-01-23,103.75073029478696
2001-01-24,103.15785531018469
2001-01-25,103.19614711889564
2001-01-26,103.11935762950276
2001-01-29,103.85864677309625
2001-01-30,104.42480048382464
2001-01-31,104.71816082610107
2001-02-01,105.69027126673684
2001-02-02,104.94400859002688
2001-02-05,105.11786790226319
2001-02-06,105.18705406309672
2001-02-07,105.20257432189996
2001-02-08,104.23682549705232
2001-02-09,103.666819108175
2001-02-12,104.76651328938604
2001-02-13,104.42094410033275
2001-02-14,103.98909455116892
2001-02-15,103.90763209784167
2001-02-16,103.37189885478845
2001-02-19,103.37454582679145
2001-02-20,102.41335522697294
2001-02-21,101.39341323756837
2001-02-22,100.42141480852844
2001-02-23,100.32044506286823
2001-02-26,101.48486054705516
2001-02-27,101.17149279618496
2001-02-28,100.66648922788065
2001-03-01,100.66678888653303
2001-03-02,101.46456695450371
2001-03-05,101.51915368414201
2001-03-06,102.39480864050364
2001-03-07,102.80609999598515
2001-03-08,102.93585152642557
2001-03-09,101.9015420639089
2001-03-12,99.66619731004886
2001-03-13,98.73979710161083
2001-03-14,97.09652408218395
2001-03-15,96.86139754453153
2001-03-16,95.21676738806782
2001-03-19,95.56229862522993
2001-03-20,95.28698248604587
2001-03-21,93.66232914174125
2001-03-22,91.3316327926526
2001-03-23,93.12609685004662
2001-03-26,94.06038249526644
2001-03-27,94.91661006413197
2001-03-28,93.63087616537322
2001-03-29,93.12444066921312
2001-03-30,94.60562949334738
2001-04-02,93.37687119518405
2001-04-03,91.6238100268557
2001-04-04,91.91740896668558
2001-04-05,94.13430174466822
2001-04-06,93.60462065837609
2001-04-09,94.26608116065051
2001-04-10,95.05592200705398
2001-04-11,95.09178972282885
2001-04-12,96.1673030154518
2001-04-13,96.1673030154518
2001-04-16,95.4915678182607
2001-04-17,95.77215047055455
2001-04-18,96.48476785121069
2001-04-19,97.73570547314893
2001-04-20,97.87625335326446
2001-04-23,97.30661414693634
2001-04-24,97.62511207068543
2001-04-25,98.81595625186942
2001-04-26,99.70259931258772
2001-04-27,100.27613568844737
2001-04-30,100.83745001043647
2001-05-01,101.53650966389456
2001-05-02,101.84878162742527
2001-05-03,101.59668975237643
2001-05-04,102.14479042773999
