Date,EUROPE SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.56068277328738
2001-01-03,99.55985938056313
2001-01-04,100.97343271411553
2001-01-05,101.82552885118635
2001-01-08,101.40283177816256
2001-01-09,100.24421645268735
2001-01-10,100.35457484017579
2001-01-11,101.75442556581913
2001-01-12,102.39904177572595
2001-01-15,102.33266991946583
2001-01-16,102.11228826888697
2001-01-17,102.77640058736696
2001-01-18,104.26567370416002
2001-01-19,104.54071735515468
2001-01-22,104.45573529738593
2001-01-23,104.94337272431258
2001-01-24,103.82173625462154
2001-01-25,103.8661591327584
2001-01-26,103.4984577417059
2001-01-29,103.66122729399878
2001-01-30,104.40497154251153
2001-01-31,105.36729451446008
2001-02-01,106.79666780315415
2001-02-02,106.01401946209737
2001-02-05,106.22788267966374
2001-02-06,105.72411270683904
2001-02-07,105.37582169524306
2001-02-08,104.01115732592109
2001-02-09,103.71747797294697
2001-02-12,103.97600033695603
2001-02-13,103.41380828595894
2001-02-14,102.5258134945172
2001-02-15,101.8440503172767
2001-02-16,102.27943694620473
2001-02-19,102.2617814499849
2001-02-20,101.4271554519366
2001-02-21,101.08708691156372
2001-02-22,100.28380760751855
2001-02-23,100.03959410426498
2001-02-26,100.46048429750886
2001-02-27,101.44495906384967
2001-02-28,101.28667618052846
2001-03-01,101.449010988369
2001-03-02,102.36628260206494
2001-03-05,102.62487688277038
2001-03-06,103.71862279099636
2001-03-07,103.54460212640733
2001-03-08,104.07005077573203
2001-03-09,103.21043616506414
2001-03-12,101.44420685044207
2001-03-13,98.95303342608099
2001-03-14,97.09325882580511
2001-03-15,96.82945635584002
2001-03-16,95.33037664427074
2001-03-19,94.49474049535313
2001-03-20,95.26075324585206
2001-03-21,93.22151738218018
2001-03-22,89.25389059060018
2001-03-23,90.91157078658179
2001-03-26,92.27949016882475
2001-03-27,92.9414477684257
2001-03-28,92.35582373874607
2001-03-29,91.65374341402787
2001-03-30,92.02369691696026
2001-04-02,91.72834802242099
2001-04-03,90.64692103392703
2001-04-04,91.28878482047362
2001-04-05,92.589524919716
2001-04-06,93.30603084285981
2001-04-09,93.5901898048124
2001-04-10,93.01317661744665
2001-04-11,93.35745643046027
2001-04-12,94.33040871847624
2001-04-13,94.33040871847624
2001-04-16,93.57916174424857
2001-04-17,93.17956883659954
2001-04-18,93.41561525305286
2001-04-19,95.21282088252907
2001-04-20,96.23280363620869
2001-04-23,95.69342154492749
2001-04-24,95.93706330920796
2001-04-25,96.34957199103067
2001-04-26,97.17499512584061
2001-04-27,97.01993257733062
2001-04-30,97.5273442494195
2001-05-01,97.99865420917641
2001-05-02,98.47159061697887
2001-05-03,99.12540333560716
2001-05-04,99.41263628910865
2001-05-07,99.42625082137512
