Date,EUROPE ex UK SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.75853603693201
2001-01-03,99.33366973131685
2001-01-04,100.87850074178668
2001-01-05,101.89949655345663
2001-01-08,101.16918666680553
2001-01-09,99.52991168855188
2001-01-10,99.29940341852816
2001-01-11,101.1060037159113
2001-01-12,102.25126187629145
2001-01-15,102.06222206105832
2001-01-16,101.98462391435288
2001-01-17,102.44693812241059
2001-01-18,104.36566102020765
2001-01-19,104.29433526461361
2001-01-22,104.34491101827874
2001-01-23,104.83557841983078
2001-01-24,103.4571349193662
2001-01-25,103.28316438442309
2001-01-26,102.88011680724327
2001-01-29,103.10326059274013
2001-01-30,104.15761265708241
2001-01-31,105.49092634951108
2001-02-01,107.04938900618163
2001-02-02,106.29587174579376
2001-02-05,106.46508539078447
2001-02-06,105.88769416238125
2001-02-07,105.25476496585638
2001-02-08,103.79395550435031
2001-02-09,103.59183845226194
2001-02-12,103.89241336122927
2001-02-13,103.08043153753366
2001-02-14,101.96426164678158
2001-02-15,101.25725641069386
2001-02-16,102.10286539657628
2001-02-19,102.19322114987904
2001-02-20,101.07620733461725
2001-02-21,100.83230460355331
2001-02-22,99.66922102294892
2001-02-23,99.19791861297077
2001-02-26,100.11923985447895
2001-02-27,101.30257641628504
2001-02-28,101.22262447335787
2001-03-01,101.1488872911093
2001-03-02,101.89027020392442
2001-03-05,102.21400507689137
2001-03-06,103.36038574958108
2001-03-07,103.08427430015018
2001-03-08,103.65817251696996
2001-03-09,102.96050600697438
2001-03-12,101.15847247280934
2001-03-13,98.63899029097027
2001-03-14,96.47638575976019
2001-03-15,96.12178424761073
2001-03-16,94.38548593922519
2001-03-19,93.70368232824997
2001-03-20,94.77936889552807
2001-03-21,92.61302678877064
2001-03-22,88.49553055837471
2001-03-23,90.57554076929816
2001-03-26,92.03369006473304
2001-03-27,92.85501772229694
2001-03-28,91.88526667748872
2001-03-29,90.97102526631893
2001-03-30,91.73271368798088
2001-04-02,91.14719212404438
2001-04-03,90.05521283010263
2001-04-04,91.04111674976791
2001-04-05,92.39953187509896
2001-04-06,92.77236246736543
2001-04-09,93.1011863862037
2001-04-10,92.44100593734618
2001-04-11,92.35609154937572
2001-04-12,93.47950646610472
2001-04-13,93.47950646610472
2001-04-16,92.57752478898156
2001-04-17,92.27292758469054
2001-04-18,92.54938917335251
2001-04-19,94.35771363104868
2001-04-20,95.37291951904285
2001-04-23,94.5078250303982
2001-04-24,94.58353948929307
2001-04-25,94.97377816446946
2001-04-26,95.88249494121501
2001-04-27,95.44058466190222
2001-04-30,95.9767068143567
2001-05-01,96.49659931225695
2001-05-02,96.96605737680107
2001-05-03,97.71638023940908
2001-05-04,97.7097671239712
2001-05-07,97.64264426370646
