Date,EAFE SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.28915090976298
2001-01-03,99.67771406372096
2001-01-04,100.00640823651457
2001-01-05,100.38941926908377
2001-01-08,100.12138395451167
2001-01-09,98.7869625701994
2001-01-10,98.38553533837265
2001-01-11,98.1042757869495
2001-01-12,98.71706930023149
2001-01-15,98.76041475116972
2001-01-16,99.41316618484865
2001-01-17,99.74369876683127
2001-01-18,101.20214951165418
2001-01-19,101.91241438158167
2001-01-22,101.84684240882856
2001-01-23,102.1575094225728
2001-01-24,100.99288310402639
2001-01-25,101.45549386022269
2001-01-26,100.97252525088047
2001-01-29,101.38004659500886
2001-01-30,101.94285367277543
2001-01-31,103.0080353693089
2001-02-01,104.27840874396705
2001-02-02,103.8668900419512
2001-02-05,103.7682162100298
2001-02-06,103.4028298029861
2001-02-07,102.88928088159031
2001-02-08,101.68697756412999
2001-02-09,101.49364444059196
2001-02-12,101.74154469300518
2001-02-13,101.7196002413383
2001-02-14,101.49479495399159
2001-02-15,101.28977260719245
2001-02-16,101.66806796069798
2001-02-19,101.27358290324693
2001-02-20,101.16187543782907
2001-02-21,100.61185693718016
2001-02-22,99.70300047676223
2001-02-23,100.20801215184288
2001-02-26,100.68967497341606
2001-02-27,101.53671558391284
2001-02-28,100.95031572307472
2001-03-01,100.74478079717673
2001-03-02,100.26981158709036
2001-03-05,100.03696179291768
2001-03-06,101.16452283598667
2001-03-07,100.87743492884105
2001-03-08,101.22395587875387
2001-03-09,100.97309063832822
2001-03-12,98.94093619636091
2001-03-13,96.69511036556054
2001-03-14,95.33040389712427
2001-03-15,94.80976765743286
2001-03-16,93.75093139355066
2001-03-19,93.56599548515283
2001-03-20,93.90907317175534
2001-03-21,93.96536219640247
2001-03-22,91.1467969551496
2001-03-23,93.04451539549453
2001-03-26,94.94686289532702
2001-03-27,95.16707309118871
2001-03-28,95.22378859565754
2001-03-29,94.016793751486
2001-03-30,93.22932126952608
2001-04-02,92.93326332476171
2001-04-03,92.87616874193613
2001-04-04,93.71536284828173
2001-04-05,95.0554667829727
2001-04-06,95.66355859486119
2001-04-09,95.23712914760067
2001-04-10,95.23003585674418
2001-04-11,95.87393154760106
2001-04-12,97.04908089242613
2001-04-13,97.28240893027349
2001-04-16,96.80550821444653
2001-04-17,96.61750292576589
2001-04-18,97.54168376618463
2001-04-19,99.21655368509971
2001-04-20,99.73685469516789
2001-04-23,99.54058308475419
2001-04-24,99.77549739463647
2001-04-25,100.27293107760629
2001-04-26,101.13078771939318
2001-04-27,100.69951571546892
2001-04-30,101.17538985126698
2001-05-01,102.83065124527157
2001-05-02,103.14744047766571
2001-05-03,103.80648608428223
2001-05-04,103.8246108697482
2001-05-07,103.66082209240882
