Date,ACWI IMI HIGH DIVIDEND YIELD
2010-09-08,1120.1966716484555
2010-09-09,1126.978103116856
2010-09-10,1129.2496669899047
2010-09-13,1141.504688269585
2010-09-14,1145.6065313439533
2010-09-15,1148.4538823988835
2010-09-16,1146.9351789116595
2010-09-17,1144.5698643650976
2010-09-20,1158.5872811764
2010-09-21,1157.2996212691544
2010-09-22,1160.604168941684
2010-09-23,1154.8421456030749
2010-09-24,1171.0243261756814
2010-09-27,1170.1450461602878
2010-09-28,1173.4201760683027
2010-09-29,1173.5840547625912
2010-09-30,1170.7656423223734
2010-10-01,1176.8345308731762
2010-10-04,1171.4023607569925
2010-10-05,1190.8059205890365
2010-10-06,1197.6584402309725
2010-10-07,1199.352835582511
2010-10-08,1200.0950944797146
2010-10-11,1202.4965954080883
2010-10-12,1197.198472506274
2010-10-13,1212.708237893632
2010-10-14,1219.771387297835
2010-10-15,1217.1942238045324
2010-10-18,1219.037575032948
2010-10-19,1203.3262842384354
2010-10-20,1214.9669790900784
2010-10-21,1217.4649365912423
2010-10-22,1211.9829839326214
2010-10-25,1218.4115102835092
2010-10-26,1213.6016077482325
2010-10-27,1200.3287717640353
2010-10-28,1210.4786107498203
2010-10-29,1212.426374493227
2010-11-01,1214.78954033803
2010-11-02,1225.158188900014
2010-11-03,1225.3495041557917
2010-11-04,1247.2290520319375
2010-11-05,1244.2969344450667
2010-11-08,1237.6959342289463
2010-11-09,1236.4957600807409
2010-11-10,1224.6254002688945
2010-11-11,1222.3280970709986
2010-11-12,1215.297898788257
2010-11-15,1214.8270259986846
2010-11-16,1194.0880447319316
2010-11-17,1194.717008289376
2010-11-18,1212.3626275404772
2010-11-19,1212.680935170726
2010-11-22,1207.5689814599061
2010-11-23,1185.1370550629197
2010-11-24,1191.6911732956892
2010-11-25,1193.3601223109235
2010-11-26,1181.4010912458368
2010-11-29,1166.9050569188962
2010-11-30,1160.5782265954804
2010-12-01,1180.082404906828
2010-12-02,1194.7799147552182
2010-12-03,1201.3056610478573
2010-12-06,1197.9544101675162
2010-12-07,1206.6598134340768
2010-12-08,1202.6070108646793
2010-12-09,1204.810851265236
2010-12-10,1208.7604010636342
2010-12-13,1218.7197353099962
2010-12-14,1223.891237266936
2010-12-15,1218.9518510355442
2010-12-16,1218.2235434873323
2010-12-17,1214.7418474680865
2010-12-20,1214.8461423267038
2010-12-21,1222.7157788667964
2010-12-22,1224.3626130868565
2010-12-23,1225.755139728112
2010-12-24,1227.4530842306676
2010-12-27,1223.9374289422901
2010-12-28,1225.7695036027421
2010-12-29,1229.44998271232
2010-12-30,1228.4829290967205
2010-12-31,1232.9020767194372
2011-01-03,1237.3996425017392
2011-01-04,1239.8643303353294
2011-01-05,1233.2278889051263
2011-01-06,1229.9640655653059
2011-01-07,1226.426013014516
2011-01-10,1219.2919239082796
2011-01-11,1222.958333788842
2011-01-12,1236.658387943363
2011-01-13,1243.5220599601353
2011-01-14,1245.3218828820566
2011-01-17,1244.3119500171133
2011-01-18,1252.0979113354158
2011-01-19,1251.086859889548
2011-01-20,1239.6802020140333
2011-01-21,1249.224158395762
2011-01-24,1257.7792541882955
2011-01-25,1253.3728127325803
2011-01-26,1258.2130850088022
2011-01-27,1257.97839980637
2011-01-28,1241.88241756806
2011-01-31,1245.119116320589
2011-02-01,1264.049168213507
2011-02-02,1266.2841108055177
2011-02-03,1262.4990159991119
2011-02-04,1262.6828766405763
2011-02-07,1266.935667896271
2011-02-08,1271.210110130536
2011-02-09,1267.4117178532574
2011-02-10,1260.0462757965402
2011-02-11,1258.0394623564082
2011-02-14,1258.4687568006368
2011-02-15,1260.4106183261042
2011-02-16,1265.3069582297867
2011-02-17,1273.4829432153065
2011-02-18,1281.22741436662
2011-02-21,1277.407285312983
2011-02-22,1266.9884899230467
2011-02-23,1262.6590535429168
2011-02-24,1258.77760517242
2011-02-25,1267.0151316342792
2011-02-28,1279.780377220023
2011-03-01,1276.1459856353158
2011-03-02,1274.6344883300546
2011-03-03,1287.0013831877295
2011-03-04,1286.8370588865203
2011-03-07,1282.700630930769
2011-03-08,1284.3241846730912
2011-03-09,1285.1065209004207
2011-03-10,1266.4043181427196
2011-03-11,1263.404246383451
2011-03-14,1257.7789917838513
2011-03-15,1232.9494624697452
2011-03-16,1219.2390091635393
2011-03-17,1236.2585396065679
2011-03-18,1244.3447327688702
2011-03-21,1263.4708250334963
2011-03-22,1267.120023936597
2011-03-23,1266.4875233844843
2011-03-24,1277.5009628140153
2011-03-25,1281.7380954796927
2011-03-28,1278.5597602847129
2011-03-29,1283.339159601857
2011-03-30,1296.4935420981433
2011-03-31,1296.0300824009848
2011-04-01,1305.7514576745182
2011-04-04,1313.5664756677807
2011-04-05,1314.0655661542266
2011-04-06,1322.9719211055058
2011-04-07,1319.39445677786
2011-04-08,1327.742670667331
2011-04-11,1326.451819063588
2011-04-12,1311.4279872744355
2011-04-13,1316.7856268584405
2011-04-14,1316.094074128138
2011-04-15,1320.7551312389148
2011-04-18,1297.9267612668812
2011-04-19,1305.2889268630265
2011-04-20,1331.774661729917
2011-04-21,1337.6531225302767
2011-04-22,1337.5381629799167
2011-04-25,1334.643406578166
2011-04-26,1344.8529058025547
2011-04-27,1353.0376717562333
2011-04-28,1363.8681106648125
2011-04-29,1367.1653599625072
2011-05-02,1371.1775259039532
2011-05-03,1364.4075274569768
2011-05-04,1355.8605464766697
2011-05-05,1339.5370196959536
2011-05-06,1343.8405035791634
2011-05-09,1336.220142741537
2011-05-10,1348.1741107670932
2011-05-11,1347.0399378797774
2011-05-12,1341.104074968788
2011-05-13,1337.8095794824308
2011-05-16,1334.2160823069864
2011-05-17,1327.5008331132976
2011-05-18,1337.1182755543732
2011-05-19,1343.4950138638671
2011-05-20,1336.5945458766323
2011-05-23,1315.923490270683
2011-05-24,1320.7020942833187
2011-05-25,1321.2598710841949
2011-05-26,1324.348999721793
2011-05-27,1335.4124818208732
2011-05-30,1335.5287276955403
2011-05-31,1352.1743296351735
2011-06-01,1341.542144127835
2011-06-02,1329.3584652943305
2011-06-03,1327.3112105842515
2011-06-06,1322.249176487506
2011-06-07,1325.3143361722105
2011-06-08,1316.9471514220543
2011-06-09,1319.2541660834975
2011-06-10,1300.1759733732792
2011-06-13,1302.9355678270035
2011-06-14,1316.859288410365
2011-06-15,1296.8060302893373
2011-06-16,1286.7945751362568
2011-06-17,1295.1912238732507
2011-06-20,1296.179415630207
2011-06-21,1309.6094210049737
2011-06-22,1306.3239900980952
2011-06-23,1286.4045800835088
2011-06-24,1284.3947017290566
2011-06-27,1288.6825405300685
2011-06-28,1298.3497116911904
2011-06-29,1313.0012018865848
2011-06-30,1329.918247253272
2011-07-01,1337.5361433557664
2011-07-04,1342.7260195055258
2011-07-05,1341.1535131459593
2011-07-06,1335.890063483647
2011-07-07,1343.228903206045
2011-07-08,1335.8779453684979
2011-07-11,1312.897912946598
2011-07-12,1303.744639179148
2011-07-13,1316.3435335696447
2011-07-14,1310.446363427468
2011-07-15,1309.2975430319914
2011-07-18,1293.5557918212714
2011-07-19,1310.0024234607
2011-07-20,1317.4004432066383
2011-07-21,1336.140120433642
2011-07-22,1341.0417854170066
2011-07-25,1335.3677242255753
2011-07-26,1339.3145625482077
2011-07-27,1323.7364753036418
2011-07-28,1318.825615927914
2011-07-29,1313.2685868935664
2011-08-01,1304.0126094133304
2011-08-02,1285.774935281134
2011-08-03,1278.4882690172833
2011-08-04,1238.5802213125694
2011-08-05,1225.897342241931
2011-08-08,1179.758059276376
2011-08-09,1195.259312581592
2011-08-10,1169.4541889070636
2011-08-11,1199.8176753473792
2011-08-12,1217.3416867062597
2011-08-15,1240.9743412198206
2011-08-16,1237.979894049429
2011-08-17,1247.4240285580856
2011-08-18,1207.8650797528637
2011-08-19,1197.1676448372577
2011-08-22,1203.9911227283287
2011-08-23,1225.757545897973
2011-08-24,1235.3317393689906
2011-08-25,1217.1699578435143
2011-08-26,1216.9862263811635
2011-08-29,1241.9783771697214
2011-08-30,1243.6329903036183
2011-08-31,1261.2335477660772
2011-09-01,1258.7956307322727
2011-09-02,1237.4128184298702
2011-09-05,1211.5615217204154
2011-09-06,1202.6942827364808
2011-09-07,1226.9099937098488
2011-09-08,1227.4308397612797
2011-09-09,1194.8996102762758
2011-09-12,1177.5200739041945
2011-09-13,1185.3370458001893
2011-09-14,1193.744052812326
2011-09-15,1216.6978980911429
2011-09-16,1222.1138435364978
2011-09-19,1200.605621800556
2011-09-20,1214.8851701961098
2011-09-21,1194.5694982390846
2011-09-22,1149.0872853453338
2011-09-23,1152.4644560109853
2011-09-26,1163.3034561215213
2011-09-27,1197.270580149075
2011-09-28,1185.4208585526019
2011-09-29,1195.690205094846
2011-09-30,1177.3893898935767
2011-10-03,1153.2766319481916
2011-10-04,1144.7577480223702
2011-10-05,1162.2481201497933
2011-10-06,1185.4825768574678
2011-10-07,1197.3627631924282
2011-10-10,1220.7963723096873
2011-10-11,1219.7128790754418
2011-10-12,1234.6055788829435
2011-10-13,1229.5300340334265
2011-10-14,1244.897395131141
2011-10-17,1235.4630266522536
2011-10-18,1232.0732422282526
2011-10-19,1239.758308231659
2011-10-20,1230.005024766885
2011-10-21,1257.0496241543262
2011-10-24,1266.4116327136248
2011-10-25,1254.7512519853096
2011-10-26,1258.7664008374106
2011-10-27,1297.4536640131942
2011-10-28,1298.6891561962364
2011-10-31,1271.9420338260684
2011-11-01,1233.9020700235792
2011-11-02,1247.1084949359256
2011-11-03,1259.2922909438216
2011-11-04,1255.689521890092
2011-11-07,1258.1159442667247
2011-11-08,1268.598244967385
2011-11-09,1240.6619601606474
2011-11-10,1238.2587138323433
2011-11-11,1263.5868781435488
2011-11-14,1254.108347936281
2011-11-15,1248.0091623454075
2011-11-16,1241.5784379066858
2011-11-17,1232.4659294840492
2011-11-18,1227.165421423539
2011-11-21,1200.5303510431997
2011-11-22,1197.2487954963774
2011-11-23,1175.116231099521
2011-11-24,1169.9005049610982
2011-11-25,1168.6300162892821
2011-11-28,1199.4854522821686
2011-11-29,1210.0950801128495
2011-11-30,1250.5986317264133
2011-12-01,1252.571307650382
2011-12-02,1252.8587872708817
2011-12-05,1260.6070697671134
2011-12-06,1255.74324917018
2011-12-07,1260.3605742409407
2011-12-08,1244.18378917387
2011-12-09,1253.9730620973382
2011-12-12,1238.0201977745098
2011-12-13,1235.6023097043364
2011-12-14,1218.2054993993381
2011-12-15,1226.2565663914067
2011-12-16,1227.9144141165207
2011-12-19,1222.7184423475642
2011-12-20,1245.3644632389473
2011-12-21,1249.2081312181733
2011-12-22,1257.1815314305775
2011-12-23,1267.3239372568887
2011-12-26,1267.5815290012495
2011-12-27,1270.1825370473643
2011-12-28,1257.926507284989
2011-12-29,1266.2162944599686
2011-12-30,1272.3825076211895
2012-01-02,1276.166598925944
2012-01-03,1291.544796083498
2012-01-04,1283.8701465823306
2012-01-05,1273.0943010821234
2012-01-06,1267.032245795685
2012-01-09,1267.5790618188878
2012-01-10,1279.801035197121
2012-01-11,1271.246075640453
2012-01-12,1270.7650231347131
2012-01-13,1262.5409770053648
2012-01-16,1265.2229469257104
2012-01-17,1276.4894353377085
2012-01-18,1282.2696918805962
2012-01-19,1288.287084336871
2012-01-20,1289.3126769648043
2012-01-23,1295.6430205495205
2012-01-24,1289.0703114820444
2012-01-25,1288.6595896921729
2012-01-26,1300.203265334018
2012-01-27,1291.8951049614043
2012-01-30,1286.3878532471351
2012-01-31,1289.7520800464638
2012-02-01,1304.9184743119386
2012-02-02,1305.0352413820851
2012-02-03,1314.1115199017563
2012-02-06,1313.065798118565
2012-02-07,1320.851964982683
2012-02-08,1322.4440647748957
2012-02-09,1325.308269715389
2012-02-10,1311.7878211892555
2012-02-13,1321.4595705047373
2012-02-14,1317.7112242761746
2012-02-15,1318.1573632734494
2012-02-16,1320.2392631110529
2012-02-17,1330.9489119066673
2012-02-20,1338.3411136552024
2012-02-21,1337.941903152561
2012-02-22,1333.5519491775667
2012-02-23,1337.1656764393433
2012-02-24,1344.6865788018608
2012-02-27,1341.9157333784926
2012-02-28,1347.4070809882683
2012-02-29,1347.5041452035146
2012-03-01,1351.0039917014835
2012-03-02,1346.0206387820285
2012-03-05,1343.967008423276
2012-03-06,1320.1124092416405
2012-03-07,1322.4066691484463
2012-03-08,1339.8814670107092
2012-03-09,1339.7288592074772
2012-03-12,1340.4798724820237
2012-03-13,1355.470026124289
2012-03-14,1349.648504129692
2012-03-15,1353.5008122576673
2012-03-16,1358.9456319921244
2012-03-19,1362.1090142399444
2012-03-20,1354.2790518975135
2012-03-21,1352.103021132693
2012-03-22,1346.0202142172407
2012-03-23,1349.0736569442129
2012-03-26,1362.8301608758572
2012-03-27,1362.4812525044124
2012-03-28,1351.92052256433
2012-03-29,1343.9846993886513
2012-03-30,1353.1706425216735
2012-04-02,1365.075808647401
2012-04-03,1359.521405247951
2012-04-04,1337.9803505868404
2012-04-05,1333.6003105886991
2012-04-06,1333.8382676564888
2012-04-09,1328.0998273411406
2012-04-10,1310.6704503950866
2012-04-11,1316.1479073434127
2012-04-12,1327.5030708111804
2012-04-13,1316.4986508148518
2012-04-16,1320.6092823393856
2012-04-17,1337.0854039977983
2012-04-18,1334.0306687901661
2012-04-19,1330.9165746848719
2012-04-20,1339.9639027043395
2012-04-23,1322.210114480666
2012-04-24,1332.423939595522
2012-04-25,1338.483710495273
2012-04-26,1346.5367560213563
2012-04-27,1351.0759508647602
2012-04-30,1350.1584114075126
2012-05-01,1353.5037188789697
2012-05-02,1350.448413825339
2012-05-03,1348.269663993169
2012-05-04,1333.2237744313625
2012-05-07,1328.7371036896143
2012-05-08,1317.7358732952205
2012-05-09,1307.055571057993
2012-05-10,1313.95407205987
2012-05-11,1313.9125417119621
2012-05-14,1295.7544462825906
2012-05-15,1288.426304431328
2012-05-16,1279.609408595896
2012-05-17,1269.6332121150838
2012-05-18,1260.879933418685
2012-05-21,1265.8651134999188
2012-05-22,1275.2189136956479
2012-05-23,1253.6711421212083
2012-05-24,1261.673374091819
2012-05-25,1259.8641853640709
2012-05-28,1262.2005533658391
2012-05-29,1269.9315424919796
2012-05-30,1251.5242960620142
2012-05-31,1251.3600347890292
2012-06-01,1232.837667533308
2012-06-04,1232.5332621372636
2012-06-05,1235.4130475277439
2012-06-06,1257.1229813422328
2012-06-07,1266.8713284720468
2012-06-08,1262.9517202701857
2012-06-11,1264.5257906260654
2012-06-12,1271.160915023603
2012-06-13,1276.8241745498974
2012-06-14,1281.470030776333
2012-06-15,1292.243343256737
2012-06-18,1295.1990663055585
2012-06-19,1311.210607679886
2012-06-20,1312.5485179816994
2012-06-21,1295.3091492478052
2012-06-22,1289.8360813564298
2012-06-25,1275.4687300853284
2012-06-26,1277.8396531275166
2012-06-27,1289.428079312353
2012-06-28,1287.5117640165606
2012-06-29,1322.410825191873
2012-07-02,1328.967514781153
2012-07-03,1340.5807210538574
2012-07-04,1338.1759979135413
2012-07-05,1330.9429159544084
2012-07-06,1321.0577142100633
2012-07-09,1317.9978262346176
2012-07-10,1317.3388889403984
2012-07-11,1317.109908248232
2012-07-12,1305.7684933892353
2012-07-13,1323.0358292252506
2012-07-16,1325.209709371836
2012-07-17,1329.3471048090537
2012-07-18,1340.1307529038522
2012-07-19,1347.8616408108887
2012-07-20,1334.3760898129547
2012-07-23,1310.6712904961198
2012-07-24,1300.5272889342077
2012-07-25,1300.3550499493756
2012-07-26,1326.6430254022473
2012-07-27,1348.112388012753
2012-07-30,1353.1838155191751
2012-07-31,1353.9455994043717
2012-08-01,1355.2488967148724
2012-08-02,1340.3461620318237
2012-08-03,1365.5005202348882
2012-08-06,1373.2019268873207
2012-08-07,1376.2827253358173
2012-08-08,1375.8005221034912
2012-08-09,1378.1184832608187
2012-08-10,1379.8742479635614
2012-08-13,1377.043170931989
2012-08-14,1381.32349500065
2012-08-15,1378.3685623314575
2012-08-16,1383.5242054752864
2012-08-17,1380.1921399774274
2012-08-20,1380.0775550397923
2012-08-21,1385.2250288420528
2012-08-22,1374.946435475741
2012-08-23,1375.0841980409612
2012-08-24,1375.463372967666
2012-08-27,1376.2881308105043
2012-08-28,1374.1153256330874
2012-08-29,1371.5831356181784
2012-08-30,1361.835559660199
2012-08-31,1369.1970199028844
2012-09-03,1373.3549717534684
2012-09-04,1365.4280597461693
2012-09-05,1364.231498014939
2012-09-06,1385.8537483438627
2012-09-07,1395.4129094113048
2012-09-10,1392.864863556693
2012-09-11,1399.071026766948
2012-09-12,1400.4000194489151
2012-09-13,1410.4752312157023
2012-09-14,1426.3820190529204
2012-09-17,1423.7110023084306
2012-09-18,1420.1718770050254
2012-09-19,1424.6320139229815
2012-09-20,1420.228502941096
2012-09-21,1426.0051158544122
2012-09-24,1422.8859289218415
2012-09-25,1424.3183447341673
2012-09-26,1407.9881549518882
2012-09-27,1414.1038397062664
2012-09-28,1406.030145254202
2012-10-01,1415.3522845304053
2012-10-02,1416.1206118717005
2012-10-03,1413.329337960762
2012-10-04,1421.8505351362298
2012-10-05,1431.3111522220652
2012-10-08,1420.9412757889525
2012-10-09,1411.595816603642
2012-10-10,1403.330567443731
2012-10-11,1406.2791262321007
2012-10-12,1403.538579684934
2012-10-15,1408.8088076410763
2012-10-16,1424.1877942149927
2012-10-17,1436.037244307433
2012-10-18,1437.3653282612072
2012-10-19,1423.3024088493355
2012-10-22,1420.9417128513096
2012-10-23,1397.2505119271136
2012-10-24,1397.5667944510542
2012-10-25,1403.9030354814465
2012-10-26,1401.398061364022
2012-10-29,1397.190721587916
2012-10-30,1404.313071481493
2012-10-31,1400.6862333642077
2012-11-01,1409.9959544868873
2012-11-02,1403.403003736904
2012-11-05,1396.9841969615215
2012-11-06,1403.6111578923144
2012-11-07,1386.20827355438
2012-11-08,1376.0360660899419
2012-11-09,1374.911520724559
2012-11-12,1372.3707686953887
2012-11-13,1369.8618258658425
2012-11-14,1358.8250908062628
2012-11-15,1350.9024261269055
2012-11-16,1345.3277750681696
2012-11-19,1369.08661228641
2012-11-20,1369.3977918142368
2012-11-21,1372.8628844292066
2012-11-22,1379.324560796584
2012-11-23,1393.8622282074782
2012-11-26,1391.8679165465223
2012-11-27,1389.5563717035125
2012-11-28,1393.8183411064938
2012-11-29,1406.246472979236
2012-11-30,1408.6670126279835
2012-12-03,1409.6217925232932
2012-12-04,1409.6496290189632
2012-12-05,1413.7942475618406
2012-12-06,1415.5785641368243
2012-12-07,1416.8491907539128
2012-12-10,1420.0073293429462
2012-12-11,1429.4833007368202
2012-12-12,1434.0392517453313
2012-12-13,1430.7116609906438
2012-12-14,1429.3347702101455
2012-12-17,1434.1863077660248
2012-12-18,1443.660418033628
2012-12-19,1445.6625158758507
2012-12-20,1445.991724791681
2012-12-21,1436.752400727575
2012-12-24,1434.6582148187172
2012-12-25,1435.296385316809
2012-12-26,1434.0152647566936
2012-12-27,1434.1158139857696
2012-12-28,1426.085336366665
2012-12-31,1432.1339627843306
2013-01-01,1432.1959545791747
2013-01-02,1459.3741340252925
2013-01-03,1458.5400286745416
2013-01-04,1460.7392976997862
2013-01-07,1458.073499123412
2013-01-08,1452.645563749206
2013-01-09,1457.091965797571
2013-01-10,1467.5069303339912
2013-01-11,1471.8993702550897
2013-01-14,1471.4207820034735
2013-01-15,1470.6797941691777
2013-01-16,1465.5319645343043
2013-01-17,1474.384646743775
2013-01-18,1473.8191195086713
2013-01-21,1476.6650548607322
2013-01-22,1478.5194719426543
2013-01-23,1479.1216242671467
2013-01-24,1483.9298112222955
2013-01-25,1493.3924971696306
2013-01-28,1490.6025362536673
2013-01-29,1502.99387236827
2013-01-30,1502.968739903133
2013-01-31,1500.1078355894363
2013-02-01,1509.6609816869718
2013-02-04,1491.818712398742
2013-02-05,1494.4216111925666
2013-02-06,1495.0239744751223
2013-02-07,1485.4428698210454
2013-02-08,1491.901906232414
2013-02-11,1489.634244223725
2013-02-12,1496.7296103195497
2013-02-13,1499.0001810920742
2013-02-14,1495.3368615060372
2013-02-15,1493.8145481427723
2013-02-18,1493.8414996832762
2013-02-19,1506.4276530645684
2013-02-20,1505.4773798043918
2013-02-21,1487.3613117343364
2013-02-22,1495.570007020978
2013-02-25,1490.3095402313797
2013-02-26,1479.4362210015
2013-02-27,1490.6577652140957
2013-02-28,1497.8389306252586
2013-03-01,1493.7809758763683
2013-03-04,1496.0531514053132
2013-03-05,1512.263218229057
2013-03-06,1513.7265665780553
2013-03-07,1516.8139804581397
2013-03-08,1517.99383045491
2013-03-11,1522.7481443046227
2013-03-12,1523.428583594457
2013-03-13,1517.8214168701154
2013-03-14,1528.7766368140997
2013-03-15,1532.258779738914
2013-03-18,1519.9136138220856
2013-03-19,1518.051132481913
2013-03-20,1526.521168867716
2013-03-21,1521.1061982507642
2013-03-22,1526.6777265918008
2013-03-25,1521.840867927247
2013-03-26,1529.656252135137
2013-03-27,1525.1921775085432
2013-03-28,1532.525704032033
2013-03-29,1532.6351538197002
2013-04-01,1531.1186063764653
2013-04-02,1540.6025940372715
2013-04-03,1532.5449105899581
2013-04-04,1527.529636110072
2013-04-05,1521.7079554090292
2013-04-08,1525.476922618922
2013-04-09,1532.8423648408573
2013-04-10,1552.125537459391
2013-04-11,1562.5422472540383
2013-04-12,1557.5748358773571
2013-04-15,1539.5056454387893
2013-04-16,1543.2889922490829
2013-04-17,1525.9543429715084
2013-04-18,1527.5367616646008
2013-04-19,1539.5468031096186
2013-04-22,1541.2314952563145
2013-04-23,1557.3776988557554
2013-04-24,1559.0620156383934
2013-04-25,1567.8476466858758
2013-04-26,1568.96530921246
2013-04-29,1580.9306381058423
2013-04-30,1585.8088515301208
2013-05-01,1579.426473348955
2013-05-02,1577.2225874105336
2013-05-03,1586.7741242500717
2013-05-06,1580.3461147903574
2013-05-07,1587.7840097795631
2013-05-08,1599.6548541774341
2013-05-09,1593.1475366667962
2013-05-10,1589.2148418140846
2013-05-13,1587.7213555810404
2013-05-14,1594.219808677388
2013-05-15,1596.9686193685018
2013-05-16,1593.6968613816596
2013-05-17,1591.5867420073841
2013-05-20,1594.110289717459
2013-05-21,1599.5706321200398
2013-05-22,1596.3159232028577
2013-05-23,1578.6118844952264
2013-05-24,1579.2142886924103
2013-05-27,1579.5184845005003
2013-05-28,1581.9626346047814
2013-05-29,1565.1597347406819
2013-05-30,1567.5150364641304
2013-05-31,1544.206968403385
2013-06-03,1546.2236560324782
2013-06-04,1550.7865606720447
2013-06-05,1529.8346452417964
2013-06-06,1529.0386425424588
2013-06-07,1541.4800816472473
2013-06-10,1541.7547282769037
2013-06-11,1531.6028176711222
2013-06-12,1530.6504184192022
2013-06-13,1534.3176917667545
2013-06-14,1537.5612054164026
2013-06-17,1549.8930481867926
2013-06-18,1552.3112620557868
2013-06-19,1544.3586277305176
2013-06-20,1487.8625515095628
2013-06-21,1484.6483009846477
2013-06-24,1463.406104017599
2013-06-25,1475.7748102241387
2013-06-26,1492.480214620758
2013-06-27,1503.313411931409
2013-06-28,1503.918327822796
2013-07-01,1511.9921082491283
2013-07-02,1510.4896551269787
2013-07-03,1499.6383124963738
2013-07-04,1511.8396541255345
2013-07-05,1503.956413199242
2013-07-08,1513.8022644722616
2013-07-09,1521.2907654250291
2013-07-10,1528.8921335014156
2013-07-11,1555.977359750735
2013-07-12,1557.9970111479206
2013-07-15,1562.2557968149142
2013-07-16,1562.239029815654
2013-07-17,1565.0038930797177
2013-07-18,1568.1392118107997
2013-07-19,1571.9439272793907
2013-07-22,1577.3058801832544
2013-07-23,1580.5574758895932
2013-07-24,1579.0963656976123
2013-07-25,1574.8377282631857
2013-07-26,1574.4713150468035
2013-07-29,1572.5404675898221
2013-07-30,1570.4965464642798
2013-07-31,1567.9921863074194
2013-08-01,1576.0967786808774
2013-08-02,1583.6544526833486
2013-08-05,1581.2520452246665
2013-08-06,1579.465338742148
2013-08-07,1574.3778904017445
2013-08-08,1582.9198614394593
2013-08-09,1584.1349031816894
2013-08-12,1583.1825172675399
2013-08-13,1586.6081668891884
2013-08-14,1587.370778652032
2013-08-15,1569.9266524471657
2013-08-16,1571.0527563011012
2013-08-19,1565.6694423010092
2013-08-20,1562.3204096127602
2013-08-21,1549.2197791025417
2013-08-22,1555.152254959746
2013-08-23,1566.9674208910078
2013-08-26,1562.94065965267
2013-08-27,1548.0171740478306
2013-08-28,1542.3139981689228
2013-08-29,1542.1137719247376
2013-08-30,1536.1221754253236
2013-09-02,1550.775408975567
2013-09-03,1546.466612697696
2013-09-04,1554.763638450089
2013-09-05,1556.7745136771805
2013-09-06,1565.5999564818637
2013-09-09,1577.5504245005056
2013-09-10,1590.025464577845
2013-09-11,1596.5674401485035
2013-09-12,1595.0760152412995
2013-09-13,1595.9538358569428
2013-09-16,1612.779726293242
2013-09-17,1612.1916967793143
2013-09-18,1620.1062499081388
2013-09-19,1637.5506048580228
2013-09-20,1628.5769950036333
2013-09-23,1625.9594290563487
2013-09-24,1623.2990286139752
2013-09-25,1621.3774155808787
2013-09-26,1620.965591528563
2013-09-27,1618.9478026202366
2013-09-30,1609.3474604530668
2013-10-01,1616.0633825899351
2013-10-02,1613.1821278540133
2013-10-03,1608.7130961407822
2013-10-04,1609.121223664045
2013-10-07,1601.7465910161768
2013-10-08,1594.9521645366976
2013-10-09,1585.2386437066507
2013-10-10,1606.4524403464984
2013-10-11,1616.3573023569227
2013-10-14,1621.1128997009605
2013-10-15,1620.6358991563197
