Date,AC ASIA ex JAPAN IMI HIGH DIVIDEND YIELD
2011-04-11,1383.8053419101398
2011-04-12,1363.7852621619581
2011-04-13,1374.0002062586907
2011-04-14,1373.0140444254978
2011-04-15,1370.6339131224302
2011-04-18,1364.990789633693
2011-04-19,1353.9194332556513
2011-04-20,1378.5037831133752
2011-04-21,1392.144099359566
2011-04-22,1392.6786432208514
2011-04-25,1391.4294023665282
2011-04-26,1389.9280734868273
2011-04-27,1395.9504913244793
2011-04-28,1396.9632479301044
2011-04-29,1396.48274048321
2011-05-02,1398.0874869738313
2011-05-03,1390.0884704195655
2011-05-04,1380.2767354469008
2011-05-05,1378.903888558684
2011-05-06,1373.2557360862654
2011-05-09,1382.4940517614152
2011-05-10,1383.2114281626807
2011-05-11,1389.780897208165
2011-05-12,1377.9105202186943
2011-05-13,1384.1499202164482
2011-05-16,1366.5245938924159
2011-05-17,1363.2722019581452
2011-05-18,1371.1282618097819
2011-05-19,1374.9854420681165
2011-05-20,1374.4734961137312
2011-05-23,1346.5322006083404
2011-05-24,1351.8436854047382
2011-05-25,1347.2264894530015
2011-05-26,1357.4023472363826
2011-05-27,1370.049345387531
2011-05-30,1374.916280684789
2011-05-31,1398.550439360963
2011-06-01,1402.004868802008
2011-06-02,1387.8292033499467
2011-06-03,1381.5181206148236
2011-06-06,1377.823455136393
2011-06-07,1377.290880890354
2011-06-08,1366.7720032374434
2011-06-09,1360.3559520823983
2011-06-10,1350.1921294366662
2011-06-13,1345.5526116626381
2011-06-14,1353.131117677024
2011-06-15,1351.460339099935
2011-06-16,1331.0003750685687
2011-06-17,1324.618791578898
2011-06-20,1318.7226747257653
2011-06-21,1333.9676612320532
2011-06-22,1335.0768899009781
2011-06-23,1326.8601081941067
2011-06-24,1342.994612624651
2011-06-27,1333.0121264449604
2011-06-28,1336.9784185452547
2011-06-29,1347.3368777414648
2011-06-30,1368.1372775144716
2011-07-01,1373.3197487204468
2011-07-04,1391.7646845737493
2011-07-05,1387.0751517286303
2011-07-06,1380.0327616260836
2011-07-07,1380.0233162194752
2011-07-08,1390.5552114988052
2011-07-11,1369.8767559992934
2011-07-12,1339.9285774808627
2011-07-13,1354.759268001404
2011-07-14,1354.9677934436247
2011-07-15,1355.5411543979199
2011-07-18,1350.9246111277062
2011-07-19,1356.020738165995
2011-07-20,1371.733097555125
2011-07-21,1371.9861406025457
2011-07-22,1391.768382018442
2011-07-25,1381.6800129619678
2011-07-26,1398.2867496624924
2011-07-27,1401.4663790500567
2011-07-28,1399.7550324167596
2011-07-29,1391.4778527375295
2011-08-01,1404.262570257769
2011-08-02,1389.6841646214546
2011-08-03,1366.4985441141805
2011-08-04,1353.2745829842781
2011-08-05,1298.1578523472974
2011-08-08,1262.5853062858114
2011-08-09,1222.815543512428
2011-08-10,1243.943129197028
2011-08-11,1242.7758631758297
2011-08-12,1242.4147119819086
2011-08-15,1273.9953952708165
2011-08-16,1274.2243037850433
2011-08-17,1274.9694216392443
2011-08-18,1262.0418870201952
2011-08-19,1231.406390805777
2011-08-22,1232.0399188716228
2011-08-23,1255.5794870959155
2011-08-24,1240.5138154927856
2011-08-25,1247.8777286138306
2011-08-26,1242.6097900401833
2011-08-29,1263.6404822538477
2011-08-30,1273.8169117313423
2011-08-31,1295.2575203018257
2011-09-01,1296.7143275956585
2011-09-02,1285.2437004293313
2011-09-05,1253.4966275504228
2011-09-06,1251.3432632794427
2011-09-07,1275.444362611641
2011-09-08,1274.1371873355854
2011-09-09,1266.8256776491883
2011-09-12,1234.1477164947833
2011-09-13,1223.7497603429151
2011-09-14,1214.492401876434
2011-09-15,1229.7015716765532
2011-09-16,1245.177151913496
2011-09-19,1216.474914818939
2011-09-20,1219.9014547809702
2011-09-21,1214.3233256483898
2011-09-22,1159.7166910848557
2011-09-23,1138.3278371079643
2011-09-26,1110.536076144714
2011-09-27,1156.599580574264
2011-09-28,1153.4139719980074
2011-09-29,1153.302700503353
2011-09-30,1142.4763366736274
2011-10-03,1104.7186504341043
2011-10-04,1081.1242118731745
2011-10-05,1083.3358772068148
2011-10-06,1118.5194787091546
2011-10-07,1135.2733038139722
2011-10-10,1138.019030771522
2011-10-11,1162.2149492771566
2011-10-12,1172.0627521728027
2011-10-13,1183.059130895346
2011-10-14,1180.8802673228304
2011-10-17,1201.8436913698629
2011-10-18,1169.3154750094955
2011-10-19,1180.71647360545
2011-10-20,1159.9602734650196
2011-10-21,1165.5134460086836
2011-10-24,1197.86054868592
2011-10-25,1208.4858751976544
2011-10-26,1211.2675849088475
2011-10-27,1244.286809753468
2011-10-28,1259.0625770129443
2011-10-31,1244.1953261873878
2011-11-01,1219.831486051769
2011-11-02,1236.4867625881839
2011-11-03,1215.4979464829278
2011-11-04,1242.3707195273653
2011-11-07,1237.674525402918
2011-11-08,1239.7903390929125
2011-11-09,1247.2352425394836
2011-11-10,1205.664042431642
2011-11-11,1219.3395597323208
2011-11-14,1238.7712783811642
2011-11-15,1231.471976145927
2011-11-16,1218.9809177039217
2011-11-17,1215.1397526834783
2011-11-18,1194.5367402560582
2011-11-21,1176.7510666784199
2011-11-22,1175.6444755807145
2011-11-23,1156.5425053454587
2011-11-24,1157.1805761523933
2011-11-25,1144.5101020212114
2011-11-28,1166.6350715111084
2011-11-29,1175.576531607412
2011-11-30,1175.6561782806084
2011-12-01,1226.2866573002243
2011-12-02,1226.2774592605006
2011-12-05,1226.1289341357262
2011-12-06,1210.2067510456907
2011-12-07,1224.6072748680376
2011-12-08,1214.9692598498177
2011-12-09,1189.921994808706
2011-12-12,1192.8815776318988
2011-12-13,1184.6772742645403
2011-12-14,1182.483982657905
2011-12-15,1161.6522204769433
2011-12-16,1173.8569111326262
2011-12-19,1159.8514521125708
2011-12-20,1164.0038112472528
2011-12-21,1191.5583875920543
2011-12-22,1190.1633223503243
2011-12-23,1204.33977875978
2011-12-26,1204.0632178144365
2011-12-27,1201.4750181803656
2011-12-28,1195.2349962653675
2011-12-29,1193.9368117755591
2011-12-30,1195.4379296769862
2012-01-02,1190.0608542125246
2012-01-03,1211.8520590967978
2012-01-04,1213.5880333918155
2012-01-05,1217.2557060177855
2012-01-06,1213.9794634539587
2012-01-09,1220.4232882682827
2012-01-10,1232.8240922291302
2012-01-11,1239.391824610599
2012-01-12,1238.9940694395034
2012-01-13,1245.3527973762605
2012-01-16,1231.7638173382618
2012-01-17,1261.642750780853
2012-01-18,1264.3753860967322
2012-01-19,1273.6702672657575
2012-01-20,1276.7154651082499
2012-01-23,1277.9961914278258
2012-01-24,1277.4317940770968
2012-01-25,1279.8037943888944
2012-01-26,1296.005426132647
2012-01-27,1301.6361205307799
2012-01-30,1296.2355268528156
2012-01-31,1312.5497594494059
2012-02-01,1311.0495022493649
2012-02-02,1333.6894916166057
2012-02-03,1336.6656965616296
2012-02-06,1333.273643987836
2012-02-07,1334.8029741756477
2012-02-08,1357.2234487725295
2012-02-09,1360.8041988453128
2012-02-10,1344.941752697177
2012-02-13,1350.7780724777026
2012-02-14,1349.5419401994054
2012-02-15,1371.1771149324918
2012-02-16,1358.5987906319117
2012-02-17,1372.1258547930177
2012-02-20,1376.4120051756634
2012-02-21,1376.7486093146201
2012-02-22,1384.9705749056084
2012-02-23,1376.5014348060608
2012-02-24,1377.8385207580031
2012-02-27,1367.0634936810934
2012-02-28,1384.927509388119
2012-02-29,1402.1606587361218
2012-03-01,1390.1355854053936
2012-03-02,1398.083523859803
2012-03-05,1379.2866323827411
2012-03-06,1357.59460054317
2012-03-07,1349.530123019128
2012-03-08,1366.9429487326552
2012-03-09,1374.5187954746739
2012-03-12,1370.053428286723
2012-03-13,1383.8602585127012
2012-03-14,1384.3764206022795
2012-03-15,1380.2087626937757
2012-03-16,1376.3409571568334
2012-03-19,1369.480818183199
2012-03-20,1358.7558283013666
2012-03-21,1357.4340303607794
2012-03-22,1356.2393027522728
2012-03-23,1350.3263473974678
2012-03-26,1345.81127710063
2012-03-27,1366.8477862108584
2012-03-28,1359.10176743787
2012-03-29,1341.0495929048352
2012-03-30,1349.286838804836
2012-04-02,1347.6162482652312
2012-04-03,1351.1468742874183
2012-04-04,1345.902840723869
2012-04-05,1336.0127490193581
2012-04-06,1339.4420348164715
2012-04-09,1330.9691805954271
2012-04-10,1325.4463495804862
2012-04-11,1318.2728585248144
2012-04-12,1328.9242152280096
2012-04-13,1348.4708899338175
2012-04-16,1341.6967315775123
2012-04-17,1331.816593645359
2012-04-18,1340.6992942313957
2012-04-19,1348.8608896627898
2012-04-20,1344.227924631913
2012-04-23,1330.1821557630988
2012-04-24,1331.4864217445772
2012-04-25,1335.800823130507
2012-04-26,1340.4549572487276
2012-04-27,1339.161846329602
2012-04-30,1353.9343234973044
2012-05-01,1354.2674265471203
2012-05-02,1373.8424652976926
2012-05-03,1368.1392689588254
2012-05-04,1363.87854304702
2012-05-07,1336.5598051568356
2012-05-08,1335.662956180792
2012-05-09,1319.595411856008
2012-05-10,1316.4947910832084
2012-05-11,1303.5615794351618
2012-05-14,1288.2314992733645
2012-05-15,1295.662799391939
2012-05-16,1259.7513582967256
2012-05-17,1266.2640179691275
2012-05-18,1245.5745830954568
2012-05-21,1248.7721946471838
2012-05-22,1260.4055910915529
2012-05-23,1241.1835392347023
2012-05-24,1238.8775317164996
2012-05-25,1235.7965919327328
2012-05-28,1242.4192406516793
2012-05-29,1262.964058657872
2012-05-30,1246.3546230409422
2012-05-31,1247.1628887722343
2012-06-01,1229.6033437523286
2012-06-04,1204.5743995550495
2012-06-05,1212.0497201882547
2012-06-06,1230.2778293856893
2012-06-07,1238.1858846875593
2012-06-08,1224.7018155113421
2012-06-11,1247.1673634402566
2012-06-12,1244.018942863575
2012-06-13,1251.977258571964
2012-06-14,1242.5648467458964
2012-06-15,1265.5214451669362
2012-06-18,1279.5912236288268
2012-06-19,1282.4711422056898
2012-06-20,1289.1513648972493
2012-06-21,1273.5567996721095
2012-06-22,1258.646080729561
2012-06-25,1250.5852112576447
2012-06-26,1251.4949632182213
2012-06-27,1263.5852734671687
2012-06-28,1259.6589452823985
2012-06-29,1284.6291254528983
2012-07-02,1290.4346693094747
2012-07-03,1306.7584070427604
2012-07-04,1308.488231142667
2012-07-05,1311.5937567753538
2012-07-06,1308.0911244178142
2012-07-09,1290.8741174617576
2012-07-10,1292.2886758594689
2012-07-11,1293.1270358504737
2012-07-12,1271.5343763698888
2012-07-13,1277.8194794958474
2012-07-16,1279.710519403191
2012-07-17,1292.8474880516471
2012-07-18,1286.6433258950026
2012-07-19,1304.3289764167255
2012-07-20,1306.610685690859
2012-07-23,1280.8574107787679
2012-07-24,1276.745640175124
2012-07-25,1271.6476036966274
2012-07-26,1272.2765848195206
2012-07-27,1294.4625491814727
2012-07-30,1307.9351229618674
2012-07-31,1324.1199684406618
2012-08-01,1328.2771730948875
2012-08-02,1321.16969140749
2012-08-03,1319.0742406023226
2012-08-06,1335.5457676792498
2012-08-07,1339.064436185586
2012-08-08,1339.8429364421513
2012-08-09,1352.027419638521
2012-08-10,1349.0962842992035
2012-08-13,1348.1034887345852
2012-08-14,1357.2234896253726
2012-08-15,1348.9976421376143
2012-08-16,1343.3594496019596
2012-08-17,1344.024977916708
2012-08-20,1341.13819374824
2012-08-21,1346.135910270211
2012-08-22,1335.2037088726852
2012-08-23,1345.8175923608292
2012-08-24,1332.4900226525906
2012-08-27,1329.5466681639437
2012-08-28,1324.763552383276
2012-08-29,1325.1673473385122
2012-08-30,1315.900611709786
2012-08-31,1320.9603623317967
2012-09-03,1325.2922857597705
2012-09-04,1320.688701064786
2012-09-05,1304.6121119061538
2012-09-06,1306.189423120643
2012-09-07,1334.357217458174
2012-09-10,1337.1870782845497
2012-09-11,1340.615396006721
2012-09-12,1353.8430790832515
2012-09-13,1352.5043156630886
2012-09-14,1384.918959105239
2012-09-17,1386.660108640643
2012-09-18,1381.0887161154262
2012-09-19,1394.2534179353693
2012-09-20,1379.6259063283069
2012-09-21,1389.7435754059425
2012-09-24,1386.4079293387579
2012-09-25,1385.946989827101
2012-09-26,1373.17461680978
2012-09-27,1384.6009354302464
2012-09-28,1394.2805127578767
2012-10-01,1392.016303680354
2012-10-02,1394.8891528078864
2012-10-03,1395.6513554614842
2012-10-04,1395.3177648532514
2012-10-05,1400.962017117364
2012-10-08,1389.0336352698173
2012-10-09,1391.3926499363645
2012-10-10,1390.2441558769642
2012-10-11,1389.6314155418947
2012-10-12,1396.34780190168
2012-10-15,1395.5443143926002
2012-10-16,1398.9171212696956
2012-10-17,1407.7957166188794
2012-10-18,1415.3263971662682
2012-10-19,1411.4463226921494
2012-10-22,1412.6237676785577
2012-10-23,1410.6656871009357
2012-10-24,1409.0442893926763
2012-10-25,1408.9322851454294
2012-10-26,1395.3283953544828
2012-10-29,1392.946336732658
2012-10-30,1392.764253620835
2012-10-31,1398.294317682686
2012-11-01,1402.9207880811193
2012-11-02,1410.2164145499066
2012-11-05,1405.5520780257664
2012-11-06,1406.749559000743
2012-11-07,1418.3094482913477
2012-11-08,1396.5759113895617
2012-11-09,1394.4049996449844
2012-11-12,1394.7048285313028
2012-11-13,1380.3567730052612
2012-11-14,1387.0368727987106
2012-11-15,1371.903491027427
2012-11-16,1371.1392207785914
2012-11-19,1376.7973849905231
2012-11-20,1377.9743811216354
2012-11-21,1385.2436544648572
2012-11-22,1395.4595195726642
2012-11-23,1409.9339448577787
2012-11-26,1412.0086082095797
2012-11-27,1413.5053716894888
2012-11-28,1408.5725621848367
2012-11-29,1422.2426719781497
2012-11-30,1435.5309709397472
2012-12-03,1425.380571586402
2012-12-04,1426.4162671471347
2012-12-05,1443.0361589657691
2012-12-06,1441.807419041503
2012-12-07,1444.172074336933
2012-12-10,1448.7234251503678
2012-12-11,1452.3944672996788
2012-12-12,1465.994025162527
2012-12-13,1466.7184123617399
2012-12-14,1470.111900315231
2012-12-17,1463.4390176801335
2012-12-18,1467.1597716168185
2012-12-19,1476.863332058473
2012-12-20,1474.238734158252
2012-12-21,1463.7679941200624
2012-12-24,1466.1152971031013
2012-12-25,1470.1020505753272
2012-12-26,1469.7104466990552
2012-12-27,1473.5874268877271
2012-12-28,1480.544210304487
2012-12-31,1479.9261852179777
2013-01-01,1480.0052568516946
2013-01-02,1507.3124680920403
2013-01-03,1516.6147562672804
2013-01-04,1513.3404612161871
2013-01-07,1510.454064751494
2013-01-08,1497.7990856199401
2013-01-09,1503.301691453683
2013-01-10,1513.5338692769258
2013-01-11,1507.9092372774226
2013-01-14,1511.915826558114
2013-01-15,1508.8661521144234
2013-01-16,1503.0306965608017
2013-01-17,1499.344893445575
2013-01-18,1517.2227759545933
2013-01-21,1514.5571085823583
2013-01-22,1516.7932229799515
2013-01-23,1513.3854516295207
2013-01-24,1508.829123851105
2013-01-25,1504.7805692484826
2013-01-28,1502.4939907419239
2013-01-29,1508.045074795964
2013-01-30,1517.2519205748736
2013-01-31,1511.6391991807502
2013-02-01,1513.3520969525791
2013-02-04,1518.6267432041047
2013-02-05,1499.9117227872234
2013-02-06,1501.6252001994408
2013-02-07,1493.8352802771824
2013-02-08,1493.6269715537642
2013-02-11,1491.9324200344722
2013-02-12,1492.2396700647378
2013-02-13,1496.8003264464874
2013-02-14,1505.2362101159085
2013-02-15,1506.3028648655854
2013-02-18,1503.6033183563184
2013-02-19,1496.805528741618
2013-02-20,1508.6874894385671
2013-02-21,1488.4341800793147
2013-02-22,1484.6303347347316
2013-02-25,1483.7437954329582
2013-02-26,1466.2395985151006
2013-02-27,1470.9573347700234
2013-02-28,1488.0927034267688
2013-03-01,1486.5409502490083
2013-03-04,1466.5817693177414
2013-03-05,1473.1516350485704
2013-03-06,1486.103139197458
2013-03-07,1485.8207082409865
2013-03-08,1496.8426653586473
2013-03-11,1495.1149506486076
2013-03-12,1489.9797746879453
2013-03-13,1477.0844679604431
2013-03-14,1477.9632195398135
2013-03-15,1474.257454827418
2013-03-18,1452.189112025811
2013-03-19,1450.982016635267
2013-03-20,1455.4142550117233
2013-03-21,1458.469986118988
2013-03-22,1449.0015688101196
2013-03-25,1464.7730996158077
2013-03-26,1471.6021129968865
2013-03-27,1480.1624880456643
2013-03-28,1475.8147736347285
2013-03-29,1478.4688182032255
2013-04-01,1475.8416998579323
2013-04-02,1477.2162873101754
2013-04-03,1475.5505446113596
2013-04-04,1475.3705086951684
2013-04-05,1451.590654468246
2013-04-08,1441.6133378349846
2013-04-09,1448.9053861214984
2013-04-10,1455.9877687653698
2013-04-11,1466.983979812575
2013-04-12,1462.8029153285315
2013-04-15,1448.3237561213305
2013-04-16,1448.212414303211
2013-04-17,1446.252221334781
2013-04-18,1448.3315248615086
2013-04-19,1469.9285506834865
2013-04-22,1472.377461208334
2013-04-23,1459.207509447839
2013-04-24,1476.542701596456
2013-04-25,1490.1635290298696
2013-04-26,1493.4171512415644
2013-04-29,1496.4604142659534
2013-04-30,1509.641485756621
2013-05-01,1509.3071511416795
2013-05-02,1503.3011512827372
2013-05-03,1501.303838554425
2013-05-06,1514.5820099625962
2013-05-07,1520.7377379005384
2013-05-08,1538.3471221167863
2013-05-09,1541.0786841700624
2013-05-10,1539.9817395372538
2013-05-13,1525.213002530729
2013-05-14,1522.9338911577972
2013-05-15,1527.7254139963534
2013-05-16,1523.430749318494
2013-05-17,1523.2996280303705
2013-05-20,1536.250785023874
2013-05-21,1530.220114481783
2013-05-22,1527.6489708077233
2013-05-23,1493.8061352561783
2013-05-24,1494.8188597648332
2013-05-27,1498.8937662875921
2013-05-28,1507.2177864016794
2013-05-29,1494.1712296205496
2013-05-30,1483.2830564837789
2013-05-31,1472.9359455002595
2013-06-03,1465.247711584842
2013-06-04,1470.7654154532036
2013-06-05,1460.4471321735366
2013-06-06,1445.9464525140406
2013-06-07,1441.7501108283877
2013-06-10,1439.4680069462688
2013-06-11,1418.4395922760282
2013-06-12,1417.4111798333004
2013-06-13,1392.7196252078465
2013-06-14,1404.556515785606
2013-06-17,1419.1512175957032
2013-06-18,1419.1199775642403
2013-06-19,1411.8173042662484
2013-06-20,1372.7334778889983
2013-06-21,1361.41135159698
2013-06-24,1333.4597751732397
2013-06-25,1334.3878578598242
2013-06-26,1362.362976798554
2013-06-27,1377.1164471806494
2013-06-28,1403.7752954725863
2013-07-01,1400.0211369989288
2013-07-02,1395.6297158850807
2013-07-03,1366.1385463392883
2013-07-04,1379.6866107490202
2013-07-05,1395.8259550939595
2013-07-08,1373.728155772163
2013-07-09,1380.1955117043165
2013-07-10,1394.190678540056
2013-07-11,1431.449126776322
2013-07-12,1427.6137362419568
2013-07-15,1428.1269283133236
2013-07-16,1425.8967297872705
2013-07-17,1429.2160064326652
2013-07-18,1426.9331112837567
2013-07-19,1420.3550456610703
2013-07-22,1422.9110276300003
2013-07-23,1452.9979579943047
2013-07-24,1451.7382748798957
2013-07-25,1443.979971868396
2013-07-26,1445.2300721167464
2013-07-29,1432.9303410911382
2013-07-30,1436.2720786658708
2013-07-31,1429.9990845623834
2013-08-01,1434.9619265621461
2013-08-02,1437.5276055877578
2013-08-05,1440.6702757386677
2013-08-06,1428.6603261657592
2013-08-07,1414.7413368187458
2013-08-08,1420.5245351097963
2013-08-09,1424.922928041498
2013-08-12,1442.5656265631126
2013-08-13,1460.9536030594613
2013-08-14,1459.0633065457384
2013-08-15,1456.1006880585232
2013-08-16,1453.786707586321
2013-08-19,1442.880693521525
2013-08-20,1414.9044693919625
2013-08-21,1409.256050637453
2013-08-22,1409.2085028974695
2013-08-23,1413.9594625066647
2013-08-26,1418.4091176879413
2013-08-27,1404.2010335677617
2013-08-28,1392.7166894681648
2013-08-29,1406.9635404170608
2013-08-30,1414.8462739403199
2013-09-02,1434.6361505500754
2013-09-03,1443.1597363279193
2013-09-04,1436.2324603651577
2013-09-05,1446.8936374108152
2013-09-06,1449.4343036304783
2013-09-09,1468.441533833475
2013-09-10,1481.8667810364514
2013-09-11,1480.9195922125762
2013-09-12,1480.354529834306
2013-09-13,1470.906881950622
2013-09-16,1493.2657285514113
2013-09-17,1492.6994940254958
2013-09-18,1488.5290771781733
2013-09-19,1515.701627396968
2013-09-20,1513.273115669649
2013-09-23,1507.8368813477673
2013-09-24,1496.749117925042
2013-09-25,1497.6370554151297
2013-09-26,1489.7436952409894
2013-09-27,1491.936793989541
2013-09-30,1473.5923061018752
2013-10-01,1479.1639870943527
2013-10-02,1483.3938503780607
2013-10-03,1500.2492473763946
2013-10-04,1497.8576173050878
2013-10-07,1489.798314907402
2013-10-08,1499.6935529428893
2013-10-09,1494.6008106958243
2013-10-10,1494.779953714527
2013-10-11,1506.8130482630193
