Date,EM EMEA IMI
1998-12-31,215.43784416547612
1999-01-01,215.43520352384306
1999-01-04,216.90006832558126
1999-01-05,221.38985247630967
1999-01-06,232.09148514243853
1999-01-07,230.4891412495084
1999-01-08,235.78623274102088
1999-01-11,233.21063934778323
1999-01-12,229.8877894441967
1999-01-13,213.3138047813278
1999-01-14,213.56079435004136
1999-01-15,214.6003678712415
1999-01-18,221.9918122019362
1999-01-19,221.84124546228003
1999-01-20,223.9123031845023
1999-01-21,221.06761347681294
1999-01-22,218.18794667800574
1999-01-25,216.0513221745803
1999-01-26,217.79576377477827
1999-01-27,223.43303722229356
1999-01-28,224.76148834369107
1999-01-29,227.88122245979122
1999-02-01,230.89462875000214
1999-02-02,228.55924140506747
1999-02-03,228.09677942687563
1999-02-04,230.9700655350513
1999-02-05,231.87577907536894
1999-02-08,234.68974270570934
1999-02-09,230.9277926045756
1999-02-10,229.33319392411798
1999-02-11,233.36467727696163
1999-02-12,234.21908259814228
1999-02-15,233.1555211692782
1999-02-16,236.57806043641457
1999-02-17,236.10399683551378
1999-02-18,236.82755319247931
1999-02-19,237.16146619133787
1999-02-22,240.46601123864966
1999-02-23,242.0413961774809
1999-02-24,243.79902552685732
1999-02-25,242.06397714937182
1999-02-26,243.3457269288662
1999-03-01,245.68858193296091
1999-03-02,245.33902268348874
1999-03-03,248.9305572100716
1999-03-04,250.25024721138132
1999-03-05,253.8891590695311
1999-03-08,256.94348153740157
1999-03-09,259.7109053116709
1999-03-10,258.01005216447527
1999-03-11,266.139684175761
1999-03-12,264.63971798726146
1999-03-15,262.83174133690505
1999-03-16,263.94508084397665
1999-03-17,264.74235624576636
1999-03-18,264.31014912033305
1999-03-19,270.7144458246164
1999-03-22,270.6975456085128
1999-03-23,267.7954897481781
1999-03-24,262.83560587651453
1999-03-25,268.6372536543642
1999-03-26,270.13140419138153
1999-03-29,271.00192246889475
1999-03-30,270.688197268859
1999-03-31,269.7696146782745
1999-04-01,270.0767834896577
1999-04-02,270.6867648226807
1999-04-05,273.26696893869087
1999-04-06,273.59565165682534
1999-04-07,272.957867874031
1999-04-08,270.13637883669895
1999-04-09,272.0944391358951
1999-04-12,268.30218747550094
1999-04-13,271.1971495958293
1999-04-14,277.68720995055577
1999-04-15,281.7045307160643
1999-04-16,287.90496616201796
1999-04-19,294.83591807434374
1999-04-20,295.3248895063448
1999-04-21,293.54563198208575
1999-04-22,294.9450124139625
1999-04-23,295.0229452532372
1999-04-26,298.7478913170987
1999-04-27,296.8019254268925
1999-04-28,299.9006801238917
1999-04-29,300.9639770961561
1999-04-30,302.57149395596645
1999-05-03,305.1965337435505
1999-05-04,306.8904128948202
1999-05-05,303.9795313218708
1999-05-06,305.0091329640835
1999-05-07,301.4200918326835
1999-05-10,299.8107351814257
1999-05-11,302.60606505415564
1999-05-12,294.45492620601044
1999-05-13,296.15979833629297
1999-05-14,296.0029154470802
1999-05-17,294.55049724477306
1999-05-18,299.220454193486
1999-05-19,298.01481963918735
1999-05-20,297.12672285288727
1999-05-21,300.49762088213794
1999-05-24,296.9654128009625
1999-05-25,290.34014079202046
1999-05-26,291.7364239216197
1999-05-27,292.0487824432786
1999-05-28,292.99133050365543
1999-05-31,293.58560502272707
1999-06-01,297.1398018711367
1999-06-02,297.1626724264488
1999-06-03,300.5403328933504
1999-06-04,306.0945393898781
1999-06-07,310.9085375240783
1999-06-08,308.99966353577304
1999-06-09,309.5519430911459
1999-06-10,310.5206932718399
1999-06-11,313.87284106102965
1999-06-14,315.38124421278576
1999-06-15,313.614707295499
1999-06-16,316.5560984910151
1999-06-17,319.3895526063498
1999-06-18,320.34294077308255
1999-06-21,325.89711748646243
1999-06-22,325.94956751117775
1999-06-23,320.83592884220513
1999-06-24,317.58023125929446
1999-06-25,312.4716352831639
1999-06-28,314.3106767373649
1999-06-29,315.3388210348895
1999-06-30,320.8939309857119
1999-07-01,330.7907522413487
1999-07-02,330.6534003608158
1999-07-05,335.2146553291708
1999-07-06,332.7399089730651
1999-07-07,330.5985877454981
1999-07-08,333.37597241834504
1999-07-09,334.27374167308204
1999-07-12,340.3049436820171
1999-07-13,332.18439286927486
1999-07-14,336.0867806306229
1999-07-15,336.1930700019295
1999-07-16,334.6453485371206
1999-07-19,338.77622026590313
1999-07-20,331.0218956395982
1999-07-21,326.05977807833364
1999-07-22,326.0172254356924
1999-07-23,325.64664901196005
1999-07-26,315.6746674801496
1999-07-27,317.9026667683609
1999-07-28,317.94372874694346
1999-07-29,311.47517150191607
1999-07-30,314.1353160137186
1999-08-02,310.8384882802865
1999-08-03,312.37877707872576
1999-08-04,310.9017630664228
1999-08-05,306.18644438030634
1999-08-06,305.6483689225328
1999-08-09,309.68183335993353
1999-08-10,304.87569163598056
1999-08-11,308.00086870356046
1999-08-12,311.2095688370749
1999-08-13,314.8082913206307
1999-08-16,315.32043515117516
1999-08-17,316.3537571807359
1999-08-18,316.1339080167224
1999-08-19,311.41086461485025
1999-08-20,310.38244528740523
1999-08-23,316.0395118135036
1999-08-24,315.9568081098311
1999-08-25,317.1576395029209
1999-08-26,312.25700799804895
1999-08-27,310.90529642807974
1999-08-30,310.4123032598542
1999-08-31,303.175916880868
1999-09-01,305.682773294463
1999-09-02,299.71100433936385
1999-09-03,304.59856948299387
1999-09-06,309.88991149728344
1999-09-07,307.38040203498895
1999-09-08,305.50756243277664
1999-09-09,305.8222670533491
1999-09-10,308.77600256708627
1999-09-13,308.166194266923
1999-09-14,309.46836524244986
1999-09-15,308.1527002287679
1999-09-16,303.85582342836165
1999-09-17,303.8807139731739
1999-09-20,304.18598873510604
1999-09-21,300.3660236656619
1999-09-22,298.58601879053964
1999-09-23,302.33091284609714
1999-09-24,299.8381990642152
1999-09-27,304.2348199944506
1999-09-28,305.72448508264455
1999-09-29,301.291075060613
1999-09-30,299.3643851898474
1999-10-01,298.46168344363304
1999-10-04,303.1530032822584
1999-10-05,306.9597301938541
1999-10-06,305.24364064314244
1999-10-07,307.3730871231065
1999-10-08,311.141109839088
1999-10-11,311.5727282303403
1999-10-12,308.20368468356736
1999-10-13,301.7470938675768
1999-10-14,300.0996194565887
1999-10-15,292.1863530650502
1999-10-18,290.3926756383057
1999-10-19,294.3863393299679
1999-10-20,296.6920555516705
1999-10-21,291.86928343625016
1999-10-22,300.17015169781143
1999-10-25,301.8688523292851
1999-10-26,305.13195693905766
1999-10-27,305.35027996108636
1999-10-28,308.7509166819961
1999-10-29,311.1858749151102
1999-11-01,311.80889687848
1999-11-02,312.248144895695
1999-11-03,314.564434659993
1999-11-04,320.50802235454336
1999-11-05,322.66131622594
1999-11-08,323.2325514925667
1999-11-09,329.0862243997836
1999-11-10,328.9291088825291
1999-11-11,332.03110754787156
1999-11-12,334.65652067887453
1999-11-15,337.17475593288026
1999-11-16,339.2832912819299
1999-11-17,337.1402789284017
1999-11-18,340.76889177509213
1999-11-19,344.99703295623283
1999-11-22,347.5620003398278
1999-11-23,347.2634619264514
1999-11-24,349.0886329421674
1999-11-25,349.44470773591894
1999-11-26,350.47912830797736
1999-11-29,349.8143487782155
1999-11-30,350.3046133133194
1999-12-01,354.7506177370886
1999-12-02,362.6882713948952
1999-12-03,365.4889870227736
1999-12-06,364.2359610008945
1999-12-07,365.55454729423786
1999-12-08,365.91670303050233
1999-12-09,375.65289377887063
1999-12-10,384.49960776259536
1999-12-13,397.37347740818564
1999-12-14,393.9214273981187
1999-12-15,399.3660341017866
1999-12-16,396.7896328069345
1999-12-17,406.8607182260809
1999-12-20,415.8117359271669
1999-12-21,415.829720081017
1999-12-22,417.9661029966005
1999-12-23,414.6714879355496
1999-12-24,420.45804685131264
1999-12-27,433.05523894473066
1999-12-28,432.5651413743721
1999-12-29,434.39469535586795
1999-12-30,437.437822194112
1999-12-31,442.5385145882905
2000-01-03,442.9951939846913
2000-01-04,446.8941829105646
2000-01-05,441.4248241882839
2000-01-06,438.9531148622879
2000-01-07,446.7594462742005
2000-01-10,462.0852783408527
2000-01-11,461.1892649225791
2000-01-12,465.28792932208063
2000-01-13,478.3850166186915
2000-01-14,495.1075386370411
2000-01-17,497.6171182007948
2000-01-18,500.4538059363766
2000-01-19,487.3276807370485
2000-01-20,489.14026656840775
2000-01-21,482.6899863557308
2000-01-24,482.9739320336953
2000-01-25,467.99928666029496
2000-01-26,471.85957059656323
2000-01-27,475.74037555497745
2000-01-28,468.73633123450946
2000-01-31,458.15306848476195
2000-02-01,467.53851139956424
2000-02-02,468.21747299020876
2000-02-03,469.8756409283143
2000-02-04,473.559309043034
2000-02-07,475.68656147578355
2000-02-08,474.41048527528574
2000-02-09,473.7291077989495
2000-02-10,476.3244115393108
2000-02-11,471.935123588175
2000-02-14,468.097236571173
2000-02-15,469.054835425796
2000-02-16,467.5777758454534
2000-02-17,469.13747690414266
2000-02-18,469.3464659331759
2000-02-21,459.2725793601218
2000-02-22,443.9478172999592
2000-02-23,449.0190281163022
2000-02-24,460.14869195043167
2000-02-25,468.58657901477653
2000-02-28,461.24622976222525
2000-02-29,469.7167496689984
2000-03-01,481.59951011854355
2000-03-02,478.06858045492066
2000-03-03,477.0272745224771
