Date,LATIN AMERICA PACIFIC ALLIANCE
2009-11-30,1000.0
2009-12-01,1018.1007763808063
2009-12-02,1027.0705891286345
2009-12-03,1023.8363273269526
2009-12-04,1045.2919572523278
2009-12-07,1045.213635237598
2009-12-08,1030.5718981274335
2009-12-09,1026.7854540976562
2009-12-10,1036.3918174911532
2009-12-11,1053.1965181868527
2009-12-14,1059.453835287553
2009-12-15,1067.2348410454063
2009-12-16,1067.839213350956
2009-12-17,1070.99518652637
2009-12-18,1071.32725283834
2009-12-21,1074.0632427136397
2009-12-22,1079.1526445449556
2009-12-23,1082.7484506593096
2009-12-24,1085.6123864550914
2009-12-25,1085.612386455091
2009-12-28,1082.8578840647
2009-12-29,1077.0678407717805
2009-12-30,1084.5689806077914
2009-12-31,1077.713192579506
2010-01-01,1077.7131925795054
2010-01-04,1098.1499442597997
2010-01-05,1107.2283199960566
2010-01-06,1119.068214619934
2010-01-07,1133.5282360275858
2010-01-08,1134.0234067688286
2010-01-11,1120.6714603677758
2010-01-12,1110.9628146043137
2010-01-13,1113.6671655567372
2010-01-14,1110.450978439336
2010-01-15,1110.965371287911
2010-01-18,1116.2791683507512
2010-01-19,1127.0646599057618
2010-01-20,1120.564165538076
2010-01-21,1102.199653901065
2010-01-22,1075.2099736426892
2010-01-25,1070.951441857746
2010-01-26,1079.695073799753
2010-01-27,1069.0804652535176
2010-01-28,1072.7820843413394
2010-01-29,1074.4487583692153
2010-02-01,1078.2643191414124
2010-02-02,1091.7566340899875
2010-02-03,1093.3602773024534
2010-02-04,1068.4236795783834
2010-02-05,1066.9797937905175
2010-02-08,1063.6729239303584
2010-02-09,1071.5421986728063
2010-02-10,1080.0746029851275
2010-02-11,1096.0046844663261
2010-02-12,1106.2006578000085
2010-02-15,1110.5750515174873
2010-02-16,1125.000521987176
2010-02-17,1132.5957105060509
2010-02-18,1139.5197332501257
2010-02-19,1147.9018091127632
2010-02-22,1143.8989728449
2010-02-23,1134.746730596965
2010-02-24,1130.3174226931308
2010-02-25,1130.5432544870623
2010-02-26,1132.5702098433117
2010-03-01,1153.5926172853574
2010-03-02,1156.6095975616902
2010-03-03,1152.5611068972341
2010-03-04,1157.1529264599044
2010-03-05,1175.3183145816517
2010-03-08,1177.7898472814672
2010-03-09,1179.6270934007093
2010-03-10,1177.3020434964922
2010-03-11,1175.3539218736705
2010-03-12,1171.53275827355
2010-03-15,1176.7695740615295
2010-03-16,1176.7178871235446
2010-03-17,1184.7617979739032
2010-03-18,1198.9007419583997
2010-03-19,1195.0841512872482
2010-03-22,1193.193632150169
2010-03-23,1204.4920667702343
2010-03-24,1212.7077109383415
2010-03-25,1214.207457181388
2010-03-26,1204.5941939785964
2010-03-29,1213.4857130470039
2010-03-30,1225.1547315876257
2010-03-31,1220.1531485968574
2010-04-01,1227.4117350197619
2010-04-02,1227.4117350197619
2010-04-05,1250.2495093203904
2010-04-06,1267.1715288842925
2010-04-07,1268.4385727064164
2010-04-08,1260.5139952305076
2010-04-09,1264.0837654955794
2010-04-12,1249.5693110039622
2010-04-13,1249.250533095971
2010-04-14,1255.819500028539
2010-04-15,1255.770895912147
2010-04-16,1244.2819430835661
2010-04-19,1235.1817499615022
2010-04-20,1248.62677318056
2010-04-21,1252.4407330313602
2010-04-22,1267.0879263497548
2010-04-23,1270.758281791444
2010-04-26,1275.2643345510314
2010-04-27,1246.7299035273438
2010-04-28,1249.6363274820712
2010-04-29,1260.8140342153342
2010-04-30,1259.4388873533737
2010-05-03,1271.7532545628094
2010-05-04,1249.3146896152189
2010-05-05,1238.9917627165873
2010-05-06,1224.8213594241788
2010-05-07,1209.7915398384869
2010-05-10,1259.7545567959285
2010-05-11,1272.889840337825
2010-05-12,1294.5369833221237
2010-05-13,1307.3520503973477
2010-05-14,1290.889950622682
2010-05-17,1283.420290590335
2010-05-18,1271.238711279067
2010-05-19,1241.9181838188367
2010-05-20,1204.4775975303694
2010-05-21,1205.376162801815
2010-05-24,1230.582456506786
2010-05-25,1220.5871702658071
2010-05-26,1265.037228348592
2010-05-27,1292.9223657900793
2010-05-28,1279.3336620764162
2010-05-31,1299.817332597199
2010-06-01,1275.9106353729517
2010-06-02,1293.8737076866826
2010-06-03,1300.1006323446632
2010-06-04,1293.4100118618223
2010-06-07,1288.2305412071578
2010-06-08,1297.6090737691375
2010-06-09,1305.0255220627841
2010-06-10,1330.6311515060524
2010-06-11,1344.2943849540989
2010-06-14,1334.324775082868
2010-06-15,1348.9558289417305
2010-06-16,1355.240005579404
2010-06-17,1353.0022288771054
2010-06-18,1357.996127179204
2010-06-21,1367.054556661117
2010-06-22,1357.6322702566101
2010-06-23,1355.9411344040275
2010-06-24,1330.8545621103162
2010-06-25,1348.1634085809303
2010-06-28,1347.106136660769
2010-06-29,1313.697539333981
2010-06-30,1293.623993375587
2010-07-01,1263.5596550244575
2010-07-02,1258.9682961465073
2010-07-05,1261.6573854382082
2010-07-06,1269.256758422836
2010-07-07,1285.2145989928204
2010-07-08,1292.0756405511304
2010-07-09,1302.2163977524433
2010-07-12,1301.4308744765228
2010-07-13,1312.5330297394723
2010-07-14,1310.218282523213
2010-07-15,1298.2453624361556
2010-07-16,1270.036354398854
2010-07-19,1264.7636702492093
2010-07-20,1284.0978533055863
2010-07-21,1308.1863328269478
2010-07-22,1322.0597009776027
2010-07-23,1334.870237211161
2010-07-26,1337.013316607515
2010-07-27,1331.3912964013634
2010-07-28,1320.4623516580898
2010-07-29,1308.697848107463
2010-07-30,1314.7525533830208
2010-08-02,1324.5475979482358
2010-08-03,1316.8713150025776
2010-08-04,1333.7133642398398
2010-08-05,1334.9636614629947
2010-08-06,1313.5505502716856
2010-08-09,1323.2894436965032
2010-08-10,1330.9669942548915
2010-08-11,1319.9699855172776
2010-08-12,1330.1329486467075
2010-08-13,1345.352628681928
2010-08-16,1346.7317120377197
2010-08-17,1359.9630681474794
2010-08-18,1366.8605499984678
2010-08-19,1352.3457947454888
2010-08-20,1369.3138504879214
2010-08-23,1370.8380878602663
2010-08-24,1341.9252693686863
2010-08-25,1341.0400075576445
2010-08-26,1336.2249079694566
2010-08-27,1354.3507555234178
2010-08-30,1346.4069511331234
2010-08-31,1351.748109541839
2010-09-01,1377.4191663576821
2010-09-02,1378.9683707572833
2010-09-03,1388.4539657449732
2010-09-06,1394.5278352063094
2010-09-07,1394.3077415867874
2010-09-08,1402.9133391517396
2010-09-09,1410.6669458378499
2010-09-10,1413.9351151272047
2010-09-13,1417.826294325999
2010-09-14,1414.1584515813945
2010-09-15,1409.3573706508084
2010-09-16,1397.2629234312194
2010-09-17,1403.0236691322311
2010-09-20,1414.872995996469
2010-09-21,1410.2315971082937
2010-09-22,1383.6488409980716
2010-09-23,1388.077997658702
2010-09-24,1387.9679934479254
2010-09-27,1391.2136563363886
2010-09-28,1396.8145795538626
2010-09-29,1392.059816637076
2010-09-30,1392.316851675328
2010-10-01,1396.4060287937032
2010-10-04,1398.5902178634328
2010-10-05,1401.0021331820037
2010-10-06,1406.0730585887354
2010-10-07,1392.4229331781135
2010-10-08,1401.5475976348562
2010-10-11,1414.314609917202
2010-10-12,1419.7827589030132
2010-10-13,1435.455880303531
2010-10-14,1419.0717767247318
2010-10-15,1418.308456916104
2010-10-18,1425.6978262440437
2010-10-19,1423.3686653744955
2010-10-20,1425.4265959488941
2010-10-21,1426.1115859955828
2010-10-22,1439.042130102234
2010-10-25,1442.6118221206896
2010-10-26,1448.8452946167572
2010-10-27,1447.1127246536416
2010-10-28,1444.4226326802714
2010-10-29,1464.0482770141857
2010-11-01,1465.3637698245102
2010-11-02,1463.479575206865
2010-11-03,1466.8702528002736
2010-11-04,1471.3389809618454
2010-11-05,1498.3231856399684
2010-11-08,1514.5269937242642
2010-11-09,1506.0620808491558
2010-11-10,1520.6057910042864
2010-11-11,1516.4379461852739
2010-11-12,1497.4014418723978
2010-11-15,1499.0403459298261
2010-11-16,1469.5762970934613
2010-11-17,1488.275103155443
2010-11-18,1509.3009860182124
2010-11-19,1505.5898802827528
2010-11-22,1516.7929867978273
2010-11-23,1506.8210724884327
2010-11-24,1541.5230094605595
2010-11-25,1542.8065584027393
2010-11-26,1542.6233396432785
2010-11-29,1547.9800172550772
2010-11-30,1556.0257286069047
2010-12-01,1571.2276149594827
2010-12-02,1574.1290516671709
2010-12-03,1558.7796277405687
2010-12-06,1578.932836336251
2010-12-07,1580.4256370878613
2010-12-08,1583.1078484208479
2010-12-09,1578.8044380973854
2010-12-10,1576.6039593619753
2010-12-13,1573.7018628961325
2010-12-14,1575.4696173114592
2010-12-15,1570.9640635208918
2010-12-16,1584.8191231101887
2010-12-17,1595.719226163429
2010-12-20,1602.5565116170217
2010-12-21,1609.5947813488874
2010-12-22,1611.222467753368
2010-12-23,1617.0119451572803
2010-12-24,1608.4108955099332
2010-12-27,1600.9925391270096
2010-12-28,1594.2252240763066
2010-12-29,1607.5429513111842
2010-12-30,1593.998103431821
2010-12-31,1589.8479011854256
2011-01-03,1605.2673614067412
2011-01-04,1595.7864211957694
2011-01-05,1620.104041692663
2011-01-06,1622.872803013048
2011-01-07,1622.7250781909713
2011-01-10,1606.9662533061205
2011-01-11,1606.4452261738763
2011-01-12,1607.7945240814627
2011-01-13,1576.3773779332307
2011-01-14,1568.1900757633318
2011-01-17,1583.1264570530923
2011-01-18,1576.3900222098564
2011-01-19,1551.031968605193
2011-01-20,1539.1880096675495
2011-01-21,1523.1346405116449
2011-01-24,1521.7134356759798
2011-01-25,1510.284764596429
2011-01-26,1518.3823685104128
2011-01-27,1512.4776558856283
2011-01-28,1495.814925457325
2011-01-31,1487.3340954462878
2011-02-01,1515.1209651904255
2011-02-02,1512.7417689345218
2011-02-03,1519.782073009758
2011-02-04,1523.1301792917363
2011-02-07,1521.7332444640886
2011-02-08,1505.4650066381137
2011-02-09,1472.796372842731
2011-02-10,1474.8185387733554
2011-02-11,1500.411047811216
2011-02-14,1516.4315669287528
2011-02-15,1500.357128133246
2011-02-16,1499.6593274393233
2011-02-17,1496.2358925138158
2011-02-18,1498.2973970432345
2011-02-21,1485.1998702959086
2011-02-22,1464.22161608759
2011-02-23,1438.5120458198405
2011-02-24,1436.140050810109
2011-02-25,1462.1584550842817
2011-02-28,1467.8236886748211
2011-03-01,1458.506696603703
2011-03-02,1455.7094012972539
2011-03-03,1470.6120331065304
2011-03-04,1465.3855964284692
2011-03-07,1450.4839903370748
2011-03-08,1456.7898004368299
2011-03-09,1448.6058482122817
2011-03-10,1432.7269972455538
2011-03-11,1431.8598686097382
2011-03-14,1419.8576655339325
2011-03-15,1405.4264243254427
2011-03-16,1392.3965817463156
2011-03-17,1388.8975888458704
2011-03-18,1380.391565113631
2011-03-21,1390.781640572629
2011-03-22,1405.2500084317069
2011-03-23,1432.570030297461
2011-03-24,1441.9357384734556
2011-03-25,1440.67161105918
2011-03-28,1433.3843445651612
2011-03-29,1432.9895004937166
2011-03-30,1448.2309986389641
2011-03-31,1450.7002096562844
2011-04-01,1472.163237104854
2011-04-04,1467.9615500077985
2011-04-05,1477.8944716456988
2011-04-06,1470.5935488544383
2011-04-07,1461.394384678291
2011-04-08,1451.4003934469163
2011-04-11,1447.4735586697254
2011-04-12,1415.6131396746437
2011-04-13,1417.7116620149463
2011-04-14,1412.6330448049744
2011-04-15,1426.5714300208558
2011-04-18,1418.266296374154
2011-04-19,1424.381242995591
2011-04-20,1425.231991601887
2011-04-21,1427.165821198002
2011-04-22,1427.1658211980023
2011-04-25,1422.02322340565
2011-04-26,1420.4720503483015
2011-04-27,1417.4210378344228
2011-04-28,1412.4095488232258
2011-04-29,1427.3488818089781
2011-05-02,1414.663407677048
2011-05-03,1392.1642068845779
2011-05-04,1378.9692786302753
2011-05-05,1387.6727079164154
2011-05-06,1410.467218017226
2011-05-09,1436.1823167575485
2011-05-10,1438.4955334949768
2011-05-11,1433.427397809984
2011-05-12,1431.3536109945833
2011-05-13,1429.4498327588612
2011-05-16,1426.3382624494957
2011-05-17,1417.1813282970684
2011-05-18,1427.258148235596
2011-05-19,1425.6130766176286
2011-05-20,1437.9913363903167
2011-05-23,1439.9423042954343
2011-05-24,1441.138488564303
2011-05-25,1448.8913651755802
2011-05-26,1458.0839097590963
2011-05-27,1453.1484477120762
2011-05-30,1447.7961440714025
2011-05-31,1446.1443366552264
2011-06-01,1422.2728054915156
2011-06-02,1429.1921594234705
2011-06-03,1404.6783804284275
2011-06-06,1365.7510978203964
2011-06-07,1371.0423379840588
2011-06-08,1375.393958439828
2011-06-09,1389.8638558844646
2011-06-10,1390.0180265270783
2011-06-13,1383.3998492759627
2011-06-14,1386.6445839295884
2011-06-15,1388.040945337236
2011-06-16,1382.5987738687397
2011-06-17,1373.6838103147102
2011-06-20,1372.9013350433931
2011-06-21,1384.2728016685369
2011-06-22,1386.4433728224888
2011-06-23,1400.567601420539
2011-06-24,1399.9058198893936
2011-06-27,1391.470014523654
2011-06-28,1403.45209189507
2011-06-29,1418.6895218020265
2011-06-30,1413.7842193491476
2011-07-01,1429.1100939500282
2011-07-04,1432.0389300288389
2011-07-05,1432.4869153336217
2011-07-06,1434.0892897315462
2011-07-07,1440.0257147992597
2011-07-08,1445.159281467711
2011-07-11,1450.9701424116756
2011-07-12,1440.940192349118
2011-07-13,1439.0001627560964
2011-07-14,1434.5431094312323
2011-07-15,1440.644959049159
2011-07-18,1437.501366820796
2011-07-19,1438.8841508609403
2011-07-20,1427.150396801814
2011-07-21,1421.0325811338023
2011-07-22,1426.5583268502278
2011-07-25,1423.0801561403248
2011-07-26,1408.7848342585062
2011-07-27,1409.3689641307935
2011-07-28,1427.3033307540693
2011-07-29,1413.425063224003
