Date,EM ASIA IMI
1998-12-31,441.2528270491199
1999-01-01,441.2497155071594
1999-01-04,448.8993620289276
1999-01-05,452.6353873900475
1999-01-06,465.16424359120407
1999-01-07,483.7865501526036
1999-01-08,483.8939122686774
1999-01-11,488.4318116689193
1999-01-12,481.4563976858542
1999-01-13,466.82422687452805
1999-01-14,454.68390953023135
1999-01-15,463.4236475714526
1999-01-18,467.03646091210766
1999-01-19,463.9086964042968
1999-01-20,466.299016323971
1999-01-21,461.00538768413674
1999-01-22,446.42437112432094
1999-01-25,436.12110002992506
1999-01-26,438.6181341107584
1999-01-27,452.4750613274978
1999-01-28,452.21864974218875
1999-01-29,452.14755820435704
1999-02-01,452.1441203890435
1999-02-02,442.347045796571
1999-02-03,441.44397970982425
1999-02-04,435.0505230896868
1999-02-05,433.0025717016347
1999-02-08,438.1456865651172
1999-02-09,428.4105235612546
1999-02-10,430.54894919486657
1999-02-11,432.85554781562814
1999-02-12,444.10733342301035
1999-02-15,445.3742644877678
1999-02-16,448.74461733847596
1999-02-17,445.5060210872506
1999-02-18,441.6004992296173
1999-02-19,439.8142986351237
1999-02-22,444.6585679384683
1999-02-23,443.0797187738324
1999-02-24,443.9604860393376
1999-02-25,440.75347027058103
1999-02-26,449.36437906775296
1999-03-01,458.5879167761469
1999-03-02,459.8387612411012
1999-03-03,466.95189553731046
1999-03-04,465.90006679399534
1999-03-05,466.6307790870185
1999-03-08,476.94424159733546
1999-03-09,477.2527426516668
1999-03-10,473.89406166122814
1999-03-11,479.52309366897737
1999-03-12,477.7155852399635
1999-03-15,486.01399273457827
1999-03-16,492.0512429119396
1999-03-17,488.0208211578083
1999-03-18,489.2410681523468
1999-03-19,502.18607924025304
1999-03-22,507.2501584366607
1999-03-23,507.88224761758744
1999-03-24,501.55029584899296
1999-03-25,504.6624672334217
1999-03-26,510.81153773156177
1999-03-29,505.83779770483414
1999-03-30,509.80654787384157
1999-03-31,508.8044962813367
1999-04-01,516.2321143873049
1999-04-02,524.6253945038571
1999-04-05,521.5457837272285
1999-04-06,523.7949305935005
1999-04-07,525.7396252886325
1999-04-08,528.7580160211658
1999-04-09,531.5995281680607
1999-04-12,529.020522430785
1999-04-13,534.6481893119654
1999-04-14,536.628939139916
1999-04-15,549.4245586247343
1999-04-16,565.3540419764702
1999-04-19,590.052936311084
1999-04-20,588.588690515258
1999-04-21,579.2634270501997
1999-04-22,577.8914692802001
1999-04-23,581.7121990213126
1999-04-26,590.1277661168696
1999-04-27,592.2432296733945
1999-04-28,592.9970488179785
1999-04-29,584.6433376421655
1999-04-30,589.6940676853724
1999-05-03,595.2971582954268
1999-05-04,612.4473314300999
1999-05-05,610.1498400487071
1999-05-06,617.655158602135
1999-05-07,614.4256062314392
1999-05-10,619.5359038960004
1999-05-11,617.6050095151232
1999-05-12,614.3081739442786
1999-05-13,608.6483121646689
1999-05-14,609.7524465111845
1999-05-17,603.7803869598112
1999-05-18,611.8893043768703
1999-05-19,614.6477875727245
1999-05-20,608.6627247878025
1999-05-21,610.7000678324968
1999-05-24,607.9238259282334
1999-05-25,603.3307514443626
1999-05-26,611.3819804993186
1999-05-27,612.9408409004623
1999-05-28,607.2431129554176
1999-05-31,614.8433600601936
1999-06-01,618.7213533644951
1999-06-02,634.2649950316035
1999-06-03,639.1836934037913
1999-06-04,651.8357956462141
1999-06-07,673.5726803212824
1999-06-08,680.3438372912509
1999-06-09,669.8314727555434
1999-06-10,682.4777916183723
1999-06-11,676.5718311474022
1999-06-14,672.8406491766657
1999-06-15,667.540050671628
1999-06-16,687.327462598598
1999-06-17,697.9922468653505
1999-06-18,696.853046343586
1999-06-21,721.8933205811951
1999-06-22,734.9541284050493
1999-06-23,731.1046178655281
1999-06-24,726.620955374214
1999-06-25,710.2131349965662
1999-06-28,725.1539046574077
1999-06-29,730.8127385454347
1999-06-30,725.0365290701928
1999-07-01,740.0693347682769
1999-07-02,751.2326572447915
1999-07-05,764.6603966829231
1999-07-06,768.041818117555
1999-07-07,770.7149073847037
1999-07-08,770.0425678189481
1999-07-09,775.504145399382
1999-07-12,779.0912441205863
1999-07-13,765.0505291428714
1999-07-14,744.7539673654552
1999-07-15,751.6696240876827
1999-07-16,750.4285690495088
1999-07-19,755.1305995569923
1999-07-20,736.6861765942983
1999-07-21,720.2454168727643
1999-07-22,717.7425634117922
1999-07-23,695.515187985874
1999-07-26,665.7128074845084
1999-07-27,674.0880632140696
1999-07-28,688.6542777779272
1999-07-29,694.6786498147264
1999-07-30,684.5865975542964
1999-08-02,679.5051191175935
1999-08-03,685.3907571832513
1999-08-04,679.6553719237288
1999-08-05,660.0631650022691
1999-08-06,654.7540366491935
1999-08-09,667.5061565822683
1999-08-10,672.9325950555395
1999-08-11,661.5956300608832
1999-08-12,666.1875391995212
1999-08-13,668.5362086121451
1999-08-16,682.2680367151441
1999-08-17,678.3226450600789
1999-08-18,678.8839087457965
1999-08-19,675.1250385355447
1999-08-20,681.6185932811806
1999-08-23,702.44618895988
1999-08-24,707.2489679597587
1999-08-25,725.9391703867724
1999-08-26,728.0061806779823
1999-08-27,726.7701152581266
1999-08-30,719.910058707614
1999-08-31,712.6834680607047
1999-09-01,699.5497615764734
1999-09-02,684.3483773356514
1999-09-03,689.9175646302789
1999-09-06,702.0678405745397
1999-09-07,694.8561828843997
1999-09-08,690.0383659001039
1999-09-09,699.1034840309519
1999-09-10,715.1314922373413
1999-09-13,730.4874540678462
1999-09-14,720.0922230170129
1999-09-15,710.8915743335555
1999-09-16,694.417265532718
1999-09-17,695.6190086260879
1999-09-20,700.2620815942854
1999-09-21,701.115386466601
1999-09-22,693.1994161638154
1999-09-23,694.8587721067761
1999-09-24,691.4877191661435
1999-09-27,677.7214931769515
1999-09-28,667.7071987500473
1999-09-29,655.7760012721743
1999-09-30,645.9674899420118
1999-10-01,649.8796332683778
1999-10-04,643.1594449213492
1999-10-05,640.5528053384253
1999-10-06,651.7490401548405
1999-10-07,662.7643456686737
1999-10-08,664.9669742738761
1999-10-11,666.6782219626323
1999-10-12,672.9965123417786
1999-10-13,667.1939678635368
1999-10-14,668.2254583370768
1999-10-15,656.6709424400734
1999-10-18,647.5507575336565
1999-10-19,647.447731178787
1999-10-20,657.2118746754277
1999-10-21,652.1035930801045
1999-10-22,655.8393890679646
1999-10-25,652.5219548125052
1999-10-26,659.9440584082157
1999-10-27,660.6408766341002
1999-10-28,665.5726579593846
1999-10-29,669.9961861164641
1999-11-01,680.7723293323122
1999-11-02,690.1555435579629
1999-11-03,687.401861004039
1999-11-04,700.1305070954909
1999-11-05,705.1264992733192
1999-11-08,703.9462653088864
1999-11-09,711.3647574326222
1999-11-10,708.683825026113
1999-11-11,716.7650912666982
1999-11-12,731.162260196663
1999-11-15,731.949077668548
1999-11-16,741.6569622123741
1999-11-17,722.2348180775059
1999-11-18,731.6384505190144
1999-11-19,741.9932639891986
1999-11-22,741.8525236751491
1999-11-23,743.43024838902
1999-11-24,747.3808844194274
1999-11-25,749.2290328263822
1999-11-26,741.1561132760628
1999-11-29,755.1798345425312
1999-11-30,764.2027467277236
1999-12-01,767.133542220128
1999-12-02,764.7787749566589
1999-12-03,770.6198580519705
1999-12-06,769.1546712527444
1999-12-07,772.374605825626
1999-12-08,768.7758311881748
1999-12-09,770.5432188891838
1999-12-10,782.3592688887328
1999-12-13,792.4331283610614
1999-12-14,791.2393086929436
1999-12-15,779.8213249542039
1999-12-16,765.6255606140592
1999-12-17,771.6145001477471
1999-12-20,783.5343694793921
1999-12-21,786.7568649208015
1999-12-22,799.3485605951988
1999-12-23,800.2469708372441
1999-12-24,806.5757816902459
1999-12-27,818.5986287720377
1999-12-28,828.7014730482792
1999-12-29,834.2112578050985
1999-12-30,844.3490462192736
1999-12-31,844.46544423412
2000-01-03,848.2529469066191
2000-01-04,868.6233445090924
2000-01-05,828.3599698948212
2000-01-06,815.0785907851159
2000-01-07,814.9677908851852
2000-01-10,841.1126616283159
2000-01-11,820.6393174890923
2000-01-12,825.0149569270134
2000-01-13,822.4794324684642
2000-01-14,831.7306698589585
2000-01-17,857.350343204369
2000-01-18,854.4218303366862
2000-01-19,832.540374876055
2000-01-20,836.2117400005018
2000-01-21,838.6710596830998
2000-01-24,850.2827788503643
2000-01-25,829.0648358582723
2000-01-26,834.0754346664054
2000-01-27,853.9859027489055
2000-01-28,879.2815815380242
2000-01-31,879.1304176716818
2000-02-01,885.4245581421018
2000-02-02,891.5794373097066
2000-02-03,888.8128418412119
2000-02-04,897.5408527747701
2000-02-07,915.2381341115929
2000-02-08,903.9157937186612
2000-02-09,917.4644998458576
2000-02-10,926.5073148069685
2000-02-11,934.3358743929622
2000-02-14,920.7609754800087
2000-02-15,898.1447551024709
2000-02-16,902.7534148616601
2000-02-17,915.0564279318921
2000-02-18,908.363201919516
2000-02-21,895.4672369970006
2000-02-22,863.4750765072139
2000-02-23,860.7748941111454
2000-02-24,863.4982006767887
2000-02-25,868.3101941005425
2000-02-28,863.2642162454608
2000-02-29,857.5133261043554
2000-03-01,869.1259815944004
2000-03-02,896.2341771594105
2000-03-03,892.4625235228078
2000-03-06,895.9027083285081
2000-03-07,895.3402781056178
2000-03-08,896.5573371253662
2000-03-09,875.1133553554371
2000-03-10,879.34722577614
2000-03-13,840.8066849508557
2000-03-14,842.407508764657
2000-03-15,821.7545752397385
2000-03-16,815.8060701024694
2000-03-17,823.8004325147607
2000-03-20,810.0288460796504
2000-03-21,823.7584535000184
2000-03-22,848.3020121933561
2000-03-23,850.9950462769393
2000-03-24,857.0284343373984
2000-03-27,868.8130517432955
2000-03-28,879.0408001304866
2000-03-29,898.8973210734023
2000-03-30,885.7568285785269
2000-03-31,867.72144049634
2000-04-03,859.6201953810898
2000-04-04,840.886385342549
2000-04-05,833.5349166869312
2000-04-06,829.3154960913477
2000-04-07,856.5002685069915
2000-04-10,883.951283572604
2000-04-11,874.1893224701932
2000-04-12,864.9808813531998
2000-04-13,851.7032891387247
2000-04-14,827.1576526339818
2000-04-17,766.9045486822384
2000-04-18,786.9985110260772
2000-04-19,787.1025835433427
2000-04-20,788.4292029858734
2000-04-21,792.3812706615297
2000-04-24,772.0646365358526
2000-04-25,777.9226033542935
2000-04-26,768.4879369575476
2000-04-27,764.5126401485132
2000-04-28,781.0984301889332
2000-05-01,781.7140025550859
2000-05-02,776.9742071265451
2000-05-03,780.5748937877532
2000-05-04,785.842534214892
2000-05-05,800.3365143389909
2000-05-08,793.0669444310549
2000-05-09,783.8231411688074
2000-05-10,766.8363973808566
2000-05-11,754.6446642728162
2000-05-12,747.4795304342288
2000-05-15,730.2997454769813
2000-05-16,753.9783463887911
2000-05-17,770.7099995195565
2000-05-18,758.0636705021983
2000-05-19,763.0647482724368
2000-05-22,719.1876469230227
2000-05-23,704.8968377401192
2000-05-24,697.0808419785213
2000-05-25,706.0393472480883
2000-05-26,680.3370663830893
2000-05-29,681.7110154298812
2000-05-30,698.5361048576954
2000-05-31,731.0785863742498
2000-06-01,725.6808003233443
2000-06-02,729.3974679836638
2000-06-05,745.9734071718904
2000-06-06,735.0209108620105
2000-06-07,745.1891807065952
2000-06-08,743.5088152892149
2000-06-09,755.6128183359446
2000-06-12,750.1232135716524
2000-06-13,731.5977798731349
2000-06-14,739.0278616086653
2000-06-15,730.8971273067426
2000-06-16,723.5122006223586
2000-06-19,718.7922579222023
2000-06-20,728.066194059247
2000-06-21,733.8470244794596
2000-06-22,741.2551920119353
2000-06-23,736.9499436804898
2000-06-26,736.0614674625677
2000-06-27,733.1782959682578
2000-06-28,737.9864087608909
2000-06-29,724.1120688294242
2000-06-30,721.2753588329603
2000-07-03,726.092756428965
2000-07-04,719.1587922723505
2000-07-05,726.0616111307409
2000-07-06,722.6789351861149
2000-07-07,728.388421300899
2000-07-10,729.8659162530329
2000-07-11,729.2877325428835
2000-07-12,736.9011445672413
2000-07-13,750.2233943404996
2000-07-14,750.2288617657607
2000-07-17,751.9765610796211
2000-07-18,739.6900653165326
2000-07-19,741.8189500995235
2000-07-20,731.2576624320039
