Date,MSCI Emerging Markets 100 Index
2023-02-06,3421.888094355011
2023-02-07,3445.069493226012
2023-02-08,3456.231124548986
2023-02-09,3464.9404884807104
2023-02-10,3452.646428395095
2023-02-13,3433.483065560148
2023-02-14,3437.1329200893038
2023-02-15,3412.2701831159593
2023-02-16,3442.1531151450654
2023-02-17,3393.0455225700744
2023-02-20,3395.9931601628286
2023-02-21,3345.772381563898
2023-02-22,3313.343140647673
2023-02-23,3350.5526699509887
2023-02-24,3303.1917251621453
2023-02-27,3271.623315187398
2023-02-28,3255.6198637032076
2023-03-01,3322.2479926490482
2023-03-02,3319.1655459955327
2023-03-03,3353.7883618577057
2023-03-06,3346.1341982434633
2023-03-07,3360.320059620186
2023-03-08,3324.0528962035787
2023-03-09,3282.5767001240147
2023-03-10,3190.104273073828
2023-03-13,3207.469501710332
2023-03-14,3156.5819950116716
2023-03-15,3222.9164384906803
2023-03-16,3174.2754126803375
2023-03-17,3207.094453418714
2023-03-20,3149.1400987901725
2023-03-21,3168.6972229675557
2023-03-22,3202.4160469569897
2023-03-23,3243.244680609679
2023-03-24,3263.8996294693766
2023-03-27,3217.8107096223684
2023-03-28,3227.7397480858463
2023-03-29,3271.257098600997
2023-03-30,3268.259203668211
2023-03-31,3306.0856767245637
2023-04-03,3289.1831848962697
2023-04-04,3250.1713106539664
2023-04-05,3273.620018946436
2023-04-06,3253.636978452764
2023-04-07,3266.449805862521
2023-04-10,3299.025293485776
2023-04-11,3290.8292996919085
2023-04-12,3242.6711126449954
2023-04-13,3230.205760540212
2023-04-14,3254.0294417288374
2023-04-17,3293.8184650719486
2023-04-18,3263.061908991086
2023-04-19,3225.6076546655095
2023-04-20,3218.411508771292
2023-04-21,3190.9087324808124
2023-04-24,3158.8272531317093
2023-04-25,3129.1200163359154
2023-04-26,3117.0857719374926
2023-04-27,3138.7586271708333
2023-04-28,3148.6620049340763
2023-05-01,3165.8781364438146
2023-05-02,3153.909851787481
2023-05-03,3109.475230218357
2023-05-04,3148.00609273477
2023-05-05,3170.1959185212118
2023-05-08,3192.018290213815
2023-05-09,3181.908572880975
2023-05-10,3167.313155203448
2023-05-11,3179.854707076254
2023-05-12,3190.67557394003
2023-05-15,3213.6210790947302
2023-05-16,3227.0597633067587
2023-05-17,3237.239261847799
2023-05-18,3273.0293962128
2023-05-19,3261.5347337116923
2023-05-22,3279.6714661282026
2023-05-23,3271.211501906217
2023-05-24,3247.3664517891707
2023-05-25,3238.8177302470986
2023-05-26,3292.150255790121
2023-05-29,3283.3507088019974
2023-05-30,3281.613017650452
2023-05-31,3254.9212719298307
2023-06-01,3241.7196799949384
2023-06-02,3330.218069530353
2023-06-05,3339.8054049155576
2023-06-06,3351.8483414563925
2023-06-07,3374.9604037777435
2023-06-08,3345.319389890522
2023-06-09,3381.9590217617792
2023-06-12,3391.8439460883374
2023-06-13,3422.0921663385398
2023-06-14,3407.258202803917
2023-06-15,3422.741583127039
2023-06-16,3441.484073063766
2023-06-19,3414.277594049309
2023-06-20,3386.566818862629
2023-06-21,3335.3735087474183
2023-06-22,3328.5612915140573
2023-06-23,3325.1052676669597
2023-06-26,3306.149342913851
2023-06-27,3321.0251469088366
2023-06-28,3328.044588618003
2023-06-29,3310.453132106272
2023-06-30,3304.818047455299
2023-07-03,3363.958519180186
2023-07-04,3377.8508110282187
2023-07-05,3362.2284404099228
2023-07-06,3307.331398112387
2023-07-07,3265.2503416411905
2023-07-10,3261.6748072521855
2023-07-11,3305.48215461662
2023-07-12,3303.264238791744
2023-07-13,3338.7318271339077
2023-07-14,3357.1643942758874
2023-07-17,3359.5277895245003
2023-07-18,3325.1679100333595
2023-07-19,3327.8146080754173
2023-07-20,3331.0798836525664
2023-07-21,3320.425587364412
2023-07-24,3316.9635657434933
2023-07-25,3402.7789807724907
2023-07-26,3391.0976081253634
2023-07-27,3428.4743896048662
2023-07-28,3433.1318904504096
2023-07-31,3452.341301844132
2023-08-01,3463.3424163904456
2023-08-02,3399.6867863791267
2023-08-03,3380.36289042137
2023-08-04,3356.4285369891886
2023-08-07,3362.463204262364
2023-08-08,3332.0530765991566
2023-08-09,3342.1519740159843
2023-08-10,3331.8334208945703
2023-08-11,3307.979466978417
2023-08-14,3290.867968995186
2023-08-15,3265.4980426305656
2023-08-16,3252.6394667030627
2023-08-17,3252.6942021294662
2023-08-18,3224.894680786633
2023-08-21,3197.5067062487597
2023-08-22,3233.3740888579873
2023-08-23,3254.702229711216
2023-08-24,3312.2110315431105
2023-08-25,3283.647806178006
2023-08-28,3296.2718121413714
