Date,EMERGING MARKETS+CHINA A ONSHORE IMI
2004-12-01,1000.0
2004-12-02,1008.0531011288685
2004-12-03,999.7453059360853
2004-12-06,997.5685956240465
2004-12-07,990.7924857100228
2004-12-08,989.4335537494469
2004-12-09,984.1220148299045
2004-12-10,980.2343819090167
2004-12-13,980.9540788314436
2004-12-14,990.4928287907316
2004-12-15,991.827605501404
2004-12-16,1005.8423631379418
2004-12-17,1006.7884691111394
2004-12-20,1001.5879699616503
2004-12-21,1009.2961682105826
2004-12-22,1010.3951336988401
2004-12-23,1003.9866240977668
2004-12-24,1004.2047207079825
2004-12-27,999.641022147744
2004-12-28,1004.0267135528131
2004-12-29,1009.2043269111615
2004-12-30,1010.9805680923456
2004-12-31,1019.9284300571956
2005-01-03,1030.1588619501563
2005-01-04,1025.340670578616
2005-01-05,1013.894651216485
2005-01-06,1008.8137110372709
2005-01-07,1019.8279021442601
2005-01-10,1019.195491048599
2005-01-11,1018.620982347164
2005-01-12,1007.8694389462256
2005-01-13,1019.1242648035992
2005-01-14,1032.1567774561317
2005-01-17,1038.0060232501835
2005-01-18,1037.2141579119332
2005-01-19,1037.814834369463
2005-01-20,1035.3529897878568
2005-01-21,1035.4939141099394
2005-01-24,1035.9696271114078
2005-01-25,1043.3853796751596
2005-01-26,1042.54155007917
2005-01-27,1046.7288675547761
2005-01-28,1052.947166720036
2005-01-31,1062.1601092067026
2005-02-01,1062.910948663497
2005-02-02,1067.358901716511
2005-02-03,1077.6594163687528
2005-02-04,1086.3885830331185
2005-02-07,1099.1881354767042
2005-02-08,1100.946113370489
2005-02-09,1103.6017847898413
2005-02-10,1094.2705380775224
2005-02-11,1100.6859568666337
2005-02-14,1107.0206216385589
2005-02-15,1109.5904359268793
2005-02-16,1108.9581394763195
2005-02-17,1104.8170908624263
2005-02-18,1109.3060522833769
2005-02-21,1113.5208366045836
2005-02-22,1109.1811129811035
2005-02-23,1110.8113234704747
2005-02-24,1120.7683288539013
2005-02-25,1129.4276624630497
2005-02-28,1134.1357338892576
2005-03-01,1139.1322069728567
2005-03-02,1133.8342697551232
2005-03-03,1136.4587591935558
2005-03-04,1131.9406393161937
2005-03-07,1141.4474376797953
2005-03-08,1128.5264889980267
2005-03-09,1128.2303546583305
2005-03-10,1113.4704443310604
2005-03-11,1115.7361710887878
2005-03-14,1109.6720211876357
2005-03-15,1094.6602278188352
2005-03-16,1082.1554850699338
2005-03-17,1081.7487798045247
2005-03-18,1088.14306247173
2005-03-21,1089.6360591338816
2005-03-22,1081.8805942937552
2005-03-23,1079.7173930515578
2005-03-24,1080.8708809354523
2005-03-25,1085.486634322251
2005-03-28,1087.5138744503943
2005-03-29,1070.574256828685
2005-03-30,1068.2402573788079
2005-03-31,1081.8043275621894
2005-04-01,1101.0960857465968
2005-04-04,1101.8635236116802
2005-04-05,1101.377857356632
2005-04-06,1106.626401137262
2005-04-07,1106.2572438070486
2005-04-08,1112.0340942065245
2005-04-11,1099.2846053365388
2005-04-12,1101.842498468238
2005-04-13,1105.7870702263997
2005-04-14,1092.5783467802944
2005-04-15,1068.2167917926984
2005-04-18,1042.6019249653532
2005-04-19,1053.2104534704308
2005-04-20,1050.8148069261993
2005-04-21,1050.606140817051
2005-04-22,1056.6429310753617
2005-04-25,1069.0432821645763
2005-04-26,1074.638473924881
2005-04-27,1064.893685878753
2005-04-28,1058.8235538796466
2005-04-29,1059.80117598313
2005-05-02,1068.7896034364057
2005-05-03,1065.317651488393
2005-05-04,1076.1132337449317
2005-05-05,1086.9588580173822
2005-05-06,1100.2854091587037
2005-05-09,1099.3964883864953
2005-05-10,1089.8457076603615
2005-05-11,1087.3960805310712
2005-05-12,1089.3502989467258
2005-05-13,1091.3717828623605
2005-05-16,1090.9642854456124
2005-05-17,1088.6927069489798
2005-05-18,1096.7216882871537
2005-05-19,1109.041487147107
2005-05-20,1112.2189856214795
2005-05-23,1105.562483687651
2005-05-24,1109.801056781054
2005-05-25,1105.610806947743
2005-05-26,1113.1657629112603
2005-05-27,1123.162829479012
2005-05-30,1134.308760448755
2005-05-31,1138.9910097333452
2005-06-01,1142.404245439767
2005-06-02,1148.602371342998
2005-06-03,1158.959371333077
2005-06-06,1159.139305361313
2005-06-07,1158.0633086864075
2005-06-08,1161.0331903176948
2005-06-09,1168.855627291184
2005-06-10,1181.333449863408
2005-06-13,1190.523300870131
2005-06-14,1190.9251501860026
2005-06-15,1192.3627770029234
2005-06-16,1200.7778081284227
2005-06-17,1195.7836579432187
2005-06-20,1205.316545665904
2005-06-21,1201.3368515321097
2005-06-22,1212.0445027313942
2005-06-23,1216.8058087177153
2005-06-24,1208.219877194784
2005-06-27,1199.850172187022
2005-06-28,1208.2155369655097
2005-06-29,1206.5973911561666
2005-06-30,1201.2415713526882
2005-07-01,1219.4270088764326
2005-07-04,1221.2473973029523
2005-07-05,1214.9319527019309
2005-07-06,1217.4688959199032
2005-07-07,1208.9997285951824
2005-07-08,1212.3287125888535
2005-07-11,1219.2423378907458
2005-07-12,1223.769721441396
2005-07-13,1236.7076916618657
2005-07-14,1245.3483391987886
2005-07-15,1242.311522960097
2005-07-18,1242.6299193063323
2005-07-19,1254.5183323257004
2005-07-20,1257.119586378308
2005-07-21,1254.787109491405
2005-07-22,1262.0869405014153
2005-07-25,1267.2158247828722
2005-07-26,1264.700304706676
2005-07-27,1269.7465593438233
2005-07-28,1277.742104723196
2005-07-29,1274.8378816587408
2005-08-01,1276.799422046109
2005-08-02,1292.0035065365169
2005-08-03,1288.529550390431
2005-08-04,1284.1039192277767
2005-08-05,1283.1877312081829
2005-08-08,1280.3480870160215
2005-08-09,1286.0849991702385
2005-08-10,1294.1722103479442
2005-08-11,1291.1324193136652
2005-08-12,1286.7312028050496
2005-08-15,1293.4349602332818
2005-08-16,1290.9094145187228
2005-08-17,1290.510846102398
2005-08-18,1287.1346742640221
2005-08-19,1282.6063526637236
2005-08-22,1290.5800104667085
2005-08-23,1287.4728038473986
2005-08-24,1272.3352245324093
2005-08-25,1271.232762774914
2005-08-26,1265.8946896051689
2005-08-29,1260.8878093505357
2005-08-30,1270.4147526928475
2005-08-31,1270.4970348836928
2005-09-01,1274.4724066223826
2005-09-02,1279.969831562343
2005-09-05,1285.6631905429026
2005-09-06,1291.0595604802422
2005-09-07,1299.632418112398
2005-09-08,1305.7506125146977
2005-09-09,1310.919279853615
2005-09-12,1331.132272498395
