Date,BRIC IMI
1998-12-31,177.49908582228994
1999-01-01,177.49908582228994
1999-01-04,178.209520241403
1999-01-05,179.90968190986237
1999-01-06,184.17474619339345
1999-01-07,182.5350888316227
1999-01-08,184.21508011583035
1999-01-11,180.3991325389359
1999-01-12,173.51929200993285
1999-01-13,158.2275372952156
1999-01-14,151.70161209792286
1999-01-15,160.83217615478202
1999-01-18,155.88851800059612
1999-01-19,157.59205098995565
1999-01-20,160.7794494357533
1999-01-21,153.6156801619549
1999-01-22,151.42337330144116
1999-01-25,148.2179748467547
1999-01-26,150.63128539143187
1999-01-27,150.85338361334541
1999-01-28,151.2246468588675
1999-01-29,149.9771598628127
1999-02-01,160.19903098309814
1999-02-02,165.4943780945984
1999-02-03,164.24997910430935
1999-02-04,163.5645126261796
1999-02-05,159.0862514540347
1999-02-08,158.62016091834747
1999-02-09,158.3181637385332
1999-02-10,161.50605967975144
1999-02-11,164.15905015212547
1999-02-12,164.8082258645384
1999-02-15,164.8190245879396
1999-02-16,166.5881566005647
1999-02-17,165.28419687778734
1999-02-18,164.72516570078045
1999-02-19,167.16388499688196
1999-02-22,166.6109731393534
1999-02-23,164.13314036687274
1999-02-24,163.32496786516387
1999-02-25,159.002595437235
1999-02-26,161.17046697830855
1999-03-01,165.64548394449895
1999-03-02,165.27773495905515
1999-03-03,168.42430432383384
1999-03-04,173.08412158867912
1999-03-05,177.69957244645556
1999-03-08,179.95639315767548
1999-03-09,183.83498088649586
1999-03-10,185.78094755712695
1999-03-11,184.12298360130097
1999-03-12,182.12020034640196
1999-03-15,189.93402769344962
1999-03-16,192.479395252938
1999-03-17,189.8685301650816
1999-03-18,193.9847922488597
1999-03-19,195.83077154823974
1999-03-22,195.3310899026084
1999-03-23,194.32991839948187
1999-03-24,191.26608688647985
1999-03-25,199.39539772920645
1999-03-26,200.1211252364065
1999-03-29,202.13160423844914
1999-03-30,205.509721643924
1999-03-31,207.81866812368713
1999-04-01,206.48641299552014
1999-04-02,207.07984660543616
1999-04-05,206.55492125342133
1999-04-06,207.7012177478162
1999-04-07,210.04088339018327
1999-04-08,209.0172848010356
1999-04-09,206.24967606292822
1999-04-12,206.6799894487293
1999-04-13,207.6309428351967
1999-04-14,208.79882160271865
1999-04-15,209.27720912941828
1999-04-16,215.99802867065333
1999-04-19,213.6545164166209
1999-04-20,207.06259325336822
1999-04-21,208.91383517537545
1999-04-22,210.87045727252487
1999-04-23,210.59951059776685
1999-04-26,205.33568168213773
1999-04-27,204.11098501861852
1999-04-28,208.83455272722261
1999-04-29,213.64688940212497
1999-04-30,217.62786222906394
1999-05-03,220.05054502574333
1999-05-04,220.28744257516868
1999-05-05,226.04325237884666
1999-05-06,229.9028646267052
1999-05-07,235.23846340649513
1999-05-10,239.77008600928846
1999-05-11,241.1453558044449
1999-05-12,236.38990626348968
1999-05-13,244.8331531606088
1999-05-14,243.8511369523697
1999-05-17,241.91513866726245
1999-05-18,246.4320644030756
1999-05-19,245.90753605014925
1999-05-20,243.80485644818182
1999-05-21,238.76105060844196
1999-05-24,232.21800177036187
1999-05-25,226.07276273583656
1999-05-26,234.3549616329508
1999-05-27,228.93662924366686
1999-05-28,225.99428751153133
1999-05-31,232.3917524670834
1999-06-01,228.53256174385004
1999-06-02,231.03076303055553
1999-06-03,232.93666022283892
1999-06-04,237.49790733983946
1999-06-07,236.59497325409478
1999-06-08,233.73197091323482
1999-06-09,232.96824143425303
1999-06-10,233.46162410672108
1999-06-11,232.48103588881133
1999-06-14,231.77832260468915
1999-06-15,231.41058922072287
1999-06-16,242.08856029029292
1999-06-17,245.26338964055367
1999-06-18,245.36382738186344
1999-06-21,250.65614190000886
1999-06-22,250.2695125429538
1999-06-23,245.93061799322817
1999-06-24,240.62248245266656
1999-06-25,235.3037984070373
1999-06-28,240.01371607715882
1999-06-29,242.9561561868948
1999-06-30,247.49924556386108
1999-07-01,249.33035420556752
1999-07-02,253.74205821084465
1999-07-05,258.22789330618536
1999-07-06,257.56107277538587
1999-07-07,258.2237548623258
1999-07-08,255.708079995753
1999-07-09,256.5067856819459
1999-07-12,257.6076569759896
1999-07-13,256.76793391525246
1999-07-14,260.0918769383103
1999-07-15,259.6057568902729
1999-07-16,261.1700372930108
1999-07-19,266.37210704237583
1999-07-20,253.95907387638502
1999-07-21,253.24535634515053
1999-07-22,253.62950285711304
1999-07-23,250.02123366741407
1999-07-26,241.57656834971252
