Date,EFM EMEA IMI
2010-11-30,1000.0
2010-12-01,1015.918490012199
2010-12-02,1030.637947799585
2010-12-03,1028.3175259580466
2010-12-06,1045.318775313954
2010-12-07,1044.275470060493
2010-12-08,1043.7400740488158
2010-12-09,1047.744796466475
2010-12-10,1043.280492219633
2010-12-13,1038.4292609407587
2010-12-14,1043.3550987945405
2010-12-15,1050.3504250567473
2010-12-16,1052.5472718877688
2010-12-17,1052.0751448288536
2010-12-20,1053.4187724793928
2010-12-21,1062.9937107378162
2010-12-22,1070.4560223686653
2010-12-23,1078.2527987431013
2010-12-24,1074.5499987073993
2010-12-27,1071.629108562071
2010-12-28,1075.3395004578786
2010-12-29,1080.597209718014
2010-12-30,1070.9662746102651
2010-12-31,1065.9813576714967
2011-01-03,1074.8607384457623
2011-01-04,1076.4135396040447
2011-01-05,1085.4692699591012
2011-01-06,1089.4808891407351
2011-01-07,1089.9653242162979
2011-01-10,1081.3699414983073
2011-01-11,1092.3947176012857
2011-01-12,1104.4944229963721
2011-01-13,1087.203291706384
2011-01-14,1077.2992863019922
2011-01-17,1084.4228066901105
2011-01-18,1078.606561502735
2011-01-19,1064.8072370081138
2011-01-20,1045.6843815683862
2011-01-21,1043.340004301124
2011-01-24,1035.021868862855
2011-01-25,1028.3471041939922
2011-01-26,1033.2033441533495
2011-01-27,1032.805580346431
2011-01-28,1014.8977348847566
2011-01-31,1001.1721694476439
2011-02-01,1014.2189181775759
2011-02-02,1022.606554889227
2011-02-03,1024.7238157644035
2011-02-04,1040.8940835133458
2011-02-07,1039.8202589947732
2011-02-08,1030.9236696023256
2011-02-09,1023.6053393005831
2011-02-10,1010.6176541016781
2011-02-11,1026.4795545347301
2011-02-14,1026.5968576679609
2011-02-15,1021.7196044712321
2011-02-16,1025.5553935775617
2011-02-17,1019.9081534579201
2011-02-18,1021.3908733036145
2011-02-21,1021.1046672135099
2011-02-22,1011.3375249424677
2011-02-23,1000.2128941804134
2011-02-24,999.8219738357494
2011-02-25,1016.880671062285
2011-02-28,1024.3607770506662
2011-03-01,1012.4581168000185
2011-03-02,1015.416177415733
2011-03-03,1019.869804548781
2011-03-04,1018.054879226685
2011-03-07,1020.2097131041039
2011-03-08,1025.4711224185965
2011-03-09,1027.62785703986
2011-03-10,1013.1405032466937
2011-03-11,1013.0472095591327
2011-03-14,1011.7198613990253
2011-03-15,987.5721249832251
2011-03-16,991.0343240693408
2011-03-17,990.8850901447239
2011-03-18,989.5926188172148
2011-03-21,995.4605482308656
2011-03-22,1001.1717580196606
2011-03-23,1009.3184205118719
2011-03-24,1021.1055290631587
2011-03-25,1028.00724726413
2011-03-28,1029.520295228655
2011-03-29,1031.160409710344
2011-03-30,1043.6109874118843
2011-03-31,1040.370558743623
2011-04-01,1059.7494487055556
