Date,EFM EUROPE + CIS (E+C) ex RU IMI
2010-11-30,1000.0
2010-12-01,1019.6914708351902
2010-12-02,1029.9008029050226
2010-12-03,1032.3203462553747
2010-12-06,1037.990026297054
2010-12-07,1042.853017774054
2010-12-08,1038.3281541524348
2010-12-09,1024.0619771743252
2010-12-10,1017.1221272260385
2010-12-13,1027.2968041219974
2010-12-14,1029.5692345641469
2010-12-15,1027.1291648481745
2010-12-16,1018.0847273069487
2010-12-17,1009.4760716511947
2010-12-20,1002.9947582729081
2010-12-21,1015.9255099894051
2010-12-22,1024.15326382915
2010-12-23,1031.5623391619306
2010-12-24,1030.6393293798192
2010-12-27,1027.0325451836936
2010-12-28,1021.4091951799401
2010-12-29,1029.6730587558814
2010-12-30,1025.080321557181
2010-12-31,1018.7996491866207
2011-01-03,1034.0642410323012
2011-01-04,1041.8112860589297
2011-01-05,1053.2826714196274
2011-01-06,1063.6132075169003
2011-01-07,1053.1202386407267
2011-01-10,1036.5749179501506
2011-01-11,1044.2662658095637
2011-01-12,1057.571913168342
2011-01-13,1055.160392326439
2011-01-14,1046.9357433928362
2011-01-17,1050.4211392008901
2011-01-18,1058.7151874414465
2011-01-19,1048.5133634051554
2011-01-20,1025.8318689823225
2011-01-21,1034.4841232162628
2011-01-24,1023.8167316301599
2011-01-25,1018.6891125989897
2011-01-26,1023.9143208396022
2011-01-27,1018.133631805884
2011-01-28,991.4932637424271
2011-01-31,990.1037570643197
2011-02-01,1012.6267348267535
2011-02-02,1015.8102850234521
2011-02-03,1008.6161586378159
2011-02-04,1027.305044214068
2011-02-07,1030.6273527323074
2011-02-08,1027.1161508064527
2011-02-09,1020.2354927576421
2011-02-10,1004.8461016431969
2011-02-11,1014.3116653232447
2011-02-14,1008.2722958750159
2011-02-15,1009.5224206901362
2011-02-16,1015.9583618326408
2011-02-17,1011.0869358982028
2011-02-18,1012.5329794986133
2011-02-21,1001.2649336918856
2011-02-22,994.5824468547418
2011-02-23,980.0519707012752
2011-02-24,962.3717928562672
2011-02-25,974.9875780960145
2011-02-28,980.8078432362634
2011-03-01,957.576753866764
2011-03-02,955.8762432140493
2011-03-03,972.8813060686971
2011-03-04,979.3290770578405
2011-03-07,975.9573541045164
2011-03-08,985.1211317913703
2011-03-09,989.7444663617238
2011-03-10,988.8357333565349
2011-03-11,987.3134220195776
2011-03-14,988.9651751593184
2011-03-15,981.1182060909192
2011-03-16,966.7890377947746
2011-03-17,975.231245742817
2011-03-18,978.9728176353609
2011-03-21,988.9944190516476
2011-03-22,992.4563575787028
2011-03-23,991.6514669932529
2011-03-24,1001.0700535630508
2011-03-25,1011.0933718016563
2011-03-28,1012.6837461989862
2011-03-29,1006.8984154313147
2011-03-30,1011.0719299583225
2011-03-31,1010.6626038134134
2011-04-01,1031.7194230403527
2011-04-04,1043.8154726220876
2011-04-05,1048.8278725467223
2011-04-06,1068.1252525082405
2011-04-07,1075.8943964240168
2011-04-08,1062.290290028466
2011-04-11,1059.6511834358946
2011-04-12,1045.567638702864
2011-04-13,1057.8888948788097
2011-04-14,1053.5645207572757
2011-04-15,1061.945033928207
2011-04-18,1034.5366371924756
2011-04-19,1047.6632682046334
2011-04-20,1056.8871791525407
2011-04-21,1059.0902693482528
2011-04-22,1059.4248240303123
2011-04-25,1057.9175180842287
2011-04-26,1060.220046586221
2011-04-27,1055.3334933919518
2011-04-28,1058.5957374854568
2011-04-29,1060.6619057193805
2011-05-02,1064.3019199508162
2011-05-03,1059.504290848921
2011-05-04,1047.203650343192
2011-05-05,1048.0026627030709
2011-05-06,1051.0751678423187
2011-05-09,1046.7325753288717
2011-05-10,1044.765679051831
2011-05-11,1033.108833985198
2011-05-12,1032.712673454301
2011-05-13,1017.9631902950101
2011-05-16,1023.7778841498458
2011-05-17,1016.2773129020062
2011-05-18,1011.4748124186028
2011-05-19,1012.8026044019754
2011-05-20,1009.3587562503856
2011-05-23,1001.3753881909649
2011-05-24,1012.5349431883776
2011-05-25,1005.8991845616094
2011-05-26,1006.4050941578905
2011-05-27,999.7315703556885
2011-05-30,995.9821008106018
2011-05-31,1012.6217468995759
2011-06-01,1012.6918366811341
2011-06-02,1011.0444725641349
2011-06-03,1007.6399444280111
2011-06-06,1006.259718360722
2011-06-07,1016.3420043329769
2011-06-08,1012.2396396897365
2011-06-09,1013.5398139390447
2011-06-10,1013.6449423479659
2011-06-13,1016.1224761055084
2011-06-14,1008.2011117279068
2011-06-15,998.7242598927726
2011-06-16,991.7002792900045
2011-06-17,998.0891681183368
2011-06-20,985.4803409846813
2011-06-21,990.714995082204
2011-06-22,979.5780902006792
2011-06-23,977.0786333624965
2011-06-24,980.2971830344667
2011-06-27,971.3535648152015
2011-06-28,972.4282974956627
2011-06-29,984.6171877159071
2011-06-30,985.2139758881947
2011-07-01,994.9807494432263
2011-07-04,997.3324416807293
2011-07-05,994.3632570165514
2011-07-06,987.1901108524465
2011-07-07,1006.7287367555311
2011-07-08,997.110278008964
2011-07-11,983.5018428154028
2011-07-12,972.6059595355675
2011-07-13,980.783678568358
2011-07-14,971.8192732195707
2011-07-15,970.8308764832908
2011-07-18,951.3050943390126
2011-07-19,948.7981708550772
2011-07-20,952.9640409782237
2011-07-21,952.7387716861945
2011-07-22,944.8372616658437
2011-07-25,942.3100484459553
2011-07-26,941.2635716460381
2011-07-27,937.5945475366424
2011-07-28,954.1299666493385
2011-07-29,951.6816590468181
2011-08-01,948.2851220475484
2011-08-02,933.6538458740278
2011-08-03,911.7680653183272
2011-08-04,883.0592303606736
2011-08-05,854.1707912945997
2011-08-08,807.4849129416169
2011-08-09,789.2693098311948
2011-08-10,752.9731876861952
2011-08-11,771.1911358501754
2011-08-12,781.452946486205
2011-08-15,792.1561089242815
2011-08-16,800.2407172869081
2011-08-17,805.8159744513098
2011-08-18,765.4698698513301
2011-08-19,766.951582740012
2011-08-22,776.3384545875865
2011-08-23,775.2542442458453
2011-08-24,779.7877429601201
2011-08-25,784.0848919326468
2011-08-26,788.0889978174866
2011-08-29,801.3665153477646
2011-08-30,808.1434172073614
2011-08-31,823.9970921397701
2011-09-01,816.442882234631
2011-09-02,806.680087571732
2011-09-05,779.8920774615764
2011-09-06,788.7777271151413
2011-09-07,805.6363472795329
2011-09-08,811.6139395627472
2011-09-09,784.2126294756008
2011-09-12,767.0401349196541
2011-09-13,776.2904831430158
2011-09-14,770.3510367647915
2011-09-15,784.8367355873019
2011-09-16,794.1691839066534
2011-09-19,776.803240625165
2011-09-20,797.6703754485453
2011-09-21,791.4827319702841
2011-09-22,744.3410512803135
2011-09-23,735.6576974591906
2011-09-26,739.799941961731
2011-09-27,763.7730996897924
2011-09-28,762.6775486052633
2011-09-29,768.4442229771153
2011-09-30,771.0881687020853
2011-10-03,763.0058270151266
2011-10-04,738.5520660712534
2011-10-05,754.1961467466292
