Date,EM IMI WITH CHINA ALL SHARES
2017-05-05,2946.1634622176334
2017-05-08,2968.4713110975586
2017-05-09,2992.0370065444804
2017-05-10,3002.760155182804
2017-05-11,3015.8888166077295
2017-05-12,3006.856382673261
2017-05-15,3012.9074237593263
2017-05-16,3003.7319090854357
2017-05-17,2971.3890379129193
2017-05-18,2925.7108648057433
2017-05-19,2925.229843654568
2017-05-22,2924.5096613217124
2017-05-23,2925.608408470735
2017-05-24,2939.9175541039535
2017-05-25,2964.171935146473
2017-05-26,2978.402989360479
2017-05-29,2975.160942067895
2017-05-30,2968.176893040293
2017-05-31,2941.8267411421803
2017-06-01,2950.009435653276
2017-06-02,2953.5422942095565
2017-06-05,2967.7769144883932
2017-06-06,2964.4700620406716
2017-06-07,2975.5264839286624
2017-06-08,2997.1176969572048
2017-06-09,3007.610109898106
2017-06-12,2977.7637644961983
2017-06-13,2984.759741118599
2017-06-14,2970.7760228122565
2017-06-15,2984.7734897916425
2017-06-16,2968.4114050174385
2017-06-19,3002.108167883457
2017-06-20,3001.1470400008657
2017-06-21,2996.6146104217855
2017-06-22,2995.261859419222
2017-06-23,2992.730803124561
2017-06-26,3019.6671773794856
2017-06-27,2995.158766322451
2017-06-28,2961.5750783628923
2017-06-29,2955.8133525811127
2017-06-30,2954.9800740685246
2017-07-03,2972.5342670745704
2017-07-04,2956.195434894529
2017-07-05,2975.1407576036836
2017-07-06,2949.719575196642
2017-07-07,2947.8725551909392
2017-07-10,2962.4005720696346
2017-07-11,2971.310888315669
2017-07-12,2997.5446234594033
2017-07-13,3031.2312202388835
2017-07-14,3035.0446171089934
2017-07-17,3024.700340775301
2017-07-18,3004.7919715721014
2017-07-19,3048.6939136778715
2017-07-20,3018.7831987342506
2017-07-21,3014.007807896874
2017-07-24,3030.786287673084
2017-07-25,3017.4699893308784
2017-07-26,3025.37635001947
2017-07-27,3034.9264919215284
2017-07-28,3002.1816539816955
2017-07-31,3004.2992508166926
2017-08-01,3008.8519375026553
2017-08-02,2997.0126670238697
2017-08-03,2975.8669591583307
2017-08-04,3013.2577546912453
2017-08-07,3023.527536681935
2017-08-08,3046.9696635805262
2017-08-09,3027.587973634868
2017-08-10,2994.942977351517
2017-08-11,2943.5845170730104
2017-08-14,2977.234468666852
2017-08-15,2992.936632681828
2017-08-16,3012.2600712050776
2017-08-17,3016.292530375096
2017-08-18,3005.082842736247
2017-08-21,3001.4469762855147
2017-08-22,3033.8053886993575
2017-08-23,3025.8087163935847
2017-08-24,3039.9223425023793
2017-08-25,3037.888885787801
2017-08-28,3027.786837122314
2017-08-29,3004.018445331902
2017-08-30,3048.6304628046346
2017-08-31,3057.256495694996
2017-09-01,3074.192216578364
2017-09-04,3056.3264294837486
2017-09-05,3056.2327978828944
2017-09-06,3052.453484814668
2017-09-07,3049.6418913124157
2017-09-08,3052.9382739843036
2017-09-11,3076.032285220773
2017-09-12,3090.622495849272
2017-09-13,3096.371905861376
2017-09-14,3106.0036551298085
2017-09-15,3087.9848428643427
2017-09-18,3112.997382250701
2017-09-19,3094.914481554849
2017-09-20,3099.8654416449563
2017-09-21,3105.485951638462
2017-09-22,3077.3650663379917
2017-09-25,3061.940343432529
2017-09-26,3072.393215655522
2017-09-27,3079.360283554648
2017-09-28,3048.719486639657
2017-09-29,3067.179317302136
2017-10-02,3092.8433740158093
2017-10-03,3116.930609873935
2017-10-04,3126.2989094295735
2017-10-05,3141.4473270826256
2017-10-06,3137.7096150699526
2017-10-09,3138.8192746872487
2017-10-10,3150.798517945005
2017-10-11,3154.0802246185094
2017-10-12,3163.3230969712217
2017-10-13,3177.633956083229
2017-10-16,3195.401050154262
2017-10-17,3190.792603104964
2017-10-18,3186.8494178663977
2017-10-19,3141.134450351293
2017-10-20,3169.206034895387
2017-10-23,3173.1233400730694
2017-10-24,3166.3608063165825
2017-10-25,3158.1483602986696
2017-10-26,3178.3366089518518
2017-10-27,3212.9165377443487
2017-10-30,3206.0199303351515
2017-10-31,3212.1938461813706
2017-11-01,3243.141904419159
2017-11-02,3222.009216481489
2017-11-03,3229.854490730928
2017-11-06,3253.381247127395
2017-11-07,3267.053219378898
2017-11-08,3265.262630624422
2017-11-09,3255.7875446781736
2017-11-10,3237.310136537294
2017-11-13,3227.1472612806488
2017-11-14,3188.688532755077
2017-11-15,3157.709097449962
2017-11-16,3197.7621589357736
2017-11-17,3210.5742751517714
2017-11-20,3223.434493792456
2017-11-21,3267.329806900014
2017-11-22,3265.2304951368583
2017-11-23,3228.505526853923
2017-11-24,3205.1775092761577
2017-11-27,3183.086704979552
2017-11-28,3205.144882719
2017-11-29,3201.8290893732524
2017-11-30,3122.3895140096806
2017-12-01,3128.6616954703263
2017-12-04,3143.2997764942575
2017-12-05,3133.139271448126
2017-12-06,3106.625206434643
2017-12-07,3098.1318921626075
2017-12-08,3135.1402997698806
2017-12-11,3153.1870273848713
2017-12-12,3146.723020380545
2017-12-13,3158.459143137576
2017-12-14,3157.5585085014864
2017-12-15,3151.1918029863227
2017-12-18,3162.014583671804
2017-12-19,3173.5482762414986
2017-12-20,3157.0832546186352
2017-12-21,3170.533318867088
2017-12-22,3193.875173274018
2017-12-25,3189.9431058505033
2017-12-26,3182.245834632646
2017-12-27,3183.525499544576
2017-12-28,3198.561150680721
2017-12-29,3196.3941339263297
2018-01-01,3194.738503625241
2018-01-02,3237.7141248684907
2018-01-03,3261.0810014850845
2018-01-04,3267.7845721658546
2018-01-05,3298.8587715639774
2018-01-08,3329.609851429153
2018-01-09,3337.5932305248566
2018-01-10,3308.2046880502885
2018-01-11,3291.522956423978
2018-01-12,3292.668320228149
2018-01-15,3260.2193016545816
2018-01-16,3291.060084789377
2018-01-17,3295.3616397248134
2018-01-18,3309.123587685969
2018-01-19,3327.2278067809325
2018-01-22,3340.056836141023
2018-01-23,3360.9745032466685
2018-01-24,3354.9915394809577
2018-01-25,3335.75461515148
2018-01-26,3375.8935315026347
2018-01-29,3374.6066359626698
2018-01-30,3311.397944443059
2018-01-31,3315.2528401032264
2018-02-01,3287.1984893428553
2018-02-02,3260.877398789959
2018-02-05,3217.1576221839246
2018-02-06,3142.485678500025
2018-02-07,3142.5456745574875
2018-02-08,3124.5065720585376
2018-02-09,3062.893574106671
2018-02-12,3086.230475210479
2018-02-13,3091.608687899072
2018-02-14,3125.2792487792544
2018-02-15,3141.5591191511417
2018-02-16,3144.4838736829442
2018-02-19,3161.8738474478246
2018-02-20,3161.983183819616
2018-02-21,3199.5565132718484
2018-02-22,3189.8964897487194
2018-02-23,3234.5184280648086
2018-02-26,3258.1933228032544
2018-02-27,3246.7181627155815
2018-02-28,3218.506054315618
2018-03-01,3221.3731843102805
2018-03-02,3161.109070579942
2018-03-05,3143.523903774749
2018-03-06,3169.0735522715
2018-03-07,3153.898186309941
2018-03-08,3190.613587206686
2018-03-09,3222.9030913860615
2018-03-12,3260.7807403226275
2018-03-13,3238.521358488204
2018-03-14,3235.9627916980066
2018-03-15,3242.5343392390105
2018-03-16,3242.0643245320857
2018-03-19,3208.793914158166
2018-03-20,3237.917980185272
2018-03-21,3235.858770871479
2018-03-22,3195.7377632066095
2018-03-23,3106.893294449547
2018-03-26,3112.510637861705
2018-03-27,3141.737134363707
2018-03-28,3096.9044164365296
2018-03-29,3132.4150149145366
2018-03-30,3139.008871212864
2018-04-02,3135.577823727178
2018-04-03,3141.863811712566
2018-04-04,3100.860443750337
2018-04-05,3142.1756722841583
2018-04-06,3125.4358351160045
2018-04-09,3114.4069649635703
2018-04-10,3138.609985726894
2018-04-11,3135.144152588614
2018-04-12,3149.0538008619533
2018-04-13,3131.1546077311045
2018-04-16,3099.3118789930695
2018-04-17,3096.770243596062
2018-04-18,3114.619898447223
2018-04-19,3140.503291948416
2018-04-20,3119.2282732339972
2018-04-23,3109.113501640058
2018-04-24,3113.4864596886127
2018-04-25,3091.386128167317
2018-04-26,3101.3664329896123
2018-04-27,3127.277284823142
2018-04-30,3151.3365684999885
2018-05-01,3171.424140220672
2018-05-02,3156.8349212264566
2018-05-03,3133.4897653666335
2018-05-04,3133.306596766737
2018-05-07,3153.852036589279
2018-05-08,3179.828057530977
2018-05-09,3180.0863788493007
2018-05-10,3204.909076851052
2018-05-11,3204.1757933407575
2018-05-14,3208.8242487395155
2018-05-15,3199.9282523241045
2018-05-16,3224.8814274895435
2018-05-17,3197.881739282111
2018-05-18,3195.236130093296
2018-05-21,3200.9566824167164
2018-05-22,3208.6634047871144
2018-05-23,3199.154389871543
2018-05-24,3195.7296993577725
2018-05-25,3216.34218174887
2018-05-28,3229.005345069108
2018-05-29,3212.6268350096707
2018-05-30,3156.3102162340306
2018-05-31,3165.1637359756473
2018-06-01,3181.5505131532686
2018-06-04,3210.896974027381
2018-06-05,3219.9377176896637
2018-06-06,3202.668808024208
2018-06-07,3189.3791808932956
2018-06-08,3166.1588678004964
2018-06-11,3163.879091129389
2018-06-12,3178.480199534168
2018-06-13,3162.88181137394
2018-06-14,3173.2910042049457
2018-06-15,3146.7727831486527
2018-06-18,3128.853244187754
2018-06-19,3062.5516318481273
2018-06-20,3082.456467917661
2018-06-21,3035.151505501382
2018-06-22,3048.3653419822917
2018-06-25,2993.858673997025
2018-06-26,2987.100508591766
2018-06-27,2958.368121933681
2018-06-28,2941.008304142337
2018-06-29,2981.6928965965694
2018-07-02,2960.6565107088286
2018-07-03,2946.8767199311746
2018-07-04,2942.333130895004
2018-07-05,2916.9142162194557
2018-07-06,2918.532528112919
2018-07-09,2970.3599329643607
2018-07-10,2985.1870021231043
2018-07-11,2946.63518959321
2018-07-12,2981.7519226597556
2018-07-13,2998.8991708229387
2018-07-16,2974.188451642198
2018-07-17,2980.8992768954163
2018-07-18,2980.9740628797185
2018-07-19,2963.7323811424303
2018-07-20,2967.8051686531503
2018-07-23,2970.8208130847183
2018-07-24,3002.201426993184
2018-07-25,3032.429289972448
2018-07-26,3033.865822142221
2018-07-27,3039.109806032025
2018-07-30,3015.1152656803147
2018-07-31,3013.223888142023
2018-08-01,3013.734057309935
2018-08-02,2971.8368745615894
2018-08-03,2982.358751844358
2018-08-06,2979.097250082836
2018-08-07,3003.7183948102142
2018-08-08,2992.9983782847144
2018-08-09,3010.4676836032913
2018-08-10,3008.8191965821725
2018-08-13,2963.876432052979
2018-08-14,2973.3957907862095
2018-08-15,2932.848466429237
2018-08-16,2905.1863985168297
2018-08-17,2897.6788040786614
2018-08-20,2921.770179853507
2018-08-21,2932.971805293144
2018-08-22,2921.46862394844
2018-08-23,2922.3803398309515
2018-08-24,2912.5449695108596
2018-08-27,2959.394181014411
2018-08-28,2952.1958219200337
2018-08-29,2953.428636131272
2018-08-30,2928.36516573344
2018-08-31,2928.293175676551
2018-09-03,2909.8958723457827
2018-09-04,2915.8652891198685
2018-09-05,2848.653139104838
2018-09-06,2836.2755373242207
2018-09-07,2859.395899677714
2018-09-10,2817.2576247331763
2018-09-11,2804.4967320968594
2018-09-12,2795.820717934934
2018-09-13,2818.9785397393744
2018-09-14,2845.052510776291
2018-09-17,2805.436765339183
2018-09-18,2819.185321903596
2018-09-19,2857.7447415120578
2018-09-20,2849.326565172645
2018-09-21,2891.707189436057
2018-09-24,2864.1629917528617
2018-09-25,2857.950771558835
2018-09-26,2880.854942077707
2018-09-27,2906.6119885370185
2018-09-28,2919.2047282150775
2018-10-01,2923.2629572815003
2018-10-02,2900.689908298459
2018-12-31,2729.0279591786543
2019-01-01,2729.7562504285706
2019-01-02,2721.250190893836
2019-01-03,2695.580105926704
2019-12-27,3345.540918839792
2020-03-24,2595.701343913583
2020-03-31,2680.4542241522845
2020-04-01,2637.037780366682
2020-04-02,2691.355964695251
2020-04-03,2688.4809955766614
2020-04-06,2747.8961615204203
2020-04-07,2803.745771942133
2020-04-08,2798.4978274893783
2020-04-09,2818.823108444129
2020-04-10,2811.407420037823
2020-04-13,2805.5679492787276
2020-04-14,2832.566806584867
2020-04-15,2827.0559142538646
2020-04-16,2835.190264337858
2020-04-17,2868.8337931983674
2020-04-20,2872.606662088862
2020-04-21,2818.1948783692255
2020-04-22,2859.140050753481
2020-04-23,2866.797433084331
2020-04-24,2831.303502379415
2020-04-27,2866.3028440580792
2020-04-28,2886.2563447274015
2020-04-29,2925.1188856358986
2020-04-30,2923.575195460718
2020-05-01,2890.5367019365526
2020-05-04,2843.502546723931
2020-05-05,2882.269793396395
2020-05-06,2904.166154417528
2020-05-07,2905.238226735111
2020-05-08,2923.830996394877
2020-05-11,2944.9890802897085
2020-05-12,2915.8470385705677
2020-05-13,2927.4551977115266
2020-05-14,2907.315768728467
2020-05-15,2908.1966368429253
2020-05-18,2922.7555909485704
2020-05-19,2936.9025457197968
2020-05-20,2936.1906281397737
2020-05-21,2944.511324213151
2020-05-22,2882.6041333470394
2020-05-25,2900.0607362128117
2020-05-26,2924.0641436569267
2020-05-27,2924.6320375429295
2020-05-28,2896.591284562723
2020-05-29,2895.27857791782
2020-06-01,2963.1489078854515
2020-06-02,2994.2240396124403
2020-06-03,3034.516351603263
2020-06-04,3003.4091523906927
2020-06-05,3052.273798869575
2020-06-08,3070.389611027278
2020-06-09,3063.518991209398
2020-06-10,3073.2420900601956
2020-06-11,3016.2614160784324
2020-06-12,3036.6069295635943
2020-06-15,2971.5104329420456
2020-06-16,3051.4832393541465
2020-06-17,3068.8315020148207
2020-06-18,3074.9341886270267
2020-06-19,3107.059754026812
2020-06-22,3090.183215135752
2020-06-23,3105.137469183895
2020-06-24,3112.8726201060454
2020-06-25,3115.2523891608485
2020-06-26,3105.0149057941976
2020-06-29,3078.534609931994
2020-06-30,3096.673496194936
2020-07-01,3113.3768627144277
2020-07-02,3189.5171273158344
2020-07-03,3219.0716021343687
2020-07-06,3299.0770838904427
2020-07-07,3300.572659024215
2020-07-08,3343.385497580862
2020-07-09,3396.347235604979
2020-07-10,3355.081146166818
2020-07-13,3369.102077194116
2020-07-14,3323.475152535497
2020-07-15,3324.524014294807
2020-07-16,3236.3239438059613
2020-07-17,3264.17906760427
2020-07-20,3303.3581535271624
2020-07-21,3343.14063101178
2020-07-22,3300.779081359138
2020-07-23,3302.02390642563
2020-07-24,3218.0556900853608
2020-07-27,3207.719006621515
2020-07-28,3247.0541912441677
2020-07-29,3263.8469815624526
2020-07-30,3245.9586343812116
2020-07-31,3242.1169039781603
2020-08-03,3279.957492984122
2020-08-04,3299.3991249243372
2020-08-05,3304.0195901911547
2020-08-06,3323.6254945512655
2020-08-07,3290.8500844351256
2020-08-10,3292.6414081402027
2020-08-11,3296.220802708889
2020-08-12,3283.1694089997013
2020-08-13,3280.70477931757
2020-08-14,3284.2352574669385
2020-08-17,3303.3278977020195
2020-08-18,3304.3011722805168
2020-08-19,3289.9188703022487
2020-08-20,3250.450096473097
2020-08-21,3301.3386669528945
2020-08-24,3335.398705965571
2020-08-25,3347.127343665
2020-08-26,3349.605309592171
2020-08-27,3361.04983969535
2020-08-28,3356.359583987715
2020-08-31,3295.078348444564
2020-09-01,3342.8675627186785
2020-09-02,3376.9416551584686
2020-09-03,3350.182044822412
2020-09-04,3334.6095062624017
2020-09-07,3301.4252391106966
2020-09-08,3297.733572972867
2020-09-09,3267.672694338444
2020-09-10,3241.3340520890956
2020-09-11,3274.93416013688
2020-09-14,3301.465043800975
2020-09-15,3336.9540374476423
2020-09-16,3349.852699085592
2020-09-17,3331.418090791682
2020-09-18,3335.8042597866015
2020-09-21,3318.4474199443916
2020-09-22,3299.3054316946805
2020-09-23,3299.1802187552985
2020-09-24,3240.0251213450974
2020-09-25,3248.5869932810974
2020-09-28,3265.3288558801187
2020-09-29,3244.3870628080444
2020-09-30,3276.1185674192225
2020-10-01,3280.5311524863337
2020-10-02,3280.220922744495
2020-10-05,3280.910354613138
2020-10-06,3307.671106732744
2020-10-07,3328.017701850621
2020-10-08,3354.231674332463
2020-10-09,3374.679998417224
2020-10-12,3428.49186306503
2020-10-13,3448.179280401956
2020-10-14,3436.1913247032553
2020-10-15,3416.126268334713
2020-10-16,3419.663012037233
2020-10-19,3403.582536270965
2020-10-20,3413.8400117416286
2020-10-21,3407.5409254546466
2020-10-22,3413.5473215509523
2020-10-23,3400.2495898060956
2020-10-26,3385.4789811014857
2020-10-27,3388.0962169907066
2020-10-28,3385.4846500467333
2020-10-29,3413.304046552253
2020-10-30,3363.662020948391
2020-11-02,3395.049128658989
2020-11-03,3397.0019694798148
2020-11-04,3434.7148836730853
2020-11-05,3493.4758938640643
2020-11-06,3500.3247173977875
2020-11-09,3578.4733393312335
2020-11-10,3541.590585411234
2020-11-11,3547.5606340903487
2020-11-12,3537.427729169281
2020-11-13,3546.659140012528
2020-11-16,3588.517976431957
2020-11-17,3571.911258195773
2020-11-18,3588.5466701169853
2020-11-19,3583.417131106987
2020-11-20,3605.25544449965
2020-11-23,3650.014971361414
2020-11-24,3643.003598285014
2020-11-25,3605.249454186904
2020-11-26,3631.7377438521935
2020-11-27,3626.528957114751
2020-11-30,3563.9859969636723
2020-12-01,3599.986641858873
2020-12-02,3598.6629902140894
2020-12-03,3598.6441509016404
2020-12-04,3637.129718870895
2020-12-07,3641.085629058354
2020-12-08,3649.4880007530155
2020-12-09,3651.780699085671
2020-12-10,3635.3613505361977
2020-12-11,3640.179473334166
2020-12-14,3628.1981277699874
2020-12-15,3619.8011733555268
2020-12-16,3640.391770194947
2020-12-17,3652.039056485163
2020-12-18,3642.247792511131
2020-12-21,3630.9182676498776
2020-12-22,3610.922902553423
2020-12-23,3634.282994960968
2020-12-24,3621.585935436955
2020-12-25,3632.0384669658306
2020-12-28,3618.0314064405525
2020-12-29,3642.3038447897848
2020-12-30,3681.8949636448556
2020-12-31,3718.6214016799822
2021-01-01,3720.1849253781647
2021-01-04,3762.7956459830207
2021-01-05,3802.384394563585
2021-01-06,3793.0769897266964
2021-01-07,3819.9876484059955
2021-01-08,3882.9245744198806
2021-01-11,3894.9606415665353
2021-01-12,3917.8023430109356
2021-01-13,3935.680934296217
2021-01-14,3950.691460236527
2021-01-15,3933.6822942057747
2021-01-18,3947.69023724456
2021-01-19,3973.195009733673
2021-01-20,4033.178311425306
2021-01-21,4040.232224919778
2021-01-22,4002.551309775444
2021-01-25,4056.7985202826176
2021-01-26,3983.7808659637158
2021-01-27,3973.066162865409
2021-01-28,3894.455486032118
2021-01-29,3836.2590652520394
2021-02-01,3936.0210102557353
2021-02-02,4012.435643265636
2021-02-03,4040.904271247969
2021-02-04,4034.2050401682104
2021-02-05,4029.44966681404
2021-02-08,4047.762073532345
2021-02-09,4069.4243770572684
2021-02-10,4103.446386518895
2021-02-11,4114.5453007564565
2021-02-12,4121.696305308424
2021-02-15,4137.730225078141
2021-02-16,4153.939072577296
2021-02-17,4190.598676431756
2021-02-18,4131.2009203486505
2021-02-19,4131.322211171243
2021-02-22,4040.0301016239146
2021-02-23,4031.2087508852464
2021-02-24,3979.2683116023873
2021-02-25,3965.004296963204
2021-02-26,3878.947922190952
2021-03-01,3972.6957659624477
2021-03-02,3953.449031463177
2021-03-03,4005.64229838381
2021-03-04,3926.413952097246
2021-03-05,3952.5646741008695
2021-03-08,3867.781073461467
2021-03-09,3861.3067646590985
2021-03-10,3876.793688490351
2021-03-11,3951.78352316929
2021-03-12,3942.3406094529037
2021-03-15,3919.9509967511767
2021-03-16,3956.9174274915154
2021-03-17,3944.130636131367
2021-03-18,3952.8473636944454
2021-03-19,3920.2492004206447
2021-03-22,3919.4349169202205
2021-03-23,3902.7606709542342
2021-03-24,3846.715000253434
2021-03-25,3840.7580721887507
2021-03-26,3892.692476504114
2021-03-29,3909.1077378574073
2021-03-30,3947.599931032886
2021-03-31,3929.3808319900336
2021-04-01,3975.949052126319
2021-04-02,3989.316827091699
2021-04-05,3977.3122322986183
2021-04-06,3986.6056354212715
2021-04-07,3948.114979512436
2021-04-08,3961.533062100052
2021-04-09,3926.798262810725
2021-04-12,3888.2470421998964
2021-04-13,3884.2034751487495
2021-04-14,3908.854697384618
2021-04-15,3915.3471167598295
2021-04-16,3938.8817522692284
2021-04-19,3943.9463231188442
2021-04-20,3935.583198309073
2021-04-21,3919.829604035779
2021-04-22,3933.6958700677096
2021-04-23,3953.617902980464
2021-04-26,3957.5492095049312
2021-04-27,3963.115563089219
2021-04-28,3972.2071905281723
2021-04-29,3970.049507580365
2021-04-30,3952.522715727617
2021-05-03,3919.0747676642404
2021-05-04,3921.1692441199175
2021-05-05,3926.4888696254866
2021-05-06,3921.8686675013882
2021-05-07,3907.560250515624
2021-05-10,3906.945372232464
2021-05-11,3868.4221374085205
2021-05-12,3864.716753230041
2021-05-13,3806.915127224897
2021-05-14,3836.970465964568
2021-05-17,3845.782168060783
2021-05-18,3878.235150816722
2021-05-19,3864.3534757322705
2021-05-20,3868.3594370717196
2021-05-21,3876.217031836528
2021-05-24,3866.283810923818
2021-05-25,3921.125501028662
2021-05-26,3948.6237917408457
2021-05-27,3970.408176803772
2021-05-28,3991.762681377668
2021-05-31,4019.5859744379504
2021-06-01,4047.833176929088
2021-06-02,4046.851494495109
2021-06-03,4057.8335010232154
2021-06-04,4046.7186617666275
2021-06-07,4043.561822427055
2021-06-08,4031.347821226427
2021-06-09,4023.0531476287147
2021-06-10,4051.0579661456973
2021-06-11,4073.0043022230543
2021-06-14,4071.532768817186
2021-06-15,4051.203979635266
2021-06-16,4020.7248210002977
2021-06-17,4067.753791832137
2021-06-18,4096.098296113824
2021-06-21,4051.003898849577
2021-06-22,4054.150974149201
2021-06-23,4071.464825373555
2021-06-24,4094.3830100527125
2021-06-25,4125.7892155461695
2021-06-28,4142.864068718076
2021-06-29,4134.956029380992
2021-06-30,4154.108846897872
2021-07-01,4131.550317789495
2021-07-02,4093.859742550703
2021-07-05,4097.58067086832
2021-07-06,4088.786948939256
2021-07-07,4097.89373768632
2021-07-08,4016.7950045088855
2021-07-09,4016.765972604424
2021-07-12,4051.4505943656527
2021-07-13,4098.700659112698
2021-07-14,4089.462360696427
2021-07-15,4123.459208484811
2021-07-16,4100.930309641951
2021-07-19,4047.7574381358113
2021-07-20,4048.0185040718325
2021-07-21,4052.833853278117
2021-07-22,4091.3902822534446
2021-07-23,4058.629315848969
2021-07-26,3953.0767759661667
2021-07-27,3857.216981275118
2021-07-28,3893.5556666697903
2021-07-29,3954.661971841021
2021-07-30,3922.7938293113475
2021-08-02,3968.0501743218488
2021-08-03,3972.1729388701183
2021-08-04,4010.704103615191
2021-08-05,4000.075403039857
2021-08-06,4007.222571657268
2021-08-09,4020.162931045707
2021-08-10,4048.0748947979596
2021-08-11,4033.598245582539
2021-08-12,4023.4656368139904
2021-08-13,3973.4660817197337
2021-08-16,3951.9137150150596
2021-08-17,3916.6494579105224
2021-08-18,3941.7545501650575
2021-08-19,3878.1542963567144
2021-08-20,3839.5443589995525
2021-08-23,3878.0587144736396
2021-08-24,3957.6284397267964
2021-08-25,3981.233458762937
2021-08-26,3945.9983457214457
2021-08-27,3955.9112244393873
2021-08-30,3986.5139868224983
2021-08-31,4037.8385993950897
2021-09-01,4030.5151604712287
2021-09-02,4030.786759915531
2021-09-03,4032.5273337574463
2021-09-06,4072.803823274784
2021-09-07,4091.277456164058
2021-09-08,4070.91896327731
2021-09-09,4043.966272091898
2021-09-10,4065.8169012938374
2021-09-13,4057.014947723274
2021-09-14,4036.267874477526
2021-09-15,4021.237275549218
2021-09-16,3998.261308173942
2021-09-17,4014.6322137889065
2021-09-20,3967.7528686832525
2021-09-21,3976.948038111462
2021-09-22,3975.4803298023053
2021-09-23,4000.6441539322736
2021-09-24,3988.874929426658
2021-09-27,3988.940926951775
2021-09-28,3980.9687174402034
2021-09-29,3960.26969453694
2021-09-30,3989.4230984463106
2021-10-01,3970.0569506444713
2021-10-04,3937.348894055859
