Date,HK-LISTED SOUTHBOUND + CHINA A IMI
2011-03-07,1165.673524727562
2011-03-08,1184.1129841488428
2011-03-09,1185.4203976011584
2011-03-10,1182.7376874500987
2011-03-11,1166.4734535262783
2011-03-14,1161.5850163659456
2011-03-15,1137.4593456746243
2011-03-16,1151.7740627198793
2011-03-17,1121.2550646636182
2011-03-18,1118.4588631901663
2011-03-21,1123.2210428264655
2011-03-22,1128.4587252484225
2011-03-23,1141.7446086354
2011-03-24,1137.0400994809145
2011-03-25,1153.6702789174115
2011-03-28,1152.3685570518824
2011-03-29,1149.14001100569
2011-03-30,1154.6232794139216
2011-03-31,1144.0928611248387
2011-04-01,1160.274833883127
2011-04-04,1162.3552810076517
2011-04-05,1164.7855147503806
2011-04-06,1161.1473364812687
2011-04-07,1170.186980386936
2011-04-08,1167.855335770104
2011-04-11,1161.3901124085085
2011-04-12,1149.2913360396988
2011-04-13,1159.969446222396
2011-04-14,1160.926800533487
2011-04-15,1166.0248355340648
2011-04-18,1181.935896469575
2011-04-19,1157.7546699551356
2011-04-20,1152.9667722870338
2011-04-21,1158.9839913606381
2011-04-22,1156.071451924879
2011-04-25,1146.380736608112
2011-04-26,1131.8224374100168
2011-04-27,1124.4276304398197
2011-04-28,1097.832435711169
2011-04-29,1102.4253324834615
2011-05-02,1098.462702725468
2011-05-03,1104.8268398389152
2011-05-04,1082.0987090962915
2011-05-05,1101.5092760861373
2011-05-06,1109.7359258686447
2011-05-09,1136.6501074242706
2011-05-10,1133.6841842402794
2011-05-11,1138.5450469876557
2011-05-12,1131.5164703881555
2011-05-13,1141.0230045439964
2011-05-16,1126.8626547121826
2011-05-17,1131.7113475319945
2011-05-18,1133.5223100760902
2011-05-19,1132.873825282474
2011-05-20,1140.9736589105971
2011-05-23,1119.2438405755863
2011-05-24,1114.9467615989608
2011-05-25,1110.8252251879755
2011-05-26,1108.5753944096027
2011-05-27,1093.2414125118164
2011-05-30,1090.730620192545
2011-05-31,1102.7975999424307
2011-06-01,1101.0605856330462
2011-06-02,1083.8846612026505
2011-06-03,1076.5791878597029
2011-06-06,1073.7964622685731
2011-06-07,1069.9451360933347
2011-06-08,1071.7811946367449
2011-06-09,1065.3974636605155
2011-06-10,1072.5609084125244
2011-06-13,1070.3693743189049
2011-06-14,1071.4908119281156
2011-06-15,1077.6746516287897
2011-06-16,1070.3692333025056
2011-06-17,1046.677976609613
2011-06-20,1038.2786286482117
2011-06-21,1047.94967558367
2011-06-22,1045.2231534086684
2011-06-23,1072.5202806623797
2011-06-24,1094.636181160789
2011-06-27,1086.6025107865573
2011-06-28,1082.8991810105465
2011-06-29,1075.7883253577622
2011-06-30,1083.6118876398548
2011-07-01,1086.4517151344917
2011-07-04,1108.0966472265848
2011-07-05,1112.9769145716416
2011-07-06,1120.0840443330067
2011-07-07,1115.0000986416455
2011-07-08,1127.859627177751
2011-07-11,1141.719801395686
2011-07-12,1113.9074978290291
2011-07-13,1118.2675058302236
2011-07-14,1123.5556178442982
2011-07-15,1126.5105913473296
2011-07-18,1130.8156318351482
2011-07-19,1112.9622226360411
2011-07-20,1116.0433294246602
2011-07-21,1095.9997944876527
2011-07-22,1110.8809793394626
2011-07-25,1089.1588000957638
2011-07-26,1086.5107676323116
2011-07-27,1099.9563840849137
2011-07-28,1102.6687109749241
2011-07-29,1090.1942607713422
2011-08-01,1110.9332723315204
2011-08-02,1099.6572680757592
2011-08-03,1084.571279633328
2011-08-04,1092.5333064959857
2011-08-05,1053.1480583514788
2011-08-08,1019.6691550415533
2011-08-09,990.9808373895517
2011-08-10,1011.2103775676258
2011-08-11,1010.6496581207243
2011-08-12,1019.1902310601146
2011-08-15,1026.2422699735432
2011-08-16,1026.967652010763
2011-08-17,1023.2875614101509
2011-08-18,1015.9572194530886
2011-08-19,985.6095221582623
2011-08-22,979.9232745579761
2011-08-23,997.3908335887819
2011-08-24,986.4433226243634
2011-08-25,1011.0644066006045
2011-08-26,1006.0998139811197
2011-08-29,994.8057889132191
2011-08-30,1007.9742499782413
2011-08-31,1018.8993776991786
2011-09-01,1028.5411873100195
2011-09-02,1017.2692445651842
2011-09-05,997.3235569619155
2011-09-06,998.0752675580567
2011-09-07,1016.6679483267778
2011-09-08,1013.8337722307889
2011-09-09,1031.791501231343
2011-09-12,1016.4644206497001
2011-09-13,1003.5115985256515
2011-09-14,1005.3616343096842
2011-09-15,996.5901686012189
2011-09-16,1009.9874534333599
2011-09-19,997.2897457122981
2011-09-20,993.25256945875
2011-09-21,1005.7749938038814
2011-09-22,979.7507821123085
2011-09-23,965.3193001471736
2011-09-26,945.6798066272881
2011-09-27,958.518532583366
2011-09-28,954.8001034637939
2011-09-29,942.0546823452638
2011-09-30,945.3942398754035
2011-10-03,931.2330230695671
2011-10-04,915.7914210223773
2011-10-05,913.7663937692982
2011-10-06,932.2447999693618
2011-10-07,943.0986870325719
2011-10-10,930.0408918234936
2011-10-11,941.703729976768
2011-10-12,955.7276253771095
2011-10-13,979.8132500464785
2011-10-14,957.9245008099613
2011-10-17,979.0965133385135
2011-10-18,946.3347597775958
2011-10-19,941.9634216958518
2011-10-20,926.5215839884777
2011-10-21,910.5890659828694
2011-10-24,941.9178083809157
2011-10-25,957.1752340658544
2011-10-26,972.5907425797324
2011-10-27,969.7741152970005
2011-10-28,984.5512568120241
2011-10-31,995.1700403546853
2011-11-01,1001.9814802269772
2011-11-02,1009.72921903189
2011-11-03,1006.1573051812355
2011-11-04,1024.8149153645313
2011-11-07,1017.4156051073861
2011-11-08,1009.1910634567349
2011-11-09,1039.6147764853777
2011-11-10,1002.0931547334335
2011-11-11,995.1877234353948
2011-11-14,1022.7352618126332
2011-11-15,1028.7730134261426
2011-11-16,1004.8981845333201
2011-11-17,1001.3338421754331
2011-11-18,978.5853157923261
2011-11-21,975.0070580627762
2011-11-22,973.3082753759045
2011-11-23,970.8035788121309
2011-11-24,974.4888638840359
2011-11-25,967.6370014587312
2011-11-28,970.9595876266042
2011-11-29,986.9179471312076
2011-11-30,951.9748699590939
2011-12-01,990.170460100031
2011-12-02,986.7781370907401
2011-12-05,975.7698954335413
2011-12-06,974.2362964564504
2011-12-07,983.326605726517
2011-12-08,985.6260432971202
2011-12-09,963.2522446781204
2011-12-12,968.4696465812297
2011-12-13,960.9765742209348
2011-12-14,961.1863217373408
2011-12-15,936.7970733003889
2011-12-16,953.4738640720627
2011-12-19,949.4865458839425
2011-12-20,940.670170393677
2011-12-21,946.1413609055559
2011-12-22,941.6948860785178
2011-12-23,955.2189352537663
2011-12-26,951.4865525779184
2011-12-27,942.2254563105568
2011-12-28,945.8395617929468
2011-12-29,946.1807917223049
2011-12-30,952.1526623366947
2012-01-02,952.1526623366947
2012-01-03,957.306615491051
2012-01-04,955.0115797720648
2012-01-05,954.5285266309037
2012-01-06,955.6210847175619
2012-01-09,976.758033826237
2012-01-10,994.6238271058952
2012-01-11,1005.1154865805614
2012-01-12,995.2342667452505
2012-01-13,997.9951725870299
2012-01-16,979.3191357640509
2012-01-17,1014.4938542065836
2012-01-18,1001.5050882680852
2012-01-19,1010.5928275639222
2012-01-20,1017.2344168614857
2012-01-23,1007.3704900036191
2012-01-24,1012.5559026662214
2012-01-25,1012.9511768513718
2012-01-26,1008.8174148789135
2012-01-27,1012.4241665549507
2012-01-30,997.625113781198
2012-01-31,1007.0985522636158
2012-02-01,992.5812529459619
2012-02-02,1016.458798260996
2012-02-03,1027.0545140140653
2012-02-06,1031.3029080536749
2012-02-07,1010.3909924849735
2012-02-08,1034.1470419235989
2012-02-09,1034.0772789101857
2012-02-10,1037.8149803041483
2012-02-13,1038.253777331499
2012-02-14,1043.5349282404168
2012-02-15,1067.2366576665029
2012-02-16,1064.7175515507965
2012-02-17,1060.6210203619428
2012-02-20,1052.131611709839
2012-02-21,1058.4135451749403
2012-02-22,1071.7161920883632
2012-02-23,1062.2933357769928
2012-02-24,1059.5946455715425
2012-02-27,1061.0444984999365
2012-02-28,1066.0867896724837
2012-02-29,1068.1701930812155
2012-03-01,1063.5338966079253
2012-03-02,1089.2688516881763
2012-03-05,1077.0306681855232
2012-03-06,1066.5010465945684
2012-03-07,1058.4281573643323
2012-03-08,1060.7236098126043
2012-03-09,1084.5586696351284
2012-03-12,1081.5077793169446
2012-03-13,1094.737390902847
2012-03-14,1083.960090161649
2012-03-15,1075.7135856170673
2012-03-16,1076.6759233198695
2012-03-19,1068.3314807380104
2012-03-20,1053.571857552038
2012-03-21,1054.3064827838152
2012-03-22,1055.3444123163235
2012-03-23,1036.0049397264402
2012-03-26,1030.3698610845195
2012-03-27,1040.135206409821
2012-03-28,1021.620282224925
2012-03-29,1008.8263269234188
2012-03-30,1006.4644934435026
2012-04-02,1007.6124892527542
2012-04-03,1012.427324123333
2012-04-04,1029.4688177719204
2012-04-05,1041.210050113494
2012-04-06,1043.4269538886529
2012-04-09,1038.295629012918
2012-04-10,1035.0588237589147
2012-04-11,1027.6823894447723
2012-04-12,1038.5368460695895
2012-04-13,1058.5421010989378
2012-04-16,1056.4671305403065
2012-04-17,1042.6869142964279
2012-04-18,1061.3998634822733
2012-04-19,1063.210554639564
2012-04-20,1063.1086687596965
2012-04-23,1055.60078327631
2012-04-24,1048.3913893550373
2012-04-25,1056.402429149842
2012-04-26,1056.4043837467657
2012-04-27,1048.9357975455462
2012-04-30,1059.1557980479065
2012-05-01,1059.982202705664
2012-05-02,1079.9497575938317
2012-05-03,1080.1833392896817
2012-05-04,1083.3284726273469
2012-05-07,1075.2989032196958
2012-05-08,1078.071149123092
2012-05-09,1067.6405697489754
2012-05-10,1062.7066910511617
2012-05-11,1054.3388570323032
2012-05-14,1052.8497420049341
2012-05-15,1061.8631837543116
2012-05-16,1039.8234373680657
2012-05-17,1049.8749814211692
2012-05-18,1032.9832389861403
2012-05-21,1031.321071226374
2012-05-22,1045.4444552619361
2012-05-23,1050.4390585901908
2012-05-24,1042.8132382728559
2012-05-25,1045.1770210437517
2012-05-28,1053.5382081024516
2012-05-29,1070.1309255896017
2012-05-30,1073.2836758077033
2012-05-31,1071.61893289943
2012-06-01,1068.8448566422708
2012-06-04,1029.6030781150203
2012-06-05,1033.5983085255866
2012-06-06,1039.6668288168144
2012-06-07,1036.39525507651
2012-06-08,1037.3515894991956
2012-06-11,1054.0794834588332
2012-06-12,1054.1682251668344
2012-06-13,1057.6313484792026
2012-06-14,1047.043876946295
2012-06-15,1056.100972414036
2012-06-18,1069.3372233637888
2012-06-19,1057.1186654055577
2012-06-20,1056.1738853611864
2012-06-21,1048.119132221388
2012-06-22,1046.9163960884512
2012-06-25,1036.9402710541106
2012-06-26,1039.3389283703848
2012-06-27,1044.7214757455902
2012-06-28,1036.851662530035
2012-06-29,1032.4295865690538
2012-07-02,1044.3018157489146
2012-07-03,1051.4144773057606
2012-07-04,1059.3299171672147
2012-07-05,1063.2174224427604
2012-07-06,1079.5881604026924
2012-07-09,1057.0619355715055
2012-07-10,1057.210164365448
2012-07-11,1062.9587552740347
2012-07-12,1063.473304449607
2012-07-13,1058.7561997337716
2012-07-16,1045.425608701489
2012-07-17,1058.8161335805164
2012-07-18,1049.6441014698144
2012-07-19,1060.9561778806362
2012-07-20,1066.2058247358495
2012-07-23,1047.4173944911136
2012-07-24,1049.3434687212314
2012-07-25,1040.2760909570638
2012-07-26,1022.2702552260788
2012-07-27,1026.1274010110737
2012-07-30,1038.4614966758606
2012-07-31,1035.725325067136
2012-08-01,1044.954022151455
2012-08-02,1049.215326159938
2012-08-03,1038.8149184815743
2012-08-06,1050.7119000467935
2012-08-07,1056.0925274259725
2012-08-08,1061.1358554811532
2012-08-09,1077.109113797286
2012-08-10,1070.7933985459501
2012-08-13,1055.03860737723
2012-08-14,1064.634564346181
2012-08-15,1056.8918661051584
2012-08-16,1045.3014357094744
2012-08-17,1055.421705091492
2012-08-20,1050.2027409336586
2012-08-21,1044.237169282555
2012-08-22,1036.5303117703006
2012-08-23,1036.055892391957
2012-08-24,1027.7279775632762
2012-08-27,1014.3820635139746
2012-08-28,1012.7679350498727
2012-08-29,1010.9908263138406
2012-08-30,1003.6711879787896
2012-08-31,993.1414315515979
2012-09-03,1004.1075526988703
2012-09-04,997.259815776881
2012-09-05,986.956228345053
2012-09-06,992.1859728521437
2012-09-07,1013.4416096052983
2012-09-10,1019.6093826444536
2012-09-11,1013.3002754332541
2012-09-12,1018.8060230159409
2012-09-13,1011.8016277446424
2012-09-14,1012.354954349949
2012-09-17,1001.2329637047375
2012-09-18,1001.1078307651123
2012-09-19,1010.6133072082393
2012-09-20,1000.748711585876
2012-09-21,1000.6963011630824
2012-09-24,1008.6287124070807
2012-09-25,1003.4832508368771
2012-09-26,1000.4025812583781
2012-09-27,1016.2449930768115
2012-09-28,1029.0856616097958
2012-10-01,1025.8304576533592
2012-10-02,1023.3932065563732
2012-10-03,1027.1536188240755
2012-10-04,1020.3909359608417
2012-10-05,1020.0344474009923
2012-10-08,1018.5990117242078
2012-10-09,1037.42724415857
2012-10-10,1039.8891490449398
2012-10-11,1033.563458526556
2012-10-12,1036.1141432243912
2012-10-15,1036.3244574540286
2012-10-16,1033.4145741249033
2012-10-17,1032.6220970844506
2012-10-18,1046.7729852913633
2012-10-19,1051.3699461499577
2012-10-22,1053.4450126680674
2012-10-23,1057.15292515482
2012-10-24,1058.3331874559021
2012-10-25,1055.5487617374645
2012-10-26,1041.2391873959182
2012-10-29,1041.9739703982416
2012-10-30,1034.7910692566227
2012-10-31,1045.1659403085446
2012-11-01,1061.2836942645968
2012-11-02,1079.1717576505675
2012-11-05,1081.1823348840057
2012-11-06,1075.2893855948037
2012-11-07,1082.6247896017705
2012-11-08,1061.5610689998762
2012-11-09,1057.8076815297766
2012-11-12,1062.0627012899017
2012-11-13,1046.4842697120537
2012-11-14,1053.8429052935344
2012-11-15,1033.200041382825
2012-11-16,1037.976351648507
2012-11-19,1032.6885684891986
2012-11-20,1031.4853014229086
2012-11-21,1042.609062095351
2012-11-22,1038.6446361064384
2012-11-23,1040.484293451958
2012-11-26,1035.1119214589037
2012-11-27,1028.0399319087019
2012-11-28,1019.822719698058
2012-11-29,1016.5499521020699
2012-11-30,1023.4302718844085
2012-12-03,1004.4120054162677
2012-12-04,1008.673591846839
2012-12-05,1037.1012793501577
2012-12-06,1042.7479346707769
2012-12-07,1056.5934213957955
2012-12-10,1064.5662721958176
2012-12-11,1055.9774724679523
2012-12-12,1058.8022782795513
2012-12-13,1049.3145982031638
2012-12-14,1072.4094462259104
2012-12-17,1068.5749974122004
2012-12-18,1063.690345145457
2012-12-19,1065.1660082443843
2012-12-20,1070.38705678343
2012-12-21,1069.7181750844322
2012-12-24,1071.2257157504662
2012-12-25,1083.4813529416788
2012-12-26,1084.8332858933986
2012-12-27,1084.081919543048
2012-12-28,1092.4063842141056
2012-12-31,1103.3463648669954
2013-01-01,1103.3463648669956
2013-01-02,1115.9775907363926
2013-01-03,1131.7569975615281
2013-01-04,1134.7748198181155
2013-01-07,1136.703987373338
2013-01-08,1134.1937990315948
2013-01-09,1141.0182325688565
2013-01-10,1131.826066632188
2013-01-11,1107.702147206343
2013-01-14,1128.084586165055
2013-01-15,1135.1883948009931
2013-01-16,1136.301426762092
2013-01-17,1124.5019294434433
2013-01-18,1145.6183398232522
2013-01-21,1147.5433340240477
2013-01-22,1147.0368596207795
2013-01-23,1148.0488246834827
2013-01-24,1131.368220228744
2013-01-25,1118.5097115084038
2013-01-28,1135.9283846447015
2013-01-29,1139.7175844448802
2013-01-30,1139.2890250023468
2013-01-31,1135.32854538111
2013-02-01,1132.9661421825613
2013-02-04,1143.319283815699
2013-02-05,1138.0484504364745
2013-02-06,1141.774557013796
2013-02-07,1149.074129266754
2013-02-08,1155.5507591523597
2013-02-11,1155.6201213617271
2013-02-12,1148.3217700236487
2013-02-13,1150.6627884167674
2013-02-14,1165.4856243050524
2013-02-15,1166.8059508034462
2013-02-18,1160.836465730725
2013-02-19,1142.872190471841
2013-02-20,1152.5569794285918
2013-02-21,1138.9114569293072
2013-02-22,1139.3559604927445
2013-02-25,1137.9186009659497
2013-02-26,1133.608429327113
2013-02-27,1137.402881530748
2013-02-28,1167.3444888480851
2013-03-01,1174.5437321769473
2013-03-04,1139.9196561155395
2013-03-05,1154.0643619501313
2013-03-06,1169.6604040668742
2013-03-07,1155.3716257566177
2013-03-08,1168.6094819580733
2013-03-11,1161.7488300645193
2013-03-12,1145.7411513440743
2013-03-13,1137.722705807271
2013-03-14,1138.7483343468632
2013-03-15,1129.116484043797
2013-03-18,1119.0115264049043
2013-03-19,1128.7411431227981
2013-03-20,1147.2226955127062
2013-03-21,1152.0794199734903
2013-03-22,1144.530791485232
2013-03-25,1157.0177468399984
2013-03-26,1153.3402204826248
2013-03-27,1165.974001490758
2013-03-28,1138.6628981914307
2013-03-29,1138.2366852119364
2013-04-01,1139.232083468068
2013-04-02,1137.5409402236605
2013-04-03,1133.2140225109845
2013-04-04,1132.5847476309416
2013-04-05,1101.2998823785183
2013-04-08,1100.998515103962
2013-04-09,1107.3702498518558
2013-04-10,1110.445857990126
2013-04-11,1106.7546501561126
2013-04-12,1105.4265939055692
2013-04-15,1092.400051684368
2013-04-16,1091.4868779436838
2013-04-17,1098.9376250709051
2013-04-18,1094.4159829000178
2013-04-19,1119.7280927270438
2013-04-22,1126.5273650589565
2013-04-23,1106.0044107888214
