Date,EM LATIN AMERICA IMI
1998-12-31,177.3245446258252
1999-01-01,177.3339529609684
1999-01-04,176.5303808616748
1999-01-05,176.84749264260938
1999-01-06,178.9139165206316
1999-01-07,176.1659817857204
1999-01-08,175.83610652762877
1999-01-11,170.39818889506353
1999-01-12,163.1393834763326
1999-01-13,146.95315185363947
1999-01-14,142.1133233693821
1999-01-15,156.92053903880168
1999-01-18,153.3014415898493
1999-01-19,154.6558839736669
1999-01-20,159.6115034803008
1999-01-21,151.69211914042944
1999-01-22,150.4776268955996
1999-01-25,149.46933299153577
1999-01-26,151.29800185267501
1999-01-27,152.01019660242625
1999-01-28,155.17308497381717
1999-01-29,154.81004030147204
1999-02-01,164.38930542726797
1999-02-02,167.98678210786898
1999-02-03,166.9599698082503
1999-02-04,167.27205424385923
1999-02-05,165.25113085173754
1999-02-08,165.24500522954327
1999-02-09,163.60717120412923
1999-02-10,164.96133433988518
1999-02-11,168.42955409221037
1999-02-12,168.78359255475112
1999-02-15,169.52483451460458
1999-02-16,171.2923117856956
1999-02-17,168.84535280175234
1999-02-18,169.0990832176395
1999-02-19,172.9156007103413
1999-02-22,173.29284567473377
1999-02-23,171.92569296049965
1999-02-24,171.49608444361002
1999-02-25,168.22030348834275
1999-02-26,170.96232332994208
1999-03-01,169.75075547491423
1999-03-02,168.40745544967692
1999-03-03,169.0747995843515
1999-03-04,175.6080201529558
1999-03-05,179.39785443505593
1999-03-08,182.09830272486982
1999-03-09,185.33294362598969
1999-03-10,188.6995888601423
1999-03-11,189.838877295209
1999-03-12,187.6684285657897
1999-03-15,193.16651179955815
1999-03-16,196.23198591867498
1999-03-17,193.94933379064577
1999-03-18,197.0629691749578
1999-03-19,197.31336428840578
1999-03-22,195.35250008555212
1999-03-23,193.2584899569678
1999-03-24,194.72797849174574
1999-03-25,201.3374550181223
1999-03-26,203.34435025130628
1999-03-29,206.31364820003517
1999-03-30,207.73973637057475
1999-03-31,209.25594689829109
1999-04-01,209.09593582405458
1999-04-02,209.76225674318226
1999-04-05,215.80000139704762
1999-04-06,217.19755448284883
1999-04-07,218.76496586698374
1999-04-08,219.76082522689748
1999-04-09,220.2872685004218
1999-04-12,220.82781629713267
1999-04-13,222.62357431713988
1999-04-14,223.41256326635892
1999-04-15,229.7663123043762
1999-04-16,233.92395390486826
1999-04-19,236.56610516786208
1999-04-20,230.9561977022025
1999-04-21,231.35412006654386
1999-04-22,235.06257654422672
1999-04-23,234.27798679469865
1999-04-26,232.52001173815984
1999-04-27,230.42048149722604
1999-04-28,235.46013734133
1999-04-29,238.65006455960025
1999-04-30,242.88868095161885
1999-05-03,246.69693569809522
1999-05-04,244.24073655479089
1999-05-05,245.58242352968932
1999-05-06,248.42502166065572
1999-05-07,253.83429397828434
1999-05-10,257.68262236194516
1999-05-11,256.95218975057503
1999-05-12,254.80560737729144
1999-05-13,261.3286723965663
1999-05-14,256.78651084893926
1999-05-17,253.7367121029496
1999-05-18,255.3405374068291
1999-05-19,250.82709477650516
1999-05-20,250.88646747583377
1999-05-21,245.51017041697838
1999-05-24,236.98724501900034
1999-05-25,229.53816202919296
1999-05-26,240.81415894574158
1999-05-27,235.55493244725463
1999-05-28,236.1254768111745
1999-05-31,238.64080307480577
1999-06-01,235.61773081671743
1999-06-02,237.74625502624747
1999-06-03,237.51004761714015
1999-06-04,241.77913138283932
1999-06-07,242.40778987824604
1999-06-08,238.45678369851564
1999-06-09,236.6327014980683
1999-06-10,234.81246294952862
1999-06-11,232.82253874071696
1999-06-14,232.35016463926473
1999-06-15,235.46146411054556
1999-06-16,246.90364621283067
1999-06-17,249.3178726743067
1999-06-18,249.1166550615369
1999-06-21,252.34948095675136
1999-06-22,252.36995594701023
1999-06-23,248.41522271472184
1999-06-24,242.51102486505974
1999-06-25,237.0045905122
1999-06-28,241.61393217862062
1999-06-29,244.1471549334651
1999-06-30,249.86138114140815
1999-07-01,253.0142575228724
1999-07-02,257.33171897685384
1999-07-05,258.70891204547826
1999-07-06,256.4798433708615
1999-07-07,257.51886492327526
1999-07-08,253.92330196656988
1999-07-09,253.56943949947137
1999-07-12,246.58555409596295
1999-07-13,248.0481324569166
1999-07-14,248.51536062972704
1999-07-15,249.1184670759547
1999-07-16,252.04772390181842
1999-07-19,255.1770341266557
1999-07-20,244.633422891124
1999-07-21,243.7120303602937
1999-07-22,241.89774625086926
1999-07-23,237.01806856958066
1999-07-26,227.32461492099932
1999-07-27,228.7145642271433
1999-07-28,231.3968217278373
1999-07-29,225.6704881739329
1999-07-30,224.67533174262906
1999-08-02,220.85920370499542
1999-08-03,221.39627657548343
1999-08-04,217.61673583753327
1999-08-05,215.9159447228741
1999-08-06,214.0848647202544
1999-08-09,215.64645999202133
1999-08-10,212.86209972802817
1999-08-11,218.21966800992104
1999-08-12,219.62102394942218
1999-08-13,223.4209424957635
1999-08-16,222.71755105317945
1999-08-17,222.97034654900742
1999-08-18,217.17217258476953
1999-08-19,214.51725336599353
1999-08-20,216.62081294533624
1999-08-23,221.94443980981404
1999-08-24,222.89353128111787
1999-08-25,229.2334809508045
1999-08-26,228.57723286945873
1999-08-27,225.69175901199918
